"Aaron Kälin","Staufferstrasse 96
5052 Val-de-Travers" 
"Silvio Schweizer","Spörristrasse 45
7774 Urdorf"
"Regula Walter","Stalderstrasse 698
7161 Opfikon"
"Eleonore Brun Stettler","Gloorstrasse 7
4496 Frauenfeld"
"Remzi Giger","Kuhnstrasse 9
7966 Naters"
"Angelica Winkler","Baumgartnerstrasse 850
5982 Freiburg"
"François Hofmann","Kernstrasse 75
8417 Aigle"
"Naomi Gasser","Weibelstrasse 50
5265 La Tour-de-Peilz"
"Natasa Wirz Baumgartner","Kohlerstrasse 44
9643 Ittigen"
"Annette Weber","Schwabstrasse 413
6067 Sarnen"
"Alessandra Hürlimann","Albrechtstrasse 1
5871 Arth"
"Dr. Flurina Hoffmann","Langstrasse 92
1396 Zug"
"Dr. Tamara Senn","Zehnderstrasse 1
1676 Langenthal"
"Corinna Fehr","Bergerstrasse 666
9291 Aigle"
"Nathan Flückiger","Imhofstrasse 61
3442 Münsingen"
"Eveline Wehrli","Portmannstrasse 82
1932 Lenzburg"
"Basil Steinmann","Kälinstrasse 35
6234 Onex"
"Julie Gloor-Bieri","Schärerstrasse 57
4817 Schaffhausen"
"Natascha Meister","Hirtstrasse 29
7778 Lyss"
"Joel Lutz","Reystrasse 43
3649 Bülach"
"Livia Christen-Meister","Schweizerstrasse 133
1562 Ebikon"
"Dr. Ayse Merz","Blumstrasse 35
8336 Münchenstein"
"Jordan Kaiser","Siegriststrasse 82
9194 Risch"
"Carine Ackermann Stucki","Stutzstrasse 25
1534 Münchenbuchsee"
"Liliana Bättig-Felder","Stutzstrasse 4
6517 Davos"
"Othmar Eugster","Hauserstrasse 27
8829 Morges"
"Marie-José Kessler","Hoffmannstrasse 95
4548 Nyon"
"Ellen Ernst Hodel","Schweizerstrasse 68
8917 Villars-sur-Glâne"
"Natascha Zehnder","Haasstrasse 23
1144 Bassersdorf"
"Tânia Jäggi","Fehrstrasse 98
1420 Wald"
"Agron Lüscher","Sidlerstrasse 68
4437 Monthey"
"Ömer Merz","Blumstrasse 13
8986 Genf"
"Marielle Ferrari","Wehrlistrasse 96
1556 Rüti"
"Kerim Kuhn","Bernasconistrasse 132
7285 Brig-Glis"
"Prof. Kim Gross","Stalderstrasse 8
2208 Freiburg"
"Fernando Stucki","Schürchstrasse 54
2391 Villars-sur-Glâne"
"Noa Bühler","Baurstrasse 72
9210 Schlieren"
"Sarah Haas","Suterstrasse 86
6657 Opfikon"
"Natasha Aebi-Roos","Wirthstrasse 33
7949 Rapperswil-Jona"
"Marcia Christen","Meierstrasse 79
1769 Arbon"
"Vivienne Bieri-Walder","Islerstrasse 6
4417 Muttenz"
"Dorothea Wüthrich Benz","Wolfstrasse 32
1393 Binningen"
"Tomasz Rüegg","Wehrlistrasse 51
4660 Wald"
"Prof. Egzon Keller","Bianchistrasse 48
3433 Wohlen"
"Flora Schweizer Vogel","Schenkstrasse 3
6775 Rheinfelden"
"Maryse Siegrist","Schäferstrasse 20
1742 Kreuzlingen"
"Alba Suter","Gasserstrasse 9
8668 Männedorf"
"Anneliese Brun","Hofmannstrasse 72
8773 Gossau"
"Nathalie Lanz","Käserstrasse 51
1515 Gland"
"Claire Schumacher Schaller","Felderstrasse 1
3490 Martigny"
"Niels Schaller","Wüthrichstrasse 14
7577 Vevey"
"Igor Lustenberger","Jennistrasse 3
9806 Freiburg"
"Steven Häfliger","Siegriststrasse 14
6883 Wettingen"
"Stefano Wüthrich","Spörristrasse 88
4657 Möhlin"
"Sabina Kägi","Hessstrasse 66
3591 Dietikon"
"Vlora Hodel-Amrein","Baumannstrasse 55
3362 Ittigen"
"Dr. Reto Aebi","Lutzstrasse 192
8707 Morges"
"Mauro Bosshard","Seilerstrasse 2
3482 Basel"
"Nathanael Schuler","Toblerstrasse 7
6810 Villars-sur-Glâne"
"Janet Pfister","Stutzstrasse 2
3977 Horgen"
"Iryna Zimmermann","Hodelstrasse 986
7009 Baden"
"Gisèle Baumgartner","Hofmannstrasse 5
7666 Zug"
"Flavia Grob","Frickstrasse 70
6222 Pully"
"Emily Suter Vogt","Steigerstrasse 44
7041 Dietikon"
"Jayden Walder","Schochstrasse 56
4236 Dübendorf"
"Wilfried Grob","Amreinstrasse 1
4554 Dietikon"
"Aisha Bühlmann","Lustenbergerstrasse 88
7211 Davos"
"Ludwig Sutter","Leustrasse 8
5762 Oftringen"
"Nelio Bolliger","Sennstrasse 10
2072 Wallisellen"
"Sascha Brun","Bärstrasse 78
9192 Sitten"
"Rafaela Ott","Hofstetterstrasse 800
2151 Chur"
"Theo Weber","Kaiserstrasse 81
7273 Morges"
"Halil Peter","Fuchsstrasse 17
5491 Gland"
"Dr. Florentina Stalder","Meilistrasse 87
2682 Horgen"
"Jetmir Bianchi","Eglistrasse 17
1609 Schaffhausen"
"Edward Baumann","Sigriststrasse 198
2792 Genf"
"Patrícia Küng","Lutzstrasse 51
4747 Gossau"
"Prof. Jannis Hofer","Leustrasse 526
2418 Gossau"
"Nelli Baur","Käserstrasse 92
4716 Oberwil"
"Mirlinda Favre","Baumannstrasse 42
7336 Volketswil"
"Emma Weibel Spörri","Bianchistrasse 568
4707 Grenchen"
"Deborah Hug Ferrari","Frickstrasse 5
3380 Lenzburg"
"Laurin Näf","Wegmannstrasse 81
9044 Emmen"
"Prof. Jürgen Zbinden","Bieristrasse 84
4523 Bülach"
"Prof. Annelies Stauffer","Schärerstrasse 25
2646 Maur"
"Rocco Baumann","Lüthistrasse 5
5133 Risch"
"Mahmoud Hoffmann","Vogtstrasse 3
9391 La Tour-de-Peilz"
"Prof. Nils Bär","Kunzstrasse 83
8683 Urdorf"
"Nelli Steiger Schär","Widmerstrasse 87
3196 Chêne-Bougeries"
"Niels Häfliger","Kälinstrasse 726
1826 Aigle"
"Gabriele Seiler","Meierstrasse 11
9169 Küsnacht"
"Prof. Can Roos","Scherrerstrasse 703
5621 Crans-Montana"
"Juan Gut","Meyerstrasse 56
9025 Siders"
"Valentino Stöckli-Wyss","Lüthistrasse 985
2289 Schwyz"
"Osman Gfeller-Frey","Peterstrasse 30
4313 Thalwil"
"Maxim Schmid","Gerberstrasse 68
1021 Nyon"
"Hanspeter Forster","Toblerstrasse 15
8832 Münsingen"
"Jean-Marc Iten","Zürcherstrasse 20
7212 Glarus"
"Nelly Kägi","Stockerstrasse 7
5889 Ittigen"
"Zoltan Roth","Kunzstrasse 60
2606 Meilen"
"Sébastien Weibel","Schallerstrasse 35
5835 Köniz"
"José Ernst","Müllerstrasse 91
3434 Männedorf"
"Bertha Zürcher","Bianchistrasse 20
6412 Bern"
"Tamás Näf","Stettlerstrasse 774
8567 Münsingen"
"Marijana Kern-Näf","Mayerstrasse 94
2681 Freiburg"
"Prof. Nelio Felder","Baderstrasse 83
6842 Freienbach"
"Ganimete Stöckli Berger","Wyssstrasse 9
6068 Baar"
"Anne-Sophie Blum-Gloor","Kägistrasse 2
9723 Münchenbuchsee"
"Nelson Wagner-Lüthi","Hotzstrasse 3
7911 Muri"
"Livia Spörri Lang","Eglistrasse 4
4087 Freiburg"
"Mimoza Hodel","Staufferstrasse 9
4636 La Tour-de-Peilz"
"Prof. Fernande Geiger","Martinstrasse 3
7788 Uster"
"Cosimo Käser-Häfliger","Stalderstrasse 117
4174 Kreuzlingen"
"Steve Steinmann","Kernstrasse 26
5564 Siders"
"Dr. Meret Lüscher","Schneiderstrasse 6
7394 Meilen"
"Britta Bucher-Pfister","Kochstrasse 73
7733 Oftringen"
"Luzius Egger","Bärstrasse 753
4347 Wil"
"Carlos Schürch","Hafnerstrasse 2
4980 Muri"
"Nevin Gloor-Erni","Hugstrasse 62
6439 Illnau-Effretikon"
"Nathalie Lutz-Egger","Bachmannstrasse 8
3963 Steffisburg"
"Dr. Marinette Müller","Wirzstrasse 20
5255 Urdorf"
"Valentin Hermann","Leustrasse 10
6051 Chur"
"Sharon Peter","Tannerstrasse 30
3299 Gland"
"Admir Bauer","Staubstrasse 72
9599 Grenchen"
"Dr. Florent Hotz","Rüeggstrasse 66
3092 Oftringen"
"Jusuf Fehr","Hotzstrasse 84
4151 Wettingen"
"Olena Fankhauser Frey","Frickstrasse 52
2815 Steffisburg"
"Edona Benz","Michelstrasse 52
2801 Siders"
"Nevin Marti","Küngstrasse 499
5465 Baden"
"Dr. Cosimo Bianchi","Gfellerstrasse 7
6265 Rheinfelden"
"Prof. Rudolf Kuhn","Frickstrasse 45
7531 Martigny"
"Vivienne Kälin","Schochstrasse 94
2287 Baden"
"Enrico Probst-Vogel","Knechtstrasse 59
4464 Zollikofen"
"Flurina Bühler-Lüthi","Baumgartnerstrasse 34
7681 Plan-les-Ouates"
"Svetlana Betschart","Staubstrasse 12
9791 Pfäffikon"
"Aferdita Peter","Vogelstrasse 3
5374 Pfäffikon"
"Melissa Berger","Knechtstrasse 23
1076 Payerne"
"Dr. Josiane Imhof","Scheideggerstrasse 526
7386 Sitten"
"Nevin Roos","Bergerstrasse 29
4557 Schlieren"
"Mégane Maier","Vogelstrasse 2
9952 Schlieren"
"Cornelius Stocker","Zehnderstrasse 61
2969 Chêne-Bougeries"
"Angélique Koch","Bucherstrasse 17
1335 Davos"
"Georgette Egger","Schärstrasse 772
1755 Solothurn"
"Marlise Mettler","Fankhauserstrasse 8
9501 Wil"
"Jorge Kaufmann","Hotzstrasse 27
2642 Flawil"
"Gino Schärer","Mayerstrasse 73
7482 Glarus"
"Javier Hauser","Scheideggerstrasse 643
4270 Monthey"
"Clarissa Rey","Kägistrasse 151
3476 Richterswil"
"Nick Lustenberger","Amreinstrasse 9
1223 Horgen"
"Jason Steffen","Bolligerstrasse 93
9331 Locarno"
"Joelle Brunner-Baumgartner","Siegriststrasse 97
2361 Rapperswil-Jona"
"Eléonore Fehr","Fuchsstrasse 6
1775 Dietikon"
"Amin Bättig","Geigerstrasse 32
8989 Hinwil"
"Jean-Marc Hofer","Itenstrasse 6
1654 Illnau-Effretikon"
"Dr. Albina Baumann","Schlatterstrasse 13
1167 La Chaux-de-Fonds"
"Maeva Suter-Schumacher","Gasserstrasse 94
8785 Sursee"
"Léonie Gerber","Suterstrasse 28
9602 Kloten"
"Tiffany Jost","Brunstrasse 45
3384 Emmen"
"Niclas Portmann","Ritterstrasse 1
2198 Prilly"
"Svetlana Bianchi Schwarz","Ferraristrasse 7
9494 Luzern"
"Carolin Scherrer","Grafstrasse 14
6010 Stäfa"
"Arsim Thommen","Walderstrasse 894
9260 Belp"
"Lena Fuchs","Schwabstrasse 353
8829 Winterthur"
"Robin Ott","Wehrlistrasse 5
4246 Pratteln"
"Gaetano Bernasconi","Bättigstrasse 7
7503 Pfäffikon"
"Ladina Roos","Wyssstrasse 47
8812 Oftringen"
"Iryna Wüthrich","Rothstrasse 66
4797 Lancy"
"Bettina Schaub","Grossstrasse 7
8818 Spiez"
"Nicola Braun","Mettlerstrasse 20
8183 Locarno"
"Salvatore Hotz-Wyss","Steinerstrasse 567
7595 Gossau"
"Concetta Jenni","Schwabstrasse 45
3325 Martigny"
"Ilaria Spörri","Schweizerstrasse 38
8028 Crans-Montana"
"Amanda Stöckli","Roosstrasse 19
8550 Horgen"
"Danijela Winkler Frick","Baurstrasse 989
7209 Köniz"
"Prof. Raffaella Ott","Kaiserstrasse 55
1000 Pratteln"
"Orlando Roth","Beckstrasse 70
9903 Thun"
"Claude Bär-Stucki","Merzstrasse 67
1089 Locarno"
"Amira Gasser","Schneiderstrasse 547
4941 Martigny"
"Nicola Jost","Hotzstrasse 1
5723 Dübendorf"
"Alessio Egger","Wegmannstrasse 79
1341 Vevey"
"Anna Hoffmann","Meisterstrasse 3
8502 Bern"
"Tanya Hug","Lüthistrasse 4
5173 Versoix"
"Martin Steiner","Aebistrasse 86
7928 Lancy"
"Maryline Bättig","Wegmannstrasse 74
4344 Riehen"
"Lana Lanz","Bosshardstrasse 42
9284 Emmen"
"Morris Schärer","Brunnerstrasse 74
1622 Mendrisio"
"Ingrid Michel","Furrerstrasse 6
2929 Allschwil"
"Käthi Jenni","Imhofstrasse 5
3062 Naters"
"Nicola Ott","Leustrasse 136
3012 La Tour-de-Peilz"
"Nicolai Flückiger","Spörristrasse 87
9545 Gossau"
"Aurélie Thommen","Bauerstrasse 768
9139 La Chaux-de-Fonds"
"Inês Aebi","Roosstrasse 72
4798 Prilly"
"Riccardo Gfeller-Wyss","Felberstrasse 33
8642 Bülach"
"Zahra Wolf","Friedlistrasse 94
9930 Renens"
"Florent Vogt","Mayerstrasse 34
1100 Locarno"
"Heidi Roos-Brun","Benzstrasse 11
5552 Aigle"
"Jeremias Thommen","Stockerstrasse 72
2811 Plan-les-Ouates"
"Dr. Christina Zbinden","Schäferstrasse 7
1551 Aarau"
"Nicola Schlatter","Hessstrasse 54
4951 Wald"
"Pauline Schnyder Thommen","Kochstrasse 36
9525 Spiez"
"Tino Seiler","Fehrstrasse 59
4685 La Chaux-de-Fonds"
"Filipa Kaiser","Wengerstrasse 56
1805 Veyrier"
"Serge Sutter","Schärstrasse 99
5377 Martigny"
"Madeleine Mäder-Geiger","Zürcherstrasse 75
1382 Mendrisio"
"Maik Wettstein","Haslerstrasse 87
1788 Birsfelden"
"Ahmad Hoffmann","Bieristrasse 332
2375 Einsiedeln"
"Johannes Weber","Freistrasse 78
6029 Payerne"
"Linus Schürch","Eugsterstrasse 16
5358 Männedorf"
"Nicola Schär","Bühlmannstrasse 536
2483 Flawil"
"Rosetta Schwab Leu","Seilerstrasse 9
1819 Morges"
"Katarina Fehr","Siegriststrasse 39
9833 Kloten"
"Gabriela Bühler","Kaufmannstrasse 1
5409 Uster"
"Egon Meyer","Zimmermannstrasse 864
6195 Langenthal"
"Vilma Gfeller Gfeller","Leustrasse 58
5535 Chêne-Bougeries"
"Amandine Hasler","Hafnerstrasse 60
7004 Horw"
"Hansruedi Kälin","Baderstrasse 33
5986 Gossau"
"Norma Eichenberger","Studerstrasse 88
8930 Lancy"
"Silja Christen","Vogtstrasse 21
8728 Ostermundigen"
"Nicolai Leu","Bianchistrasse 25
8649 Ecublens"
"Clémence Huber","Siegriststrasse 19
3934 Belp"
"Ferenc Bianchi","Hoferstrasse 9
9917 Morges"
"Adam Lüthi","Forsterstrasse 868
8300 Le Grand-Saconnex"
"Desirée Roos","Vogtstrasse 952
1739 Thun"
"Gebhard Brun","Lutzstrasse 17
9669 Onex"
"Dr. Aleksandar Isler","Blumstrasse 80
1604 Frauenfeld"
"Olaf Jost","Vogelstrasse 54
5934 Renens"
"Azra Küng Rüegg","Hartmannstrasse 75
1105 La Chaux-de-Fonds"
"Lutz Braun","Steffenstrasse 37
8850 Volketswil"
"Nicolai Widmer","Beckstrasse 30
8819 Le Grand-Saconnex"
"Catherine Schwarz","Thommenstrasse 951
4442 Oftringen"
"Gerold Felder","Schlatterstrasse 329
7957 Kreuzlingen"
"Chris Hauser-Furrer","Favrestrasse 145
4859 Adliswil"
"Silvia Wüthrich-Näf","Moserstrasse 82
4986 Buchs"
"Yasemin Steiger","Bianchistrasse 82
2387 Pratteln"
"Dr. Marisa Wirth","Stockerstrasse 238
2492 Prilly"
"Tuana Moser","Sutterstrasse 88
9365 Oftringen"
"Joanne Brunner","Staubstrasse 7
8423 Crans-Montana"
"Yannik Scheidegger","Bühlmannstrasse 810
7450 Brugg"
"Niels Bieri","Favrestrasse 73
8136 Schlieren"
"Prof. Andres Friedli","Benzstrasse 541
4704 Volketswil"
"Rebekka Tobler","Zieglerstrasse 9
9865 Wohlen"
"Till Friedli","Stuckistrasse 56
9585 Vernier"
"Romano Schwarz","Bolligerstrasse 36
8480 Maur"
"Antonio Wehrli-Moser","Flückigerstrasse 2
1827 Risch"
"Aisha Bär","Steigerstrasse 42
2170 Brig-Glis"
"Frédéric Lang","Schweizerstrasse 79
5997 Thun"
"Gaia Frei","Amreinstrasse 16
3739 Kreuzlingen"
"Lucette Eichenberger","Hoffmannstrasse 22
9888 Suhr"
"Niels Kuhn","Probststrasse 56
7238 Rheinfelden"
"Luca Imhof","Bärstrasse 6
4622 Pratteln"
"Elin Hofer","Käserstrasse 8
3626 Arbon"
"Dr. Alisha Roth","Fankhauserstrasse 63
3072 Olten"
"Joao Beck-Herzog","Brunnerstrasse 63
6956 Wallisellen"
"Svenja Peter","Wengerstrasse 336
5585 Winterthur"
"Eléonore Kunz","Freistrasse 41
9424 Solothurn"
"Agim Hoffmann","Friedlistrasse 84
9993 Hinwil"
"Hana Ott","Zbindenstrasse 3
3066 Bellinzona"
"Dr. Alexandra Christen","Spörristrasse 736
9774 Muri"
"Nik Bühlmann","Kaiserstrasse 55
5202 Luzern"
"Patrizia Kessler","Steinerstrasse 792
8699 Küssnacht"
"Prof. Jara Müller","Jennistrasse 96
5539 Muttenz"
"Fredy Lüthi","Jäggistrasse 337
3072 Münchenstein"
"Emilie Bucher","Schwarzstrasse 54
3631 Wetzikon"
"Evelyn Amrein Lutz","Wegmannstrasse 5
1595 Nyon"
"Karen Wirth","Imhofstrasse 43
4454 Yverdon-les-Bains"
"Marcos Kaiser","Bättigstrasse 650
7013 Stäfa"
"Prof. Juri Häfliger","Baumgartnerstrasse 45
6031 Wald"
"Prof. Eren Martin","Ritterstrasse 745
3576 St. Gallen"
"Niklaus Felder","Martistrasse 98
1957 Zofingen"
"Teresa Stadelmann","Frickstrasse 1
1245 Lutry"
"Johann Bader-Mäder","Vogelstrasse 42
8425 Renens"
"Evelyne Hunziker Kaiser","Schäferstrasse 46
7216 Zürich"
"Janik Stöckli","Spörristrasse 34
3709 Freienbach"
"Raoul Kaiser","Meilistrasse 24
4159 Morges"
"Aldin Stöckli","Langstrasse 36
4142 Kriens"
"Prof. Lina Grob","Hirtstrasse 142
5257 Grenchen"
"Christa Sidler","Bergerstrasse 746
1200 Illnau-Effretikon"
"Margherita Hotz","Joststrasse 1
9256 Basel"
"Niko Schmid","Stalderstrasse 33
2943 Solothurn"
"Dr. Josiane Martin","Lanzstrasse 29
3996 Neuhausen"
"Jade Maurer Frick","Sidlerstrasse 64
4162 Frauenfeld"
"Avni Aebi","Steinerstrasse 6
8565 Volketswil"
"Enzo Schaller","Hugstrasse 357
6591 Thun"
"Sebastian Hunziker","Kägistrasse 57
2895 Opfikon"
"Joaquim Wegmann","Staufferstrasse 50
4251 Belp"
"Omar Hunziker","Huberstrasse 951
4982 Freienbach"
"Gerold Lüscher","Gerberstrasse 37
6264 Uster"
"Bilal Walter","Stutzstrasse 81
2715 Neuhausen"
"Nikolaos Schwab","Stutzstrasse 30
6018 Ittigen"
"Prof. Océane Ernst","Kuhnstrasse 50
5623 Worb"
"Aurel Kälin","Meyerstrasse 39
3969 Meyrin"
"Prof. Tarik Häfliger","Hofmannstrasse 66
3704 Spiez"
"Prof. Philipp Zimmermann","Frickstrasse 83
5740 Solothurn"
"Prof. Nora Gasser","Stadelmannstrasse 93
2358 Langenthal"
"Omar Schwarz","Schochstrasse 59
7442 Baden"
"Madeleine Erni","Gigerstrasse 3
2029 Freienbach"
"Cyrill Kälin-Ritter","Meisterstrasse 64
9776 Urdorf"
"Fadil Gross","Christenstrasse 400
8855 Val-de-Ruz"
"Nikolina Hirt","Schneiderstrasse 751
3821 Lutry"
"Marian Marti","Lanzstrasse 21
6647 Basel"
"Katarzyna Kohler Häfliger","Hafnerstrasse 36
4084 Wohlen"
"Gérard Frey","Spörristrasse 77
3514 Vevey"
"Prof. Fatime Hirt","Kunzstrasse 61
5586 Meilen"
"Janick Jost","Siegriststrasse 2
3360 Dietikon"
"Simone Lustenberger","Braunstrasse 577
6690 Rapperswil-Jona"
"Felipe Lüscher","Vogtstrasse 507
8774 Buchs"
"Kristina Lutz","Bühlmannstrasse 6
6882 Schlieren"
"Marcin Knecht","Meierstrasse 709
7955 Schwyz"
"Nikolina Lüscher","Toblerstrasse 77
8335 Arth"
"Leonie Bosshard Kunz","Kägistrasse 15
5615 Ebikon"
"Mustafa Ackermann","Schärstrasse 7
6738 Risch"
"Célia Grob","Wüthrichstrasse 38
2483 Wetzikon"
"Luise Fischer","Stuckistrasse 354
3562 Lugano"
"Rose-Marie Hodel-Wyss","Bieristrasse 99
9564 Altstätten"
"Hartmut Schnyder","Suterstrasse 70
6626 Mendrisio"
"Juana Gerber","Mäderstrasse 123
7079 Spiez"
"Colin Eugster-Schnyder","Vogtstrasse 96
3030 Brugg"
"Nikolina Thommen","Hotzstrasse 7
9484 Versoix"
"Nikolina Scherrer Hodel","Lehmannstrasse 138
2376 Cham"
"Gioia Kessler","Ammannstrasse 2
4856 Uster"
"Aurora Bianchi","Bühlmannstrasse 36
4549 Bellinzona"
"Lucette Häfliger","Weberstrasse 22
2442 Männedorf"
"Prof. Germaine Bucher","Mäderstrasse 4
5765 Steinhausen"
"Pascale Rey Schürch","Schulerstrasse 4
8309 Stäfa"
"Marie-José Furrer","Lüthistrasse 95
3185 Maur"
"Theres Kessler","Hunzikerstrasse 328
3295 Le Grand-Saconnex"
"Marin Albrecht","Wyssstrasse 413
8540 Maur"
"Ursula Scherrer","Lüscherstrasse 441
1184 Carouge"
"Nils Sidler","Brunstrasse 95
4332 St. Gallen"
"Fadil Kuhn","Ferraristrasse 24
2073 Wald"
"Corinna Iten","Schärstrasse 631
1953 Möhlin"
"Gertrud Albrecht-Schuler","Siegriststrasse 1
7084 Hinwil"
"Malgorzata Gfeller Gloor","Brunstrasse 49
8426 Martigny"
"Luna Wenger Stalder","Tannerstrasse 37
8096 Herisau"
"Javier Meier","Ferraristrasse 62
9284 Schaffhausen"
"Florentina Roth-Wirz","Leunbergerstrasse 946
6516 Adliswil"
"Milo Huber","Schneiderstrasse 35
3414 Zollikon"
"Carole Felber","Freistrasse 57
7369 Rapperswil-Jona"
"Nino Stauffer","Hotzstrasse 798
8685 Villars-sur-Glâne"
"Claudia Senn","Küngstrasse 35
7881 Romanshorn"
"Amin Gasser-Egger","Eggerstrasse 710
8677 Nyon"
"Nicola Bühlmann","Schwabstrasse 650
5583 Flawil"
"Riccardo Kägi","Bernasconistrasse 20
8097 Baar"
"Kastriot Ott","Hotzstrasse 22
8576 Basel"
"Wanda Betschart","Zieglerstrasse 9
4254 Bernex"
"Leopold Meier","Zbindenstrasse 645
2844 Amriswil"
"Hartmut Weibel","Widmerstrasse 851
9346 Buchs"
"Prof. Imelda Hofstetter","Schweizerstrasse 56
6009 St. Gallen"
"Noa Felder","Joststrasse 3
2216 Prilly"
"Barbara Leunberger","Bolligerstrasse 8
7382 Sursee"
"Dr. Gani Frey","Michelstrasse 6
1153 Biel/Bienne"
"Danielle Zürcher-Lanz","Kochstrasse 896
3673 Aigle"
"Zahra Kägi","Vogtstrasse 48
8027 La Chaux-de-Fonds"
"Ulrike Jäggi","Winklerstrasse 61
6493 Köniz"
"Aisha Zimmermann","Rüeggstrasse 56
9181 Chêne-Bougeries"
"Timea Wegmann","Schochstrasse 87
6480 Wetzikon"
"Baris Knecht","Hotzstrasse 795
2145 Männedorf"
"Tabea Schwab","Gigerstrasse 4
1601 Veyrier"
"Noah Kohler","Zieglerstrasse 80
2448 Lausanne"
"Mina Friedli","Wettsteinstrasse 30
3231 Chur"
"Priska Gerber Forster","Schochstrasse 84
2079 Schlieren"
"Norma Küng","Wettsteinstrasse 568
4482 Glarus"
"Sanja Peter","Näfstrasse 656
6774 Schwyz"
"Nicolas Schaller","Winklerstrasse 112
5424 Arth"
"Prof. Kevin Gfeller","Leunbergerstrasse 28
5232 La Tour-de-Peilz"
"Tahir Mayer","Hessstrasse 30
7631 Brig-Glis"
"Mischa Felber","Brunstrasse 4
9151 Horgen"
"Antonia Hodel","Schnyderstrasse 66
3162 Naters"
"Noe Graf","Hunzikerstrasse 89
3830 Muri"
"Piero Studer","Kuhnstrasse 461
1951 Muttenz"
"Noé Bader","Schürchstrasse 82
1220 Küssnacht"
"Mika Schmidt","Eggerstrasse 58
9588 Wädenswil"
"Willy Graf","Spörristrasse 37
1229 Wil"
"Natascha Gfeller","Probststrasse 212
8628 Pratteln"
"Dr. Renate Berger","Lanzstrasse 48
9175 Freiburg"
"Prof. Amar Blum","Zbindenstrasse 41
4587 Frauenfeld"
"Dr. Nicola Isler","Langstrasse 93
1498 Val-de-Ruz"
"Agnes Senn","Gigerstrasse 50
3700 Davos"
"Noel Bernasconi","Kochstrasse 90
5500 Horw"
"Saskia Flückiger","Schnyderstrasse 50
3806 La Tour-de-Peilz"
"Antonino Lustenberger","Kohlerstrasse 2
8953 Lancy"
"Mladen Wolf-Marti","Bachmannstrasse 2
5507 Männedorf"
"Hassan Zollinger","Maurerstrasse 25
7744 Siders"
"Silvio Kern","Freystrasse 59
4733 Amriswil"
"Jacob Amrein","Hermannstrasse 86
2074 Stäfa"
"Cinzia Lutz","Seilerstrasse 80
1745 Kloten"
"Raymond Geiger","Felberstrasse 66
7634 Horgen"
"Timo Hoffmann","Itenstrasse 9
2760 Suhr"
"Noelia Albrecht","Frickstrasse 89
3542 Gland"
"Elizabeth Bachmann","Hunzikerstrasse 25
2129 Regensdorf"
"Stefan Schwab","Gutstrasse 60
9083 Martigny"
"Corinna Frey","Forsterstrasse 419
2841 Buchs"
"Anto Hofmann","Kunzstrasse 6
2786 Arbon"
"Alessio Giger","Leunbergerstrasse 58
8241 Payerne"
"Mathieu Käser","Scheideggerstrasse 48
9590 Prilly"
"Justin Hartmann","Kaiserstrasse 50
1514 Adliswil"
"Evelyne Arnold","Baderstrasse 9
1196 Dietikon"
"Maud Ackermann","Sutterstrasse 77
7488 Aesch"
"Noelia Koch Meyer","Lüthistrasse 84
7940 Adliswil"
"Aurélie Schmidt","Gerberstrasse 5
7469 Wettingen"
"Célia Näf","Schärstrasse 93
5218 Muri"
"Theresa Eichenberger","Zürcherstrasse 275
3024 Reinach"
"Sergej Hirt","Suterstrasse 77
2153 Bern"
