"Aada Viitala"|"Fallpakankatu 8
84238 Lohja" 
"Matias Määttä"|"Bertha Pauligin polku 351
12536 Laihia"
"Johanna Laitinen"|"Tyynelänbulevardi 922
13207 Ii"
"Sakari Lindgren"|"Jäkäläbulevardi 3
93249 Valtimo"
"Seppo Immonen"|"Haaksibulevardi 572
89625 Kolari"
"Tuulia Markkanen"|"Pohjolankatu 86
92342 Humppila"
"Timo Rantanen-Perälä"|"Eljaksenkatu 954
75635 Alavieska"
"Arto Sihvonen"|"Uudenkaupunginpolku 70
08480 Vehmaa"
"Birgitta Viitala"|"Jämsänkuja 980
11224 Liperi"
"Carita Lähteenmäki"|"Rukkilantie 4
61292 Pyhäranta"
"Anniina Backman-Ikonen"|"Nikontie 1
31837 Lumparland"
"Sirkka Heikkinen"|"Bertha Pauligin kuja 68
30115 Hattula"
"Juha Nurmi"|"Freesenkuja 69
82819 Saarijärvi"
"Katja Salminen"|"Maatullintie 9
39379 Kankaanpää"
"Seppo Kinnunen"|"Uskalikonbulevardi 529
81846 Nokia"
"Sinikka Koivisto"|"Adolf Lindforsin tie 862
90809 Siikainen"
"Aino Pääkkönen"|"Gyldénintie 488
70553 Akaa"
"Maria Kankaanpää"|"Laurinniitynkatu 187
98641 Siikainen"
"Kalevi Heinonen"|"Malminkartanontie 575
68002 Ristijärvi"
"Marianne Heikkilä"|"Malminkartanonkatu 7
35910 Kristiinankaupunki"
"Juha Mäkelä"|"Laajasalonbulevardi 5
07895 Teuva"
"Hellevi Karhunen"|"Saramäenkatu 8
57679 Nurmes"
"Heidi Seppälä"|"Nils Westermarckin polku 8
09531 Juva"
"Jonna Leino"|"Zaidankuja 6
60915 Eurajoki"
"Seppo Lammi-Uusitalo"|"Ilkanbulevardi 151
05055 Närpiö"
"Olavi Seppälä"|"Ormustie 891
05600 Pomarkku"
"Tapio Kukkonen"|"Tahtitie 004
29770 Iisalmi"
"Rainer Jokinen"|"Kuhankeittäjänkuja 27
78631 Närpiö"
"Pauliina Suominen"|"Rukoushuoneenkatu 78
76345 Kuopio"
"Veikko Lindroos"|"Otermantie 35
51097 Ähtäri"
"Olivia Nuutinen-Niemi"|"Bergankatu 7
27588 Kemiönsaari"
"Johanna Väisänen"|"Benktanbulevardi 90
67807 Punkalaidun"
"Veli Salminen-Hartikainen"|"Fagottipolku 146
86142 Ylitornio"
"Pertti Laitinen"|"Fastbölentie 83
51710 Finström"
"Seppo Lehtonen"|"Cygnaeuksenbulevardi 287
80250 Kotka"
"Anita Kantola"|"Sapilaskatu 518
14785 Kittilä"
"Niilo Silvennoinen"|"Uurtajankuja 750
76487 Inari"
"Elmeri Keränen"|"Santerlanpolku 95
80999 Nivala"
"Irmeli Toivonen"|"Osuuskunnanpolku 24
24353 Kemijärvi"
"Olavi Niemi"|"Veräjämäentie 7
77212 Lapua"
"Vilhelmiina Simonen"|"Orasbulevardi 05
73247 Ruokolahti"
"Rainer Antikainen"|"Hannukselanbulevardi 35
70258 Sauvo"
"Eetu Tuominen"|"Veropellonkatu 7
05726 Vehmaa"
"Roosa Uusitalo"|"Orapihlajabulevardi 2
03239 Siikajoki"
"Seppo Leskinen"|"Ahomäenkuja 21
32355 Jokioinen"
"Kalervo Suominen"|"Niittylänpolku 778
29582 Pornainen"
"Lea Miettinen"|"Tyyneläntie 08
39638 Pelkosenniemi"
"Johan Lindqvist"|"Benktankuja 1
61190 Vaala"
"Kaarina Laiho"|"Degermosankatu 7
92329 Kitee"
"Samuli Heikkinen"|"Jägerhornintie 6
98379 Karkkila"
"Ilmari Halonen-Jokinen"|"Maanmittarinkatu 110
00560 Lieto"
"Laura Ylitalo"|"Wavulininpolku 30
39917 Iitti"
"Lauri Ahola"|"Rukoushuoneenbulevardi 30
26597 Rautavaara"
"Tuula Korpela"|"Taimistontie 41
91030 Hailuoto"
"Seppo Lindberg"|"Iesbulevardi 2
85600 Raasepori"
"Robert Mattila"|"Veropellonkuja 427
64105 Tervola"
"Kristian Kärki"|"Tyynelänpolku 2
75258 Teuva"
"Maria Niemi"|"Kukkaniityntie 85
84957 Enontekiö"
"Ilkka Huttunen"|"Betlehemintie 1
35325 Mynämäki"
"Anna Koskela-Leppänen"|"Puroniitynkuja 20
35737 Simo"
"Nina Laine"|"Jännekuja 18
39539 Nakkila"
"Saara Andersson"|"Uskalikontie 4
26745 Kitee"
"Mari Hämäläinen"|"Porkkalanpolku 5
68202 Vaasa"
"Sari Karjalainen"|"Rapolankuja 0
05359 Sotkamo"
"Seppo Miettinen"|"Willebrandinkatu 5
40600 Kiuruvesi"
"Aarne Mäki"|"Rukoushuoneenkuja 62
22428 Joroinen"
"Hillevi Holm"|"Bertha Pauligin bulevardi 577
79814 Pirkkala"
"Amanda Koskinen"|"Porinkatu 92
60739 Sievi"
"Elli Koskela"|"Poikasaartenpolku 0
47600 Finström"
"Antero Virtanen"|"Eljaksentie 270
59888 Vaala"
"Olavi Peltola"|"Haakoninlahdentie 4
59147 Paltamo"
"Antero Nieminen-Kivinen"|"Saparonkuja 0
84228 Kaustinen"
"Riikka Hirvonen-Tiihonen"|"Aidasmäenpolku 6
95310 Ilomantsi"
"Jenni Nyberg"|"Ylätuvanbulevardi 4
82546 Outokumpu"
"Seppo Mäkelä"|"Neonkatu 689
47465 Rautjärvi"
"Olavi Ahonen"|"Runoilijantie 8
26083 Keminmaa"
"Johanna Kinnunen"|"Tukkisillanbulevardi 574
85403 Vöyri"
"Marja Tikkanen-Martikainen"|"Ylänköbulevardi 958
92514 Rääkkylä"
"Johanna Vuorinen"|"Osmonkuja 0
36021 Sauvo"
"Tiina Seppä"|"Capellan puistobulevardi 12
58056 Uurainen"
"Erik Korhonen-Tuominen"|"Uurtajankatu 96
40971 Geta"
"Anna Eriksson"|"Kolvitie 84
47723 Rääkkylä"
"Liisa Autio"|"Uskalikonkatu 3
06362 Vesilahti"
"Johanna Laine"|"Kimmonbulevardi 1
24594 Kiuruvesi"
"Seppo Saarinen-Nurmi"|"Katajaharjunbulevardi 4
01647 Marttila"
"Maarit Jäntti"|"Uunisepänkatu 035
01144 Kokemäki"
"Seppo Mattila"|"Lautamiehenkuja 28
31936 Eura"
"Armas Salminen"|"Tuomarinkylänkuja 5
05837 Saltvik"
"Emil Koskinen"|"Kiitäjänkatu 974
96405 Kemi"
"Emil Heikkilä"|"Maapadonbulevardi 74
95109 Pukkila"
"Orvokki Martikainen"|"Järkälekuja 124
21891 Närpiö"
"Riitta Gustafsson-Laakso"|"Böstaksenbulevardi 665
10813 Kokemäki"
"Anna Seppänen-Viitanen"|"Ylä-Fallin tie 862
95917 Lapinlahti"
"Markku Nurminen"|"Nervanderinpolku 066
07869 Sipoo"
"Seppo Salo"|"Gunillankuja 3
92006 Lohja"
"Kristiina Varis"|"Immolantie 16
80628 Orivesi"
"Hannele Hämäläinen"|"Fahlanderin puistopolku 639
13897 Lieto"
"Olavi Salmi"|"Oravapolku 4
46030 Seinäjoki"
"Leo Hänninen"|"Ylänköpolku 15
59242 Oripää"
"Pasi Taipale"|"Betleheminpolku 37
50359 Kajaani"
"Juhani Karppinen"|"Uudenkaupunginpolku 10
37951 Pieksämäki"
"Tapani Rönkkö"|"Nervanderinbulevardi 5
93280 Siuntio"
"Marketta Aro"|"Tyynelänkatu 8
79875 Laitila"
"Samuli Laakso"|"Taimistonkatu 9
05276 Sund"
"Seppo Vainio"|"Harbonbulevardi 0
97829 Nokia"
"Kalervo Ranta"|"Agnetantie 133
41355 Pukkila"
"Outi Backman-Suomalainen"|"Fahlanderin puistotie 7
29235 Kuhmoinen"
"Jenna Koivunen-Anttila"|"Uunisepänbulevardi 49
94054 Multia"
"Outi Matikainen"|"Yrjö-Koskisen kuja 45
05028 Hämeenlinna"
"Hannele Uotila"|"Jäkäläkatu 0
67716 Kivijärvi"
"Venla Kallio"|"Porinkatu 903
33360 Harjavalta"
"Olavi Laiho"|"Yrjönkuja 08
66158 Kirkkonummi"
"Anna Mäkelä"|"Vaarnatie 2
53126 Hankasalmi"
"Henrik Ruotsalainen"|"Vanha Rajabulevardi 6
16181 Siilinjärvi"
"Siiri Auvinen"|"Franzénintie 1
90682 Loviisa"
"Heidi Kuisma"|"Malminkartanonbulevardi 43
55276 Perho"
"Kalevi Laitinen"|"Nervanderinpolku 36
92667 Tampere"
"Ida Nieminen-Varis"|"Salamapolku 914
45703 Valkeakoski"
"Heikki Honkanen-Kärkkäinen"|"Haahkakatu 48
43886 Maalahti"
"Kaarina Miettinen"|"Taavetti Laitisen bulevardi 19
61710 Taipalsaari"
"Sinikka Tamminen"|"Fastbölenbulevardi 185
63386 Sodankylä"
"Aki Karhu-Ojala"|"Salavapolku 63
40915 Kangasala"
"Heidi Koskinen"|"Harbontie 92
66202 Orimattila"
"Mikko Leskinen-Mäenpää"|"Porebulevardi 997
29560 Savukoski"
"Siiri Kokkonen-Pitkänen"|"Urkurinpolku 3
20438 Pyhäjoki"
"Kaija Voutilainen-Nurmi"|"Jägerhorninkatu 55
85520 Tornio"
"Jouko Järvenpää-Riikonen"|"Elimäenkuja 7
85754 Vieremä"
"Maarit Hartikainen"|"Haakoninlahdenpolku 687
10513 Kärsämäki"
"Marjatta Ojanen"|"Ahvenkoskentie 222
47558 Perho"
"Raija Savolainen"|"Rukopolku 91
18827 Savukoski"
"Tellervo Alanen"|"Nils Westermarckin polku 188
60819 Kuopio"
"Marjatta Ollila"|"Maanmittarintie 1
54410 Hollola"
"Helena Kaikkonen"|"Ahomäenbulevardi 6
62295 Ruokolahti"
"Pekka Tuovinen"|"Fallpakankatu 0
01084 Koski Tl"
"Siiri Kärkkäinen-Mäki"|"Haapapolku 18
06429 Outokumpu"
"Marita Nylund"|"Jäkäläbulevardi 1
61732 Kauhajoki"
"Ritva Nyman"|"Damaskuksenkatu 93
23278 Pyhäjoki"
"Liisa Ryynänen"|"Zaidanbulevardi 1
96426 Asikkala"
"Katriina Miettinen"|"Zaidankuja 823
97662 Lumparland"
"Tuula Lindgren"|"Ida Ekmanin kuja 043
44233 Kangasniemi"
"Juhani Lappalainen"|"Nordenskiöldinkuja 8
93030 Teuva"
"Inkeri Salo"|"Maatullinbulevardi 69
49394 Petäjävesi"
"Petri Koivunen-Pulkkinen"|"Lukkarimäenkatu 655
70066 Jokioinen"
"Mari Mikkonen"|"Taavinkuja 238
07960 Uurainen"
"Simo Ojala"|"Tukkisillanpolku 23
52510 Hirvensalmi"
"Johanna Ylinen"|"Agroksenkuja 2
16478 Heinävesi"
"Susanna Matilainen"|"Ylätuvankatu 24
70978 Viitasaari"
"Olavi Lahtinen"|"Runokylänkatu 087
53764 Miehikkälä"
"Minna Ojala"|"Lemunkuja 205
62653 Siikainen"
"Maria Männistö-Martikainen"|"Uussillanpolku 558
70584 Vieremä"
"Jarkko Harju"|"Maasalonkuja 1
16038 Lemi"
"Tuija Niemi"|"Bysantinkatu 1
98919 Mäntsälä"
"Mikael Miettinen-Korpi"|"Salavakatu 63
67166 Polvijärvi"
"Timo Rantanen"|"Laurinniitynkatu 496
59713 Sauvo"
"Sini Eklund-Hirvonen"|"Bysantinkuja 96
77184 Siuntio"
"Anneli Tarvainen"|"Zaidanbulevardi 33
57764 Tervola"
"Sisko Räisänen"|"Louhentie 2
03096 Pietarsaari"
"Samuli Nevalainen"|"Nils Westermarckin katu 6
17823 Savitaipale"
"Eino Nieminen"|"Malminkartanontie 247
58739 Joutsa"
"Kyllikki Heikkilä"|"Orvokkikatu 49
32356 Savitaipale"
"Arttu Hannula"|"Dunckerinkatu 03
74558 Isokyrö"
"Tuulikki Kokko"|"Maanmittarinkuja 578
76206 Nakkila"
"Birgitta Nikula-Hämäläinen"|"Osuuskunnantie 2
52976 Pyhäjärvi"
"Marja Viljanen"|"Kolvikatu 134
54483 Vaasa"
"Sinikka Ahola"|"Lukkarimäentie 3
93815 Kauniainen"
"Christina Korhonen"|"Nervanderintie 39
80070 Karstula"
"Matilda Hietala"|"Rapolanpolku 43
54741 Loimaa"
"Johannes Liukkonen"|"Purjetuulenkatu 96
89203 Pornainen"
"Elias Laine"|"Katajaharjunbulevardi 32
65546 Utsjoki"
"Sirpa Jokela"|"Poikasaartentie 235
41773 Lapinlahti"
"Sonja Lappalainen"|"Iltatähdenkuja 39
03348 Pello"
"Lauri Salmela-Saarela"|"Salamakuja 7
11076 Kristiinankaupunki"
"Ritva Lehtola"|"Vaakalinnunpolku 1
09025 Pöytyä"
"Martta Aho"|"Willebrandinpolku 30
55191 Lohja"
"Sinikka Anttila"|"Fahlanderin puistokuja 722
83565 Kaarina"
"Anneli Hänninen-Anttonen"|"Haapabulevardi 050
16882 Joroinen"
"Pasi Aho"|"Oraskuja 7
80953 Salla"
"Marjatta Mattila-Karlsson"|"Yläkaskenkatu 76
03759 Haapajärvi"
"Vuokko Aalto-Lepistö"|"Rukopolku 9
27706 Kihniö"
"Taina Viitanen-Määttä"|"Mannerheiminpolku 85
09664 Kokemäki"
"Janne Eskelinen-Vainio"|"Yrjönbulevardi 70
26513 Kokemäki"
"Juho Koskinen"|"Caloniuksenkuja 18
13917 Hyrynsalmi"
"Annika Huovinen"|"Vesalankuja 3
71751 Kalajoki"
"Katariina Lindfors"|"Saramäenbulevardi 2
56582 Kemi"
"Sinikka Hokkanen"|"Tyynelänkuja 828
83261 Iitti"
"Sofia Parviainen"|"Runokyläntie 725
38317 Vantaa"
"Jyrki Seppänen"|"Runoilijanpolku 936
44230 Mäntsälä"
"Katariina Berg"|"Yrjönbulevardi 92
81534 Vesanto"
"Eero Mäkelä-Karjalainen"|"Puroniityntie 443
62025 Rusko"
"Birgitta Heiskanen"|"Mamsellimyllynbulevardi 0
48996 Oulu"
"Heikki Heiskanen"|"Uussillantie 29
39498 Merikarvia"
"Jarmo Heikkilä"|"Tukkisillanbulevardi 244
53116 Lemland"
"Emma Mäkinen"|"Niittylänkatu 78
26146 Kaavi"
"Kerttu Hietanen"|"Iltaruskonkatu 33
64691 Imatra"
"Sinikka Huotari"|"Ilotulituskuja 1
77463 Siikajoki"
"Heikki Nurmi"|"Fahlanderin puistobulevardi 449
72459 Lempäälä"
"Atte Kulmala"|"Sadekuja 447
40357 Seinäjoki"
"Eila Virtanen"|"Maasalontie 1
98396 Liperi"
"Edvard Heinonen"|"Lukkarimäenpolku 649
85735 Sipoo"
"Tapio Aaltonen"|"Uunisepänkatu 006
67210 Lemland"
"Petteri Pöllänen"|"Ilveskuja 51
31284 Kuusamo"
"Kalevi Kokkonen"|"Jänkätie 09
17080 Lieto"
"Juha Mäkelä"|"Lukkarimäenkuja 48
90354 Outokumpu"
"Pirjo Kärkkäinen"|"Saanatunturinkuja 87
90311 Uurainen"
"Sinikka Hänninen"|"Taimistonkuja 21
68723 Närpiö"
"Jukka Lindström"|"Chydeniuksenkatu 880
36306 Rusko"
"Katariina Saarinen-Lehto"|"Ormustie 4
72553 Brändö"
"Matti Nieminen"|"Damaskuksentie 434
99341 Sastamala"
"Mikko Koski"|"Kiitäjänkatu 3
30105 Sauvo"
"Sirkka Lindholm"|"Haapatie 34
18902 Pedersören kunta"
"Mika Anttila"|"Yllästunturintie 1
93278 Oulu"
"Emilia Raatikainen"|"Puuskapolku 67
41074 Puolanka"
"Antti Savolainen-Nyman"|"Mamsellimyllyntie 42
62251 Vaala"
"Annikki Nylund"|"Fallpakanbulevardi 7
79028 Pihtipudas"
"Sinikka Lassila"|"Maanmittarinbulevardi 7
30203 Savonlinna"
"Juuso Kettunen"|"Yllästunturinkuja 01
88299 Hanko"
"Jaakko Heiskanen-Lepistö"|"Bengalinbulevardi 90
54464 Simo"
"Juhani Seppä"|"Franzéninkuja 0
15824 Pyhäjoki"
"Antero Komulainen"|"Haagan pappilanpolku 263
92823 Rautavaara"
"Petteri Kemppainen"|"Mamsellimyllyntie 13
07135 Keuruu"
"Asko Kivelä"|"Chydeniuksenkuja 5
50201 Nakkila"
"Robert Järvinen"|"Kimmonkatu 23
62828 Rautalampi"
"Mikael Turunen"|"Fredrikinbulevardi 8
59761 Uusikaupunki"
"Matilda Pääkkönen"|"Ilmattarenkuja 62
09007 Virrat"
"Sinikka Mattsson"|"Haagan pappilanbulevardi 9
79882 Merijärvi"
"Olavi Oinonen"|"Kimmontie 37
44354 Riihimäki"
"Kai Valkama"|"Kuhankeittäjäntie 920
99572 Pihtipudas"
"Aaron Komulainen"|"Urpukuja 1
91641 Ulvila"
"Pekka Hietanen"|"Uudenkaupunginkatu 201
48236 Kuortane"
"Henrik Lehtinen"|"Wallininpolku 949
18497 Rantasalmi"
"Linnea Mustonen"|"Jägerhornintie 86
92461 Nurmes"
"Jukka Ojala"|"Jägerhorninkatu 178
15017 Vöyri"
"Valtteri Jääskeläinen"|"Uurtajankuja 2
65933 Kumlinge"
"Sakari Laiho"|"Bertel Jungin bulevardi 58
04296 Taivassalo"
"Sinikka Mikkonen"|"Winqvistinpolku 44
45790 Nurmijärvi"
"Elina Lehikoinen"|"Lepolankuja 4
08798 Nakkila"
"Aukusti Koskinen"|"Adolf Lindforsin tie 51
53787 Eckerö"
"Kerttu Myllymäki"|"Lepolankatu 86
57016 Pelkosenniemi"
"Kristiina Elo"|"Bengalinkatu 57
47988 Sund"
"Maria Kainulainen-Peltonen"|"Ahomäentie 1
98856 Kinnula"
"Mirjami Kangas"|"Haapakatu 4
50521 Hyvinkää"
"Olavi Erkkilä"|"Taavetti Laitisen katu 56
43428 Petäjävesi"
"Olli Turunen"|"Agnes Sjöbergin polku 83
74732 Joroinen"
"Maria Mäki"|"Mannerheimintie 093
00083 Pomarkku"
"Sinikka Nurmi"|"Otermantie 2
34933 Oulu"
"Pekka Suominen"|"Birger Kaipiaisen polku 6
42794 Pietarsaari"
"Noora Lehto-Lappalainen"|"Ahvenkoskentie 1
77211 Sauvo"
"Margit Matilainen"|"Chydeniuksenpolku 0
53109 Taipalsaari"
"Pentti Salonen"|"Zaidankuja 94
83307 Pietarsaari"
"Ulla Hänninen"|"Sapilastie 33
61226 Uusikaupunki"
"Maria Laaksonen"|"Waseniuksen puistokuja 11
99574 Kärkölä"
"Tuomo Koivunen"|"Urheilukuja 29
45442 Suonenjoki"
"Margit Aalto"|"Kiitäjänkuja 7
11215 Raisio"
"Susanna Vuorinen-Salmi"|"Gotlanninpolku 15
44557 Varkaus"
"Sinikka Ojala"|"Haapakatu 3
40092 Somero"
"Seppo Ketola"|"Jägerhorninkatu 7
70758 Eurajoki"
"Kerttu Autio"|"Porekatu 8
53270 Ikaalinen"
"Olavi Savolainen-Salomaa"|"Yllästunturintie 542
21967 Naantali"
"Ellen Aaltonen"|"Laurinniitynkuja 644
69479 Halsua"
"Riku Pennanen"|"Ahomäenkuja 58
17796 Hammarland"
"Peter Koistinen"|"Taimistonbulevardi 001
21438 Jyväskylä"
"Kyllikki Matilainen-Tuominen"|"Eljaksentie 8
28545 Vöyri"
"Eeva Tuominen"|"Neulapadonbulevardi 467
50620 Korsnäs"
"Kyllikki Niemelä"|"Kuhankeittäjänbulevardi 4
67313 Raisio"
"Sinikka Rossi"|"Agricolankuja 13
31712 Varkaus"
"Satu Ojala"|"Otermankuja 4
46059 Pälkäne"
"Laura Nurminen"|"Werner Wirénin bulevardi 2
37887 Pöytyä"
"Tarja Pääkkönen"|"Granfeltintie 19
94392 Ypäjä"
"Tuomas Tervo-Mikkonen"|"Kilpolanbulevardi 291
40684 Ylivieska"
"Iida Lähteenmäki"|"Birger Kaipiaisen kuja 369
09892 Alajärvi"
"Päivi Andersson-Nurminen"|"Betonitie 743
09210 Valtimo"
"Jaakko Kiuru"|"Döbelninkuja 89
16083 Hyrynsalmi"
"Mikael Mattila"|"Franzéninpolku 076
25907 Imatra"
"Ilmari Tähtinen"|"Taavetti Laitisen bulevardi 35
71425 Suomussalmi"
"Sinikka Räty"|"Uunisepäntie 19
28035 Parkano"
"Arttu Repo"|"Eduskuntakuja 529
79281 Närpiö"
"Harri Savolainen"|"Nelikkopolku 940
68771 Jomala"
"Henna Heikkilä-Kolehmainen"|"Tahtitie 09
31125 Kärsämäki"
"Eemil Kärkkäinen"|"Gotlanninkatu 267
48333 Tervo"
"Leila Kinnunen"|"Usvapolku 01
45606 Kivijärvi"
"Eino Hämäläinen-Vainio"|"Louhenkatu 5
03557 Raasepori"
"Maire Kauppinen"|"Ahvenkoskenkatu 938
36234 Salo"
"Elisabet Peltola"|"Fabianintie 4
33022 Simo"
"Helena Rautiainen"|"Louhikkotie 311
14123 Sottunga"
"Sinikka Suhonen"|"Oravapolku 42
33040 Pedersören kunta"
"Miia Lehtinen"|"Damaskuksenkuja 40
87200 Hailuoto"
"Joel Räisänen-Kauppila"|"Yrjö-Koskisen tie 3
72532 Mikkeli"
"Kalle Peltola"|"Saramäenkatu 698
06099 Toholampi"
"Katariina Kemppainen"|"Harbonkatu 148
35769 Jyväskylä"
"Kristiina Harju"|"Orapihlajakuja 238
54511 Pietarsaari"
"Elmeri Lindqvist"|"Agronominpolku 84
25016 Orimattila"
"Teemu Ojala"|"Tukkisillanbulevardi 0
67280 Laihia"
"Matias Lepistö"|"Pyörökivenkatu 86
01260 Leppävirta"
"Paula Koskela"|"Gadolininkuja 96
24342 Utajärvi"
"Sirkka Heiskanen"|"Taimistonkatu 226
32961 Ylivieska"
"Sami Pelkonen"|"Capellan puistokuja 6
58824 Finström"
"Annikki Järvelä-Laaksonen"|"Elonkuja 107
68070 Hamina"
"Matti Salonen"|"Uskalikonbulevardi 8
47126 Raisio"
"Atte Järvinen"|"Gunnel Nymanin bulevardi 340
45732 Huittinen"
"Kyllikki Pajunen"|"Orastie 174
27983 Utsjoki"
"Aki Keränen"|"Urpukuja 59
25003 Jämijärvi"
"Ritva Koski"|"Kolukatu 65
65048 Enonkoski"
"Sinikka Haverinen"|"Jägerhorninkuja 8
25191 Vihti"
"Marjatta Lahtinen"|"Rantavarastonpolku 50
59291 Alajärvi"
"Sirkka Karhunen"|"Salavapolku 1
30985 Nokia"
"Birgitta Vuori-Manninen"|"Nervanderinbulevardi 15
35962 Kauhajoki"
"Merja Nieminen-Hartikainen"|"Urkurinkatu 23
88574 Ikaalinen"
"Henrik Lahtinen"|"Uunisepänkatu 59
24876 Kauniainen"
"Helena Anttila"|"Lukkarimäenkuja 502
45903 Ylöjärvi"
"Tuomas Hyvärinen"|"Fallkullantie 32
99220 Rautalampi"
"Tapio Immonen"|"Agricolanpolku 3
08860 Liminka"
"Edvard Korhonen"|"Birger Kaipiaisen bulevardi 6
55346 Tampere"
"Tuomo Pekkarinen-Ikonen"|"Vesalankatu 942
37753 Karkkila"
"Mikael Turpeinen"|"Lemuntie 871
40353 Karstula"
"Sirkka Laine"|"Niittylänpolku 448
66534 Taivalkoski"
"Liisa Komulainen-Räsänen"|"Runonlaulajankuja 994
95347 Kankaanpää"
"Marko Anttonen"|"Kimalaispolku 36
74258 Rauma"
"Valtteri Markkanen"|"Fabianinbulevardi 5
05546 Taivalkoski"
"Marjatta Ahola"|"Dosentinpolku 82
55423 Paltamo"
"Eeva Nuutinen"|"Jälsikuja 246
00869 Ikaalinen"
"Juhani Ojala"|"Wecksellinpolku 96
74915 Alavus"
"Antti Lehtola"|"Disankatu 4
91481 Salla"
"Sofia Heikkinen"|"Verkkokuja 5
28283 Kuopio"
"Ella Huuskonen"|"Sahaajankuja 20
69926 Kauniainen"
"Sirkka Salonen"|"Eerik Pyhän polku 527
49088 Sodankylä"
"Jasmin Alanen"|"Rantavarastonpolku 489
63056 Petäjävesi"
"Johan Nurmi"|"Fallinkatu 747
91346 Utajärvi"
"Timo Immonen-Mäkinen"|"Haaksipolku 589
79094 Petäjävesi"
"Aleksanteri Laakkonen"|"Jänkäkatu 437
69902 Teuva"
"Johanna Johansson"|"Ylänkötie 700
94980 Utsjoki"
"Helena Vainio"|"Tuomarinkylänpolku 72
11431 Multia"
"Raija Marttila"|"Porinpolku 52
05868 Karkkila"
"Matias Salo"|"Graniittibulevardi 752
17920 Säkylä"
"Maarit Koski"|"Iltaruskonkatu 44
13354 Hartola"
"Sirkka Toivonen-Erkkilä"|"Bertel Jungin kuja 40
98904 Punkalaidun"
"Annikki Salminen-Hietanen"|"Taimistonkatu 55
56825 Saltvik"
"Airi Laurila"|"Yhteiskouluntie 983
85752 Paimio"
"Kaarina Viljanen"|"Niemipolku 292
57918 Masku"
"Sofia Lehto"|"Ilmattarenkuja 83
28839 Porvoo"
"Elsa Salminen"|"Runokylänpolku 35
15433 Kustavi"
"Mikael Halonen"|"Jämsäntie 1
41504 Laihia"
"Petteri Haapanen"|"Nelikkobulevardi 28
34569 Juva"
"Tuomas Miettinen"|"Tyynelänkatu 474
35833 Tervola"
"Jarno Hyvönen"|"Runoilijanbulevardi 926
11124 Hämeenkyrö"
"Sirkka Turpeinen"|"Haagan pappilantie 13
27926 Toholampi"
"Maria Koskela"|"Järkäletie 975
69174 Hollola"
"Maria Mäkelä"|"Sapilasbulevardi 70
15188 Lemi"
"Yrjö Lindström"|"Capellan puistokuja 18
83675 Heinävesi"
"Leena Kiviniemi-Meriläinen"|"Nordenskiöldintie 3
04231 Halsua"
"Matias Rajala"|"Jättiläisenkatu 8
84482 Siilinjärvi"
"Arja Salmela"|"Yrjönbulevardi 8
67764 Kihniö"
"Seppo Nurmi"|"Winqvistinkatu 069
99504 Mäntyharju"
"Orvokki Hokkanen"|"Disantie 864
44796 Pedersören kunta"
"Ari Koponen-Virtanen"|"Uudenkaupungintie 535
55047 Tohmajärvi"
"Sirkka Vainio"|"Waseniuksen puistokatu 22
53636 Vantaa"
"Jouko Myllymäki"|"Yläkaskenpolku 724
05235 Perho"
"Tapio Eloranta"|"Wecksellinpolku 658
69138 Kaavi"
"Elina Virtanen"|"Elisabeth Kochin katu 311
45944 Finström"
"Jaana Huttunen"|"Graniittibulevardi 69
67181 Miehikkälä"
"Kristiina Keskinen"|"Dosentinpolku 63
07761 Hailuoto"
"Ilona Latvala-Salonen"|"Ilkanbulevardi 8
45477 Kärkölä"
"Terttu Kärki"|"Ilotulitusbulevardi 892
15558 Iisalmi"
"Ritva Holmström-Kainulainen"|"Osmontie 730
40653 Janakkala"
"Pauliina Rintala"|"Ilomäenkatu 180
28168 Orivesi"
"Sirpa Blomqvist"|"Adolf Lindforsin katu 488
84978 Lapua"
"Elisabet Tiihonen"|"Kolvipolku 2
94891 Kuopio"
"Liisa Karttunen"|"Betonibulevardi 774
42814 Ranua"
"Veikko Jokinen"|"Rukobulevardi 46
08779 Hankasalmi"
"Anneli Sihvonen"|"Granfeltinpolku 521
96119 Aura"
"Mikael Suomalainen"|"Wecksellinkuja 193
11506 Padasjoki"
"Liisa Eronen-Ojanen"|"Ylipalonkuja 86
46113 Loppi"
"Esteri Moilanen"|"Harbonpolku 8
70998 Brändö"
"Tero Niskanen"|"Elimäentie 7
79296 Enontekiö"
"Marketta Heikkinen"|"Immolankuja 571
58360 Liminka"
"Sirpa Kaikkonen"|"Lemunkuja 511
72350 Sotkamo"
"Marjatta Laaksonen"|"Tukkisillankuja 0
35792 Mustasaari"
"Markus Penttinen"|"Lukkarimäenkuja 7
84081 Virrat"
"Leena Hirvonen-Virtanen"|"Yhteiskoulunkatu 979
30216 Kustavi"
"Paula Hartikainen"|"Immolankuja 202
63562 Suonenjoki"
"Juhani Lehtonen"|"Haaksipolku 1
97480 Tuusniemi"
"Samuli Määttä"|"Dagmarintie 369
39374 Ristijärvi"
"Jonna Holopainen"|"Gunillankuja 40
01231 Brändö"
"Mikael Kämäräinen"|"Willebrandinbulevardi 78
63087 Pihtipudas"
"Anneli Hietala"|"Louhikkokuja 6
93158 Kauniainen"
"Sirpa Karjalainen"|"Ahomäenkatu 37
69908 Kajaani"
"Johannes Hänninen"|"Tyynelänpolku 915
47056 Lapinjärvi"
