"Aapo Niemi","Döbelninpolku 9
54183 Närpiö" 
"Pentti Koskinen","Dunckerinpolku 12
15549 Mikkeli"
"Emilia Toivanen","Otermanpolku 4
91079 Parkano"
"Matti Mäkinen","Aidasmäenkuja 0
81671 Sastamala"
"Ulla Ojanen","Willebrandinkatu 6
67332 Kannus"
"Katri Saari","Rapakivenbulevardi 9
65483 Evijärvi"
"Sakari Jaakkola-Lahtinen","Nils Westermarckin polku 098
81589 Mustasaari"
"Daniel Nevalainen-Laine","Caloniuksentie 96
04796 Pyhäranta"
"Keijo Karlsson","Kolvikuja 62
21102 Kouvola"
"Susanna Mäkinen","Niemikuja 1
33232 Kemi"
"Antero Asikainen","Fredrikinbulevardi 5
62029 Puumala"
"Sanna Lehtinen","Osmontie 01
10535 Taipalsaari"
"Annikki Salomaa","Ilkankuja 21
93918 Somero"
"Ritva Salonen","Vesakkokatu 88
92974 Valtimo"
"Maria Mustonen","Salakkakatu 908
28029 Kirkkonummi"
"Viivi Lehtonen","Rukoushuoneenkuja 34
02107 Brändö"
"Juhani Suomalainen-Laakso","Döbelninbulevardi 13
30208 Kirkkonummi"
"Juha Toivonen-Palomäki","Uussillantie 52
63163 Punkalaidun"
"Marko Kärkkäinen","Willebrandinbulevardi 894
38640 Eurajoki"
"Susanna Oksanen","Freesentie 67
23829 Hirvensalmi"
"Maria Mäkinen","Freesenpolku 04
29125 Espoo"
"Petteri Hiltunen","Ilotulituspolku 7
52075 Pyhtää"
"Sakari Jokinen-Järvinen","Elimäenkuja 7
80964 Paimio"
"Heli Paavola-Aaltonen","Immolanpolku 731
40843 Puolanka"
"Helmi Matilainen","Jättiläisenbulevardi 627
26408 Heinävesi"
"Terttu Lehtinen-Ylönen","Gustav Pauligin bulevardi 078
54515 Heinola"
"Olavi Salonen","Lemunkuja 331
69772 Mäntsälä"
"Anna Immonen","Lukkarimäenkuja 0
03073 Simo"
"Tuulia Vuori","Jättiläisenkatu 4
19046 Pietarsaari"
"Susanna Parkkinen","Betonikuja 5
07252 Kökar"
"Johanna Meriläinen","Lentokapteenin katu 8
63004 Savitaipale"
"Minna Johansson","Berganpolku 36
08005 Vaasa"
"Matias Riikonen","Saanatunturinkatu 87
07696 Nivala"
"Erik Makkonen","Oravabulevardi 92
50050 Rovaniemi"
"Johannes Nevalainen","Ahdekaunokintie 1
91483 Haapajärvi"
"Ismo Mäntylä","Kukkaniityntie 29
47397 Hattula"
"Juhani Tuominen","Haahkatie 6
55823 Inari"
"Jukka Heinonen","Lukkarimäenkuja 69
65608 Kannonkoski"
"Orvokki Räty","Porkkalanpolku 746
22623 Virolahti"
"Susanna Pennanen","Adolf Lindforsin tie 8
88537 Oulainen"
"Matilda Koponen-Ollila","Yläkaskenbulevardi 838
03699 Pihtipudas"
"Maria Anttila","Granfeltinbulevardi 6
14368 Enontekiö"
"Christian Ahonen-Saarinen","Ilotulitusbulevardi 837
35769 Polvijärvi"
"Jaakko Kokkonen-Manninen","Puusepänbulevardi 1
78227 Valtimo"
"Johanna Huotari","Kukkaniitynkatu 799
99559 Kristiinankaupunki"
"Sami Uotila","Harakkamyllynbulevardi 03
29394 Kaskinen"
"Juhani Lindgren","Puuskatie 24
63644 Isokyrö"
"Tuija Soininen","Döbelninkatu 01
50501 Evijärvi"
"Marja-Leena Matilainen","Ostospolku 3
01313 Nurmijärvi"
"Susanna Piirainen","Yrjö-Koskisen bulevardi 39
84626 Tervola"
"Tapani Ikonen-Rytkönen","Porkkalanbulevardi 9
46445 Kankaanpää"
"Johannes Kinnunen","Haagan pappilankuja 4
58063 Konnevesi"
"Hannele Kainulainen","Vellikellonbulevardi 8
52195 Alajärvi"
"Sini Auvinen","Niemipolku 9
96868 Juupajoki"
"Emilia Lappalainen","Laurinniitynkatu 206
18118 Pöytyä"
"Kalevi Aalto","Bengalintie 940
99133 Heinola"
"Karoliina Mäki-Marttinen","Vaakalinnunpolku 1
37936 Pelkosenniemi"
"Henri Hakkarainen","Haahkapolku 5
30047 Sastamala"
"Suvi Peltola-Lindberg","Verkkobulevardi 8
05724 Pomarkku"
"Susanna Rajala","Salamapolku 43
26545 Eckerö"
"Maarit Kinnunen-Holappa","Santerlanbulevardi 54
57320 Vieremä"
"Petteri Ikonen-Korhonen","Rukkilanbulevardi 5
34447 Kemi"
"Mikko Nurmi-Myllymäki","Maneesikatu 92
23995 Parikkala"
"Maria Saarinen","Jätkäsaarenkuja 8
10353 Kuhmoinen"
"Tapio Piirainen","Cygnaeuksentie 868
79673 Vimpeli"
"Markus Heikkinen-Hytönen","Caloniuksentie 435
08300 Savonlinna"
"Toni Rissanen","Rukkilantie 68
69950 Kangasala"
"Johannes Turpeinen","Lentokapteenin polku 1
31167 Kökar"
"Liisa Parviainen","Uunisepäntie 3
03011 Enontekiö"
"Susanna Riikonen","Agricolantie 8
07043 Ylitornio"
"Aatos Seppänen-Lappalainen","Laurinniitynkatu 351
36836 Vantaa"
"Iida Auvinen-Lahti","Degermosantie 5
28419 Hämeenkyrö"
"Ossi Niemi","Elonbulevardi 60
66224 Vesilahti"
"Simo Mäkelä","Agronominbulevardi 49
08724 Ilmajoki"
"Annikki Erkkilä","Salakkapolku 3
09677 Kuusamo"
"Katariina Kemppainen","Uskalikontie 132
09222 Karijoki"
"Pekka Nykänen","Capellan puistopolku 9
77704 Korsnäs"
"Pekka Hyvönen","Agricolantie 7
55702 Hyvinkää"
"Jalmari Huovinen","Yrjö-Koskisen kuja 745
59805 Jämsä"
"Susanna Saari","Rukkilanpolku 3
45025 Vieremä"
"Sanni Nevalainen","Ylipalonkuja 14
16722 Tervola"
"Tuula Lehikoinen","Tahtikuja 2
47245 Iisalmi"
"Helena Heikkilä","Ylä-Fallin kuja 85
93106 Ruokolahti"
"Orvokki Hänninen","Haagan pappilantie 947
56012 Sottunga"
"Ilmari Laitinen","Gunillanpolku 286
58005 Pietarsaari"
"Niko Simonen","Urkurinkatu 21
62246 Valkeakoski"
"Karoliina Rantala","Haahkatie 369
72144 Kotka"
"Aleksi Miettinen-Kettunen","Tuomarinkylänkuja 6
71546 Puumala"
"Katriina Tervo","Verkkobulevardi 2
70858 Raisio"
"Susanna Simonen","Elisabeth Kochin katu 801
09025 Kaavi"
"Ville Jauhiainen","Urkurintie 39
32114 Kolari"
"Helena Hakala","Tuohikoivunbulevardi 4
93900 Iitti"
"Markku Moilanen","Tuulilasinkatu 50
23886 Asikkala"
"Marjatta Heikkinen","Betonikuja 8
50243 Siikalatva"
"Tapio Manninen","Nordenskiöldintie 25
20554 Enontekiö"
"Helena Koskela","Puusepänkuja 501
86669 Vimpeli"
"Markus Salminen-Rinne","Yrttimaankatu 289
09784 Leppävirta"
"Olivia Toivonen","Gotlannintie 56
42825 Sund"
"Anna Rantala","Maanmittarinpolku 8
67250 Nakkila"
"Suvi Halonen","Wäinö Aaltosen katu 368
75928 Pyhtää"
"Riitta Virtanen","Edelfeltinkuja 6
40493 Puolanka"
"Aurora Paananen-Ryynänen","Iltatähdenkuja 87
08896 Pomarkku"
"Raimo Viljanen","Saparonkuja 810
97718 Kirkkonummi"
"Tapio Hietala","Rantavarastonbulevardi 996
15614 Lapinlahti"
"Ritva Suominen","Vesakkotie 114
29661 Turku"
"Olavi Mäkinen","Elisabeth Kochin polku 995
35133 Lappeenranta"
"Henna Välimäki-Jokinen","Hannukselanpolku 8
56678 Vaala"
"Jukka Valkonen","Vaarnakatu 2
22264 Teuva"
"Johanna Ruotsalainen","Wavulinintie 26
46124 Vaala"
"Suvi Lehtonen","Iltaruskonpolku 366
72148 Kirkkonummi"
"Erkki Malinen-Kuusisto","Järkäletie 562
73091 Virolahti"
"Heikki Paananen","Haaksikatu 254
03066 Kitee"
"Sonja Ojala","Dosentinpolku 875
65178 Raahe"
"Anneli Ahonen","Nervanderinkatu 4
30000 Pihtipudas"
"Heikki Hiltunen","Degermosanpolku 38
41879 Luoto"
"Topias Järvinen","Eduskuntabulevardi 1
70605 Halsua"
"Sakari Lindström","Vaarnakatu 682
81837 Pieksämäki"
"Emilia Harju","Niitynperäntie 323
08620 Eura"
"Heikki Ranta","Elimäenpolku 5
33067 Närpiö"
"Suvi Niemi","Neontie 52
11413 Siikajoki"
"Jonna Kuosmanen","Waseniuksen puistopolku 349
92279 Pieksämäki"
"Juhani Savolainen","Mamsellimyllynbulevardi 297
62375 Vihti"
"Olavi Koivula","Salakkakuja 75
87724 Kirkkonummi"
"Kalevi Salminen","Maneesikuja 9
10313 Joutsa"
"Eija Salmela","Maasalonpolku 950
09846 Tohmajärvi"
"Mari Hyttinen","Ilomäenpolku 39
65109 Hämeenkyrö"
"Antero Lehto","Nils Westermarckin kuja 2
21346 Teuva"
"Veera Laakkonen","Uussillantie 41
42649 Nurmes"
"Jari Lampinen","Kimalaispolku 23
42005 Koski Tl"
"Taina Laine","Yrjönpolku 643
13399 Lappeenranta"
"Maija Vartiainen","Wavulinintie 1
76911 Polvijärvi"
"Maija Järvi","Saanatunturinbulevardi 100
84983 Tampere"
"Marjatta Lehtinen","Gadolinintie 72
69173 Hämeenkyrö"
"Mirja Hokkanen","Bergantie 591
69460 Luhanka"
"Anneli Hakkarainen-Lammi","Haravatie 05
23586 Petäjävesi"
"Jouko Lappalainen","Verkkotie 73
44028 Ähtäri"
"Kristiina Peltola","Ylätuvantie 81
12331 Lappajärvi"
"Kristina Saari","Harbonbulevardi 050
34981 Toivakka"
"Eila Paananen","Ostostie 0
14929 Sotkamo"
"Tanja Autio","Niittyläntie 0
50141 Vaasa"
"Marjukka Hokkanen","Louhikkobulevardi 19
41325 Ikaalinen"
"Maritta Ahola","Poikasaartenkuja 10
84837 Virolahti"
"Annikki Timonen-Tanskanen","Mannerheiminkuja 667
98294 Salo"
"Santeri Grönroos","Haagan pappilanbulevardi 83
43905 Kemiönsaari"
"Kristian Jussila","Runeberginbulevardi 4
50834 Forssa"
"Leena Määttä-Penttinen","Pyörökivenbulevardi 052
86419 Luhanka"
"Pauli Kähkönen-Korhonen","Ahomäenbulevardi 4
44503 Kurikka"
"Olavi Oksanen","Elonkatu 493
26666 Pomarkku"
"Irmeli Kemppainen","Jämsänpolku 8
89543 Teuva"
"Tanja Kivimäki","Elonpolku 42
92823 Lempäälä"
"Juhani Heikkinen-Mattila","Kolsintie 879
69221 Juva"
"Juhani Järvelä","Salamatie 623
80125 Tampere"
"Kari Mäenpää","Jättiläisenbulevardi 7
55665 Pedersören kunta"
"Jouko Keränen-Halme","Yläkaskentie 87
30608 Sauvo"
"Jukka Mustonen","Eljaksentie 0
45508 Jomala"
"Marko Koivisto","Birger Kaipiaisen polku 4
00254 Rauma"
"Heikki Simola","Porkkalantie 9
71627 Kristiinankaupunki"
"Ensio Hakala-Kauppinen","Laakavuorenpolku 47
73725 Kangasala"
"Emilia Ikonen","Willebrandintie 326
34480 Petäjävesi"
"Tanja Parviainen","Agricolankatu 42
75658 Kemijärvi"
"Olavi Seppälä","Gunnel Nymanin bulevardi 839
64847 Turku"
"Ulla Jalonen","Pohjolankuja 8
40016 Pertunmaa"
"Sofia Lindholm","Runonlaulajanbulevardi 45
89267 Siikajoki"
"Alisa Lepistö","Werner Wirénin bulevardi 229
77102 Taivassalo"
"Matias Laitinen","Tuomarinkylänbulevardi 7
37064 Kristiinankaupunki"
"Anneli Tikka","Nordenskiöldinkuja 039
98147 Huittinen"
"Tuula Vartiainen","Cygnaeuksenkatu 76
27149 Kauhava"
"Maarit Seppänen","Eino Leinon polku 2
24963 Lemi"
"Markus Halonen","Urkurinkatu 7
86441 Lapua"
"Tanja Sihvonen","Graniittikatu 78
54916 Humppila"
"Helena Vuorinen","Verkkokuja 7
11286 Laihia"
"Sami Pesonen","Vesalanbulevardi 966
87863 Taipalsaari"
"Eero Saarinen","Franzéninbulevardi 28
33624 Tuusniemi"
"Satu Forsman","Osmonpolku 141
02161 Tornio"
"Eemeli Moilanen-Helenius","Elimäenkatu 0
24442 Lappeenranta"
"Aada Nieminen","Runonlaulajanbulevardi 5
42350 Pello"
"Maria Takala-Ahonen","Rantavarastonkuja 73
85121 Luoto"
"Lauri Mäkelä","Niitynperänkatu 335
13610 Pieksämäki"
"Eeva Savolainen","Ilmattarenpolku 73
46931 Joensuu"
"Tapani Heiskanen","Adolf Lindforsin kuja 8
96312 Viitasaari"
"Markku Lehtinen","Porkkalankuja 572
10447 Orimattila"
"Anneli Lehtonen","Porkkalanbulevardi 771
12102 Hartola"
"Tapani Korpi","Otermankuja 4
62098 Naantali"
"Onni Luoma","Ahvenkoskenkatu 9
88239 Merikarvia"
"Susanna Seppänen-Rossi","Lautamiehenkuja 706
24731 Äänekoski"
"Outi Kauppinen","Salamabulevardi 05
55375 Harjavalta"
"Veijo Kortelainen","Waseniuksen puistotie 08
29142 Lappajärvi"
"Juhani Meriläinen","Saanatunturinkatu 748
71114 Konnevesi"
"Inkeri Mäkelä","Laakavuorentie 8
53473 Marttila"
"Tapani Hirvonen","Walentin Chorellin polku 82
74477 Haapajärvi"
"Tuula Hirvonen-Pajunen","Katajaharjunkatu 94
87125 Vaasa"
"Aleksanteri Jokinen","Edelfeltinkuja 4
95027 Loimaa"
"Viljo Saarela","Adolf Lindforsin tie 5
04331 Jyväskylä"
"Paavo Laakso-Mustonen","Haravabulevardi 687
60486 Kärsämäki"
"Ari Männistö","Oraskuja 850
02705 Heinävesi"
"Mikael Leskinen-Lassila","Osmonpolku 93
30413 Kumlinge"
"Siiri Hytönen","Agronominpolku 16
25521 Virrat"
"Niko Mäkinen","Ida Ekmanin polku 275
98346 Suonenjoki"
"Kalevi Lehikoinen","Salavabulevardi 38
34643 Kauniainen"
"Tapani Holm","Sapilastie 5
91125 Tampere"
"Teemu Halonen","Eljaksenkuja 61
95067 Kempele"
"Sofia Laitinen","Lentokapteenin katu 106
38867 Jokioinen"
"Sirkka Rantanen","Lukkarimäenkuja 807
53547 Kaavi"
"Mirja Penttilä","Veräjämäenbulevardi 1
79834 Säkylä"
"Martti Lampinen","Runoilijantie 57
71263 Luumäki"
"Petteri Sallinen","Tuomarinkylänkatu 509
08253 Laukaa"
"Jouko Hakkarainen","Vaarnabulevardi 97
32518 Ii"
"Leena Ihalainen","Iltaruskonpolku 573
00642 Kihniö"
"Jasmin Hautala","Puuskakuja 847
05347 Raasepori"
"Tapani Jokela","Kiitäjänbulevardi 0
80545 Miehikkälä"
"Tapio Mäkelä-Kangas","Fallpakanpolku 18
05819 Pyhäjärvi"
"Reijo Virtanen","Maasalonkatu 55
53589 Kyyjärvi"
"Kullervo Nyman","Vesalanbulevardi 555
38225 Karvia"
"Ensio Korhonen","Tahtitie 063
03161 Värdö"
"Tarja Karvonen-Rautio","Laurinniitynpolku 25
88993 Juupajoki"
"Sisko Laitinen","Haravakuja 6
14188 Lumijoki"
"Anja Tuominen","Ilotulituskuja 8
09381 Rautjärvi"
"Kristiina Niemi","Maanmittarinbulevardi 28
53626 Multia"
"Antero Leppänen","Jälsikatu 6
33431 Suomussalmi"
"Tapani Jokinen-Suominen","Lukkarimäenkuja 663
13376 Porvoo"
"Suvi Kulmala","Fahlanderin puistopolku 319
98676 Kauhava"
"Aukusti Liukkonen-Uusitalo","Verkkokatu 0
59666 Taivassalo"
"Mika Saari","Orapihlajakatu 61
83677 Lappeenranta"
"Antero Lehtinen-Johansson","Runeberginbulevardi 907
68339 Kalajoki"
"Kaarina Heino-Halme","Lepolankuja 00
83032 Leppävirta"
"Pauli Järvinen","Elonkuja 33
45859 Utsjoki"
"Matti Lahti","Ida Ekmanin katu 5
49381 Salo"
"Kristiina Korhonen","Agronominpolku 63
35205 Polvijärvi"
"Tuija Gustafsson","Osmonbulevardi 58
83322 Seinäjoki"
"Tapani Kallio","Kiitäjänbulevardi 8
54767 Kangasala"
"Tellervo Lehtinen","Orisaarenkatu 0
07196 Kaarina"
"Anja Salomaa","Versopolku 3
18424 Haapajärvi"
"Anna Haavisto","Agronomintie 222
09638 Loppi"
"Maija Lindström","Eduskuntakatu 13
09775 Hartola"
"Anne Kortelainen","Uurtajanbulevardi 45
68199 Sastamala"
"Marika Lehtinen","Saramäenpolku 712
07815 Suonenjoki"
"Markus Heiskanen","Capellan puistobulevardi 430
73979 Karkkila"
"Samuli Saarinen","Ieskatu 420
96249 Somero"
"Tellervo Ahola","Eduskuntakuja 3
17513 Janakkala"
"Tapani Kokkonen","Dosentinkatu 4
83000 Kouvola"
"Antti Airaksinen","Louhenkatu 1
16579 Mynämäki"
"Leena Uusitalo","Saramäenkuja 6
42363 Halsua"
"Alisa Nylund","Cygnaeuksenkatu 044
39607 Uurainen"
"Linnea Rinne","Osmonkuja 3
51966 Uusikaupunki"
"Pasi Virtanen","Gunnel Nymanin tie 6
54770 Miehikkälä"
"Elina Mattila","Orvokkitie 470
16098 Puumala"
"Sakari Jokinen","Kilpolanbulevardi 1
86485 Turku"
"Eija Nyberg","Eerik Pyhän tie 6
25812 Finström"
"Hannele Lehtinen-Väisänen","Fagottibulevardi 0
01661 Lemland"
"Tapani Kosonen","Fagottitie 6
61186 Keitele"
"Helena Kortelainen","Nikonpolku 9
95450 Koski Tl"
"Petteri Haverinen-Jansson","Vanha Rajabulevardi 27
69438 Kurikka"
"Veera Kemppainen","Walentin Chorellin polku 582
78893 Espoo"
"Ilmari Tirkkonen","Purjetuulenpolku 57
12366 Taivalkoski"
"Mikko Huttunen-Rantala","Bertha Pauligin kuja 97
05062 Kemijärvi"
"Jaakko Aho-Hyvönen","Harakkamyllynkuja 640
80104 Ikaalinen"
"Oskari Rantala","Lautamiehentie 7
73195 Vaasa"
"Hannele Peltola-Lappalainen","Ahdekaunokinkuja 30
04985 Juva"
"Juhani Miettinen","Kolsintie 96
98537 Punkalaidun"
"Tapani Kujala-Erkkilä","Laajasalonbulevardi 68
40954 Maarianhamina"
"Henrik Heikkinen","Kiitäjänpolku 8
36785 Turku"
"Hanna Rissanen","Nelikkokatu 72
75049 Hyvinkää"
"Juhani Savolainen","Rapakivenkatu 706
20194 Pälkäne"
"Sakari Pirinen","Neonpolku 893
08869 Säkylä"
"Roosa Anttila","Runeberginbulevardi 1
99760 Uusikaupunki"
"Irmeli Harju","Niitynperänkatu 23
37658 Karijoki"
"Jenni Hämäläinen-Karlsson","Verkkotie 6
42948 Lemi"
"Hannele Kulmala-Lepistö","Zaidanpolku 87
24755 Pirkkala"
"Linnea Laukkanen","Gunnel Nymanin polku 12
48123 Sonkajärvi"
"Tapani Kuusisto","Urkurinkatu 902
42139 Janakkala"
"Antero Seppänen","Jäkäläbulevardi 319
40228 Parkano"
"Juhani Tuominen","Maasalonbulevardi 77
85905 Saarijärvi"
"Olavi Huovinen","Orasbulevardi 194
06278 Isojoki"
"Veli Ahonen","Wavulininkuja 2
50462 Loimaa"
"Sirpa Eriksson","Salavabulevardi 065
26656 Vieremä"
"Niklas Markkanen","Maasälväntie 106
32596 Pukkila"
"Pekka Tuominen","Osmonpolku 7
92968 Karkkila"
"Marita Lehtonen-Nyberg","Porkkalankuja 563
70733 Tammela"
"Veikko Backman","Vesalanpolku 95
69822 Pelkosenniemi"
"Tapani Laurila-Soininen","Jäkäläbulevardi 860
66012 Loimaa"
"Tuulikki Vuorinen","Fastbölenkuja 9
34631 Sastamala"
"Elisabeth Ahonen","Vaarnakuja 6
82126 Tuusula"
"Mikko Backman","Yrjönpolku 9
32368 Kurikka"
"Kristiina Laine","Maapadonkatu 7
74776 Lappeenranta"
"Inkeri Alanko","Yrjönkuja 9
87865 Hammarland"
"Mikael Valkonen-Eskola","Ida Ekmanin katu 03
23320 Kaarina"
"Eero Mikkonen","Maneesipolku 79
62493 Pielavesi"
"Riitta Lehtinen","Laajasalonpolku 49
14730 Vesanto"
"Sinikka Kemppainen","Vellikellonbulevardi 277
05519 Toholampi"
"Tapani Lehikoinen-Lindholm","Elisabeth Kochin polku 430
53655 Varkaus"
"Marko Härkönen","Orastie 0
71035 Hattula"
"Liisa Sjöblom","Fallinbulevardi 5
62418 Hattula"
"Markus Männistö-Ojanen","Agronominpolku 6
46801 Finström"
"Sofia Valkonen","Haagan pappilankatu 5
54391 Pietarsaari"
"Ilmari Antikainen","Willebrandinkuja 6
04526 Parikkala"
"Paavo Ylönen","Poikasaartenkatu 854
15140 Lappeenranta"
"Juho Pohjola-Mustonen","Lepolanpolku 9
60207 Mikkeli"
"Veijo Karvinen","Lemunbulevardi 80
60817 Konnevesi"
"Tanja Saari-Andersson","Sapilaskatu 7
51416 Paimio"
"Tapani Lehto","Capellan puistobulevardi 71
37244 Tohmajärvi"
"Maria Jaakkola","Jälsikuja 803
08669 Loimaa"
"Martta Eloranta","Ilvesbulevardi 911
43053 Pälkäne"
"Roope Aho-Koivula","Elonbulevardi 698
49390 Lieto"
"Marjut Forsman","Ylä-Fallin kuja 94
33190 Laitila"
"Merja Rantanen","Vesalanpolku 953
98646 Haapavesi"
"Jalmari Vartiainen","Eino Leinon bulevardi 319
45233 Loimaa"
"Päivi Hakala","Berganpolku 4
97160 Taipalsaari"
"Tuulikki Karttunen","Döbelnintie 4
84430 Taipalsaari"
"Vilhelmiina Laakso-Kemppainen","Bysantinkatu 91
66155 Lempäälä"
"Tapani Lehto-Lilja","Katajaharjunkuja 91
08767 Tuusula"
"Anneli Keränen-Rautiainen","Laurinniitynkuja 683
57737 Tervo"
"Marianne Häkkinen","Eino Leinon bulevardi 552
55657 Janakkala"
"Eija Muhonen","Veropellonkuja 1
46801 Multia"
"Esko Marttila","Vellikellontie 5
86271 Loppi"
"Tiina Rautiainen","Haapatie 3
52436 Huittinen"
"Timo Heikkilä","Betonibulevardi 625
67587 Isokyrö"
"Susanna Huttunen","Salakkatie 9
61984 Heinävesi"
"Antero Savolainen","Yllästunturinbulevardi 270
73335 Vaasa"
"Matias Huhtala-Kuusela","Salamatie 87
21527 Vimpeli"
"Tapani Leinonen","Nelikkokuja 06
51666 Savonlinna"
"Mikko Lahti","Saramäenbulevardi 89
15333 Karijoki"
"Kaarina Kinnunen","Capellan puistotie 4
81728 Eurajoki"
"Mikael Laakkonen","Elonkuja 83
56761 Geta"
"Tapio Niskanen-Järvi","Niittylänkatu 920
68959 Ypäjä"
"Janne Hyvönen","Damaskuksenbulevardi 469
31800 Iisalmi"
"Ritva Laitinen","Kuhankeittäjänpolku 08
82357 Mäntyharju"
"Antero Tuovinen-Holopainen","Maneesikuja 288
46632 Hyrynsalmi"
"Maarit Pehkonen","Osmontie 976
39347 Hanko"
"Petri Mikkola","Porinpolku 28
29302 Kurikka"
"Tapani Lilja","Porkkalantie 5
59865 Siuntio"
"Tiina Kolehmainen","Maapadontie 563
67345 Vihti"
"Raija Karjalainen","Sahaajantie 2
58724 Soini"
"Juha Berg","Kolvipolku 70
02524 Tuusula"
"Maria Niemi","Ilmattarenkuja 52
08933 Lestijärvi"
"Tauno Hytönen","Maatullintie 49
26864 Jokioinen"
"Liisa Nieminen-Laaksonen","Veropellonkatu 8
29580 Vaala"
"Maria Sipilä","Maasalonbulevardi 168
28243 Vaala"
"Kalervo Nuutinen-Kinnunen","Agricolankuja 346
87986 Pomarkku"
"Maria Salmela","Sahaajanpolku 457
56705 Saarijärvi"
"Tapani Mattila","Eduskuntakuja 2
21774 Pudasjärvi"
"Onni Nevala","Rukotie 910
23559 Kontiolahti"
"Erik Nieminen","Laurinniityntie 58
76939 Lohja"
"Pekka Ranta","Jyvätie 52
28836 Iisalmi"
"Kristiina Mäki","Agnes Sjöbergin kuja 8
29176 Kerava"
"Antti Rantanen-Honkanen","Jännekatu 510
62726 Suomussalmi"
"Maarit Huuskonen","Sadepolku 692
01073 Loviisa"
"Sinikka Nurminen","Puusepänpolku 099
13636 Joroinen"
"Ella Berg-Lappalainen","Iesbulevardi 64
70710 Kärkölä"
"Anni Backman","Graniittipolku 614
51276 Sottunga"
"Tapani Mattsson","Gneissibulevardi 70
47006 Turku"
"Antero Laine","Ostosbulevardi 51
46017 Kuortane"
"Ensio Pietilä","Jännekuja 6
81962 Alavus"
"Ilkka Kokkonen","Sahaajantie 33
99474 Huittinen"
"Edvard Pitkänen","Yrjönbulevardi 8
07691 Hattula"
"Jari Liimatainen","Immolankuja 1
37360 Lempäälä"
"Helena Ikonen","Kimalaistie 542
61783 Hammarland"
"Anniina Perälä","Bengalinpolku 2
92849 Kemi"
"Anni Laurila","Vesakkotie 0
20357 Humppila"
"Kati Forsman","Oraskatu 05
49000 Loppi"
"Tapani Nevalainen-Hyvönen","Fallinkatu 71
44396 Ruokolahti"
"Olavi Laaksonen","Bergantie 195
90802 Kaavi"
"Satu Kivelä-Karppinen","Maasalontie 757
99427 Oripää"
"Miro Rissanen","Runoilijanpolku 293
54396 Siuntio"
"Juhani Karjalainen","Dosentinkuja 33
56552 Tuusula"
"Heikki Rantala","Fredrikinpolku 113
53394 Kärsämäki"
"Sofia Hyvönen","Ilvestie 5
03428 Kruunupyy"
"Aino Rytkönen","Versokatu 5
06955 Ilomantsi"
"Tuulikki Uusitalo","Agnes Sjöbergin tie 5
80194 Pori"
"Väinö Nevala","Laakavuorenbulevardi 5
62420 Kemijärvi"
"Tapani Nurminen","Saramäentie 074
39310 Salla"
"Esko Ollila","Berganbulevardi 69
12807 Keminmaa"
"Hannele Mikkola","Nordenskiöldinbulevardi 3
04638 Kärkölä"
"Janne Perälä","Pohjolankatu 9
31905 Pyhäjärvi"
"Anna-Liisa Raatikainen","Runokylänbulevardi 75
45559 Savonlinna"
"Nina Erkkilä","Bengalintie 085
64010 Posio"
