"Ada Bazydło"|"ul. Jagodowa 52
84-438 Żyrardów" 
"pani Nela Biegała"|"al. Władysława Łokietka 29/51
92-328 Świdnik"
"Lidia Hołysz"|"al. Miłosza 93/62
08-672 Malbork"
"Józef Szachniewicz"|"plac Dąbrowskiej 21/06
35-465 Kutno"
"Maksymilian Moroń"|"al. Plater 75
77-560 Żyrardów"
"Wiktor Turlej"|"ulica Wiosenna 99
34-223 Mińsk Mazowiecki"
"Witold Makieła"|"al. Batalionów Chłopskich 205
20-330 Bełchatów"
"Aleks Szarejko"|"ul. Tuwima 97
73-096 Skawina"
"pani Kalina Bok"|"aleja Południowa 87/53
42-689 Rybnik"
"Julianna Kargol"|"ul. Jagiellońska 90/81
48-939 Chrzanów"
"Józef Buszko"|"al. Wyzwolenia 39/61
48-999 Malbork"
"pani Nela Jonczyk"|"ul. Jaworowa 30/34
95-179 Oświęcim"
"Natan Boryczko"|"ulica Kościuszki 279
12-986 Dębica"
"Karina Chowaniak"|"ul. Słowackiego 08
69-454 Konin"
"Olaf Ślimak"|"ulica Srebrna 66
88-662 Legionowo"
"Sara Mamcarz"|"al. Osiedlowa 268
18-470 Puławy"
"Mariusz Witkowicz"|"al. Sikorskiego 84/80
16-147 Elbląg"
"Olgierd Hanus"|"plac Ściegiennego 01/30
13-693 Ostrowiec Świętokrzyski"
"Marianna Kurda"|"al. Wiatraczna 27/32
42-539 Krotoszyn"
"Filip Maciejko"|"aleja Wysoka 761
56-773 Cieszyn"
"Grzegorz Mirgos"|"ulica Tulipanowa 91/50
46-295 Żywiec"
"pani Nela Kaczmarkiewicz"|"ulica Władysława Łokietka 22/02
51-589 Jarocin"
"Aleks Trznadel"|"pl. Orzeszkowej 839
70-340 Legnica"
"pan Jeremi Milcarz"|"plac Kossaka 32/10
17-028 Lubartów"
"Ryszard Nieścior"|"ul. Chabrowa 58/58
90-177 Tychy"
"Cezary Subocz"|"al. Jabłoniowa 238
79-940 Wyszków"
"Cezary Rorat"|"ul. Kraszewskiego 90/50
09-054 Suwałki"
"Fryderyk Tymczyszyn"|"aleja Plater 126
86-134 Łomża"
"pan Emil Zacharewicz"|"al. Gajowa 760
58-327 Łowicz"
"pani Rozalia Postawa"|"ulica Miłosza 59
24-140 Świebodzice"
"Ewa Ulewicz"|"ulica Kossaka 72
52-746 Łomża"
"pani Nela Kornet"|"aleja Tysiąclecia 407
22-729 Jawor"
"Róża Wilusz"|"aleja Orzeszkowej 61
35-618 Bochnia"
"Kajetan Korzekwa"|"ulica Kopernika 40
54-018 Brzeg"
"Radosław Karnas"|"plac Kilińskiego 82/79
74-583 Nowy Dwór Mazowiecki"
"Konrad Wowra"|"ul. Kreta 22/54
91-836 Piła"
"Michał Mich"|"ul. Mokra 71/27
82-887 Łowicz"
"pan Damian Krzempek"|"plac Popiełuszki 02
63-977 Racibórz"
"pani Adrianna Bryndza"|"aleja Wojska Polskiego 20
07-017 Sieradz"
"Aurelia Tyniec"|"ulica Korfantego 20/12
24-402 Tarnowskie Góry"
"pan Cezary Łudzik"|"ulica Mickiewicza 32
87-352 Leszno"
"pani Nela Kubanek"|"al. Widok 109
11-915 Goleniów"
"pani Sylwia Dela"|"aleja Zachodnia 854
66-820 Szczecin"
"Antoni Parzonka"|"aleja Głowackiego 80/18
95-765 Polkowice"
"pani Aniela Witan"|"aleja Stycznia 729
54-388 Wrocław"
"pan Andrzej Fiedler"|"aleja Wróblewskiego 51
01-532 Iława"
"Dariusz Osman"|"aleja Chopina 42
45-015 Gorlice"
"Maurycy Ślęczka"|"ul. Borowa 19/83
44-549 Koło"
"Dariusz Lelonek"|"ulica Narutowicza 64/00
30-508 Katowice"
"pani Melania Kyc"|"pl. Dąbrowskiej 276
44-623 Chełm"
"pan Borys Ścieszka"|"aleja Poniatowskiego 78
30-367 Jasło"
"pani Nela Kuliberda"|"aleja Widokowa 87/27
76-471 Żagań"
"pan Józef Choina"|"pl. Wyzwolenia 42/29
46-040 Giżycko"
"Paweł Świątkiewicz"|"aleja Prosta 42
74-358 Ełk"
"Damian Preuss"|"pl. Staszica 34/43
84-118 Ełk"
"Damian Ulrych"|"ul. Skargi 799
07-855 Rumia"
"Inga Jancewicz"|"plac Moniuszki 071
08-900 Wejherowo"
"Sebastian Jarmużek"|"ulica Wyspiańskiego 53
51-756 Ostrołęka"
"Dagmara Rut"|"aleja Krasińskiego 30
31-052 Kościan"
"Iwo Podsiedlik"|"pl. Drzymały 63/33
62-892 Wołomin"
"pan Dominik Pałac"|"aleja Częstochowska 13
07-953 Żyrardów"
"pani Nela Sych"|"aleja Liliowa 55/67
61-225 Sandomierz"
"pan Fabian Błażejewicz"|"al. Lotnicza 58/86
88-301 Jastrzębie-Zdrój"
"Artur Namysło"|"aleja Grottgera 29
66-466 Przemyśl"
"Urszula Komuda"|"pl. Kossaka 225
73-215 Lublin"
"Natan Mejer"|"al. Wodna 06
24-621 Będzin"
"Eryk Wiesiołek"|"plac Mieszka I 716
92-692 Sieradz"
"pan Emil Petrus"|"al. Storczykowa 16/26
09-567 Bielawa"
"Marcelina Romejko"|"aleja Składowa 436
73-915 Piła"
"Julianna Tołoczko"|"pl. Skłodowskiej-Curie 819
54-411 Białogard"
"pani Karina Andrys"|"al. Środkowa 43
74-206 Bielawa"
"pani Nela Tabak"|"ul. Słowackiego 11
19-204 Zgierz"
"pani Roksana Nikel"|"aleja Malczewskiego 44
31-269 Ostrów Mazowiecka"
"pan Norbert Hutnik"|"ul. Jana Sobieskiego 12
55-575 Tarnów"
"Inga Pleśniak"|"plac Armii Krajowej 97/47
20-863 Wrocław"
"Ada Wasiuk"|"al. Krótka 455
40-180 Reda"
"Arkadiusz Groborz"|"aleja Sikorskiego 92/36
03-366 Koło"
"Mateusz Kieca"|"plac Traugutta 18
86-460 Cieszyn"
"pan Franciszek Grygo"|"al. Lipowa 40/24
06-846 Oława"
"Dorota Mol"|"ulica Wesoła 22/24
35-885 Biała Podlaska"
"Kornel Szymaniuk"|"al. Solidarności 72
61-190 Puławy"
"pani Nicole Kabala"|"plac Piłsudskiego 37/85
29-839 Ząbki"
"pan Kacper Szłapka"|"aleja Plater 987
64-758 Tychy"
"pani Ewelina Ignatiuk"|"al. Gajowa 12/99
12-838 Zambrów"
"Adam Plak"|"pl. Słowackiego 65/18
41-890 Nowy Targ"
"Jerzy Wiertel"|"ul. Wczasowa 53/54
07-004 Suwałki"
"Ewa Kozień"|"aleja Partyzantów 00/26
93-714 Gdańsk"
"Michał Pastuszko"|"pl. Sikorskiego 86/28
91-913 Radomsko"
"Anastazja Kujda"|"ul. Cicha 78/03
21-002 Głogów"
"Marcin Goj"|"plac Staffa 88
45-777 Kościan"
"Kamila Startek"|"al. Moniuszki 16
80-902 Lubin"
"pani Nicole Migda"|"ulica Widok 237
37-934 Krotoszyn"
"Przemysław Domka"|"ul. Mickiewicza 06
62-619 Oława"
"Janina Maruszczyk"|"pl. Kościuszki 81
84-963 Gorlice"
"Tymoteusz Kretowicz"|"ulica Witosa 00/29
58-992 Żyrardów"
"Dariusz Kołaczek"|"plac Kosynierów 59/96
55-346 Marki"
"Dominik Marcol"|"plac Daszyńskiego 57
25-122 Reda"
"Karina Patalas"|"al. Kasztanowa 72/96
95-769 Legionowo"
"Aurelia Sadura"|"ulica Niepodległości 14
59-684 Piastów"
"Agnieszka Demiańczuk"|"ulica Wilcza 552
85-918 Ostrowiec Świętokrzyski"
"Nela Doliwa"|"plac Nałkowskiej 73/77
54-157 Tarnów"
"pani Nicole Piekara"|"pl. Wybickiego 74/04
25-391 Mińsk Mazowiecki"
"Błażej Szaj"|"ulica Władysława Jagiełły 61/78
55-302 Mysłowice"
"Robert Woronko"|"al. Gałczyńskiego 61
07-933 Giżycko"
"Ksawery Maćków"|"ul. Jarzębinowa 48/45
23-594 Zielona Góra"
"pan Wiktor Budzich"|"aleja Truskawkowa 179
61-330 Augustów"
"pan Nikodem Czerniakiewicz"|"ul. Orzeszkowej 25
51-440 Kołobrzeg"
"Dagmara Jarmuż"|"aleja Handlowa 169
14-950 Marki"
"Józef Zinkiewicz"|"ulica Bolesława Chrobrego 022
30-580 Świętochłowice"
"Leonard Gęgotek"|"ul. Zakole 376
92-988 Pabianice"
"Iwo Zadworny"|"pl. Maczka 00/45
27-770 Września"
"pani Nicole Stachów"|"al. Powstańców Wielkopolskich 615
29-451 Swarzędz"
"Leonard Plich"|"pl. Kosynierów 24/02
68-141 Śrem"
"Sonia Goral"|"pl. Solidarności 92
95-333 Oława"
"Rafał Matyszczak"|"pl. Wróblewskiego 15
65-002 Bytom"
"Norbert Bubel"|"al. Zaułek 33
78-299 Tomaszów Mazowiecki"
"pan Leonard Jamroz"|"plac Ściegiennego 84
79-734 Gniezno"
"Jan Stebel"|"al. Hallera 69/37
66-480 Mielec"
"Gustaw Sobisz"|"plac Władysława Jagiełły 484
48-034 Środa Wielkopolska"
"Józef Han"|"ulica Szczęśliwa 99
19-317 Wieluń"
"Gabriel Armatys"|"ulica Źródlana 14
30-228 Wrocław"
"pani Nicole Stoltman"|"aleja Solidarności 16
76-205 Oświęcim"
"Kacper Kobak"|"pl. Partyzantów 309
68-211 Legionowo"
"Malwina Bobryk"|"ul. Wrocławska 279
15-296 Żywiec"
"Krystian Szeja"|"ul. Spokojna 55/24
14-664 Wrocław"
"pan Alex Betka"|"ulica Skargi 81/95
25-680 Tarnobrzeg"
"Piotr Nestorowicz"|"pl. Powstańców Wielkopolskich 09
92-842 Opole"
"pan Jakub Żywica"|"pl. Grottgera 414
74-160 Ciechanów"
"pan Piotr Gregorek"|"ulica Skłodowskiej-Curie 689
57-597 Mysłowice"
"pani Kaja Madzia"|"pl. Floriana 32/67
15-911 Kętrzyn"
"Marcel Trawka"|"ulica Łączna 52/80
60-517 Płock"
"pani Nicole Tlałka"|"ulica Powstańców Wielkopolskich 93
76-003 Ciechanów"
"Juliusz Szkatuła"|"aleja Głogowa 55
13-320 Mława"
"pani Anastazja Semenowicz"|"plac Ściegiennego 68
21-031 Nowa Ruda"
"pani Marianna Ostasz"|"al. Mazurska 734
60-908 Otwock"
"Sandra Nicewicz"|"ul. Kolorowa 78/05
67-378 Tarnów"
"pani Ewelina Korzekwa"|"pl. Powstańców Wielkopolskich 65/22
45-721 Kraśnik"
"Juliusz Ankiewicz"|"ulica Kusocińskiego 778
63-858 Pruszcz Gdański"
"pani Kalina Drozda"|"al. Narutowicza 895
20-593 Inowrocław"
"Sebastian Jędrys"|"plac Szymanowskiego 046
97-703 Brzeg"
"pan Maciej Wabik"|"ulica Wałowa 71/64
43-016 Łaziska Górne"
"pani Nicole Tokaj"|"al. Kolorowa 064
32-055 Lubin"
"Marika Sularz"|"al. Asnyka 040
64-271 Racibórz"
"Konrad Herok"|"ulica Wyzwolenia 54
51-291 Biała Podlaska"
"Justyna Szachniewicz"|"aleja Andersa 01
32-793 Dzierżoniów"
"pani Agnieszka Niewiara"|"al. Powstańców 70
46-835 Częstochowa"
"Blanka Szara"|"ul. Sikorskiego 99/39
43-311 Racibórz"
"pan Dominik Dulemba"|"aleja Szpitalna 88/50
50-164 Jelenia Góra"
"pani Monika Hajda"|"pl. Reja 215
13-373 Zabrze"
"pani Apolonia Bałazy"|"plac Tysiąclecia 32/27
43-385 Stargard Szczeciński"
"Borys Huber"|"ulica Czarnieckiego 16/82
17-244 Kościan"
"pani Olga Jarema"|"pl. Broniewskiego 41
29-032 Kościerzyna"
"Kajetan Iskierka"|"plac Prusa 16/89
79-666 Grodzisk Mazowiecki"
"pani Marika Narożna"|"ul. Podwale 121
38-548 Konin"
"pan Aleks Konsek"|"pl. Kossaka 96/38
74-496 Wołomin"
"Ewelina Patyna"|"pl. Nałkowskiej 04
32-023 Rzeszów"
"Iwo Konstanty"|"aleja Leszczynowa 729
82-903 Świdnik"
"Marika Ubysz"|"aleja Jana Sobieskiego 720
49-826 Wodzisław Śląski"
"Marianna Chmara"|"plac Kopernika 24
73-121 Kluczbork"
"pan Olgierd Gałęza"|"ulica Skośna 526
92-396 Kościerzyna"
"Melania Syldatk"|"plac Niepodległości 31/39
19-134 Pruszków"
"pani Olga Zięcik"|"plac Asnyka 814
44-437 Jastrzębie-Zdrój"
"Jacek Trepka"|"pl. Kossaka 241
60-004 Mińsk Mazowiecki"
"Ida Mueller"|"ulica Podgórna 56/83
84-611 Żary"
"Aniela Grabas"|"ulica Konarskiego 07
77-078 Radomsko"
"pani Anna Maria Betlej"|"aleja Mieszka I 213
80-420 Skierniewice"
"Karol Ośko"|"plac Makuszyńskiego 65
31-575 Lubartów"
"pani Ida Chmara"|"al. Kielecka 682
43-902 Oświęcim"
"Nataniel Chlebek"|"al. Grabowa 28/65
06-979 Zduńska Wola"
"Tomasz Salawa"|"ulica Asnyka 31
75-890 Piotrków Trybunalski"
"Fabian Haraburda"|"aleja Sosnowa 043
95-486 Sosnowiec"
"pani Roksana Chudoba"|"aleja Turystyczna 37
76-046 Zielona Góra"
"Tymoteusz Karaśkiewicz"|"al. Wojska Polskiego 00/90
31-689 Ostrów Wielkopolski"
"Maks Koniecko"|"plac Powstańców Wielkopolskich 587
09-225 Szczecin"
"Tadeusz Fogiel"|"al. Szymanowskiego 672
71-656 Bielawa"
"Norbert Michnowicz"|"aleja Perłowa 16
52-518 Świnoujście"
"Mikołaj Fabiszak"|"pl. Powstańców Wielkopolskich 28
48-783 Łowicz"
"Adrian Ochal"|"pl. Orzeszkowej 32/27
44-922 Mikołów"
"Eryk Krzywoń"|"plac Rejtana 99/88
12-460 Lubin"
"pan Konstanty Zmarzły"|"ulica Listopada 731
50-572 Czeladź"
"Anna Maria Gruszczyk"|"ul. Łączna 19/25
48-118 Poznań"
"pani Roksana Drej"|"al. Rolnicza 51
18-619 Gdynia"
"Elżbieta Muc"|"al. Stefana Batorego 60
91-904 Zduńska Wola"
"Kornelia Maksimowicz"|"aleja Rynek 07/85
52-263 Gdynia"
"Maciej Chwała"|"al. Młyńska 418
88-055 Świdnica"
"Karina Ulrych"|"aleja Korfantego 87/76
32-635 Grodzisk Mazowiecki"
"Apolonia Grys"|"ul. Narutowicza 06
07-613 Bełchatów"
"Andrzej Lisik"|"ulica Witosa 06
41-620 Zielona Góra"
"Dariusz Stypa"|"ul. Środkowa 558
93-619 Nowa Sól"
"Lidia Wyroba"|"plac Kołłątaja 80
84-711 Mysłowice"
"Karina Wajer"|"ul. Lelewela 338
89-344 Ruda Śląska"
"pani Roksana Pakosz"|"al. Dąbrowskiego 66/33
40-250 Siemianowice Śląskie"
"Elżbieta Minkiewicz"|"pl. Chopina 031
67-020 Skarżysko-Kamienna"
"Robert Macha"|"plac Waryńskiego 71
97-085 Krotoszyn"
"Ida Strojna"|"al. Cmentarna 86
91-089 Gorzów Wielkopolski"
"pani Aurelia Skocz"|"al. Rzeczna 75/86
26-456 Ząbki"
"Natasza Zubowicz"|"ul. Swierkowa 51
57-627 Szczytno"
"Natasza Cholewka"|"al. Górna 37
12-523 Świecie"
"Cezary Sendor"|"ulica Skośna 60/98
75-318 Bielawa"
"Piotr Szkup"|"ul. Skargi 49/69
41-670 Zielona Góra"
"pani Monika Czochara"|"ulica Brzechwy 54/69
29-618 Pszczyna"
"pani Rozalia Maciejczuk"|"ul. Warszawska 27/13
24-719 Knurów"
"Karina Komsta"|"ulica Jasna 199
91-737 Rybnik"
"Adrian Miecznik"|"plac Traugutta 984
55-162 Police"
"pani Anita Drewniok"|"ul. Kossaka 23
77-773 Ostróda"
"Ada Pierzak"|"pl. Wróblewskiego 88/83
87-478 Września"
"Leon Plaskota"|"pl. Poniatowskiego 539
77-679 Wrocław"
"Przemysław Węgrzyniak"|"pl. Powstańców Śląskich 500
50-863 Żory"
"Ksawery Dacko"|"ulica Kościelna 15/44
63-145 Kielce"
"Urszula Śliz"|"al. Drzymały 05
99-042 Konin"
"Elżbieta Gryszkiewicz"|"pl. Mieszka I 302
22-452 Żary"
"pani Rozalia Moroń"|"ulica Słowicza 32/18
32-352 Biłgoraj"
"pan Julian Słaba"|"ulica Wiejska 87/09
03-383 Siedlce"
"Gustaw Kajdan"|"aleja Słonecznikowa 41
58-232 Starachowice"
"pan Antoni Liss"|"al. Cicha 04/10
33-333 Płońsk"
"Mariusz Cudzich"|"pl. Kościuszki 11/89
24-631 Bydgoszcz"
"Krystyna Greszta"|"ulica Listopada 36/21
84-510 Bielsk Podlaski"
"Mieszko Kiszczak"|"ulica Korfantego 94/83
42-064 Czechowice-Dziedzice"
"pan Wojciech Czuryło"|"al. Piłsudskiego 67/70
37-073 Jarocin"
"Ewelina Detka"|"plac Niepodległości 57/22
86-799 Żyrardów"
"Konrad Parkitna"|"pl. Poniatowskiego 80
07-262 Piekary Śląskie"
"pani Rozalia Siedlarz"|"al. Sportowa 48
58-188 Grodzisk Mazowiecki"
"Anna Maria Kózka"|"plac Wyzwolenia 06/20
58-789 Legnica"
"pan Krystian Żyto"|"al. Dworcowa 51
41-784 Żyrardów"
"Blanka Knapek"|"aleja Nałkowskiej 08/88
43-961 Katowice"
"Sonia Harasimiuk"|"ulica Moniuszki 179
57-147 Toruń"
"pan Łukasz Miękina"|"pl. Dąbrowskiej 35
73-968 Lublin"
"Jacek Radke"|"ul. Szpitalna 68
42-092 Sochaczew"
"pani Karina Fuławka"|"ul. Grzybowa 74/82
71-233 Bielawa"
"pani Karina Szram"|"al. Toruńska 14/92
34-759 Żyrardów"
"Julianna Jas"|"ul. Stefana Batorego 02/16
52-117 Szczytno"
"pani Rozalia Suchenek"|"al. Pomorska 25
73-433 Krotoszyn"
"Sandra Dąbal"|"ul. Rzemieślnicza 869
08-697 Mława"
"Igor Duszkiewicz"|"ulica Listopada 75/24
93-564 Iława"
"Emil Felisiak"|"aleja Korczaka 36
95-107 Kalisz"
"Iwo Giel"|"pl. Wróblewskiego 74/08
43-393 Swarzędz"
"Nikodem Iciek"|"al. Dworcowa 831
95-268 Malbork"
"pan Igor Węgrzyniak"|"ul. Robotnicza 107
34-421 Świętochłowice"
"Kalina Sieradzan"|"ulica Śląska 53
65-412 Łowicz"
"Jacek Kasznia"|"al. Listopada 172
30-723 Marki"
"Natasza Tatarczyk"|"plac Jana Sobieskiego 688
48-355 Kraśnik"
"pani Rozalia Wypchło"|"ulica Irysowa 717
22-587 Ostrów Wielkopolski"
"Adrianna Janoszka"|"pl. Popiełuszki 54
30-058 Wałbrzych"
"Leon Kik"|"ulica Łabędzia 75
80-803 Szczecin"
"pani Aniela Pezda"|"ul. Robotnicza 64/24
68-880 Bytom"
"Aleksander Myrcha"|"ul. Kusocińskiego 427
09-155 Czeladź"
"pani Kornelia Borkowicz"|"aleja Brzozowa 57
67-044 Krotoszyn"
"pani Rozalia Malka"|"plac Niepodległości 69
45-641 Kościerzyna"
"Hubert Marosz"|"al. Asnyka 730
74-702 Rumia"
"Ignacy Majdak"|"plac Jana Sobieskiego 70
28-671 Nowy Targ"
"Blanka Różewicz"|"aleja Głowackiego 16/59
57-604 Świecie"
"pani Róża Kopciuch"|"al. Tuwima 90/81
87-418 Kutno"
"Franciszek Orpel"|"pl. Korczaka 46
11-694 Nowy Targ"
"Aleks Pietrus"|"ulica Drzymały 774
31-747 Świebodzice"
"Aleksander Warmuz"|"aleja Hallera 375
52-077 Płock"
"Oliwier Zadora"|"plac Plater 460
30-874 Biłgoraj"
"Artur Pal"|"plac Kościuszki 51/40
37-543 Gorzów Wielkopolski"
"Piotr Święs"|"ul. Szeroka 98/17
96-226 Sieradz"
"Eliza Marosz"|"al. Wschodnia 298
85-064 Wołomin"
"Sylwia Nóżka"|"aleja Jaskółcza 65/78
89-950 Biała Podlaska"
"pan Aleksander Kuzia"|"aleja Jaśminowa 580
70-776 Sochaczew"
"pani Róża Malon"|"al. Sucharskiego 33
27-633 Białystok"
"pan Radosław Ogonek"|"ulica Bociania 994
27-606 Ostrołęka"
"Krystian Paściak"|"ulica Partyzantów 80
70-693 Bełchatów"
"pani Marianna Bembenek"|"pl. Paderewskiego 488
68-819 Zambrów"
"Sylwia Gabara"|"aleja Popiełuszki 39
40-116 Będzin"
"pani Marcelina Boś"|"al. Stefana Batorego 769
53-574 Mielec"
"Antoni Rolek"|"ul. Waryńskiego 86/77
01-130 Słupsk"
"Elżbieta Dybał"|"ulica Bolesława Chrobrego 485
57-550 Nowy Sącz"
"Julianna Zapadka"|"pl. Żeromskiego 955
91-372 Turek"
"pani Anita Maćków"|"aleja Wspólna 475
99-797 Gliwice"
"pani Róża Turoń"|"pl. Bolesława Krzywoustego 27
84-499 Zakopane"
"Julianna Spadło"|"plac Matejki 87/75
47-924 Grodzisk Mazowiecki"
"Sonia Detka"|"aleja Odrzańska 11
67-606 Głogów"
"Konstanty Korkosz"|"ul. Strumykowa 24
70-505 Skierniewice"
"Konstanty Skrobot"|"plac Kasprowicza 947
63-213 Śrem"
"Paweł Zysk"|"aleja Stroma 28
52-230 Augustów"
"Tomasz Wnuczek"|"aleja Wojciecha 75/17
76-175 Żary"
"pani Sonia Chylak"|"ul. Wałowa 83
42-133 Żary"
"Janina Pułka"|"ul. Jana Pawła II 959
47-175 Wyszków"
"Jędrzej Waleczek"|"al. Kochanowskiego 79
08-616 Jawor"
"pani Sandra Kociemba"|"al. Niepodległości 442
19-479 Rumia"
"pan Ksawery Kajak"|"plac Kruczkowskiego 737
23-301 Świętochłowice"
"Anita Łabaj"|"ul. Rolna 98/86
06-311 Ostrów Mazowiecka"
"pani Olga Rudowicz"|"aleja Chopina 469
68-587 Kraśnik"
"pan Marcel Tofil"|"ul. Kaliska 185
31-556 Gliwice"
"Bianka Grymuza"|"al. Sucharskiego 22/05
90-094 Czerwionka-Leszczyny"
"Maksymilian Ziajka"|"plac Drzymały 92/44
92-226 Ostróda"
"pan Alan Wojciech"|"ul. Wolności 42/13
10-761 Augustów"
"Piotr Wandzel"|"plac Kasprowicza 89/36
59-464 Marki"
"Wojciech Rozmiarek"|"pl. Norwida 26/44
73-820 Sopot"
"pani Sandra Kopik"|"al. Działkowa 79/67
77-751 Zgorzelec"
"Angelika Galica"|"ulica Konstytucji 3 Maja 87
38-022 Suwałki"
"pan Jędrzej Piotrkowicz"|"al. Mickiewicza 59/64
65-963 Skierniewice"
"pani Lidia Bździuch"|"ulica Mickiewicza 366
58-165 Kędzierzyn-Koźle"
"Anna Maria Wójt"|"plac Wybickiego 76/89
50-154 Sanok"
"Łukasz Jamrożek"|"aleja Jana Sobieskiego 715
98-105 Zakopane"
"Leon Holc"|"aleja Miłosza 69/08
50-689 Oleśnica"
"pan Leonard Korniak"|"ulica Batalionów Chłopskich 744
21-885 Kościan"
"Alan Melka"|"ul. Powstańców 858
16-235 Świdnik"
"Marek Kostek"|"aleja Stycznia 736
09-531 Środa Wielkopolska"
"pani Sandra Małys"|"ulica Średnia 74
11-888 Polkowice"
"pan Maciej Siwczak"|"ul. Maja 45/20
33-001 Nowy Sącz"
"Ignacy Pabisiak"|"plac Floriana 38/85
60-145 Puławy"
"Maurycy Poniedziałek"|"al. Dąbrowskiego 330
80-747 Mikołów"
"Karol Kuffel"|"ul. Bolesława Krzywoustego 39
81-716 Elbląg"
"Gabriel Smoczyk"|"aleja Szymanowskiego 29
67-165 Mińsk Mazowiecki"
"Konrad Zastawny"|"al. Grzybowa 89
78-104 Ciechanów"
"pan Antoni Kobryń"|"ulica Narcyzowa 67/06
48-854 Chełm"
"Marek Szajek"|"ul. Lazurowa 04
05-202 Chełm"
"pan Alex Kazana"|"aleja Orla 275
08-481 Sandomierz"
"pani Sandra Mirończuk"|"al. Borówkowa 13
81-236 Bełchatów"
"Borys Gapys"|"pl. Solidarności 98
51-783 Wołomin"
"Dariusz Gronostaj"|"aleja Krańcowa 83
61-257 Krotoszyn"
"Sylwia Dulas"|"ul. Asnyka 84
83-656 Nowy Sącz"
"Grzegorz Iciek"|"ul. Wysoka 44/57
91-929 Zakopane"
"Nicole Kornek"|"pl. Chełmońskiego 94
11-590 Słupsk"
"Igor Mielcarz"|"pl. Bema 101
59-182 Sochaczew"
"Maksymilian Dzienniak"|"ul. Chełmońskiego 80
72-976 Chorzów"
"Kaja Parzonka"|"pl. Poniatowskiego 00
19-308 Pruszków"
"Marika Zasępa"|"ulica Poprzeczna 48/52
37-111 Bolesławiec"
"pani Sandra Panuś"|"pl. Brzechwy 40/58
83-610 Włocławek"
"Olga Wujec"|"pl. Popiełuszki 934
63-504 Iława"
"Andrzej Nazimek"|"al. Miłosza 21
06-184 Oleśnica"
"Natasza Mazanek"|"ul. Krasickiego 79/56
45-176 Lębork"
"pan Arkadiusz Skowyra"|"ulica Jana 09
95-524 Biała Podlaska"
"Tola Kurnik"|"pl. Wróblewskiego 53/40
28-056 Nowy Dwór Mazowiecki"
"Konrad Stąpór"|"pl. Listopada 064
85-520 Wołomin"
"Kacper Fiutak"|"plac Konopnickiej 12
33-289 Jarocin"
"Ksawery Kluczek"|"ulica Kusocińskiego 84/46
01-849 Włocławek"
"Alex Szłapa"|"plac Krasickiego 64/04
38-997 Oleśnica"
"pani Sandra Pyć"|"ulica Plażowa 77/42
84-772 Police"
"pani Sonia Kobak"|"aleja Perłowa 798
89-029 Wyszków"
"Maks Folta"|"aleja Kreta 518
48-330 Wyszków"
"Klara Draus"|"pl. Kochanowskiego 81
04-378 Bytom"
"Malwina Sysło"|"pl. Krasickiego 42
54-882 Kwidzyn"
"pan Antoni Szwaja"|"al. Krakowska 925
60-505 Nysa"
"Tymon Gajcy"|"ulica Grottgera 56
25-195 Opole"
"Krystian Gągała"|"al. Grunwaldzka 42
66-963 Gorzów Wielkopolski"
"pani Julita Kopyt"|"ul. Maczka 131
09-882 Żyrardów"
"pan Gustaw Ślęczka"|"ulica Sportowa 07
16-073 Olkusz"
"pani Sandra Soczówka"|"al. Wyszyńskiego 327
80-486 Zduńska Wola"
"Oliwier Łaszczyk"|"pl. Stycznia 30/38
05-089 Bytom"
"Fryderyk Cabała"|"plac Mickiewicza 969
78-836 Żagań"
"Maurycy Picheta"|"plac Konstytucji 3 Maja 101
77-487 Świebodzice"
"pani Roksana Osman"|"plac Kraszewskiego 11/55
74-211 Tomaszów Mazowiecki"
"Maksymilian Kuśnierek"|"aleja Fredry 05/69
51-615 Pabianice"
"Angelika Fulara"|"al. Konopnickiej 74
37-738 Brzeg"
"pani Justyna Frukacz"|"ul. Reja 76
02-079 Żagań"
"Aleksander Maraszek"|"ulica Jesienna 71
70-380 Mielec"
"Malwina Księżak"|"aleja Dąbrowskiej 16
38-328 Racibórz"
"pani Sara Dybał"|"pl. Kossaka 29/47
64-443 Giżycko"
"Apolonia Cichowlas"|"ul. Tuwima 91
88-680 Jawor"
"pani Anita Majzner"|"al. Długa 86/60
95-124 Świebodzice"
"Jędrzej Trawka"|"al. Orzeszkowej 93/38
23-645 Piastów"
"Natasza Irla"|"ulica Stroma 204
77-436 Zgierz"
"Jan Sołtysek"|"pl. Rejtana 42/97
35-926 Bielsko-Biała"
"Fabian Faryna"|"pl. Władysława Łokietka 663
30-166 Sopot"
"Nataniel Potoczna"|"ulica Wypoczynkowa 76
75-621 Chorzów"
"Damian Grzelec"|"pl. Bolesława Krzywoustego 85
59-737 Kraśnik"
"pani Anna Maria Chojna"|"pl. Paderewskiego 26/10
40-812 Ostróda"
"pani Sara Dziechciarz"|"ul. Sucharskiego 49
93-201 Nowy Dwór Mazowiecki"
"Eliza Warzybok"|"ul. Powstańców Wielkopolskich 66
89-652 Piekary Śląskie"
"pan Oskar Goj"|"aleja Jadwigi 11
23-343 Oława"
"Tomasz Langa"|"ul. Traugutta 87
65-708 Wałcz"
"Olaf Słobodzian"|"ul. Malczewskiego 78/20
52-057 Olsztyn"
