"Abdul Roos"	"Meyerstrasse 916
8900 Val-de-Travers" 
"Juliette Walter Stutz"	"Meilistrasse 8
5989 Villars-sur-Glâne"
"Pierrette Amrein Peter"	"Hofstetterstrasse 39
4160 Birsfelden"
"Thierry Zingg"	"Bianchistrasse 2
1108 Oftringen"
"Mats Arnold"	"Tannerstrasse 35
9511 Köniz"
"Dr. Micha Wüthrich"	"Hafnerstrasse 33
8280 Pfäffikon"
"Heiko Ernst"	"Stuckistrasse 852
2861 Freiburg"
"Bryan Egger-Fischer"	"Kaufmannstrasse 475
3430 Plan-les-Ouates"
"Annick Bättig Iten"	"Mayerstrasse 15
6500 Lyss"
"Waldemar Favre"	"Probststrasse 69
4831 Monthey"
"Imer Meister"	"Schweizerstrasse 92
9131 Lausanne"
"Layla Frick"	"Wehrlistrasse 465
9108 Romanshorn"
"Dieter Schäfer"	"Schmidtstrasse 89
2351 Zofingen"
"Tiago Flückiger"	"Betschartstrasse 3
7013 Kriens"
"Prof. Kathleen Schlatter"	"Ernststrasse 2
5880 Spreitenbach"
"Alena Leu"	"Grobstrasse 53
5917 Val-de-Ruz"
"Tatiana Müller Maier"	"Fischerstrasse 33
2760 Montreux"
"Georgios Leunberger"	"Vogtstrasse 36
7387 Pully"
"Jaël Schoch"	"Lüthistrasse 31
3845 Vernier"
"Marlise Gross Herzog"	"Jennistrasse 57
5598 Aesch"
"Anna-Maria Sidler"	"Schenkstrasse 64
5729 Ebikon"
"Ralph Kälin"	"Mäderstrasse 469
4032 Adliswil"
"Hartmut Müller"	"Staubstrasse 114
4790 Gland"
"Tiago Grob"	"Bosshardstrasse 6
2034 Schaffhausen"
"Mergim Hofstetter"	"Grobstrasse 696
1108 Aarau"
"Emir Suter-Grob"	"Geigerstrasse 567
4609 Crans-Montana"
"Anne-Laure Benz"	"Spörristrasse 60
4419 Basel"
"Ellen Studer"	"Stockerstrasse 98
1006 Oftringen"
"Roger Häfliger"	"Lanzstrasse 14
8621 Flawil"
"Veronica Keller"	"Stalderstrasse 59
1476 Burgdorf"
"Luan Bachmann"	"Suterstrasse 667
7150 Muttenz"
"Alvaro Baumann"	"Scheideggerstrasse 481
4945 Oftringen"
"Dr. Arlette Baur"	"Schwabstrasse 155
3515 Baar"
"Tiago Ott"	"Kellerstrasse 5
5078 Männedorf"
"Thérèse Blum-Ferrari"	"Merzstrasse 77
3317 Neuenburg"
"Fatih Zürcher"	"Portmannstrasse 708
7573 Genf"
"Milka Küng"	"Hunzikerstrasse 189
3124 Versoix"
"Eleni Gut"	"Hoffmannstrasse 393
5799 Hinwil"
"Malin Felber"	"Lutzstrasse 212
6073 Zollikofen"
"Ueli Lehmann"	"Haslerstrasse 29
3473 Neuenburg"
"Dr. Leonard Fankhauser"	"Reystrasse 344
3243 Pfäffikon"
"Prof. Ruth Ferrari"	"Eggerstrasse 23
2799 Nyon"
"Melina Tanner"	"Schallerstrasse 62
7778 Einsiedeln"
"Tiago Schlatter"	"Favrestrasse 96
5848 Ebikon"
"Ramona Eugster"	"Sigriststrasse 398
7104 Cham"
"Jetmir Näf"	"Meyerstrasse 27
1339 La Chaux-de-Fonds"
"Petra Bär"	"Müllerstrasse 85
9156 Birsfelden"
"Dr. Muriel Steinmann"	"Bieristrasse 74
1050 Risch"
"Mateo Baumgartner-Schärer"	"Portmannstrasse 9
9744 Spreitenbach"
"Kaspar Hauser"	"Fankhauserstrasse 207
4442 Wald"
"Letizia Widmer"	"Imhofstrasse 86
4482 Val-de-Travers"
"Hassan Stucki"	"Hoferstrasse 5
9917 Lyss"
"Prof. Ivano Rey"	"Schneiderstrasse 29
9003 Wohlen"
"Tibor Jenni"	"Zbindenstrasse 45
4033 Bulle"
"Jesus Hürlimann"	"Rothstrasse 3
7713 Davos"
"Layla Stettler"	"Braunstrasse 58
5891 Glarus"
"Elio Meili"	"Hürlimannstrasse 65
5269 Emmen"
"Liliana Herzog"	"Schaubstrasse 1
7924 Aarau"
"Vitor Eichenberger"	"Langstrasse 43
1509 Horw"
"Alea Hartmann"	"Mettlerstrasse 435
8904 Horw"
"Joachim Merz"	"Rüeggstrasse 99
8626 Davos"
"Meryem Bieri Bühlmann"	"Wettsteinstrasse 5
5700 Brugg"
"Prof. Thi Staub"	"Schenkstrasse 18
1143 Oberwil"
"Tibor Wirth"	"Zinggstrasse 14
8312 Worb"
"Christina Sutter"	"Fuchsstrasse 92
9246 Meilen"
"Lukas Fehr-Benz"	"Lutzstrasse 70
9814 Schwyz"
"Thiago Fuchs"	"Lüscherstrasse 8
3915 Münchenstein"
"Hasan Käser"	"Wehrlistrasse 55
2634 Männedorf"
"Sanije Bernasconi"	"Baderstrasse 2
4996 Ostermundigen"
"Nelli Vogt"	"Scherrerstrasse 37
9786 Ebikon"
"Gerd Lüscher-Ziegler"	"Imhofstrasse 53
8949 Spiez"
"Ela Wagner-Felber"	"Bühlmannstrasse 69
3893 Ebikon"
"Erol Steffen"	"Zürcherstrasse 19
1413 Wettingen"
"Tiffany Beck"	"Probststrasse 272
2823 Spiez"
"Kristian Schwab"	"Gloorstrasse 73
5796 Aesch"
"Morena Seiler"	"Schäferstrasse 7
1992 Thônex"
"Jayden Meyer"	"Hirtstrasse 99
2972 Bern"
"Lara Huber Iten"	"Schweizerstrasse 27
9213 Steinhausen"
"Cassandra Meili"	"Bieristrasse 54
5220 Payerne"
"Cordula Eichenberger"	"Wagnerstrasse 3
2352 Riehen"
"Danielle Mettler"	"Bättigstrasse 77
2411 Wetzikon"
"Adriano Stucki"	"Fischerstrasse 84
2989 Grenchen"
"Jozef Meyer"	"Bosshardstrasse 54
8047 Bülach"
"Till Lüthi"	"Joststrasse 5
2819 Val-de-Ruz"
"Egzon Roos"	"Braunstrasse 96
9741 Liestal"
"Mihajlo Schürch-Winkler"	"Gerberstrasse 97
9467 Risch"
"Urs Spörri-Käser"	"Mayerstrasse 58
6248 Yverdon-les-Bains"
"Norman Hafner"	"Meilistrasse 8
8566 La Chaux-de-Fonds"
"Giacomo Pfister-Lanz"	"Kunzstrasse 31
1964 Lugano"
"Marie-Claude Roth"	"Brunstrasse 8
1272 Glarus"
"Nikolaus Vogt"	"Bernasconistrasse 56
4095 Zollikon"
"Naim Hug"	"Steffenstrasse 786
1400 Spreitenbach"
"Raffaele Jäggi"	"Hessstrasse 8
7199 Freienbach"
"Till Zürcher"	"Knechtstrasse 79
3540 Villars-sur-Glâne"
"Mirlinda Mäder-Bosshard"	"Hauserstrasse 5
2591 Cham"
"Andre Zimmermann-Schenk"	"Stalderstrasse 4
8617 Thônex"
"Sarina Gasser Graf"	"Fankhauserstrasse 8
1942 Brig-Glis"
"Carlo Scherrer"	"Kunzstrasse 9
3090 Schlieren"
"Diogo Isler"	"Toblerstrasse 51
4437 Gossau"
"Rayan Schwab"	"Wehrlistrasse 43
4187 Meyrin"
"Jiri Amrein"	"Hürlimannstrasse 635
6081 Illnau-Effretikon"
"Timon Kälin"	"Wagnerstrasse 38
4114 Nyon"
"Mara Vogel"	"Hessstrasse 726
8112 Le Grand-Saconnex"
"Tim Bachmann-Hartmann"	"Haslerstrasse 387
2808 Steffisburg"
"Maria Schürch Scherrer"	"Ackermannstrasse 459
6871 Wädenswil"
"Danijela Huber"	"Gigerstrasse 55
1230 Wädenswil"
"Dr. Danny Fuchs"	"Fischerstrasse 49
9626 Möhlin"
"Prof. Noémie Küng"	"Leunbergerstrasse 19
4937 Opfikon"
"Margarete Ritter"	"Schärstrasse 24
2523 Villars-sur-Glâne"
"Magda Mäder Mettler"	"Meyerstrasse 9
4522 Vernier"
"Karin Winkler Bosshard"	"Knechtstrasse 1
4425 Hinwil"
"Margrit Hug"	"Langstrasse 70
6986 Carouge"
"Matthias Kohler"	"Bärstrasse 77
2151 Maur"
"Timon Scheidegger"	"Hessstrasse 85
9108 Maur"
"Milena Häfliger-Vogel"	"Ferraristrasse 622
8545 Lutry"
"Roman Stöckli-Mayer"	"Weberstrasse 28
7572 Schwyz"
"Chiara Aebi-Müller"	"Meilistrasse 3
4826 Affoltern"
"Yvette Zbinden"	"Schmidtstrasse 730
1276 Küsnacht"
"Kay Wettstein"	"Rothstrasse 4
7784 Siders"
"Annamaria Kaufmann"	"Albrechtstrasse 41
9440 Belp"
"Rosalba Egli-Walder"	"Rüeggstrasse 5
5597 Steinhausen"
"Eugen Schürch-Egger"	"Frickstrasse 230
8865 Lutry"
"Egon Weibel"	"Meierstrasse 86
4875 Baden"
"Tino Graf"	"Spörristrasse 67
5986 Wetzikon"
"Matej Stutz"	"Zürcherstrasse 11
5218 Burgdorf"
"Rebecca Fischer-Imhof"	"Wolfstrasse 4
8489 Val-de-Ruz"
"Elias Ackermann"	"Betschartstrasse 19
9082 Riehen"
"Justin Felder"	"Küngstrasse 499
5638 Aesch"
"Prof. Joséphine Scherrer"	"Winklerstrasse 18
2705 Nyon"
"Rocco Stadelmann"	"Hofmannstrasse 94
7153 Worb"
"Ginette Scheidegger"	"Itenstrasse 7
9254 Thun"
"Eileen Hunziker"	"Hofstetterstrasse 26
4270 Lenzburg"
"Federica Walder Siegrist"	"Sidlerstrasse 80
3449 Liestal"
"Tino Roos-Hauser"	"Kuhnstrasse 1
1478 Dietikon"
"Safet Bühlmann-Betschart"	"Eugsterstrasse 95
2635 Ebikon"
"Julius Blum"	"Hoferstrasse 7
3755 Ecublens"
"Rosalie Käser"	"Hotzstrasse 844
1521 Frauenfeld"
"Hermine Gross"	"Hafnerstrasse 83
6643 Val-de-Ruz"
"Marie-Laure Baumgartner"	"Bucherstrasse 58
1285 Risch"
"Margrit Stucki Brunner"	"Schaubstrasse 95
4173 Gland"
"Léane Hirt"	"Huberstrasse 52
1868 Thalwil"
"Joyce Jost"	"Zieglerstrasse 63
3452 Langenthal"
"Philipp Hauser"	"Fankhauserstrasse 906
3611 La Chaux-de-Fonds"
"Tiziana Graf"	"Lustenbergerstrasse 98
2410 Buchs"
"Leonor Bernasconi"	"Haasstrasse 10
7427 Einsiedeln"
"Besarta Schäfer"	"Meyerstrasse 4
3324 Risch"
"Marcin Fankhauser"	"Hartmannstrasse 85
3213 Amriswil"
"Erich Iten"	"Freistrasse 91
1328 Zürich"
"Anna-Maria Bernasconi"	"Fuchsstrasse 592
7992 Oftringen"
"Fredy Hess-Zingg"	"Mettlerstrasse 687
5775 Baden"
"Enzo Hauser"	"Wolfstrasse 51
6583 Naters"
"Jasmina Steiger"	"Braunstrasse 36
4637 Worb"
"Volker Michel"	"Kägistrasse 9
8853 Carouge"
"Tiziana Hofstetter"	"Schürchstrasse 30
7701 Glarus"
"Carola Eugster-Erni"	"Gutstrasse 50
8128 Spreitenbach"
"Clémence Hürlimann"	"Schumacherstrasse 4
7733 Kloten"
"Thorsten Martin"	"Stockerstrasse 27
2411 Zofingen"
"Andrina Merz"	"Beckstrasse 666
6983 Spiez"
"Magali Kaiser"	"Lustenbergerstrasse 32
9297 Frauenfeld"
"Mihajlo Bühler"	"Müllerstrasse 7
6344 Ebikon"
"Tomás Knecht"	"Wirzstrasse 73
6446 Locarno"
"Artan Thommen"	"Stuckistrasse 523
7359 Emmen"
"Zora Frey Maurer"	"Freystrasse 88
6852 Lyss"
"Tiziana Senn Wehrli"	"Eggerstrasse 88
5031 Payerne"
"Teodora Hermann"	"Betschartstrasse 60
4788 Cham"
"Dr. Vitor Maurer"	"Kochstrasse 13
6897 Flawil"
"Yasmina Senn"	"Freistrasse 737
9008 Val-de-Travers"
"Ljiljana Widmer"	"Schneiderstrasse 12
8818 Thalwil"
"Gerald Fehr-Kohler"	"Schärerstrasse 17
9113 Thun"
"Manon Tanner"	"Aebistrasse 1
9995 Solothurn"
"Gani Schäfer"	"Seilerstrasse 24
8513 Volketswil"
"Prof. Hakan Rey"	"Friedlistrasse 83
5481 Gossau"
"Dr. Rayan Probst"	"Jäggistrasse 94
5185 Opfikon"
"Tiziana Wüthrich"	"Hirtstrasse 83
2553 Gossau"
"Ophélie Bachmann"	"Bernasconistrasse 811
5494 Mendrisio"
"Francesca Winkler Schnyder"	"Blaserstrasse 638
9690 Liestal"
"Guido Häfliger"	"Sidlerstrasse 7
8464 Freiburg"
"Alfred Baumgartner"	"Wehrlistrasse 29
9585 Villars-sur-Glâne"
"Margot Vogel"	"Zinggstrasse 7
4684 Gossau"
"Wanda Moser"	"Beckstrasse 58
1035 Onex"
"Francine Häfliger"	"Ferraristrasse 6
7169 Ecublens"
"Marguerite Beck"	"Geigerstrasse 37
2286 Möhlin"
"Guido Weber"	"Michelstrasse 2
2407 Yverdon-les-Bains"
"Tiziano Jenni"	"Brunstrasse 6
6450 Gossau"
"Silvano Friedli-Studer"	"Hugstrasse 77
6124 Lutry"
"Gottlieb Schenk"	"Huberstrasse 2
4948 Stäfa"
"Evelyne Merz"	"Martinstrasse 81
2469 Freienbach"
"Cláudia Eichenberger Marti"	"Stalderstrasse 290
4444 Adliswil"
"Yanick Hermann"	"Gerberstrasse 8
5077 Gossau"
"Florim Schumacher"	"Schmidstrasse 63
9345 Gossau"
"Jill Bauer"	"Schwarzstrasse 58
8487 Flawil"
"German Zbinden-Hirt"	"Huberstrasse 2
9722 Männedorf"
"Aurelia Giger"	"Bianchistrasse 43
3858 Langenthal"
"Tobias Gross"	"Bauerstrasse 76
2561 Montreux"
"Prof. Leana Frick"	"Gfellerstrasse 58
5418 Bellinzona"
"Dr. Yves Brunner"	"Vogtstrasse 15
4996 Lutry"
"Hans-Ulrich Hess"	"Pfisterstrasse 36
7251 Gossau"
"Marie-José Blum"	"Brunnerstrasse 61
5784 La Chaux-de-Fonds"
"Branko Winkler"	"Aebistrasse 746
1202 Steffisburg"
"Tessa Hotz"	"Rüeggstrasse 16
3701 Versoix"
"Elena Christen Lang"	"Hafnerstrasse 863
1467 Burgdorf"
"Cristiana Fischer Jost"	"Baumgartnerstrasse 41
7836 Amriswil"
"Nael Haas"	"Wüthrichstrasse 429
2052 Wetzikon"
"Tobias Häfliger"	"Freistrasse 9
7495 Kloten"
"Karina Rüegg"	"Wolfstrasse 5
2138 Chêne-Bougeries"
"Bernadette Egger Beck"	"Haasstrasse 46
7871 Bellinzona"
"Prof. Alan Kägi"	"Tannerstrasse 14
8000 Oftringen"
"Piotr Schäfer"	"Ernststrasse 97
5836 Wädenswil"
"Prof. Olivier Wegmann"	"Kunzstrasse 68
9419 Siders"
"Isabella Blum"	"Burristrasse 133
5374 Biel/Bienne"
"Kaspar Hodel"	"Siegriststrasse 95
6995 Einsiedeln"
"Simona Stalder Steinmann"	"Hürlimannstrasse 38
5620 Freienbach"
"Mahmut Baumann"	"Lehmannstrasse 96
1576 Sarnen"
"Tomas Gerber"	"Fehrstrasse 434
9623 Luzern"
"Layla Herzog-Portmann"	"Weberstrasse 22
6267 Siders"
"Camille Jost"	"Weberstrasse 11
8265 Uzwil"
"Ewald Schumacher"	"Näfstrasse 15
9061 Männedorf"
"Rosanna Braun-Weibel"	"Hodelstrasse 55
2323 Herisau"
"Dr. Tanja Wehrli"	"Stockerstrasse 80
8340 Birsfelden"
"Norina Rey"	"Baumgartnerstrasse 90
1935 Dietikon"
"Carole Sutter"	"Furrerstrasse 308
5673 Urdorf"
"Prof. Slobodan Gross"	"Eichenbergerstrasse 170
2216 Riehen"
"Adele Scherrer Schnyder"	"Brunstrasse 1
2399 Vernier"
"Tomislav Roth-Stauffer"	"Schumacherstrasse 805
8648 Wädenswil"
"Oliver Berger"	"Joststrasse 1
1359 Le Grand-Saconnex"
"Aaron Felber"	"Bachmannstrasse 49
8566 Suhr"
"Manuel Forster"	"Zehnderstrasse 39
8972 Einsiedeln"
"Elvira Ritter"	"Huberstrasse 41
3408 Brugg"
"Mathilda Arnold-Weber"	"Martinstrasse 432
2334 Zollikon"
"Dr. Susanne Hermann"	"Wengerstrasse 41
2577 Bassersdorf"
"Prof. Fitore Moser"	"Ernistrasse 18
2373 Chur"
"Darko Spörri"	"Steigerstrasse 70
2703 Altstätten"
"Lydia Wirz-Hunziker"	"Fehrstrasse 45
7194 Chur"
"Tommaso Schaub-Steinmann"	"Haslerstrasse 32
7178 Ecublens"
"Béatrice Scheidegger"	"Brunstrasse 52
5180 Spreitenbach"
"Dr. Carlos Hofmann"	"Mäderstrasse 2
8516 Aigle"
"Sabine Eugster"	"Schmidstrasse 99
5084 Amriswil"
"Piotr Bianchi"	"Roosstrasse 72
7986 Zofingen"
"Annabelle Bühlmann"	"Schweizerstrasse 201
8929 Lenzburg"
"Prof. Adrienne Zbinden"	"Eglistrasse 2
6302 Rapperswil-Jona"
"Wendelin Blum"	"Meierstrasse 9
1402 Bülach"
"Marlyse Favre"	"Sigriststrasse 47
7112 Horgen"
"Andrina Stucki"	"Wyssstrasse 39
8304 Bellinzona"
"Tomás Gut"	"Bachmannstrasse 689
3441 Uster"
"Marcia Imhof-Suter"	"Felberstrasse 436
9048 Chêne-Bougeries"
"Marie-José Käser"	"Martinstrasse 4
1664 Weinfelden"
"Tarik Suter"	"Thommenstrasse 82
4179 Risch"
"Stanislav Zimmermann"	"Arnoldstrasse 55
1577 Locarno"
"Mohammad Schlatter"	"Hoffmannstrasse 981
4533 Freienbach"
"Matej Friedli"	"Pfisterstrasse 553
1383 Kloten"
"Amar Senn"	"Schneiderstrasse 14
2375 Thalwil"
"Hannes Erni"	"Jennistrasse 17
1901 Montreux"
"Carina Fuchs"	"Eichenbergerstrasse 16
4969 Olten"
"Tomás Wettstein"	"Sidlerstrasse 98
4155 Einsiedeln"
"Vreneli Vogel-Gross"	"Steinmannstrasse 23
1893 Renens"
"Erika Mayer"	"Peterstrasse 44
8164 Bern"
"Nikolina Mettler"	"Gfellerstrasse 42
4811 Regensdorf"
"Yasemin Knecht"	"Sidlerstrasse 4
5689 Olten"
"Elfriede Koch Schnyder"	"Kägistrasse 16
8266 Küsnacht"
"Katarina Bolliger-Thommen"	"Siegriststrasse 74
7151 Buchs"
"Elia Merz"	"Hodelstrasse 587
7265 Gossau"
"Jovan Schnyder"	"Schwarzstrasse 53
1540 Bulle"
"Jennifer Rüegg"	"Bolligerstrasse 78
5791 Sitten"
"Toni Schärer"	"Gigerstrasse 5
1263 Sarnen"
"Roman Wüthrich"	"Stuckistrasse 81
3558 Vernier"
"Prof. Ron Häfliger"	"Braunstrasse 1
6404 Buchs"
"Anouk Widmer"	"Schumacherstrasse 1
3104 Crans-Montana"
"Prof. Jules Forster"	"Kesslerstrasse 64
9703 Morges"
"Aldo Schweizer"	"Mäderstrasse 23
1288 Köniz"
"Gianni Christen"	"Meisterstrasse 79
8210 Zollikofen"
"George Schärer"	"Braunstrasse 1
9608 Männedorf"
"Fabian Tobler-Zehnder"	"Lehmannstrasse 83
5254 Belp"
"Lucienne Hoffmann"	"Wirthstrasse 3
6636 Baden"
"Tony Sigrist"	"Kälinstrasse 1
4103 Illnau-Effretikon"
"Sasa Brunner"	"Bärstrasse 81
6026 Sarnen"
"Stefanie Schwab"	"Grossstrasse 23
8898 Zofingen"
"Prof. Rosemarie Forster"	"Baurstrasse 84
8757 Martigny"
"Dr. Cyrill Gross"	"Lanzstrasse 69
1226 Naters"
"Prof. Jannis Schwab"	"Lustenbergerstrasse 83
4755 Zürich"
"Romane Stalder Berger"	"Hunzikerstrasse 8
9175 Bernex"
"Noa Wolf"	"Gfellerstrasse 1
1645 Grenchen"
"Aida Probst"	"Gloorstrasse 783
1198 Ostermundigen"
"Prof. Melina Maurer"	"Eichenbergerstrasse 414
8819 Birsfelden"
"Tuana Frick Senn"	"Hürlimannstrasse 39
5652 Lugano"
"Romana Giger"	"Freystrasse 77
3904 Küsnacht"
"Yann Lang"	"Hafnerstrasse 5
3220 Lyss"
"Chantal Bolliger"	"Scherrerstrasse 751
9846 Möhlin"
"Lilian Studer"	"Ernistrasse 53
4432 Bulle"
"Etienne Schenk"	"Tannerstrasse 988
8017 Opfikon"
"Fatmir Eichenberger"	"Fischerstrasse 55
9775 Ittigen"
"Dr. Alfons Hodel"	"Käserstrasse 93
5331 Gossau"
"Fabio Arnold-Ferrari"	"Aebistrasse 5
6144 Rapperswil-Jona"
"Margreth Fischer"	"Fankhauserstrasse 60
1542 Ostermundigen"
"Tânia Hoffmann"	"Merzstrasse 62
9812 Glarus"
"Catherine Knecht"	"Fischerstrasse 75
7127 Emmen"
"Nelio Egger"	"Kunzstrasse 39
7287 Wil"
"Clarissa Schuler Vogel"	"Hauserstrasse 93
4374 Ostermundigen"
"Malin Meister"	"Hofstetterstrasse 63
3490 Pratteln"
"Nino Lehmann"	"Schenkstrasse 67
6782 Pratteln"
"Gerhard Lustenberger"	"Lüthistrasse 5
6884 Wald"
"Prof. Francis Martin"	"Betschartstrasse 10
4761 Siders"
"Aisha Hermann Maier"	"Knechtstrasse 64
6940 Locarno"
"Marie-France Hafner"	"Siegriststrasse 39
5297 Gossau"
"Tânia Kohler"	"Bolligerstrasse 80
7970 Rüti"
"Marjorie Probst"	"Kaiserstrasse 59
4434 Belp"
"Pauline Brunner"	"Hoffmannstrasse 589
8668 Villars-sur-Glâne"
"Maria Kaiser"	"Herzogstrasse 13
6669 Morges"
"Jasin Arnold"	"Wyssstrasse 129
5303 Buchs"
"Ajla Forster"	"Gerberstrasse 208
4651 Lutry"
"Anne-Laure Bauer"	"Aebistrasse 36
5560 Siders"
"Delphine Aebi Schneider"	"Martistrasse 31
9147 Rheinfelden"
"Hans-Jörg Ackermann"	"Baumannstrasse 3
3192 Gossau"
"Muhammed Schenk"	"Pfisterstrasse 94
2070 Wil"
"Udo Wolf"	"Blaserstrasse 9
3141 Delsberg"
"Andres Bühler"	"Hofmannstrasse 29
8982 Romanshorn"
"Prof. Kilian Beck"	"Schwabstrasse 9
6849 Pfäffikon"
"Miranda Wehrli-Scheidegger"	"Bauerstrasse 27
5478 Bassersdorf"
"Hana Gasser"	"Itenstrasse 3
8813 Affoltern"
"Dr. Abraham Kunz"	"Sigriststrasse 91
1942 Siders"
"Jamie Frey"	"Aebistrasse 32
5321 Luzern"
"Anita Steiger"	"Moserstrasse 22
7111 Richterswil"
"Elsbeth Wolf"	"Widmerstrasse 27
3477 Neuhausen"
"Murat Wirz"	"Michelstrasse 36
2226 Burgdorf"
"Ueli Meister"	"Hodelstrasse 64
7613 Montreux"
"Audrey Stettler"	"Schmidstrasse 709
2962 Zürich"
"Miran Walder"	"Arnoldstrasse 9
8474 Biel/Bienne"
"Shaban Studer"	"Martinstrasse 57
2602 Liestal"
"Prof. Audrey Martin"	"Zollingerstrasse 52
2427 Wallisellen"
"Aylin Hoffmann"	"Schaubstrasse 70
9112 Opfikon"
"Arlind Zingg"	"Zinggstrasse 57
2963 Monthey"
"Amy Meister"	"Zehnderstrasse 9
3845 Bülach"
"Gilberte Stocker"	"Steffenstrasse 91
5832 Herisau"
"Nelio Lüthi"	"Eglistrasse 87
7109 Spiez"
"Ueli Steffen"	"Ottstrasse 272
8949 Brig-Glis"
"Nicolai Blum"	"Bieristrasse 34
1838 Kriens"
"Laszlo Wenger"	"Grafstrasse 39
6718 Thalwil"
"Irfan Ernst"	"Bosshardstrasse 142
5222 Monthey"
"Moritz Kuhn"	"Kägistrasse 86
9540 Uzwil"
"Prof. Cláudia Tobler"	"Hafnerstrasse 50
4449 Winterthur"
"Maxim Wirz"	"Steigerstrasse 15
5083 Val-de-Ruz"
"Henry Walder"	"Stockerstrasse 26
5449 Plan-les-Ouates"
"Dr. Massimo Kälin"	"Hotzstrasse 18
4599 Rapperswil-Jona"
"Nikolaus Wegmann"	"Bauerstrasse 210
2247 Chêne-Bougeries"
"Ulrike Gloor"	"Bachmannstrasse 70
7754 Meyrin"
"Carmela Jäggi"	"Hessstrasse 722
4637 Val-de-Ruz"
"Prof. Nadine Rüegg"	"Sidlerstrasse 4
5198 Horw"
"Prof. Victor Mettler"	"Weibelstrasse 34
6351 Baden"
"Lavinia Merz-Vogt"	"Joststrasse 17
7090 Münchenbuchsee"
"Gennaro Moser"	"Schärerstrasse 56
8900 Rheinfelden"
"Arta Blum"	"Huberstrasse 10
5229 Küssnacht"
"Prof. Lotte Burri"	"Haslerstrasse 478
2262 Maur"
"Vincenza Hafner-Lang"	"Brunstrasse 53
8829 Brig-Glis"
"Dr. Ronny Frei"	"Schulerstrasse 597
6414 Kloten"
"Ulrike Kern"	"Sidlerstrasse 28
2895 Urdorf"
"Dr. Malika Suter"	"Lustenbergerstrasse 577
8887 Affoltern"
"Ulrich Felber"	"Steigerstrasse 66
8601 Baden"
"Lucy Sigrist Vogel"	"Hodelstrasse 33
1845 Maur"
"Gani Bosshard-Roos"	"Eichenbergerstrasse 58
5807 Neuenburg"
"Steven Stettler"	"Toblerstrasse 74
8412 Zug"
"Margret Senn"	"Schumacherstrasse 888
1297 Münchenstein"
"Bujar Koch"	"Kellerstrasse 57
7394 Reinach"
"Prof. Mohamad Marti"	"Albrechtstrasse 72
2315 Basel"
"Nathan Hug"	"Lutzstrasse 77
2751 Wetzikon"
"Urban Bär-Maurer"	"Ernststrasse 9
6212 Olten"
"Altin Koch"	"Gfellerstrasse 43
3544 Ostermundigen"
"Albin Bättig"	"Ammannstrasse 855
9813 Villars-sur-Glâne"
"Joanna Fankhauser-Baumann"	"Eglistrasse 872
3030 Payerne"
"Dr. Janina Bättig"	"Fischerstrasse 5
8902 Cham"
"Asia Hartmann"	"Bättigstrasse 361
6156 Neuenburg"
"Karina Sidler"	"Reystrasse 99
3807 Volketswil"
"Igor Meili"	"Siegriststrasse 28
8844 Nyon"
"Eleonora Schär"	"Schochstrasse 126
7922 Chêne-Bougeries"
"Anisa Arnold-Frei"	"Burristrasse 21
1479 Burgdorf"
"Urs Leunberger"	"Beckstrasse 448
4448 Schwyz"
"Marino Egger"	"Ammannstrasse 36
3994 Brig-Glis"
"Anastasia Aebi"	"Sutterstrasse 28
2308 Weinfelden"
"Dr. Alois Wüthrich"	"Fehrstrasse 77
7987 Reinach"
"Prof. Cecilia Wirz"	"Schmidtstrasse 54
7354 Sursee"
"Denise Lüscher"	"Furrerstrasse 598
5087 Rapperswil-Jona"
"Joseph Stalder"	"Sigriststrasse 79
3622 Belp"
"Käthe Hürlimann Beck"	"Gutstrasse 19
7068 Wil"
"Sven Bucher"	"Leunbergerstrasse 8
1660 Brig-Glis"
"Prof. Katia Scherrer"	"Joststrasse 95
7707 Liestal"
"Ursina Benz"	"Mäderstrasse 79
8978 Schwyz"
"Floriane Ackermann"	"Haslerstrasse 582
8902 Solothurn"
"Georgios Hotz"	"Frickstrasse 97
8483 Yverdon-les-Bains"
"Nathalie Kohler Giger"	"Weibelstrasse 73
1827 Morges"
"Edina Eugster Hotz"	"Beckstrasse 620
2355 Münsingen"
"Vincenza Hasler Wyss"	"Eggerstrasse 83
8477 Adliswil"
"Ajla Gasser"	"Tannerstrasse 25
2079 Bern"
"Fernanda Betschart"	"Hofmannstrasse 889
7678 Romanshorn"
"Marcella Rey"	"Hunzikerstrasse 98
8477 Gland"
"Maya Koch"	"Eggerstrasse 68
6427 La Chaux-de-Fonds"
"Uwe Jäggi"	"Hafnerstrasse 9
1204 St. Gallen"
"Janos Herzog"	"Joststrasse 216
3524 Ecublens"
"Enes Zingg"	"Christenstrasse 74
9948 Villars-sur-Glâne"
"Prof. István Maier"	"Bergerstrasse 55
6862 Thalwil"
"Devin Moser"	"Ferraristrasse 97
3355 Lausanne"
"Léane Müller"	"Kaufmannstrasse 90
5128 Glarus"
"Chiara Hafner"	"Hafnerstrasse 2
5280 Riehen"
"Christian Ammann"	"Forsterstrasse 65
9142 Lancy"
"Cristian Bader"	"Grossstrasse 30
3258 Baar"
"Kian Albrecht"	"Bühlerstrasse 9
1513 Münsingen"
"Valentina Bosshard Grob"	"Knechtstrasse 52
9636 Locarno"
"Sanije Gasser-Ritter"	"Eugsterstrasse 68
6055 Bernex"
