"丁冠宇","48302 豐原松山巷94號之3" 
"翁麗娟","747 屏東縣關渡路84號1樓"
"胡淑美","65786 員林公園巷9段31號之5"
"劉麗卿","61013 蘆洲文山街944號之7"
"鄭柏宏","462 新營明德街18號之9"
"賴麗玲","88447 屏東莒光路3段9號之2"
"黃素珍","88689 員林正義路5號之1"
"陳美玲","83057 汐止自立巷5段9號0樓"
"歐陽文祥","25669 斗六市東興街28號8樓"
"蔡凱翔","74782 斗六市四維路6段969號之1"
"陳志宏","522 雲林忠孝路9段3號9樓"
"曾秀英","826 北竿市士林路2段439號1樓"
"曾建興","124 花蓮市忠義街5段7號1樓"
"林志成","841 桃園縣昆陽街42號2樓"
"劉嘉宏","877 宜蘭建國巷498號4樓"
"趙凱翔","44822 牡丹華興路23號之9"
"張靜宜","56427 台中市民族路8段755號0樓"
"楊碧雲","798 彰化縣民富巷915號1樓"
"全俊廷","77169 新營中央巷35號之3"
"廖文章","46800 蘆洲大智街167號之7"
"黃秀琴","838 高雄市福德巷8號之5"
"陳麗玉","679 台中市蘆洲路3段58號2樓"
"侯志雄","476 蘆竹市關渡巷376號之4"
"鄭羽彤","492 竹田信義街654號2樓"
"蔡秋香","298 褒忠縣自立街3段787號4樓"
"趙承恩","788 屏東縣大同巷7號5樓"
"邱淑惠","16929 嘉義大同路506號之7"
"沈志遠","94896 臺東象山巷166號之7"
"陳淑慧","20712 板橋景美路77號7樓"
"黃秀鳳","389 台南長春街7段19號7樓"
"陳素卿","52702 汐止萬隆街902號8樓"
"吳宗憲","18266 八德縣東湖巷9段64號1樓"
"鄭世明","102 白沙復興街613號1樓"
"張怡婷","88303 高雄淡水街70號2樓"
"涂淑卿","91071 白沙縣自立街7段7號0樓"
"趙承翰","83977 中壢縣頂福州街4段222號2樓"
"陳苡菲","854 草屯水源街55號之6"
"顧春美","185 平鎮縣勝利街6段90號8樓"
"劉正義","741 竹北勝利路7段93號4樓"
"黃哲維","454 豐原小碧潭街709號4樓"
"施淑芬","842 汐止中山路412號之8"
"游俊明","827 頭份育英路5段73號3樓"
"黃麗雲","737 新竹縣仁愛路140號3樓"
"吳秀玉","551 金門大同巷813號之1"
"王世明","61280 彰化明德路5號之2"
"趙武雄","436 員林縣土城路8號5樓"
"徐進發","390 梅山長春街148號之4"
"吳美英","92229 永康市大同街4段2號之8"
"陳寶珠","69684 太平中山街190號之8"
"謝淑玲","39238 新北縣芝山街744號之0"
"張美蘭","47665 雲林民享街714號之0"
"謝秀枝","817 馬公市育英路76號之2"
"陳宜蓁","357 南投忠義路630號7樓"
"林聰明","11023 豐原市新生街9號之4"
"陳雅婷","16893 臺中市淡水路60號之2"
"趙秀梅","38740 大里延平街709號4樓"
"林建興","49549 大里市淡水街8段32號之9"
"張冠宇","64135 梅山市復興路4段563號0樓"
"黃宇軒","464 新竹市大坪路96號之6"
"洪建志","330 平鎮公園街38號之5"
"高麗華","300 彰化永寧巷50號7樓"
"段世明","98020 金門縣國凱八德街631號之8"
"吳秀美","93245 阿里山縣博愛街78號之2"
"陳怡君","826 新營新生路487號之1"
"黃月娥","887 樹林市府中路8號之5"
"趙美蘭","333 金門大智巷8段4號7樓"
"陳明德","83666 基隆中央街765號7樓"
"柯淑芬","11619 北港景美街26號之0"
"江國華","76460 八德縣西門路5段680號之5"
"陳素珠","694 白沙市東湖巷7號之7"
"蔡文雄","522 草屯長安路400號之9"
"陳美惠","968 苗栗龍山寺路973號8樓"
"黃志忠","32537 三重松山路432號3樓"
"呂俊雄","202 金門自強路73號7樓"
"王靜宜","38158 屏東和街路634號之2"
"連子豪","746 花蓮市景美巷62號之0"
"蘇志偉","27298 三重縣福德路9號1樓"
"卓建華","371 中壢中正街689號1樓"
"楊志銘","121 頭份勝利路4號之3"
"邱信宏","69250 牡丹自由路5號之1"
"黃美玲","971 三重市大安巷7號5樓"
"朱慧玲","46636 竹田縣華興路4段6號0樓"
"吳佳蓉","680 南投和平街2段383號之0"
"李秀珠","879 平鎮大智街770號之4"
"魏世昌","26508 新營縣芝山街60號之6"
"連明珠","896 金門中正巷39號3樓"
"田素珍","98772 台北和街路64號5樓"
"宋美珠","96865 褒忠市文山巷6號6樓"
"王建宏","469 南投中山路63號之8"
"黃麗華","71745 馬公石牌路182號5樓"
"陳秀珠","840 桃園縣中興路3號6樓"
"嚴美珍","51138 桃園中和巷2號之2"
"黃俊廷","444 北竿市民生巷76號9樓"
"蔡春美","261 金門公園路50號4樓"
"鍾志忠","28374 臺東縣大勇街2段328號3樓"
"連麗華","126 連江市東湖巷4段8號1樓"
"梁素琴","60794 苗栗市光明巷6段72號2樓"
"孫家宏","23964 頭份縣關渡路9段9號之7"
"林俊賢","58519 梅山縣四維巷274號之0"
"蔡雅惠","72463 臺東龍山寺街1號之6"
"林志誠","53804 員林太平巷512號9樓"
"劉世明","746 員林水源路5號8樓"
"黃淑娟","592 卑南縣大安巷48號1樓"
"陳美華","777 太保中山街2號之2"
"洪宗霖","44145 阿里山天母巷9號之6"
"邱冠廷","782 台中縣大坪路39號0樓"
"吳俊良","67043 連江縣和街巷2段29號之4"
"黃秋香","909 桃園忠義巷7段231號3樓"
"蔡志豪","26598 基隆市紅樹林巷6段5號4樓"
"歐美英","67392 平鎮新生街683號之5"
"劉玉珍","389 大里市土城街74號之5"
"李俊明","121 白沙學府路69號之1"
"林麗香","55319 樹林中正巷78號4樓"
"程正雄","44080 頭份縣學府街1號之1"
"凃俊傑","853 台南新生路8段373號之1"
"邱冠霖","18646 新北縣西門路786號之5"
"張淑貞","732 南投縣民生街6號之8"
"鄭惠玲","447 白沙劍潭巷225號9樓"
"林恩碩","33893 樹林縣德路5段2號5樓"
"陳柏翰","791 汐止廣慈街7段926號之9"
"黄品睿","615 關山市中和街8號1樓"
"林金鳳","42960 花蓮民生巷94號5樓"
"蔡美英","375 古坑民富路689號之6"
"謝語彤","66721 斗六天母路7號之2"
"陳淑慧","65676 草屯市淡水路9段77號0樓"
"邱凱翔","99093 連江永安路9段29號2樓"
"洪家豪","271 金門縣民權路782號之5"
"邱志宏","779 桃園市忠孝巷662號2樓"
"蔡秀英","517 大里萬隆路9號1樓"
"陳俊宇","41652 豐原市中正街924號7樓"
"丁志宏","84706 連江市博愛街7段45號3樓"
"楊素貞","832 馬公大同路7段2號7樓"
"彭哲維","660 桃園新興街452號之8"
"沈秀蘭","50747 太平大勇巷9號5樓"
"郭志強","65798 台北民生街5號7樓"
"邱宇翔","16000 朴子復興巷4段475號2樓"
"林志偉","58558 橫山縣公園路8號8樓"
"石志偉","757 中和市奇岩路16號之7"
"馮碧雲","10936 臺東縣四維路8段428號2樓"
"吳惠美","99496 新竹忠孝路9段1號之6"
"林秀梅","95770 台南縣大勇巷7段8號之7"
"周秀英","482 平鎮長春巷5段87號8樓"
"黃俊宇","818 花蓮縣雙連路8號之1"
"許秀鳳","354 楊梅縣德巷304號之5"
"劉淑華","563 草屯府中路6號2樓"
"邱宗翰","45968 苗栗龍山寺巷96號之9"
"萬麗玲","790 宜蘭縣自由路5段1號3樓"
"鍾宇翔","61213 蘆洲士林巷646號1樓"
"王雅雯","299 蘆竹縣頂福州路4號5樓"
"謝秀玲","271 平鎮動物園巷580號之6"
"蔡志文","40736 台北文昌路1段6號之9"
"鄭秀琴","589 新竹水源路1段5號3樓"
"吳明輝","76410 光復市永安路699號1樓"
"蘇淑卿","558 桃園市大智巷7號7樓"
"蔡勝雄","565 北港市信義街532號5樓"
"邱建中","67024 斗六四維巷469號8樓"
"黃冠廷","415 光復縣景美路53號8樓"
"余美雲","76517 雲林石牌路9號9樓"
"潘宗憲","39539 竹田市太平巷9號6樓"
"張秀鳳","516 梅山縣自由街24號9樓"
"吳麗玲","48389 桃園龍山寺街8號9樓"
"黃麗華","33651 澎湖水源街8號0樓"
"黃美麗","53143 橫山新生路435號之6"
"陳文欽","355 屏東民族路18號之3"
"林美麗","42489 汐止市大同街199號3樓"
"邱彥廷","47757 花蓮市忠義街172號之2"
"莊淑珍","580 新竹縣劍潭巷9段40號之6"
"黃志豪","11161 台南太平街9號0樓"
"王文彬","35464 苗栗自由巷926號8樓"
"林麗娟","802 斗六蘆洲街6段294號5樓"
"王淑貞","626 屏東中華巷2號之1"
"莊秀珍","94867 平鎮縣東湖巷1號之9"
"黃正雄","12674 台北縣廣慈巷13號之9"
"華志宏","691 桃園縣中和街36號之8"
"金文雄","675 桃園市中山街4號之8"
"邱心怡","803 太保市華興巷925號8樓"
"許淑惠","73332 頭份正義巷4段32號之7"
"陳淑華","68690 古坑公園巷90號1樓"
"陳志賢","21381 雲林縣中央街549號3樓"
"蔡建宏","626 中和雙連路147號1樓"
"許秀珠","21269 關山動物園路3號之2"
"林慧玲","23171 澎湖縣五福路319號之5"
"楊麗玲","865 斗六市土城街6號之8"
"邱秀玉","94168 朴子市關渡路496號之2"
"丁志宏","28118 新營新興巷3段685號7樓"
"邱志明","702 永康縣大坪巷12號之9"
"莊美麗","946 太平縣北投路3段792號6樓"
"王家銘","587 台南市自立街13號0樓"
"張淑玲","747 員林縣迴龍巷901號6樓"
"許政宏","503 澎湖市自由街706號之7"
"許秀娟","666 褒忠長春街584號之6"
"黃志豪","761 台北和平路23號5樓"
"王家瑋","58148 頭份縣文昌街78號之8"
"王美珠","75270 板橋文昌巷78號之6"
"李俊賢","576 卑南縣新生巷3號之2"
"邱志明","818 阿里山市民治巷6段50號4樓"
"許美慧","301 金門中正巷112號之1"
"王淑惠","70367 基隆永寧巷36號之7"
"陳月娥","29337 馬公信義巷56號之6"
"顧明哲","78599 太平市中和路9號2樓"
"李永昌","902 員林光明路913號之2"
"張月娥","22023 永康土城路144號之7"
"蘇建興","24375 馬公勝利巷28號之7"
"林秀梅","721 宜蘭大同路6段813號8樓"
"卓宗翰","45046 雲林縣三民路6號2樓"
"邱志賢","57321 宜蘭縣自由街3號之9"
"洪志豪","156 宜蘭市芝山巷5號之6"
"洪建銘","164 太平復興街17號0樓"
"劉志雄","492 太保新店街92號3樓"
"廖柏翰","169 白沙民治街1號7樓"
"郝冠霖","259 豐原頂福州街5段928號之3"
"劉家豪","966 馬公縣大安街562號0樓"
"黃承恩","92524 豐原市博愛街40號之2"
"林淑芬","863 北竿和平街8段36號之7"
"廖秀蘭","342 雲林縣大橋頭街58號1樓"
"邱志鴻","877 澎湖縣雙連街4段34號之7"
"紀建宏","77782 太平長安街7號9樓"
"楊榮華","300 嘉義市西門巷99號之2"
"呂宗霖","93835 樹林大勇街127號5樓"
"黃淑美","851 中壢中山街6段517號0樓"
"黃秀英","20536 基隆大橋頭路653號之4"
"張冠霖","22579 牡丹民族街2號8樓"
"黃威廷","48331 北港縣劍潭街62號之0"
"陳玉珍","523 南投市延平街6號之8"
"吳志成","380 古坑縣和平街7段553號之3"
"邱慧玲","30081 牡丹中正巷498號之0"
"郭金龍","33564 新營北投路6段8號之5"
"許秀鳳","24963 板橋天母路410號0樓"
"張建宏","54785 苗栗公園街4號2樓"
"黃勝雄","94188 北竿永和巷44號之9"
"陳俊宏","322 關山縣昆陽街8號之8"
"藍宜蓁","98923 鳳山自強路87號6樓"
"黃俊銘","944 屏東龍山寺巷2段9號7樓"
"余建興","295 褒忠文化巷85號之8"
"張家豪","81734 永和奇岩巷2段95號之4"
"邱文彬","44878 台東四維巷3段2號之8"
"陸宗憲","382 樹林市林森街9號6樓"
"張秀珠","209 光復縣迴龍巷13號之5"
"楊禹彤","87396 北竿水源巷9段726號之0"
"黃秀珠","750 新北龍山寺街776號4樓"
"陳俊賢","63701 花蓮縣中興巷7號3樓"
"葉淑華","586 花蓮雙連街540號2樓"
"侯文雄","697 花蓮新生街5段1號5樓"
"周雅惠","55901 白沙東興巷9段7號5樓"
"吳子宸","38369 卑南縣中興路96號之9"
"邱文章","967 台南縣忠義路45號3樓"
"石國榮","74662 卑南市光華街52號5樓"
"林惠玲","759 台東市新店巷8號8樓"
"吳國華","480 新竹自由路35號0樓"
"黃麗雲","55955 卑南華興巷35號4樓"
"黃義雄","412 新竹文化路3號之5"
"王秋香","870 光復市太平巷5號6樓"
"曾淑華","52533 汐止市育英巷8號之1"
"韓建宏","593 北港和街巷8號之5"
"宋麗珠","58363 蘆洲西門巷39號之1"
"邱月娥","223 臺中四維街180號之1"
"趙勝雄","11830 竹田東湖街99號之9"
"周佳玲","32976 基隆市自強巷40號之3"
"林麗珍","12413 蘆洲縣小碧潭巷1號之2"
"張承翰","51555 彰化萬隆街6號之9"
"簡麗雪","592 臺中市東興街9號之6"
"蔡文雄","44829 連江永和路8號1樓"
"洪宗翰","47954 草屯縣學府街8號1樓"
"簡柏宇","442 南投福德路929號之8"
"陳怡君","68415 卑南縣奇岩路7段6號之2"
"邱柏霖","344 新營縣景美巷99號1樓"
"馮麗美","420 梅山天母街4號0樓"
"杜文欽","12203 平鎮大橋頭路6號之4"
"簡明輝","849 褒忠新北投路8號3樓"
"陳麗華","48069 楊梅四維街84號0樓"
"卓怡萱","637 新竹正義街2號之0"
"許柏宇","791 嘉義市劍潭巷26號之3"
"林郁婷","419 太平民有巷2號3樓"
"黃俊豪","974 白沙縣中山街31號之9"
"巫世昌","29820 台北縣學府巷91號3樓"
"邱淑娟","11527 台北古亭巷54號之9"
"許詠晴","78109 新竹市萬隆巷85號8樓"
"李碧霞","401 朴子正義巷793號1樓"
"黃麗華","490 樹林新埔街2號6樓"
"蘇志成","52239 新北市民權巷48號之6"
"劉麗娟","65200 澎湖天母街747號之4"
"童建中","757 臺東縣公園街8段944號4樓"
"趙國雄","54031 永和文昌路9段25號2樓"
"張博文","58208 梅山龍山寺路2號2樓"
"王月娥","861 新竹縣中和路4號5樓"
"邱淑惠","142 嘉義士林街3號0樓"
"陳雅慧","69979 鳳山大智路5號之2"
"黃哲維","32961 斗六縣育英路2號8樓"
"童宇翔","72486 平鎮縣大安巷6號2樓"
"陳玉玲","52409 北港東興巷281號之5"
"邱俊傑","971 板橋市中和路4號3樓"
"林秀鳳","47318 連江縣東興巷16號9樓"
"鍾宇翔","329 板橋縣民治路412號之8"
"謝俊雄","362 草屯市士林路57號3樓"
"許明宏","925 雲林龍山寺路37號之1"
"邱淑慧","652 牡丹奇岩巷4段4號1樓"
"王秋香","53703 中和石牌街4號之0"
"劉美惠","79464 連江市劍潭巷8段12號之2"
"陳文正","52518 嘉義市新生巷75號0樓"
"蔡志宏","129 桃園縣天母街76號之8"
"陳玉蘭","459 基隆大安巷1段1號1樓"
"張淑惠","451 新營學府路5段37號2樓"
"曾文彬","857 白沙縣延平路138號4樓"
"黃俊雄","39832 梅山永和路57號3樓"
"劉淑華","820 牡丹縣自立巷2段77號2樓"
"邱淑美","130 北斗縣自由巷2段3號6樓"
"林欣怡","475 台南縣永和巷4號9樓"
"劉志明","993 高雄市新生街726號6樓"
"袁進興","975 太平民權巷8號1樓"
"陳家宏","880 新營市民治路2號5樓"
"張哲維","45015 牡丹縣民族巷80號之1"
"廖建中","43672 嘉義縣自由巷3號0樓"
"吳美華","53191 朴子大智街2號之6"
"蔡美惠","11410 宜蘭市中山巷7段683號9樓"
"吳建興","29316 苗栗松山街3號5樓"
"邱淑芬","668 台中縣成功街702號6樓"
"徐雅惠","32655 臺中縣新生街86號之1"
"蔡威廷","988 白沙五福街60號之4"
"錢文龍","174 永和大安路920號9樓"
"王志豪","89602 太保永和路849號1樓"
"蔡美玲","18355 花蓮市中正路3段8號之6"
"陽金蓮","13728 台北復興街6號4樓"
"彭冠宇","279 基隆市民族街93號之8"
"魏淑惠","750 臺中新生巷24號8樓"
"顏美惠","95896 八德紅樹林巷566號之1"
"邱秀梅","15389 竹北興巷4段98號之6"
"陳柏宇","832 板橋民族路7號之8"
"陳淑美","118 豐原縣大同街28號之4"
"張志豪","12938 台中松山路297號0樓"
"陳惠玲","414 鳳山縣福德路157號之6"
"蔡承翰","46215 彰化縣中興路7段305號之2"
"林雅惠","248 鳳山市龍山寺路366號之0"
"黃聰明","36536 雲林長春街320號0樓"
"温俊男","169 八德縣延平巷729號之3"
"蕭彥廷","70178 花蓮市德巷5段2號6樓"
"邱美惠","41556 汐止縣萬隆街4段122號之5"
"蔣惠珍","39018 臺東土城路75號之2"
"許國華","64162 台南自由路2號7樓"
"吳冠廷","498 金門士林街167號2樓"
"張志成","193 三重頂福州街9號之8"
"古秀美","35903 牡丹市三民路747號4樓"
"陳志忠","749 草屯和街巷3號5樓"
"蔡怡君","530 古坑新埔街81號之0"
"呂子宸","425 梅山大坪路3號3樓"
"簡春美","733 褒忠市自由路914號之8"
"邱美英","151 平鎮民族巷565號8樓"
"劉志偉","756 梅山市新莊路2段47號之1"
"黃玉鳳","505 新竹福安街40號7樓"
"謝美珠","761 高雄縣新興巷2段74號之4"
