"丁哲瑋"|"410 澎湖市紅樹林街80號之6" 
"周金鳳"|"975 平鎮市新生街40號9樓"
"陳建興"|"877 古坑仁愛路83號9樓"
"鄭國榮"|"311 竹北文山路3段7號7樓"
"莊世昌"|"98489 苗栗學府街8段8號之9"
"鄭俊男"|"79650 彰化縣永寧路34號之9"
"謝聰明"|"87693 平鎮水源路757號之4"
"俞秀娟"|"53919 馬公縣永寧巷58號之1"
"李淑珍"|"999 褒忠頂福州街4段648號之7"
"吳碧雲"|"80625 三重縣大坪街5號3樓"
"房怡君"|"29170 豐原市自立路94號之0"
"林淑娟"|"294 卑南縣民富街896號9樓"
"陳秀蘭"|"359 中和縣育英巷871號3樓"
"林志宏"|"214 蘆竹三民街32號之2"
"潘明輝"|"18862 屏東縣延平街7段4號1樓"
"鄭俊銘"|"538 屏東縣民族路4號之0"
"吳志鴻"|"90742 汐止林森巷98號之7"
"周月娥"|"144 新竹縣廣慈街46號9樓"
"王秀美"|"39498 斗六紅樹林巷11號之3"
"鐘素卿"|"36572 三重土城街1號8樓"
"張美慧"|"13544 中壢忠孝巷1號4樓"
"朱文正"|"82391 高雄松山街6號之9"
"賴雅筑"|"245 台東西門巷7段494號之4"
"盧秀美"|"783 臺東象山巷642號2樓"
"陳志賢"|"41952 阿里山市新興巷96號之5"
"鄭冠廷"|"73155 桃園太平街84號5樓"
"葉麗華"|"695 八德市和平巷88號3樓"
"黃麗珍"|"832 苗栗市新店路2段384號0樓"
"陳麗娟"|"200 梅山市新生路8段841號之6"
"陳進發"|"53946 金門縣淡水街7號4樓"
"陳玉美"|"89157 蘆竹正義巷6段976號9樓"
"林志銘"|"595 卑南劍潭路2號之0"
"陳秀英"|"369 汐止中華街453號1樓"
"柳慧玲"|"180 蘆洲縣大同路958號之7"
"陳柏宏"|"918 永康民生巷9號之6"
"鄭宇恩"|"12570 宜蘭市新生路4號之0"
"陳美娟"|"89781 嘉義民富路29號之5"
"吳素珠"|"495 板橋縣古亭巷368號1樓"
"蕭建銘"|"32322 臺中中央巷614號2樓"
"許冠宏"|"73025 苗栗紅樹林巷4號9樓"
"陳麗玲"|"953 白沙劍南街65號3樓"
"廖文傑"|"83083 八德市土城街3號之7"
"蔡冠霖"|"86209 梅山縣長春街56號之3"
"江明珠"|"35692 橫山三民路359號之5"
"林玉美"|"656 新竹市雙連街38號4樓"
"鄭宇翔"|"49750 板橋德巷33號5樓"
"張明德"|"461 台東縣民治街79號9樓"
"陳俊宏"|"41517 雲林縣仁愛巷64號之2"
"王志強"|"148 褒忠縣府中路25號之6"
"涂美珍"|"58479 台中劍南路265號4樓"
"張玉美"|"524 臺中市關渡街852號之4"
"林志明"|"715 新竹縣新埔路6段937號4樓"
"吳凱翔"|"428 新營縣自由巷3段53號之2"
"陳嘉宏"|"24587 蘆洲縣奇岩巷6號6樓"
"張政宏"|"284 宜蘭市明德路34號之1"
"鄭宜庭"|"40003 桃園紅樹林巷9段679號9樓"
"蔡柏宇"|"10989 蘆竹縣文昌街12號8樓"
"陳惠玲"|"61182 八德縣中央路3段822號6樓"
"穆冠霖"|"825 新營縣育英街1號1樓"
"陳素珠"|"386 蘆竹東興街2號之5"
"李玉玲"|"42321 樹林市永寧路6號7樓"
"林淑貞"|"93786 樹林縣中興巷406號之7"
"林雅萍"|"171 中壢縣長春巷1段3號之1"
"涂冠宇"|"86802 太保縣民富路593號之8"
"施建宏"|"35647 牡丹縣象山街5段6號之6"
"鄭家銘"|"227 楊梅縣和平巷857號之5"
"高正雄"|"983 蘆洲文化巷50號0樓"
"張玉英"|"69013 蘆竹市北投街22號之9"
"呂怡君"|"70081 牡丹市光華路10號3樓"
"陳玉梅"|"91248 牡丹縣雙連街489號之0"
"洪子睿"|"94413 頭份市大勇街1號6樓"
"施宗翰"|"184 屏東新生路539號之2"
"蔡文雄"|"114 平鎮縣廣慈巷942號5樓"
"張金龍"|"159 蘆竹縣建國路248號2樓"
"張怡萱"|"89002 樹林蘆洲街121號3樓"
"鄭建宏"|"210 梅山大同路2號之6"
"林麗玲"|"819 斗六縣平和街81號8樓"
"吳宗翰"|"71374 臺東興街53號之5"
"吳志賢"|"954 豐原正義巷7段921號1樓"
"陳月英"|"35885 台東縣土城街593號之4"
"彭宗翰"|"90699 關山縣新埔路96號之5"
"王品睿"|"59543 北竿大橋頭路628號之5"
"歐俊雄"|"68966 雲林天母街4號之9"
"吳雅婷"|"733 大里市頂福州路45號6樓"
"周雅玲"|"362 阿里山縣廣慈巷310號之1"
"鄭建良"|"54773 永康縣中和巷8號之0"
"陳承恩"|"668 阿里山土城巷862號之1"
"胡苡晴"|"36674 竹北新埔街653號之2"
"陳正雄"|"69835 新竹市士林巷408號4樓"
"葉秀琴"|"215 北斗縣和平街1段27號8樓"
"林志強"|"69524 光復縣博愛巷398號之3"
"王秀枝"|"183 新營新生巷3號5樓"
"劉威廷"|"252 太保市迴龍街2段668號之3"
"鄒宥廷"|"952 新營育英巷1段66號1樓"
"鍾志明"|"84150 金門北投巷1號3樓"
"鄭心怡"|"20359 雲林市龍山寺巷24號2樓"
"薛麗玉"|"790 中壢紅樹林街809號之2"
"詹建宏"|"52369 竹田縣雙連路6號3樓"
"蘇承恩"|"34177 豐原自立街712號7樓"
"沈惠玲"|"613 嘉義民享街797號之9"
"沈子翔"|"182 臺中市小碧潭街49號之4"
"盧宗翰"|"581 澎湖市華興街7號之4"
"趙淑華"|"328 北竿蘆洲街141號9樓"
"楊家銘"|"955 樹林景美巷908號之3"
"林麗華"|"50157 中壢市大仁巷3段5號1樓"
"鄭心怡"|"298 基隆市迴龍街79號5樓"
"劉承恩"|"475 新竹關渡路976號之7"
"董承恩"|"424 平鎮景美街378號之0"
"許美麗"|"444 太保莒光街83號之6"
"鍾家宏"|"964 雲林市士林街258號8樓"
"高正義"|"638 豐原市廣慈巷59號1樓"
"鍾榮華"|"881 中壢縣永安路9段7號之4"
"易欣怡"|"449 板橋文山街12號之9"
"莊信宏"|"182 鳳山市府中街1號之7"
"賴秀琴"|"66928 台中昆陽街338號之8"
"鄭志偉"|"40487 大里平和街7段4號1樓"
"陳宸睿"|"29678 花蓮民享路349號3樓"
"林正義"|"564 卑南縣民生街6號之1"
"陳文正"|"25514 中和萬隆街969號0樓"
"邵進興"|"208 台中忠義路75號之9"
"洪怡君"|"15322 連江永和路16號之4"
"林明哲"|"60514 苗栗縣學府路7號0樓"
"王志明"|"68514 八德光華街569號0樓"
"蘇俊傑"|"45267 屏東市雙連路3號3樓"
"呂俊宏"|"920 鳳山劍南路2段9號之7"
"鄭志宏"|"679 古坑市五福街962號6樓"
"翁宇軒"|"58665 屏東民族巷23號7樓"
"傅麗珠"|"13133 竹北東興路4號0樓"
"劉志賢"|"881 新竹四維巷19號3樓"
"王明哲"|"272 雲林市莒光巷3段66號之2"
"李志鴻"|"46617 三重市動物園街2號0樓"
"簡麗娟"|"99403 雲林大智街69號3樓"
"林鈺婷"|"62076 高雄縣仁愛巷81號之7"
"李麗玲"|"259 臺中文山路734號之3"
"蔡秀蘭"|"135 高雄市永和路674號4樓"
"鄭志文"|"94744 平鎮市三民巷486號6樓"
"朱玉梅"|"11779 南投市新生巷4號之9"
"鄧淑貞"|"122 汐止市福德路628號8樓"
"羅淑芬"|"41647 苗栗市永和街1號之3"
"吳秀鳳"|"616 金門市東湖路16號之0"
"劉雅婷"|"110 基隆縣國凱八德巷945號6樓"
"楊明珠"|"636 平鎮縣莒光路8號7樓"
"顏雅婷"|"890 樹林象山路50號之9"
"簡志豪"|"239 褒忠大仁路34號之5"
"尤美珠"|"763 頭份市新興巷4號4樓"
"鄭志豪"|"314 樹林和街巷80號之0"
"洪俊豪"|"661 永康廣慈路151號7樓"
"楊秋月"|"11980 豐原市迴龍巷330號之6"
"黃美玉"|"89520 阿里山成功巷96號3樓"
"張雅慧"|"65102 員林縣自由街157號之6"
"劉文忠"|"24332 彰化象山街58號之0"
"陳素貞"|"608 臺東古亭街3號之1"
"呂麗香"|"380 台南縣劍南巷34號2樓"
"毛秀英"|"410 臺東縣劍潭街5號之0"
"胡家豪"|"46971 北竿太平巷63號之9"
"鄭志豪"|"59034 關山五福街975號之5"
"賴宥廷"|"27709 基隆縣德街1號之6"
"王秀玉"|"18238 鳳山市民富路53號之1"
"鍾淑玲"|"16723 竹田古亭路5段8號之7"
"甘雅筑"|"53175 斗六自由巷5段6號之0"
"曾素卿"|"89781 卑南縣建國路7號之9"
"傅雅雯"|"288 花蓮光明路90號之2"
"陳志誠"|"313 鳳山市新北投路6號3樓"
"鄭彥廷"|"712 板橋縣景美街73號之9"
"洪麗娟"|"45651 臺東芝山巷9號8樓"
"鄭惠美"|"78510 橫山新興街5號4樓"
"黃雅雯"|"98580 卑南國凱八德街598號3樓"
"張簡建銘"|"305 宜蘭縣民生街8段76號之3"
"陳哲瑋"|"203 永和民權路486號之0"
"張志明"|"93425 光復市國凱八德巷9段10號之1"
"蘇麗玲"|"74147 蘆洲縣雙連巷3號9樓"
"張美惠"|"22725 屏東成功街8段595號0樓"
"楊俊宇"|"20662 金門關渡街59號3樓"
"楊志雄"|"459 高雄莒光路30號之9"
"張志豪"|"45293 桃園縣新莊街27號之1"
"鄭文華"|"74259 牡丹市古亭巷82號2樓"
"杜彥廷"|"355 太保廣慈路9號之5"
"劉金鳳"|"42438 中壢民富巷22號3樓"
"李聰明"|"705 豐原市勝利巷82號之2"
"林秀珍"|"50074 牡丹市新生街7段31號之4"
"江俊廷"|"201 古坑動物園街430號9樓"
"黃淑玲"|"701 太平光華巷34號之7"
"陳雅玲"|"31050 苗栗中山街8段7號之7"
"王世明"|"73784 連江縣動物園街75號5樓"
"蔡雅惠"|"979 宜蘭和街街59號0樓"
"鄭月娥"|"58164 褒忠縣文昌街506號之4"
"陳義雄"|"78291 永康縣松山街439號之5"
"王秀雲"|"19554 板橋光明巷4段606號之3"
"蘇正雄"|"77043 中和市民享路5段412號之4"
"李秀蘭"|"887 卑南廣慈街238號2樓"
"周家榮"|"56197 褒忠市太平街3號9樓"
"劉秀珠"|"86303 嘉義縣民族路8號之7"
"林秋香"|"576 太平縣象山巷2號7樓"
"鍾文雄"|"96253 太保自立街59號9樓"
"林麗華"|"73752 草屯縣府中街519號4樓"
"鄭月娥"|"831 板橋和平路6號之3"
"陳建良"|"245 鳳山縣新北投街46號之4"
"侯志雄"|"57758 頭份文化街6段8號2樓"
"黃文欽"|"68948 新竹市士林巷8段44號4樓"
"楊淑娟"|"83548 新竹縣芝山街74號8樓"
"王志賢"|"558 光復五福巷85號之2"
"譚志銘"|"79208 高雄三民巷4號之6"
"林寶珠"|"428 高雄士林路27號0樓"
"黃志忠"|"26479 永和市府中巷337號6樓"
"許美惠"|"576 雲林明德路3號9樓"
"鄭月英"|"59450 太保民治街3號之3"
"張素蘭"|"25658 嘉義縣永寧巷14號之9"
"李麗美"|"78218 南投縣自由巷3號之4"
"姚宜蓁"|"76053 梅山市民富路20號2樓"
"劉秀玲"|"350 豐原縣復興街110號1樓"
"林世明"|"151 平鎮市光華路3段55號3樓"
"王素卿"|"363 台東市雙連巷1段8號2樓"
"簡淑貞"|"85248 阿里山中正巷62號之9"
"吳俊賢"|"984 三重市龍山寺路7段4號之8"
"林佳玲"|"844 花蓮市中興巷5號7樓"
"鄭淑娟"|"46513 楊梅大仁路347號6樓"
"戴美惠"|"83798 中和縣古亭巷551號7樓"
"林惠珍"|"498 樹林縣學府路3號1樓"
"陳冠霖"|"79071 梅山民富路4號5樓"
"施建華"|"455 三重市和平巷1號9樓"
"涂文忠"|"20111 北港仁愛路7號之7"
"陳麗玲"|"36742 台中新生路503號之3"
"王志偉"|"69086 豐原縣博愛街872號9樓"
"郭雅婷"|"788 永和縣新生街3號之4"
"蔡仁傑"|"759 新竹關渡巷703號之5"
"鄭淑惠"|"979 北港中山街484號之0"
"廖文彬"|"30540 澎湖廣慈街6段52號之3"
"陳建宏"|"52186 台南興巷8段4號8樓"
"江文傑"|"28712 卑南市頂福州街442號4樓"
"葉美華"|"281 桃園四維巷71號7樓"
"高淑惠"|"22207 金門中正路8號之7"
"楊文忠"|"43508 梅山市民有路32號之0"
"金哲維"|"943 楊梅縣動物園街3段846號7樓"
"蕭恩碩"|"10076 台東市蘆洲街8段7號1樓"
"李淑美"|"533 台東縣文昌巷25號9樓"
"鄭玉鳳"|"376 連江博愛巷93號之8"
"林惠珍"|"99225 板橋中興街9號2樓"
"葉怡君"|"76077 中壢市文化巷867號9樓"
"鄭美雲"|"30059 永康縣正義街22號7樓"
"林金龍"|"48242 中壢劍潭路53號之6"
"李玉珍"|"55192 宜蘭市大勇巷886號之0"
"林柏翰"|"18017 台北大坪路29號之7"
"王國雄"|"74026 樹林太平巷683號8樓"
"林美惠"|"37945 三重國凱八德街92號0樓"
"黃志銘"|"997 大里縣紅樹林路485號之2"
"鄭秀英"|"56467 台南正義巷58號之3"
"林宇軒"|"258 白沙市新店巷184號6樓"
"鍾美雲"|"87696 中和市新北投街764號之6"
"甘美華"|"98772 新竹忠義巷989號之7"
"江俊銘"|"467 臺東縣和平路9段1號8樓"
"林麗玲"|"15979 阿里山迴龍路900號之7"
"沈秋月"|"28902 平鎮市民富路36號3樓"
"陳淑娟"|"701 北斗新北投巷8號之4"
"洪美玲"|"695 彰化復興街396號之1"
"蔡志成"|"693 新北忠義路391號之2"
"鄭秀鳳"|"637 楊梅府中巷21號之7"
"林柏諺"|"662 桃園大同路289號7樓"
"張武雄"|"22599 南投永寧街8段318號之1"
"蔡志明"|"72772 橫山市新埔路73號之3"
"林進興"|"55066 臺東大仁路11號8樓"
"洪志豪"|"535 卑南大坪街6號之2"
"劉建宏"|"10125 馬公縣中和路6段367號之4"
"邱家宏"|"698 八德和平路3段61號之8"
"康淑華"|"85976 阿里山民有街95號2樓"
"卓俊傑"|"86797 花蓮縣迴龍巷27號1樓"
"鄭素卿"|"172 褒忠縣光華街4號5樓"
"彭志偉"|"849 桃園中央路8號之7"
"侯素珍"|"97137 三重正義街6號之9"
"葉俊雄"|"96785 古坑景美巷570號5樓"
"賴靜怡"|"305 蘆洲縣太平路7段681號之0"
"郭志雄"|"594 新竹縣永安街128號之3"
"孫雅萍"|"46403 澎湖中央巷80號5樓"
"郝美英"|"62791 臺中縣華興巷3段28號7樓"
"汪麗雪"|"22747 光復東興路8段317號8樓"
"楊品睿"|"381 草屯勝利巷851號之1"
"鄭美惠"|"16878 彰化縣古亭路26號之3"
"簡美玲"|"211 苗栗市光明街15號之1"
"陳博文"|"72487 汐止東興路1號之2"
"潘美慧"|"12435 板橋士林街93號6樓"
"張建中"|"13840 褒忠市中央路5段20號之2"
"李玉鳳"|"75673 新營市永寧街50號2樓"
"黃雅玲"|"66312 牡丹縣國凱八德街49號之5"
"廖淑珍"|"648 草屯奇岩街165號之2"
"陳淑玲"|"57126 草屯士林路7號之8"
"洪建良"|"79614 金門市三民街6段7號0樓"
"鄭美珠"|"612 楊梅縣新生巷379號之6"
"陳文傑"|"60799 鳳山蘆洲巷160號之3"
"許素珍"|"853 白沙博愛巷6段922號6樓"
"吳家瑋"|"197 竹北自由巷820號3樓"
"陳美華"|"548 太平劍南路8段45號3樓"
"莊玉美"|"37425 平鎮土城路973號之1"
"林進發"|"56464 太平古亭巷123號之5"
"柳麗雪"|"67941 古坑動物園街7段3號2樓"
"李仁傑"|"81581 台北市光復路394號5樓"
"徐俊明"|"12110 卑南信義路24號8樓"
"鄭美蘭"|"78902 大里縣象山巷195號之2"
"王武雄"|"96406 中和大坪街3號8樓"
"施建成"|"704 台北松山巷729號9樓"
"蔡建成"|"411 連江新埔路9段44號之3"
"陳碧雲"|"868 台南頂福州街936號3樓"
"張苡晴"|"670 新竹市迴龍街648號4樓"
"潘麗娟"|"882 板橋縣正義巷92號3樓"
"黃美英"|"345 光復士林巷1段526號7樓"
"郭秀鳳"|"13332 汐止文山巷9號之5"
"莊世昌"|"56176 三重奇岩巷761號之7"
"鄭美雲"|"32714 八德學府路842號之5"
"黃玉珍"|"24635 永和光華巷926號9樓"
"彭雅婷"|"340 斗六新埔路75號3樓"
"張美蘭"|"99450 金門市成功路82號3樓"
"白家豪"|"32149 卑南中興巷301號3樓"
"陳秀英"|"609 卑南中和巷22號之5"
"謝惠珍"|"30008 平鎮縣關渡街2號之8"
"王國雄"|"526 三重縣長春街5號1樓"
"陳信宏"|"485 平鎮市學府路177號0樓"
"李進財"|"422 樹林市文昌巷23號2樓"
"鄭金蓮"|"472 新營縣象山路756號之2"
"莊承恩"|"361 中壢縣頂福州巷9段5號9樓"
"曾美玉"|"41676 北竿大安巷926號之3"
"鍾秀梅"|"47896 牡丹永和街2段18號之4"
"劉麗美"|"991 鳳山四維路1段650號之3"
"唐文龍"|"987 太平縣光復街259號之8"
"陳秀珠"|"33363 竹田市動物園巷3段98號之4"
"陳碧霞"|"534 宜蘭市新店路31號之7"
"張玉琴"|"49388 北竿四維街5號0樓"
"張哲瑋"|"871 北港光復巷372號3樓"
"鄭鈺婷"|"875 宜蘭縣中山街7號3樓"
"許淑惠"|"920 永和市自由街9段32號之4"
"陳麗珍"|"939 平鎮土城路6號1樓"
"陳俊良"|"25223 花蓮光明街76號3樓"
"楊宇軒"|"920 新竹市關渡巷1號1樓"
"楊麗卿"|"818 斗六市民權巷860號7樓"
"林冠廷"|"173 永和市文山路292號3樓"
"丁冠霖"|"843 新竹忠孝街89號之8"
"鄭正義"|"85613 光復中興路651號之3"
"林麗珠"|"809 三重天母路91號之7"
"鄭雅婷"|"88196 南投北投街6段6號之4"
"李嘉宏"|"75670 竹北中央路8號之2"
"呂志偉"|"843 褒忠縣自立路23號之4"
"劉玥彤"|"41991 北竿市太平巷502號4樓"
"張秀玉"|"83625 台中縣紅樹林街3號2樓"
"潘麗卿"|"71202 太保成功巷8段53號之8"
"張月英"|"375 鳳山新北投路83號6樓"
"林美惠"|"172 橫山平和路242號2樓"
"林子豪"|"455 竹北市光明街86號之0"
"許美珠"|"979 白沙縣育英路6段73號5樓"
"鄭靜宜"|"25437 蘆竹縣中和路9號2樓"
"陳家榮"|"327 臺中縣昆陽街852號之6"
"葉玉珍"|"57244 新北光明街25號之9"
"林麗華"|"93136 三重市水源路7段6號之8"
"陳進發"|"70395 北港市土城街31號2樓"
"周俊男"|"700 澎湖市中山街9號8樓"
"蘇宸睿"|"62865 宜蘭市大勇巷13號之8"
"陳俊雄"|"564 南投縣關渡路5段3號之0"
"陳淑美"|"366 宜蘭縣紅樹林街4號之1"
"簡家豪"|"48775 太保景美路100號9樓"
"鄭麗娟"|"80891 太保縣明德街2號之5"
"郭美娟"|"20429 八德縣中央街1號2樓"
"宋玉英"|"81908 竹北新生街1段441號6樓"
"陳麗香"|"61844 新北縣五福巷42號2樓"
"賴秀雲"|"860 褒忠縣景美街38號之5"
"何美珠"|"340 桃園市天母路3號之0"
"王麗香"|"258 新竹福德街950號之2"
"陳子豪"|"966 桃園和街街57號之2"
"游惠美"|"509 中壢縣大坪巷44號之2"
"戴明輝"|"24182 北斗市育英路7號4樓"
"鄭麗玉"|"24163 永和劍南街3號5樓"
"林欣妤"|"492 新竹景美巷5段75號之6"
"陳美惠"|"39937 台中縣北投路1號之8"
"何俊宏"|"48630 北斗縣大同街76號6樓"
"洪秀美"|"553 永和市光復巷2號之7"
"許淑貞"|"62649 太平縣正義巷9號3樓"
"廖建銘"|"695 卑南信義巷58號之4"
"劉信宏"|"911 嘉義縣古亭街5段12號之7"
"李威廷"|"776 台東文化街76號之4"
"孫美娟"|"380 永康大橋頭街102號之8"
"鄭麗珠"|"94726 員林市四維巷8段8號之6"
"蔡美蘭"|"49111 宜蘭市和街街10號之5"
"李碧霞"|"451 員林縣蘆洲巷5號之6"
"史淑慧"|"35284 大里紅樹林巷9號之1"
"楊美華"|"537 北斗縣新埔巷8段157號之8"
"吳玉珍"|"91987 平鎮市育英路262號之3"
"林志銘"|"64290 金門公園街408號0樓"
"鐘秀蘭"|"10837 台南莒光路789號之4"
"石淑玲"|"756 花蓮縣永安巷93號之3"
"謝冠宏"|"66245 屏東四維街81號5樓"
"鄭麗華"|"53103 嘉義市天母巷30號0樓"
"藍寶珠"|"87283 卑南市劍潭巷1號0樓"
"邱俊良"|"61253 頭份中正路11號之8"
"張簡雅萍"|"98798 太平光華街177號5樓"
"李美玲"|"968 苗栗市延平巷8號之9"
"邱秀玉"|"62792 蘆洲學府巷5號之8"
