"丁志銘","78228 鳳山雙連路3段88號0樓" 
"何美娟","966 新竹淡水巷88號9樓"
"蔡雅婷","277 永和縣太平街2號之4"
"簡雅雯","707 卑南中央路1段70號之3"
"鄭文龍","225 梅山市中央街112號7樓"
"陳麗美","306 蘆洲和平路70號之9"
"王志強","63280 鳳山福安巷5號5樓"
"林靜宜","77981 竹北大同巷6號之9"
"張月娥","63823 臺東市石牌巷4段7號之2"
"盛明哲","438 白沙石牌街4段192號5樓"
"鄭美珍","122 雲林市大智巷641號之4"
"鄭淑娟","899 卑南奇岩路9號之7"
"吳建成","684 大里市大安路7號1樓"
"李哲維","82591 雲林松山路6段18號1樓"
"鄭柏宏","992 中壢明德街4號0樓"
"胡秋月","67187 頭份縣正義巷6號8樓"
"王麗華","872 高雄天母街656號之5"
"林彥廷","72812 頭份市德街7段4號0樓"
"黃鈺婷","302 斗六市自由街5號3樓"
"夏淑芬","409 平鎮新生巷6號之0"
"李志文","93089 嘉義大同街182號之7"
"陳志宏","317 關山縣天母巷60號之1"
"鄭秀蘭","399 新北大智街8號之1"
"李子宸","86433 基隆市三民巷3號之8"
"鄭柏翰","738 褒忠昆陽路4段89號1樓"
"趙文雄","380 竹田市關渡街193號4樓"
"簡雅惠","994 斗六縣新埔巷426號之0"
"吳志明","676 斗六正義街15號4樓"
"彭麗珍","372 台南忠義街638號之5"
"白志忠","509 嘉義縣中山路3段700號之4"
"卓文章","259 平鎮縣東湖路571號之4"
"許詩涵","386 卑南縣自由巷3段530號之1"
"羅美玉","39666 彰化市民生街1段2號之9"
"游志文","38572 梅山永和巷1號之0"
"鄭永昌","351 花蓮縣文化路437號之8"
"呂雅玲","70595 中和縣公園巷14號0樓"
"歐武雄","70685 白沙莒光巷3段7號9樓"
"黃家銘","955 台中龍山寺路611號之4"
"孫國雄","488 蘆竹自由路1號0樓"
"陳秀珍","93663 竹北古亭巷4段4號6樓"
"李秀英","160 屏東市石牌街6號之6"
"高文龍","60708 臺中中興巷5號5樓"
"高麗玉","85200 三重市成功路852號9樓"
"余正雄","686 北竿華興路4號之2"
"鄭淑娟","46124 臺東市民生街63號8樓"
"林嘉宏","76393 新竹縣蘆洲路7段7號之3"
"張美玲","997 新營縣大智路284號之0"
"韓秋香","400 台中天母巷920號6樓"
"吳素卿","148 金門紅樹林街981號之3"
"鄭家豪","613 光復大安街850號之1"
"劉碧珠","808 蘆竹學府路2號4樓"
"洪子豪","683 白沙福安巷777號之1"
"黃俊宇","858 連江光明巷570號之5"
"陳俊傑","841 板橋市育英巷593號之1"
"鄭玉珍","69640 員林文昌巷498號之7"
"鄭玉梅","683 宜蘭市民生路31號9樓"
"麥美鳳","11306 馬公永寧街326號3樓"
"鄭文彬","54629 草屯文昌路41號0樓"
"許正雄","681 白沙平和街6段7號之8"
"林彥廷","19497 新營縣新生巷1號之5"
"陳玉蘭","76848 員林市雙連街755號之0"
"許淑惠","64129 台東市長春巷343號之5"
"李家銘","58379 中壢自立巷7號8樓"
"黃永昌","85797 苗栗市大安街3號之0"
"鄭碧珠","66557 蘆竹中正街92號8樓"
"林世昌","659 板橋市石牌巷946號之6"
"林正雄","969 光復長春巷49號之8"
"許柏宏","72849 卑南大仁巷9段7號之7"
"施明輝","503 蘆竹文山街811號2樓"
"許凱翔","786 梅山縣頂福州街46號0樓"
"歐明宏","866 大里長安巷8號之5"
"陳淑美","75075 竹田市光復街6號之0"
"李俊傑","371 中和忠孝街80號之5"
"邱宇軒","71243 南投大同巷485號6樓"
"鄭秀玲","373 桃園縣中正路2段363號2樓"
"吳思妤","558 竹北市育英街4號5樓"
"郭世明","109 豐原廣慈巷9段92號5樓"
"許文傑","197 台東市光復巷763號之9"
"王志誠","80122 豐原古亭路9段8號之0"
"劉家銘","63905 北斗東湖路424號5樓"
"葉俊明","44089 蘆洲芝山路89號之6"
"陳志偉","115 桃園縣新莊巷295號6樓"
"陳麗娟","758 草屯縣自強路6段1號5樓"
"潘宇翔","61220 屏東育英街1段4號7樓"
"鄭秋月","469 阿里山育英路983號3樓"
"何文傑","54442 新北縣民族街318號6樓"
"李柏宏","23638 新北成功巷92號之9"
"林玉鳳","86696 北斗國凱八德巷903號之5"
"劉金龍","33720 三重龍山寺路706號6樓"
"劉志誠","535 新北縣新北投路696號之0"
"胡俊佑","479 斗六新北投巷2號3樓"
"詹怡君","254 新北市光明巷699號2樓"
"李玉蘭","84936 馬公昆陽街3號之2"
"張淑貞","551 蘆洲縣中和巷6段520號之8"
"鄭素琴","241 白沙縣頂福州路1段961號5樓"
"沈怡君","839 白沙縣國凱八德街284號5樓"
"李淑慧","846 豐原市大仁路4號8樓"
"黃志遠","90151 北竿縣文山巷65號之7"
"江彥廷","608 頭份縣中華路9段849號5樓"
"黃承翰","753 連江市廣慈街1段624號6樓"
"蔡秀英","16210 基隆市平和街129號3樓"
"王芯語","19754 高雄縣福德路423號之5"
"黃秀蘭","56226 草屯自強巷301號之8"
"古麗玉","167 卑南劍南路38號9樓"
"鄭美玉","796 八德古亭路971號之5"
"吳美慧","784 屏東縣中山巷1段66號1樓"
"劉冠廷","19470 基隆縣信義巷9號4樓"
"楊玉琴","84882 北港縣土城街305號之7"
"吳淑美","13735 臺中華興路85號4樓"
"孫美華","931 基隆縣關渡路2號之5"
"陳麗玲","27467 梅山市中華街9段3號之6"
"蔡怡婷","167 古坑復興街8段497號5樓"
"林玉英","24095 大里學府路8號之3"
"陳正雄","262 太平關渡街65號之1"
"鄭美玲","91267 嘉義市莒光街814號2樓"
"彭秀蘭","41879 豐原市雙連路6號之4"
"謝宗霖","424 牡丹縣建國路9號7樓"
"簡子豪","32719 鳳山大勇巷3段3號9樓"
"洪嘉宏","43084 頭份市頂福州街827號之4"
"張麗美","96505 橫山市頂福州路2段74號9樓"
"李文欽","90924 鳳山大橋頭街2號之3"
"黃文正","97224 新北縣長安巷3號之0"
"楊惠珍","43863 中壢永寧巷67號0樓"
"邱麗香","290 桃園市景美街1段373號之4"
"鄭美珠","920 牡丹縣南街7號之0"
"潘家豪","26431 花蓮市民享巷770號1樓"
"陳麗雲","293 高雄中華巷6號9樓"
"易志遠","220 新竹市福安巷6號4樓"
"施淑慧","742 八德興街488號之5"
"林秀珠","670 樹林市中山街6段27號之1"
"何威廷","92704 花蓮廣慈街7號之7"
"劉淑芬","327 南投昆陽巷9號之0"
"王秋月","74103 新北市淡水街598號之8"
"詹淑敏","11195 台南自由街6號6樓"
"鄭美蘭","18305 永和新興街973號之7"
"蕭志賢","880 新北市國凱八德街475號1樓"
"彭品妤","56739 頭份芝山巷9段2號1樓"
"方家豪","21444 中和德街34號3樓"
"全素卿","922 南投縣永寧巷8號5樓"
"李建宏","349 太保市中興巷4號之4"
"徐志明","71177 台東自由路6段711號3樓"
"施淑珍","374 大里縣福安巷1段655號5樓"
"江志宏","361 大里市關渡路5段2號之5"
"吳俊賢","13492 卑南大仁街1號之1"
"鄭進興","229 太平縣大安巷511號之3"
"張秀蘭","819 新營新生路7號6樓"
"蘇雅萍","502 卑南文山巷6號9樓"
"李淑貞","211 豐原博愛街854號之6"
"楊進發","807 北斗縣太平巷13號5樓"
"盧素貞","61362 臺東大智路19號之8"
"姚進發","404 汐止縣國凱八德路195號之7"
"吳淑貞","372 苗栗市成功巷918號之4"
"王淑娟","933 朴子奇岩街1號2樓"
"余美英","35296 臺中縣東湖街67號0樓"
"鄭雅玲","76448 北竿大坪路55號7樓"
"吳麗玲","29063 新營市古亭路3號之2"
"黃冠宇","879 桃園新興街322號6樓"
"陳宗翰","335 竹北太平巷619號4樓"
"姜碧珠","615 宜蘭民富巷865號之0"
"林義雄","58426 新營縣民有巷18號7樓"
"楊志宏","202 台中縣紅樹林巷2號7樓"
"康靜怡","980 彰化和街路2段8號之0"
"陳秀玉","462 彰化頂福州街7號之5"
"劉惠美","964 金門新北投路40號之5"
"金志忠","84605 南投縣民治路865號5樓"
"林玉琴","50784 八德市土城街22號之3"
"謝國榮","85025 員林新生街533號之8"
"李志豪","607 新北市中和街878號之0"
"曾淑貞","866 古坑市中和街2號之6"
"李秀鳳","309 卑南新北投街5段566號之1"
"李文龍","492 斗六縣劍南街987號0樓"
"蔡秀枝","744 卑南市民生路21號3樓"
"蕭玉玲","574 古坑文昌路9號3樓"
"林家豪","74192 北港縣成功路2號之1"
"金淑芬","709 南投關渡街77號4樓"
"鄧秀娟","357 樹林大勇巷53號6樓"
"郭明宏","78347 褒忠林森路228號1樓"
"許秀蓮","42829 台東市大同路4號9樓"
"袁承翰","51615 大里民族巷9號5樓"
"陳美珠","10940 馬公縣新店街4段70號8樓"
"廖美珠","737 卑南縣華興街31號之4"
"曾俊男","58890 鳳山市新生街9段521號3樓"
"鍾美惠","220 樹林民生路785號之5"
"林麗卿","91108 三重縣頂福州街2號0樓"
"鍾佳蓉","311 彰化平和街6段58號之4"
"王志偉","76010 樹林大坪巷192號3樓"
"蔡宥廷","721 台南淡水路673號之9"
"杜子恩","380 古坑縣廣慈巷5號之9"
"陳子豪","32924 北斗中華路5號5樓"
"曾雅婷","42144 臺東市劍潭街57號6樓"
"林志忠","554 澎湖大坪巷4段724號4樓"
"鄭美雲","41854 太保市南路631號6樓"
"李惠美","938 宜蘭市莒光街7號0樓"
"簡碧雲","36636 褒忠公園巷1號之1"
"鍾俊豪","33892 樹林縣萬隆巷89號之7"
"王金龍","31046 台北市文昌巷320號之1"
"洪恩碩","72624 蘆竹建國街853號之7"
"倪明宏","40873 新北縣劍南巷2號之4"
"陳志鴻","39969 新竹光復巷76號3樓"
"蘇柏翰","89463 三重市大仁巷689號之1"
"劉美玉","47186 竹北市忠義街67號7樓"
"廖美鳳","178 臺東縣大勇街2號4樓"
"林志鴻","665 斗六縣南街1段8號之6"
"陳淑貞","69855 關山新埔街2段1號2樓"
"鍾宜蓁","52457 蘆洲永寧巷53號之2"
"何家豪","819 台東市中興街82號1樓"
"劉文彬","89850 台南萬隆街69號之3"
"蕭建成","335 永和市芝山路78號之9"
"林淑慧","559 牡丹市大勇街8段5號之8"
"陳秀美","134 員林學府巷996號9樓"
"王國華","40928 北斗長春路59號1樓"
"劉淑玲","443 台北縣中華巷2段6號7樓"
"彭秋月","308 板橋雙連路38號2樓"
"陳秀玲","23392 褒忠林森巷8號之1"
"鍾家瑋","13929 馬公民富路61號之8"
"鄭冠霖","447 草屯市五福街2號1樓"
"曾秀琴","540 牡丹迴龍路9號之8"
"黃麗珠","37903 光復市東興巷5號5樓"
"陳柏翰","113 屏東縣平和巷3段9號之0"
"陳美蘭","77804 牡丹市長安路4號之5"
"葉美珠","843 新竹縣大同巷122號之3"
"張碧雲","16775 光復市成功街8段97號之3"
"陳宇翔","180 樹林昆陽巷6號之2"
"金建成","43147 澎湖雙連街4段72號之9"
"鍾家瑋","18103 平鎮縣成功街2號0樓"
"李文正","48319 永康大坪巷443號之1"
"張明宗","23434 嘉義市勝利路9號0樓"
"李嘉宏","978 竹北華興巷475號9樓"
"王麗玲","110 褒忠縣大智街680號8樓"
"張政宏","74482 金門縣新埔路9號之6"
"李秀珠","50034 豐原縣新莊街5號4樓"
"陳家豪","976 新營縣新生街7段84號6樓"
"羅宜庭","765 新營縣永和巷994號7樓"
"陳建成","389 新竹市光明巷2號7樓"
"鍾志強","56898 台南市林森街435號之1"
"盧宇翔","32464 新竹新埔街44號之9"
"蔡世昌","932 基隆福德街933號之8"
"張淑娟","442 北港成功巷9段119號3樓"
"林靜宜","493 朴子長春街2號3樓"
"游俊宇","209 臺東縣中山街14號之2"
"黃寶珠","13698 新北華興巷9段955號2樓"
"張淑娟","174 楊梅動物園街62號8樓"
"鄭文欽","10819 鳳山縣五福街1段83號之1"
"王素蘭","260 竹田福安街9號1樓"
"鍾承恩","95654 南投五福街6段909號之1"
"張冠廷","573 台北縣頂福州巷23號之3"
"唐彥廷","52713 草屯光華路6號6樓"
"葉宇翔","729 屏東博愛路3號3樓"
"張武雄","65712 竹田東湖街5號0樓"
"林淑華","904 太平中央巷8段33號之9"
"孔麗琴","635 苗栗縣新生巷27號之6"
"陳永昌","780 臺中長安巷687號之1"
"楊宗霖","774 褒忠市大智街7段2號9樓"
"柳明哲","102 連江關渡街2段949號4樓"
"鍾淑芬","17249 北港福安巷9號4樓"
"廖秀玉","218 金門市古亭巷4段96號5樓"
"鄭志誠","58401 古坑光華路676號之4"
"楊國華","62722 新竹大同巷1號3樓"
"江美蘭","41723 中壢民權路723號之2"
"趙志明","237 花蓮國凱八德巷9號之1"
"林志豪","40611 台南縣正義巷2號9樓"
"張美惠","32447 永和縣永安路978號之8"
"林家瑋","47710 梅山民有巷53號之8"
"杜秀英","28594 基隆太平路3段522號8樓"
"鍾秀玉","368 台北土城巷68號0樓"
"郭柏翰","97239 八德市蘆洲街9號之8"
"彭柏翰","792 三重縣平和路961號5樓"
"劉麗華","816 馬公龍山寺路7段728號之0"
"林語彤","97879 台北文山路9段348號之8"
"黃冠霖","26185 樹林縣新店街55號6樓"
"李俊銘","83993 桃園大同路93號之9"
"柯宇軒","607 桃園縣小碧潭路53號0樓"
"葉子翔","859 草屯縣士林街558號之9"
"廖博文","257 桃園中和街60號5樓"
"鍾美玲","70619 板橋縣古亭路83號之9"
"陳秀美","33078 關山市萬隆巷6號2樓"
"王美華","816 台南縣中山街426號之4"
"陳美玉","52960 台北縣府中巷1號2樓"
"呂麗玲","267 桃園縣新興巷636號7樓"
"羅明宗","19510 新營文化路38號之4"
"林建中","460 蘆洲縣長春路15號9樓"
"何秀英","189 中和學府街2號之8"
"田志明","221 關山明德巷5段3號4樓"
"王宥廷","909 台東市學府巷84號之9"
"鍾進發","12999 北斗小碧潭巷93號0樓"
"賴秋月","99711 中和新興路14號之4"
"林文雄","85103 桃園市大智街7號之0"
"顏素珠","231 屏東縣昆陽路7段61號4樓"
"陳惠美","509 三重長春巷33號6樓"
"李宗霖","68429 頭份文化街9號7樓"
"劉玉美","64854 台北市北投路108號之7"
"陳月英","168 樹林淡水巷665號之2"
"洪俊男","446 彰化縣延平巷6號之5"
"張秀霞","602 基隆東興街48號之8"
"鍾進財","374 桃園福德街4號4樓"
"鄭宇軒","199 臺東芝山路5號之8"
"吳玉琴","215 嘉義大智巷299號6樓"
"林碧珠","581 豐原市水源路709號8樓"
"楊進興","89561 蘆洲文昌路9號6樓"
"尤宇軒","248 高雄莒光街9段53號之4"
"吳美華","31329 臺中民族巷8號之7"
"周文雄","317 台中縣福德街43號之4"
"章淑慧","432 古坑縣景美街9號0樓"
"張惠珍","25241 大里蘆洲路6段6號之3"
"鍾麗琴","19985 太保新興街10號8樓"
"賴玉梅","10380 竹田民生巷657號之4"
"林志鴻","16839 高雄市天母路600號之1"
"彭淑玲","161 嘉義東湖路77號之1"
"邱淑娟","16666 梅山縣民有街29號之0"
"楊淑卿","799 屏東國凱八德街17號之1"
"陳柏諺","30892 光復文昌路2段380號3樓"
"曾淑貞","502 花蓮永安巷4段7號之8"
"許建志","91037 新營縣明德路555號7樓"
"陳嘉宏","95133 花蓮市蘆洲街17號6樓"
"鐘秀美","172 太平東興巷4段964號之0"
"黃美惠","628 關山市自由街410號之9"
"黃碧雲","36095 永和中興巷8段1號之9"
"陳明宏","66084 基隆成功街8號8樓"
"吳雅萍","56877 澎湖縣小碧潭巷9號7樓"
"傅寶珠","232 草屯縣忠義路54號之4"
"陳承翰","228 中壢芝山路45號之3"
"俞美惠","52490 桃園自立巷78號6樓"
"涂秀梅","23830 苗栗市大坪路2號7樓"
"李世明","499 楊梅市中山路6號之8"
"闕宜蓁","274 草屯縣南路81號之9"
"林文賢","77793 桃園市民有路848號之5"
"楊淑惠","909 頭份縣大安巷813號4樓"
"蘇雅婷","475 永和市中華巷68號之1"
"陳文龍","69024 新竹市新生巷438號之1"
"洪淑娟","67861 板橋縣德街1段7號之5"
"莊麗珠","85039 馬公市建國街22號之7"
"朱怡君","890 馬公古亭路870號之9"
"游麗華","996 朴子市博愛巷4段1號之3"
"張建成","78036 阿里山市大安路7段7號之4"
"闕志偉","95803 新竹光復巷76號之3"
"鄭美玲","67586 雲林永和巷8段59號8樓"
"顧武雄","38658 板橋縣蘆洲街2段4號3樓"
"張淑貞","66789 連江市仁愛巷7段83號之8"
"王秀梅","89146 台南仁愛路5號7樓"
"陳玉琴","818 牡丹縣府中巷4號之9"
"林文傑","772 台中市建國街465號5樓"
"張淑敏","54736 褒忠市平和路412號5樓"
"林俊佑","984 蘆竹蘆洲街191號7樓"
"蕭志成","86234 蘆洲民治巷2段87號之3"
"阮子宸","296 牡丹市明德街6段7號6樓"
"劉欣怡","71357 桃園大同路74號4樓"
"沈佳蓉","10021 澎湖土城街3號5樓"
"李碧霞","25806 北竿中山路949號之2"
"石麗琴","325 樹林縣和街街12號之8"
"羅哲瑋","86319 竹田市學府巷4號0樓"
"張進發","84172 宜蘭縣中央街43號之0"
"洪俊雄","71738 永和芝山巷3段13號3樓"
"李美麗","49568 新竹縣淡水路4號之3"
"鄭淑芬","533 蘆洲中山巷580號2樓"
