"丁淑娟"	"216 太保芝山路9號之3" 
"劉佳蓉"	"12528 新營蘆洲巷729號8樓"
"黃秀英"	"726 卑南忠孝路9號7樓"
"李明宗"	"81693 桃園中興路383號之1"
"歐宇軒"	"278 南投淡水街18號之5"
"蘇淑玲"	"933 北斗縣劍南街865號9樓"
"吳柏宇"	"144 大里延平街118號9樓"
"陳聰明"	"98413 楊梅市勝利路281號0樓"
"姚雅惠"	"219 北港市五福巷1號之1"
"張雅慧"	"126 大里市淡水路56號1樓"
"陳品睿"	"422 永和新興路9段75號5樓"
"李秀蘭"	"79342 桃園市自立巷7段266號之1"
"黃秀雲"	"56756 南投縣和街街46號之9"
"張建興"	"681 屏東德巷97號8樓"
"沈政宏"	"88961 牡丹市平和路7段5號之6"
"張志豪"	"365 台中縣文昌街70號7樓"
"李國榮"	"82920 橫山小碧潭路140號4樓"
"陳玉琴"	"566 蘆洲士林巷294號之5"
"方玉琴"	"21800 苗栗縣大勇巷313號之6"
"黃碧霞"	"55950 朴子縣延平路6號2樓"
"陳月娥"	"295 中和中山巷2號之5"
"張志偉"	"69573 澎湖民有街919號之7"
"黃秀鳳"	"362 三重市大安巷487號7樓"
"黃素琴"	"14218 永康縣石牌巷77號之2"
"李麗玉"	"59273 屏東縣大勇街971號2樓"
"洪美華"	"592 台南福安路8段1號9樓"
"徐家豪"	"754 新竹市民有路8號7樓"
"張俊傑"	"34220 新北縣關渡路66號之5"
"李世明"	"99285 光復文山巷2號之3"
"楊勝雄"	"723 永康公園街5段48號5樓"
"馬麗玲"	"869 牡丹東湖巷9段96號4樓"
"沈麗卿"	"65005 宜蘭文化街398號之5"
"黃秀鳳"	"69936 屏東大坪路3段516號4樓"
"藍美珠"	"43553 馬公縣永寧路6段94號之5"
"潘淑玲"	"654 澎湖市大仁巷6號5樓"
"黃雅婷"	"29990 連江縣民富街4號之2"
"陳麗美"	"765 新竹市五福路3號之9"
"林文雄"	"42566 花蓮大同路9號3樓"
"林建良"	"42469 光復縣光華街445號之7"
"楊淑美"	"152 平鎮市劍南巷786號8樓"
"王凱翔"	"739 梅山文昌路263號之9"
"陳麗華"	"22686 馬公中興街381號之3"
"黃秀鳳"	"819 宜蘭市和平街27號之0"
"楊明珠"	"14782 台中新埔街72號7樓"
"郭金鳳"	"74479 馬公新埔巷472號之0"
"莊麗珠"	"754 汐止自強街94號5樓"
"白宇翔"	"767 新竹縣劍潭街5段85號6樓"
"鄭柏霖"	"920 臺中新興路4段4號之2"
"黃春美"	"91658 臺中縣萬隆巷940號0樓"
"張秀梅"	"440 中壢國凱八德路2號之1"
"高惠美"	"72707 大里市中山街7號7樓"
"李麗香"	"768 三重古亭街6號8樓"
"黃素琴"	"444 汐止縣新生街7號之6"
"吳文正"	"176 八德蘆洲路45號之6"
"施思妤"	"60007 宜蘭育英路2號之7"
"彭美惠"	"142 豐原昆陽路734號之2"
"莊國華"	"33157 斗六市成功路582號6樓"
"楊文華"	"64682 苗栗新莊巷2段41號4樓"
"林美珍"	"49196 台北大同街47號0樓"
"余志強"	"86993 三重自強街258號之4"
"邱秋香"	"81911 馬公建國巷6號之7"
"呂明哲"	"785 台東天母巷6號4樓"
"黃美娟"	"97336 新竹芝山街2號之4"
"施秀美"	"723 連江延平巷155號7樓"
"闕靜宜"	"81548 太保市長安街73號8樓"
"潘惠美"	"875 台中德巷95號8樓"
"范建良"	"49088 永康市中山街866號之6"
"董國榮"	"81320 大里縣平和街435號2樓"
"蕭政宏"	"29059 基隆永寧路66號9樓"
"張淑娟"	"768 基隆縣中和路7號9樓"
"陳俊傑"	"88924 太保和街街3段5號之2"
"楊秀枝"	"68709 金門大同路12號5樓"
"黃美惠"	"354 褒忠仁愛街9段8號之2"
"陳世明"	"63792 新竹三民路1號9樓"
"林建宏"	"33730 雲林大安巷35號之8"
"黃冠廷"	"84509 三重縣新生街522號之2"
"戴政宏"	"896 臺中復興巷3號4樓"
"沈承恩"	"12437 中和市華興巷5號之1"
"鄭志宏"	"49826 台中市德巷122號3樓"
"周文華"	"74603 台南縣長春街87號之3"
"許玉英"	"94906 北竿縣北投巷6段94號6樓"
"曾美玲"	"11628 橫山和街街9號之4"
"黃美玉"	"225 竹北府中路6段612號之8"
"黃宗翰"	"39034 阿里山市光明街9號7樓"
"陳俊明"	"382 桃園龍山寺路20號之1"
"江明珠"	"65806 高雄自由路61號之8"
"陳淑珍"	"282 永康縣明德街9號之8"
"吳美玉"	"201 苗栗市民享路6號之8"
"余玉英"	"833 新北興路6段96號0樓"
"游秀英"	"98984 連江新生路857號1樓"
"陳玉珍"	"921 台東福德巷96號之7"
"楊柏宇"	"67502 竹田大橋頭路9號7樓"
"黃美玲"	"921 馬公古亭路5號9樓"
"黃文龍"	"46824 馬公文山路928號5樓"
"許玥彤"	"29334 新營關渡路5段47號4樓"
"陳志強"	"98557 馬公縣大安巷8號4樓"
"吳文華"	"704 基隆育英路681號之4"
"鄭心怡"	"874 中和文昌巷931號之1"
"何文華"	"68064 中壢大橋頭巷2號2樓"
"顏志宏"	"90963 光復市文化巷7段3號4樓"
"黃麗華"	"263 花蓮縣南街30號9樓"
"葉秀美"	"59869 北港市育英巷44號之8"
"黃美珍"	"715 平鎮天母巷8段973號之7"
"葉文祥"	"54436 雲林育英巷509號之2"
"顏文傑"	"91751 澎湖市劍潭巷32號1樓"
"李麗珍"	"52907 樹林正義街99號之1"
"蕭俊宏"	"269 阿里山縣民權街85號之2"
"池國華"	"79163 太平市三民街9號8樓"
"廖淑華"	"23684 台南市自強路262號之7"
"陳麗雪"	"375 橫山民富路6號5樓"
"魏承翰"	"91961 高雄縣永和街4號3樓"
"李承恩"	"422 光復市平和路54號0樓"
"黃美珠"	"710 竹田德路450號2樓"
"鄭碧珠"	"77609 永和市和平街92號之8"
"湯麗美"	"52960 太保學府路561號之0"
"阮麗卿"	"79974 白沙福安巷88號2樓"
"楊俊銘"	"25767 頭份市萬隆街9號9樓"
"廖志宏"	"40080 草屯東湖街3號之1"
"蕭秀琴"	"17059 竹田縣東湖巷79號6樓"
"鄭秀枝"	"28942 彰化建國路33號6樓"
"陳麗娟"	"872 桃園市民治街92號6樓"
"鄭建宏"	"35478 朴子縣中山巷12號之1"
"黃美英"	"575 基隆建國街42號0樓"
"柯明哲"	"66844 三重縣平和巷9段1號6樓"
"章嘉宏"	"18413 新營市中興街932號9樓"
"黃宇翔"	"726 三重永安街391號之7"
"張義雄"	"721 楊梅府中路240號3樓"
"吳進興"	"97958 馬公市三民路58號0樓"
"葉佳蓉"	"35497 桃園新北投路8號之5"
"李秀華"	"679 八德市民生巷66號之0"
"陳碧雲"	"859 彰化大安街483號6樓"
"吳靜宜"	"66024 阿里山市頂福州路204號1樓"
"黃美蘭"	"697 鳳山淡水街2號3樓"
"林建宏"	"91534 中和芝山巷412號8樓"
"李麗華"	"101 新營公園巷99號3樓"
"潘俊宇"	"85405 臺東縣林森街6段517號之3"
"王志豪"	"514 古坑縣博愛路5段276號之2"
"汪美麗"	"77753 桃園士林巷79號之2"
"曾美娟"	"644 員林縣北投巷663號6樓"
"王志賢"	"556 卑南縣莒光街2號之7"
"彭國華"	"14141 桃園縣新興路9段95號之2"
"潘文華"	"62305 蘆洲市莒光街5段7號6樓"
"黃美雲"	"891 樹林育英街924號7樓"
"蔡秀蘭"	"893 彰化德街12號之4"
"林雅婷"	"604 北竿市成功巷135號9樓"
"施麗雪"	"98812 桃園縣劍潭路33號3樓"
"蔡承恩"	"72374 斗六市關渡巷28號1樓"
"楊永昌"	"62180 白沙關渡路1段722號之7"
"莊淑芬"	"913 牡丹縣士林街2號之3"
"羅睿恩"	"70882 臺中市育英街9段94號之1"
"鍾建宏"	"22795 竹北建國街464號6樓"
"潘淑貞"	"414 新營士林街66號0樓"
"黃美麗"	"81910 大里市正義巷22號之1"
"黃秀玲"	"29983 太保縣新店街332號之2"
"陳秀蘭"	"441 朴子三民街59號之9"
"沈明宏"	"58481 北斗縣國凱八德巷26號8樓"
"廖淑珍"	"931 澎湖市松山路9號之8"
"陳淑玲"	"56604 桃園市五福路3段45號之9"
"張柏宇"	"811 牡丹動物園路8段22號之6"
"林欣妤"	"30343 草屯市光明街210號2樓"
"林俊雄"	"280 北港縣建國街121號6樓"
"陳素貞"	"66255 蘆竹市成功路5段12號之0"
"黃義雄"	"82692 連江劍潭街4號之5"
"謝志賢"	"940 太保市大橋頭路522號之9"
"林郁婷"	"604 卑南民治街9段6號之4"
"林世昌"	"39752 花蓮中和街956號之1"
"賴俊雄"	"79187 南投縣迴龍路670號之1"
"賴寶珠"	"496 斗六縣平和街39號6樓"
"簡淑珍"	"937 白沙古亭路982號之9"
"林素貞"	"687 草屯縣四維巷9段26號之0"
"林子晴"	"18645 蘆竹民富街2號0樓"
"施文彬"	"357 高雄莒光巷2段935號之4"
"黃苡晴"	"26235 斗六縣平和路1段13號之1"
"林素珠"	"87591 新竹國凱八德巷148號0樓"
"蔡秀梅"	"40249 橫山縣大安巷527號之7"
"許明輝"	"69799 汐止中山路5號6樓"
"温文忠"	"66178 阿里山市永安街6段35號之8"
"洪義雄"	"18345 光復縣士林街8號8樓"
"戴俊傑"	"76207 中和光明路33號之8"
"林美珠"	"85423 阿里山市莒光路1號4樓"
"顏素卿"	"91572 古坑石牌巷80號之4"
"王惠玲"	"85716 北斗市北投巷1號之5"
"黃詩涵"	"414 平鎮莒光路463號1樓"
"蕭玉珍"	"65542 苗栗縣昆陽巷9段48號之3"
"徐志誠"	"50444 桃園市石牌街6號之9"
"邱惠珍"	"54799 金門市水源路750號2樓"
"傅文忠"	"12932 台南市動物園路854號7樓"
"詹明哲"	"749 北竿新興巷224號1樓"
"吳靜怡"	"77634 花蓮民有路862號之5"
"陳柏宇"	"972 苗栗縣林森路7號之0"
"李冠廷"	"450 苗栗市土城巷80號之0"
"廖淑美"	"84630 蘆洲新生巷68號0樓"
"黃進發"	"61091 阿里山府中巷46號1樓"
"韓玉英"	"807 關山新莊街3號之1"
"林俊男"	"51629 新營動物園巷478號6樓"
"羅淑芬"	"999 高雄縣景美巷57號5樓"
"吳俊明"	"23560 卑南雙連街47號之9"
"熊美玲"	"781 台北莒光巷1號8樓"
"傅秀鳳"	"49221 蘆洲北投路9號5樓"
"施仁傑"	"85042 白沙光明路387號1樓"
"黃志明"	"681 新營市五福街655號5樓"
"蕭春美"	"45993 彰化市光復路146號之8"
"黃金蓮"	"50890 大里縣三民巷6號8樓"
"陳進興"	"29821 中壢士林巷5號之9"
"張鈺婷"	"55144 太平市和街路640號7樓"
"楊美華"	"134 花蓮芝山路382號1樓"
"廖秀珍"	"187 古坑民生路5段249號之6"
"吳美珍"	"16510 朴子正義街734號之0"
"古世昌"	"195 楊梅市大勇路920號2樓"
"許志賢"	"268 卑南古亭巷7段6號4樓"
"李美玉"	"944 苗栗市中華巷5號0樓"
"葉家銘"	"63326 台南縣大仁巷678號之3"
"黃雅婷"	"460 台北市光復路650號8樓"
"蕭寶珠"	"54903 彰化市淡水街6段9號8樓"
"王淑芬"	"578 北斗縣東興路7段94號3樓"
"黃秀美"	"558 臺東市文化巷63號4樓"
"張美雲"	"51538 草屯市永安路673號3樓"
"曾武雄"	"839 中壢中央巷878號0樓"
"王美惠"	"503 中壢縣水源巷650號6樓"
"楊凱翔"	"329 員林劍潭街4號8樓"
"蘇宗憲"	"451 南投府中街9號之4"
"陳怡君"	"79631 臺中市南路8號之5"
"黃雅惠"	"14318 蘆洲大安巷8號之9"
"許美雲"	"310 竹田縣石牌街6段1號3樓"
"蘇文華"	"56424 板橋自由街20號8樓"
"林秀雲"	"292 三重市大智路5號之9"
"林靜宜"	"57993 朴子中和路3號之3"
"黃淑貞"	"10112 北斗縣成功路908號之0"
"賈家豪"	"723 古坑復興街9段195號0樓"
"楊正雄"	"41403 新營市永和街19號之9"
"葉美蘭"	"121 嘉義博愛路28號之9"
"林雅婷"	"994 光復縣公園路7號8樓"
"黃雅惠"	"507 斗六市芝山街77號之4"
"林家豪"	"992 臺東華興巷732號6樓"
"曾子睿"	"814 花蓮縣光復路4段88號3樓"
"鐘玉梅"	"83838 連江市公園街848號0樓"
"陳進發"	"66368 連江縣中正街532號之3"
"郭志銘"	"261 南投民享巷785號5樓"
"李淑貞"	"24588 太保小碧潭巷1段66號之4"
"周文雄"	"82924 竹北四維路8號之5"
"江文正"	"81796 北港建國路33號2樓"
"吳美惠"	"343 八德民族巷746號之6"
"黃雅玲"	"716 馬公關渡巷19號4樓"
"楊芯語"	"45751 花蓮市成功街170號9樓"
"黃碧珠"	"81018 白沙光復巷518號9樓"
"吳美珠"	"568 員林建國巷66號6樓"
"許永昌"	"185 太平縣大同街58號1樓"
"游麗卿"	"145 褒忠縣新店巷397號2樓"
"張家銘"	"20308 新竹縣民族路8段419號1樓"
"涂志成"	"629 桃園市復興街8號之7"
"廖麗香"	"43533 永康縣大智街9號1樓"
"魏秀蘭"	"37158 北港勝利路295號3樓"
"黃雨霏"	"188 光復文化路404號之2"
"李淑敏"	"71093 花蓮大智街6號之6"
"楊志銘"	"718 台東縣西門街9段36號1樓"
"徐淑惠"	"575 員林長春街7號6樓"
"陳志強"	"79152 新營福安街8號3樓"
"陳柏翰"	"88755 梅山平和街95號之1"
"詹進興"	"809 斗六縣關渡路2段537號之0"
"葉麗雲"	"889 苗栗縣永和路8號之5"
"湯秀梅"	"25095 汐止昆陽路3號2樓"
"許彥廷"	"41162 雲林市大勇路6號4樓"
"黃靜宜"	"93324 馬公信義巷42號之7"
"柯淑芬"	"217 平鎮士林街74號之1"
"宋文雄"	"58631 豐原縣光華路69號之1"
"李明宏"	"512 金門五福路5號之2"
"蔡美蘭"	"28510 澎湖市民族巷30號2樓"
"林秀蓮"	"51379 白沙中央巷546號之3"
"黃宇恩"	"401 汐止新興街236號之4"
"許明宗"	"17844 屏東市永寧巷4號1樓"
"何柏霖"	"53546 台東縣新店街18號之4"
"許玉英"	"257 新營勝利街5段799號2樓"
"黃靜怡"	"11353 新北中興巷773號9樓"
"黃志宏"	"23074 新營中正路803號8樓"
"余俊傑"	"313 員林市迴龍巷3段839號之8"
"許子翔"	"83958 南投民權巷5號之5"
"黃建華"	"28048 雲林永和路1號之9"
"吳柏諺"	"301 臺中市民治巷9號之3"
"王淑卿"	"88323 桃園縣自立街9段500號之8"
"王信宏"	"20389 梅山松山路96號3樓"
"蘇美英"	"252 三重福德巷42號之4"
"曹秀蘭"	"68207 三重國凱八德巷1號之7"
"黃麗玲"	"469 雲林縣芝山巷4段80號之2"
"張素貞"	"676 大里縣大同街872號2樓"
"施秀美"	"413 永和縣永安路9段3號之5"
"趙志成"	"26580 太保新店路94號之7"
"曾明哲"	"388 馬公新生巷95號之7"
"彭美華"	"29318 朴子市西門街990號4樓"
"鄭美蘭"	"57699 竹北迴龍巷609號之4"
"陳芯語"	"31192 白沙縣大智巷526號之3"
"蔡佳蓉"	"492 竹田市民族巷6段3號9樓"
"許宗霖"	"572 竹北縣新生巷62號之7"
"黃麗玲"	"533 澎湖縣新生街66號7樓"
"戴建成"	"969 永康關渡巷7段44號之3"
"蔡義雄"	"490 台北市新埔路3號4樓"
"胡志強"	"169 高雄市民享路9段5號0樓"
"徐柏霖"	"12655 頭份市和街巷10號之5"
"黃志宏"	"495 褒忠市民富街127號之9"
"劉惠玲"	"871 中壢市府中街5號6樓"
"呂麗玉"	"99294 平鎮市東湖巷33號之9"
"吳文忠"	"92687 台北市新生路56號3樓"
"陳雅玲"	"23338 太保育英街5段86號8樓"
"黃麗珍"	"84055 朴子市自立路2號之0"
"馬美麗"	"611 頭份縣府中街9段4號4樓"
"王世昌"	"763 竹北縣頂福州巷4號之4"
"吳秀玉"	"767 梅山劍南路853號之9"
"張秀珠"	"28058 中和延平街4號之9"
"陳正雄"	"490 阿里山縣明德街12號之1"
"卓美蘭"	"32314 彰化市廣慈巷754號5樓"
"王宗翰"	"14876 台南市土城街50號之1"
"王志銘"	"94461 連江市淡水巷4號4樓"
"張志成"	"19495 桃園縣天母巷7號8樓"
"黃麗珍"	"927 草屯水源巷6號1樓"
"詹志豪"	"557 豐原中和路4段71號之1"
"林冠霖"	"655 蘆竹縣勝利街6段97號4樓"
"薛婉婷"	"57192 新竹仁愛街60號之6"
"陳美鳳"	"33289 褒忠縣自立巷9號5樓"
"鍾聰明"	"85287 豐原新生街514號之0"
"陳明德"	"20656 阿里山縣龍山寺街6段988號0樓"
"粘麗卿"	"17376 白沙明德巷67號6樓"
"官家瑋"	"965 桃園新生街2段32號9樓"
"蔡淑華"	"912 鳳山縣大橋頭街3段16號之2"
"黃麗美"	"894 楊梅新興街205號5樓"
"莊淑惠"	"252 平鎮市和平街57號6樓"
"謝宗憲"	"13769 苗栗長安街770號8樓"
"黃勝雄"	"659 南投明德巷7段900號9樓"
"李心怡"	"64860 新竹新生巷324號之8"
"張惠玲"	"36878 花蓮市廣慈巷237號0樓"
"林美惠"	"461 臺中大同街99號之6"
"胡俊男"	"62205 草屯市自由路6號3樓"
"張文雄"	"30718 金門忠義巷115號4樓"
"鄧柏翰"	"13657 汐止縣公園路8段216號5樓"
"黃麗華"	"96998 褒忠光明巷47號4樓"
"吳美雲"	"48745 關山西門巷1號2樓"
"廖淑娟"	"70369 臺中市關渡路7段3號之4"
"蘇哲維"	"11960 永和市福安巷1號5樓"
"楊承恩"	"78224 太保市大仁街7段407號之3"
"陳麗美"	"895 新竹縣莒光街239號之0"
"張玉梅"	"412 阿里山博愛街990號之4"
"蔡志誠"	"13191 永和自強巷6號4樓"
"邱淑娟"	"22111 頭份景美街8段76號6樓"
"阮志成"	"35921 嘉義市三民街36號之7"
"黃麗雪"	"68736 牡丹忠義巷25號之3"
"王淑玲"	"264 中壢縣建國路51號之8"
"曹俊宏"	"40528 臺中新生巷3段63號之3"
"張柏翰"	"71026 北竿興巷5段4號9樓"
"江明德"	"47790 太保新北投街3段605號4樓"
"吳俊宇"	"371 桃園市長春巷2號7樓"
"劉淑美"	"59674 北港劍南路7號8樓"
"劉淑芬"	"187 太保市德路54號之0"
"林冠廷"	"118 梅山市文山街1段457號之9"
"黃志忠"	"478 板橋市府中街499號6樓"
"黃麗雲"	"94011 梅山北投街400號之9"
"游柏霖"	"208 桃園市大智路346號4樓"
"洪明宏"	"783 員林縣關渡巷53號5樓"
"余家宏"	"35598 中和縣民生巷658號之3"
"劉志豪"	"53286 新營德巷792號之2"
"簡明德"	"125 板橋縣關渡巷632號之9"
"陳美玉"	"58118 南投西門巷676號之0"
"黃志宏"	"236 光復新莊路3號之9"
"潘秋香"	"270 台北福德巷22號5樓"
"樊俊銘"	"452 楊梅縣中山街66號之1"
"黃麗香"	"535 蘆竹新北投路368號之4"
"王羽彤"	"98343 卑南市石牌巷5號2樓"
"林志豪"	"59272 褒忠育英路2段6號之8"
"陳秋香"	"265 彰化縣光復巷821號之2"
"曾文雄"	"58311 北斗文昌街22號之7"
"李惠美"	"150 北竿縣長安路6號1樓"
"曹文雄"	"37019 蘆洲市東興巷8段84號之7"
"王秀英"	"95071 新竹縣新生巷95號6樓"
"何家豪"	"113 豐原市自立街3段67號之7"
"張志誠"	"17857 板橋縣五福街3段280號之6"
"黃麗香"	"58944 中和市大勇巷30號0樓"
"賴淑珍"	"10693 梅山仁愛街7號5樓"
"林淑惠"	"787 台南縣北投巷1號之3"
"張承翰"	"652 古坑東湖巷3段687號之2"
"柳文祥"	"522 蘆洲市自由巷11號之2"
"潘冠宏"	"750 台北市公園路8號之7"
"馬承翰"	"434 橫山勝利路79號之4"
"張玉美"	"78082 新營光華街968號之1"
"林淑芬"	"76241 板橋林森路62號1樓"
"夏淑芬"	"601 古坑縣大同巷424號之2"
"黄武雄"	"556 太平東興巷6號9樓"
"范姜俊賢"	"490 永和縣象山街3段42號2樓"
"白淑貞"	"424 汐止市大同街204號之3"
"王美玲"	"84322 屏東市忠孝街8號1樓"
"羅子宸"	"29442 臺中育英街97號0樓"
"洪子豪"	"849 金門縣淡水巷8號之7"
"施進財"	"615 新竹學府路2號9樓"
"馮正雄"	"189 平鎮延平街8段66號之3"
"鄭素琴"	"370 三重市新生街2號之8"
"邱志銘"	"477 基隆中央街5號之0"
"黄麗香"	"86334 梅山市大仁巷6段455號1樓"
