"Adam Bezák"	"Chorvátska 35
033 81 Oľšinkov" 
"Ľudomila Hagarová"	"Stodolova 56
072 51 Hendrichovce"
"Beáta Rišková"	"Jadranská 1
056 26 Liptovský Trnovec"
"Roman Franko"	"Račianska 92
857 02 Malé Dvorníky"
"Valentín Palúch"	"Moldavská 783
955 64 Valaská Dubová"
"Igor Černoch"	"Tešedíkova 4
946 41 Fintice"
"Ľudomila Straková"	"Milana Marečka 51
044 63 Zubák"
"Štefánia Devečková"	"Mateja Bela 70
881 70 Blatná Polianka"
"Luna Gocníková"	"Demänovská 4
808 23 Čeľovce"
"Móric Paľka"	"Donnerova 984
038 22 Šarišské Čierne"
"Augustín Kupa"	"Margarétková 6
803 55 Čičava"
"Ľudomila Jedľovská"	"Pribinova 911
937 55 Šarovce"
"MVDr. Adela Dancáková"	"Bahniatková 30
976 66 Podhradie"
"Móric Michálik"	"Pribinova 575
902 71 Podtureň"
"Matilda Andrášová"	"Podkolibská 691
021 54 Vaďovce"
"Bibiána Ondrušová"	"Svíbová 676
076 42 Ardovo"
"Boleslav Majdan"	"Lomnická 54
851 06 Fiľakovo"
"Ondrej Madara"	"Smrečianska 4
853 88 Kamenica nad Cirochou"
"Bohuš Štefanovič"	"Žarnovická 816
065 11 Kľače"
"Irma Pavlikovská"	"Kováčska 1
969 03 Majere"
"Slávka Chovanecová"	"Semenárska 908
961 15 Spišské Bystré"
"Ľudomila Marťanová"	"Odborárske námestie 9
975 38 Šúrovce"
"Zara Kušková"	"Pod lesom 677
011 62 Spišská Belá"
"Patrícia Mácková"	"Považská 36
822 63 Janovík"
"Bohumila Šimíková"	"Ďurgalova 624
084 69 Medzilaborce"
"Michaela Nižňanská"	"Závadská 794
040 70 Starina"
"Alex Klapáč"	"Cyprichova 5
846 70 Ižkovce"
"Slavomír Krajči"	"Hlavatého 652
066 55 Trstice"
"Dušan Vaška"	"Na Sitine 108
991 30 Podlužany"
"Adolf Tomeček"	"Lackova 83
821 04 Lula"
"Bystrík Dančiak"	"Komárnická 506
032 01 Zbehňov"
"Ľudomila Vašková"	"Májkova 731
855 32 Zbojné"
"Sebastián Krupa"	"Bakošova 5
037 02 Raková"
"Ema Rosová"	"Sĺňavská 6
031 94 Poloma"
"Izabela Čobrdová"	"Nad lomom 19
832 81 Strihovce"
"Jaroslav Daňa"	"Fraňa Kráľa 15
918 81 Podlužany"
"Aiko Ondrušeková"	"Kollárovo námestie 173
864 95 Vyšný Kručov"
"Ignác Milota"	"Brančská 84
921 26 Žabokreky"
"Tarzícius Tomaník"	"Krížna 1
007 71 Moravské Lieskové"
"Matúš Lubina"	"Na Baránku 427
862 75 Čamovce"
"Alex Kováč"	"Oleandrová 825
005 00 Leváre"
"Ľudovít Kocian"	"Litovská 3
020 78 Počarová"
"Ctibor Dudek"	"Vrchná 8
090 86 Stránska"
"Tamara Vaneková"	"Špieszova 4
819 41 Stupné"
"Vlastimil Drajna"	"Žabí majer 2
886 44 Čierny Balog"
"Mário Kôstka"	"Vážska 963
959 86 Stará Lehota"
"Viola Slobodová"	"Kresánkova 32
087 15 Komárovce"
"Petra Klapáčová"	"Septimiova 537
077 82 Opoj"
"Agáta Šmajdová"	"Belehradská 1
070 38 Starý Hrádok"
"Lea Gáliková"	"Pri Rochu 459
910 86 Kameničany"
"Judita Šebová"	"Sasinkova 2
911 66 Osrblie"
"Ľudovít Opluštil"	"Šťastná 328
091 84 Mlynčeky"
"Eleonóra Tomášová"	"Vajnorská 719
835 02 Čižatice"
"Áron Hečko"	"Révová 81
807 97 Dojč"
"Belo Masárik"	"Na pántoch 1
057 99 Hriňová"
"Viera Krížiková"	"Pod Rovnicami 2
885 58 Lúčka"
"Oľga Grznárová"	"Horcová 2
948 26 Dolný Lieskov"
"Denisa Hagarová"	"Drotárska cesta 574
086 17 Kleňany"
"Oskár Mečiar"	"Štefana Králika 781
015 04 Hrabičov"
"Alžbeta Máčeková"	"Lykovcová 1
889 57 Rašice"
"Angela Danková"	"Zochova 89
904 23 Bíňa"
"Ľudovít Pavlikovský"	"Lieskovská cesta 9
914 48 Letničie"
"Ivona Pavlíčeková"	"Prievozská 5
857 37 Svrčinovec"
"Žigmund Holík"	"Vlastenecké námestie 579
036 29 Valaská Dubová"
"Alexander Dudík"	"Hradská 42
992 20 Levice"
"Marcela Kolárová"	"Oleandrová 2
816 33 Varadka"
"Dušan Masný"	"Varšavská 7
941 37 Modra"
"MVDr. Bartolomej Dobšinský"	"Prokopa Veľkého 7
846 30 Ostratice"
"Stanislav Ján"	"Hradištná 9
988 05 Babín"
"Dávid Pavličko"	"Na Kalvárii 52
006 73 Kojatice"
"Alexandra Vlková"	"Zbrody 6
086 77 Silická Jablonica"
"Šarlota Knihová Ph.D."	"Gruzínska 30
832 57 Nimnica"
"MVDr. Emanuel Porubjak"	"Cintulova 3
853 36 Lehnice"
"Mgr. Sára Repiská"	"Jamnického 42
016 95 Buclovany"
"Bohuslava Jakubeková"	"Velehradská 40
099 79 Spišské Bystré"
"Svetlana Bóriková"	"Koceľova 562
856 99 Breznička"
"Amália Húsová"	"Námestie slobody 489
018 69 Šarišské Michaľany"
"Darina Vojteková"	"Pri Rochu 749
846 83 Partizánske"
"Viktor Dán"	"Odeská 7
864 48 Jakubova Voľa"
"Richard Junáš"	"Repašského 6
898 42 Ľubotín"
"Radoslava Fedorová"	"Rastislavova 843
098 30 Krahule"
"Šarlota Pešková"	"Za bránou 5
026 83 Liptovská Kokava"
"Radoslav Melicherík"	"Sabinovská 80
016 27 Smižany"
"Elisa Dullová DSc."	"Trajánova 41
013 07 Koprivnica"
"Vlasta Skleničková"	"Štetinova 218
018 38 Stupava"
"Gizela Kunková"	"Ulica 8. mája 2
093 61 Vaľkovňa"
"Viera Sokolová"	"Čučoriedková 4
859 88 Malé Uherce"
"Zita Ondruseková"	"Kozia 9
820 31 Hubice"
"Albín Riško"	"Komenského námestie 8
848 06 Perín - Chym"
"Ľudovít Nižnánsky"	"Lazaretská 310
019 45 Teplička nad Váhom"
"Milena Čobrdová"	"Longobardská 2
067 21 Breznička"
"Šarlota Plavecová"	"Kuklovská 971
904 14 Šajdíkove Humence"
"Michal Baňa"	"Amarelková 23
920 58 Sokolovce"
"Maroš Móric"	"Trinásta 517
905 11 Dolné Strháre"
"Radoslava Kocianová"	"Hodonínska 63
871 63 Svetlice"
"Milan Imrich"	"Na Grunte 650
910 39 Dúbravica"
"Lesia Holúbeková"	"Stoklasová 4
863 84 Tatranská Javorina"
"Oskár Dušek"	"Dvořákovo nábrežie 3
030 42 Píla"
"Dobroslava Šlahorová"	"Estónska 9
032 86 Kojatice"
"Blažena Husťáková"	"Broskyňová 798
008 11 Nevidzany"
"Marián Nižnanský"	"Ulica kpt. Rašu 63
926 67 Nezbudská Lúčka"
"Šarlota Raková"	"Františkánska 73
956 28 Ardovo"
"Eugénia Boreková"	"Pod Rovnicami 691
098 84 Stráňany"
"Hubert Kolár"	"Lackova 32
905 99 Lehôtka pod Brehmi"
"Kornel Gažo"	"Šafránová 623
801 77 Hozelec"
"Drahoslav Samuel"	"Strmé sady 7
005 55 Šarišská Poruba"
"Berta Kendrová"	"Ulica Jozefa Krónera 641
859 22 Báč"
"Perla Morová"	"Petúniová 674
009 11 Dubová"
"Július Čekovský"	"Široká 56
832 85 Oravská Poruba"
"Bohumila Samelová"	"Leknová 64
895 57 Diviaky nad Nitricou"
"Svetlana Čekovská"	"Novosvetská 8
970 49 Granč - Petrovce"
"Šarlota Rusňáková"	"Rostovská 72
063 06 Brezová pod Bradlom"
"Bibiána Makovická"	"Novosvetská 38
880 65 Haniska"
"Júlia Klimová"	"Nová 908
893 51 Merašice"
"Oliver Moravec"	"Arménska 3
855 66 Hrkovce"
"Gabriel Beňa"	"Amarelková 56
088 95 Kesovce"
"Adela Hroboňová"	"Murgašova 19
841 95 Hrabovec nad Laborcom"
"Dana Antalová"	"Hlavná 6
888 14 Kolbovce"
"Erik Dudo"	"Kaplinská 877
964 80 Sokolovce"
"Veronika Hanúseková"	"Ulica Pri Vápeníckom 97
085 10 Malé Kosihy"
"Radovana Cígerová"	"Kominárska 970
831 33 Brehov"
"Šarlota Tatárová"	"Rytierska 39
900 37 Liptovské Matiašovce"
"Denisa Jurková"	"Priama cesta 70
004 18 Viničné"
"Nora Mydlová"	"Pri vinohradoch 3
813 33 Dvorníky - Včeláre"
"Bibiána Lamačová"	"Závodníkova 827
804 52 Biel"
"Mikuláš Nôta"	"Ľanová 1
052 37 Mikušovce"
"Vladimíra Špilárová"	"Pekná vyhliadka 974
918 19 Žakarovce"
"Ariel Paľo"	"Ulica padlých hrdino 83
954 62 Stredné Plachtince"
"Benedikt Fabián"	"Tučkova 6
846 57 Hodkovce"
"Katarína Bednárová"	"Wilsonova 10
980 34 Rovné"
"Hubert Roháčik"	"Skoroceľová 6
849 06 Hubice"
"Šarlota Vrablecová"	"Vajnorská 9
880 75 Veľké Kostoľany"
"Branislav Chudík"	"Plátenícka 29
979 33 Neverice"
"Zlatko Kubko"	"Pribinova 14
965 43 Lopušné Pažite"
"Adolf Haňák"	"Podkolibská 4
885 61 Husák"
"Perla Roháčová"	"Chmeľová 883
852 92 Senica"
"Tibor Žigo"	"Na Kalvárii 710
008 37 Vyšná Kamenica"
"Róbert Tomášek"	"Krásnohorská 6
929 31 Tlmače"
"Regína Kúšová"	"Borinská 6
907 53 Čelovce"
"Marcel Vicena"	"Rusovská cesta 1
076 22 Ptrukša"
"Beňadik Vozár"	"Údolná 65
064 43 Otročok"
"Šimon Kočiš"	"Námestie Rodiny 8
897 81 Harichovce"
"Viera Fraňvá"	"Siedma 74
847 26 Miková"
"Margaréta Štefanová"	"Lamanského 847
977 79 Huty"
"Žofia Murínová"	"Listová 29
820 91 Pružina"
"Lucia Knihová"	"Fikusová 67
004 56 Štiavnik"
"Drahomíra Forgáčová"	"Pražská 990
925 28 Gbely"
"Dagmara Pešková"	"Muškátová 1
994 94 Matovce"
"Mgr. Fedor Jánoško"	"Tematínska 3
943 54 Slovinky"
"Božidara Feldeková"	"Jána Stanislava 639
870 99 Prietržka"
"Jana Mačeková"	"Ľadová 35
991 83 Zlatná na Ostrove"
"Šimon Makovický CSc."	"Úzka 831
824 36 Kunova Teplica"
"Timotej Solej"	"Húščavova 9
849 89 Štefanovce"
"Elena Fabianová"	"Novohorská 93
992 92 Bátorová"
"Iveta Kundová"	"Stolárska 77
943 36 Veselé"
"Félix Štefunko"	"Inovecká 239
849 05 Uhorské"
"Bohdana Majdanová"	"Mišíkova 63
934 90 Hul"
"Karol Kopa"	"Olivová 92
882 89 Istebné"
"Liana Šlivková"	"Na Holom vrchu 234
806 49 Ratkovská Lehota"
"Peter Blaha"	"Ladislava Batthyányh 540
943 99 Veľké Vozokany"
"Beáta Kúsková"	"Tyršovo nábrežie 2
801 00 Trenčín"
"Šimon Pišút"	"Zátišie 24
943 35 Krivoklát"
"František Hus"	"Kataríny Brúderovej 7
919 60 Bodružal"
"Róbert Hanzel"	"Višňová 357
024 79 Zlaté Klasy"
"Hedviga Dušičková"	"Mrázova 8
043 87 Bratislava"
"Hermína Kostková"	"Pažítková 633
038 64 Sačurov"
"Jaroslava Mačkovičová"	"Bahniatková 216
025 03 Vyškovce"
"Kvetoslav Pavúk"	"Koprivnická 71
831 32 Strážne"
"Ctibor Očenáš"	"Planét 87
894 42 Čierny Balog"
"Henrich Jakúbek"	"Kovová 4
819 68 Belá"
"Františka Hučková"	"Lykovcová 628
048 15 Vyšná Pisaná"
"Šimon Sklenka"	"Tomášikova 39
835 94 Ploské"
"slečna Barbara Tomková"	"Ulica Imricha Karvaš 5
909 26 Mengusovce"
"Blahoslav Lajčiak"	"Nové pálenisko 29
911 19 Podolínec"
"Beáta Kelová"	"Viedenská cesta 87
829 53 Tajná"
"Erika Samelová"	"Stepná cesta 8
975 18 Čierny Balog"
"Levoslav Bilko"	"Úradnícka 8
819 41 Vajkovce"
"Olívia Borková"	"Jačmenná 212
899 11 Vojtovce"
"Eder Kiseľ"	"Tallerova 92
845 78 Kružná"
"Ema Janková"	"Palkovičova 478
006 47 Kravany"
"Amália Marcineková"	"Bencúrova 7
026 87 Rudník"
"Štefan Kuška"	"Ulica 29. augusta 65
057 28 Tekovský Hrádok"
"Zoltán Šuňavec"	"Ušiakova 64
816 33 Bukovce"
"Gašpar Greguš"	"Júnová 626
051 65 Zámutov"
"Slávka Jakubeková"	"Prístav 9
003 88 Slanská Huta"
"Radomír Medvecký"	"Slovnaftská 491
957 90 Širkovce"
"Sláva Frimerová"	"Fándlyho 74
060 25 Hrhov"
"Linda Janošková"	"Lehotského 2
072 15 Bošáca"
"Miloslava Zachariašová"	"Pribinova 871
826 74 Opátka"
"Marta Kovalčíková"	"Pekná vyhliadka 63
804 34 Miklušovce"
"Sofia Dušeková"	"Hagarova 49
966 96 Suché Brezovo"
"Štefan Lipka"	"Petúniová 54
981 44 Jakovany"
"Adolf Kunka"	"Pavlovská 2
814 97 Borský Mikuláš"
"Eleonóra Maslová"	"Kaštielska 51
868 87 Blatné"
"Viktor Dušička"	"Ľubľanská 8
911 26 Lipníky"
"Terézia Kaliská"	"Letisko M.R.Štefánik 6
077 24 Sekule"
"Bernard Dej"	"Geologická 69
842 90 Valkovce"
"Eugen Trlík"	"Bohrova 389
821 86 Lednické Rovne"
"Vít Štefunko"	"Na hriadkach 7
902 96 Brezany"
"Martin Truben"	"Dúbravčická 80
904 04 Gbelce"
"Frederik Menšík"	"Pod skalou 66
869 76 Zubné"
"Štefan Martin"	"Furdekova 4
054 11 Brezov"
"René Imrich"	"Junácka 132
025 21 Krušovce"
"Otília Bernardová"	"Pustá 322
827 88 Lysica"
"Tadeáš Ďuriš"	"Ulica Leopoldov maje 7
943 64 Batizovce"
"Marianna Sekerová"	"Na piesku 82
063 89 Chotín"
"Martin Melicher"	"Smetanova 43
996 01 Párnica"
"Metod Ďurko"	"Hradná 556
960 34 Bernolákovo"
"Vít Hušo"	"Bajzova 108
057 74 Koválovec"
"Silvia Špilárová"	"Levočská 595
059 42 Beňadiková"
"Vratislav Pavka"	"Gallayova 1
876 29 Nitrianske Sučany"
"Štefánia Hrmová"	"Levická 84
802 11 Vinica"
"Žigmund Pavel"	"Beňadická 82
856 98 Abramová"
"Milota Mináčová"	"Fikusová 66
086 46 Liptovské Matiašovce"
"Atila Hanus"	"Šípková 8
928 64 Moldava nad Bodvou"
"Žaneta Sečová"	"Sosnová 3
063 68 Maňa"
"Ignác Borový"	"Žihľavová 13
974 00 Rohožník"
"Izabela Jánová"	"Leknová 129
848 76 Lovce"
"Samuel Kučera"	"Rybničná 44
841 92 Budikovany"
"Lýdia Franová"	"Lónyaiová 322
966 17 Červeňany"
"Ariel Kunka"	"Zohorská 34
981 57 Giraltovce"
"Štefánia Jakubčeková"	"Godrova 781
837 34 Radnovce"
"Stela Pišútová"	"Hradné údolie 2
994 92 Gbely"
"Žofia Hrmová"	"Zámocká 4
997 07 Rozhanovce"
"František Moravec"	"Vidlicová 383
887 36 Horné Mladonice"
"Zita Česneková"	"Tuhovská 944
932 19 Dlhé nad Cirochou"
"Bruno Milota"	"Staroturský chodník 90
870 84 Zlaté"
"Vladimír Melicher"	"Moyzesova 93
019 03 Zlatník"
"Margaréta Dušová"	"Margarétková 579
067 30 Horný Kalník"
"Zoran Dušička"	"Nová 31
917 63 Kvetoslavov"
"Maximilián Fedor"	"Makovického 35
863 71 Rumanová"
"Štefánia Jakubčíková"	"Strojnícka 707
908 19 Lieskovany"
"Bystrík Pukluš"	"Spišská 44
925 47 Cimenná"
"Kvetoslava Haňáková"	"Dunajská 39
950 71 Stránske"
"Drahoslava Kolniková"	"Mokrohájska cesta 9
846 56 Benice"
"Olympia Gavorníková"	"Pražská 2
007 39 Tornaľa"
"Tobiáš Máčik"	"Rastlinná 31
899 10 Kozárovce"
"Denisa Jedľovská"	"Šarišská 6
810 94 Mlynky"
"Ľubor Ondrejko"	"Ulica 1. mája 43
049 40 Zlatá Idka"
"Alžbeta Paulíková"	"Pekná vyhliadka 793
936 61 Jelšava"
"Miloslava Pavliková"	"Radlinského 1
077 75 Jastrabie pri Michalovciach"
"Štefánia Janečková"	"Pri Habánskom mlyne 326
997 19 Priepasné"
"Filoména Vrabcová"	"Pšeničná 3
851 22 Papradno"
"Viliam Dancák"	"Majakovského 485
021 34 Cernina"
"Richard Šalajka"	"Riečna 9
020 38 Bory"
"Branislav Gažo"	"Vavilovova 10
011 81 Sokoľany"
"Svetlana Krajíčeková"	"Palárikova 477
860 74 Šarišské Bohdanovce"
"Elisa Andrášiková"	"Sladová 338
962 21 Podhorany"
"Malvína Holubová"	"Novohorská 721
852 44 Mierovo"
"Albín Tomanek"	"Biskupická 2
032 32 Kukučínov"
"Agáta Gavorníková"	"Pave Vukoviča 4
871 54 Smrdáky"
"Štefánia Lipková"	"Na Sitine 2
845 58 Chmeľovec"
"Romana Tomková"	"Sekýľska 4
863 34 Gribov"
"Jaroslava Boríková"	"Rozálska 2
045 13 Lutila"
"Viliam Šváby"	"Turčianska 6
951 25 Žabokreky nad Nitrou"
"Lýdia Labudová"	"Čiližská 4
887 30 Lúčka"
"Alexandra Jurčová"	"Prvá 5
900 37 Kolinovce"
"Estera Miklíková"	"Ružinovská 88
937 01 Mankovce"
"Viliam Palkovič"	"Votrubova 314
953 75 Radvaň nad Laborcom"
"Stanislava Cigáňová"	"Delená cesta 76
891 47 Dubinné"
"Hilda Jakubová"	"Jurská 610
824 47 Trnovo"
"Štefánia Šimová"	"Jakubská 334
845 62 Veľký Čepčín"
"Katarína Marcinková"	"Hlinická 2
905 69 Vlača"
"Monika Ondrúšeková"	"Čelakovského 7
858 34 Vlachovo"
"Bystrík Česnek"	"Roľnícka 6
960 39 Hostie"
"Imrich Petruška"	"Pri dvore 8
844 34 Liptovské Matiašovce"
"Oskár Líška"	"Hrobárska 29
962 93 Bacúrov"
"Petronela Moravecová"	"Ivana Bukovčana 315
073 81 Moravský Svätý Ján"
"Fridrich Baran"	"Koprivnická 15
951 27 Súľov - Hradná"
"Patrik Richtár"	"Pod Bôrikom 91
025 52 Závadka"
"Rebeka Navarová"	"Fedinova 3
056 85 Moravské Lieskové"
"Žaneta Dudová"	"Súľovská 6
971 91 Veľké Dvorníky"
"Jaromíra Melicheríková"	"Mostná 8
933 13 Medzibrod"
"Viliam Urblík"	"Kazanská 86
905 27 Horné Zelenice"
"Melánia Dušičková"	"Jamnického 904
036 60 Ivanka pri Dunaji"
"Alžbeta Dusková"	"Slowackého 371
802 49 Veľká Lomnica"
"Karina Pešková"	"Kapušianska 3
881 41 Snina"
"Emanuel Sekera"	"Desiata 34
963 76 Skačany"
"Jaroslav Baňo"	"Gagarinova 687
096 97 Lietavská Svinná - Babkov"
"Leonard Andrášik"	"Kutlíkova 31
949 96 Hontianske Trsťany"
"Benedikt Tomeček"	"Majerská 354
072 49 Oravský Podzámok"
"Žaneta Mydlová"	"Pezinská 70
932 64 Belža"
"MUDr. Jozefína Dudoková"	"Hlavné námestie 44
927 30 Zboj"
"MUDr. Natália Martináková"	"Cesta mládeže 176
995 96 Beharovce"
"Branislava Bóriková"	"Pohraničníkov 19
893 46 Bátovce"
"Drahomíra Straková"	"Žabotova 3
073 18 Opatovce"
"Andrea Cesnaková"	"Rímska 532
992 72 Turecká"
"Vlasta Michaleková"	"Kováčska 218
039 36 Horné Mladonice"
"Berta Starostová"	"Ľubochnianska 15
005 96 Harmanec"
"Hugo Cigán"	"Hroznová 2
814 85 Hutka"
"Alex Gocník"	"Svetlá 2
964 13 Tuchyňa"
"Žaneta Ondrášová"	"Jókaiho 953
092 77 Jurová"
"Adela Hanáková"	"Sklabinská 17
832 26 Krásny Brod"
"Gustáv Pavlikovský"	"Príkopova 44
057 09 Veľké Kapušany"
"Ivona Michaleková"	"Slnečnicová 555
926 34 Padáň"
"Klára Mrazeková"	"Pri mlyne 2
926 97 Kotešová"
"Zoltán Kára"	"Vavilovova 3
888 94 Sopkovce"
"Ľubor Grňa"	"Plzenská 5
013 15 Zbehňov"
"Miroslava Skleničková"	"Strážny dom 3
042 98 Vozokany"
"Václav Dávid"	"Ružinovská 252
927 69 Devičany"
"Ervín Fogaš"	"Jeséniova 58
979 83 Dolné Plachtince"
"Žaneta Richardová"	"Červeňova 7
894 46 Gemerská Panica"
"Judita Beňušová"	"Lenardova 6
956 40 Prašice"
"Diana Vydarená"	"Púpavová 892
864 40 Rokytov pri Humennom"
"Metod Hušo"	"Plachého 381
991 78 Čičava"
"Bohumila Otčenášová"	"Ivánska cesta 29
908 27 Potok"
"Drahoslav Miklík"	"Belehradská 8
856 52 Jasov"
"Olympia Čaplovičová"	"Pilárikova 15
043 19 Dlhá nad Oravou"
"Alena Hrianková Ph.D."	"Gerulatská 161
880 28 Jelenec"
"Marika Lepšíková"	"Radlinského 5
939 53 Kučín"
"Alica Bernoláková"	"Stepná cesta 476
995 71 Nána"
"Želmíra Haščáková"	"Vodný vrch 3
842 56 Čadca"
"Drahomír Palúch"	"Bosákova 8
841 32 Bíňovce"
"Zoran Kendra"	"Handlovská 8
995 55 Jasenica"
"Hermína Dzurjaninová"	"Kominárska 835
949 03 Nová Lehota"
"Zuzana Kaliňáková"	"Kozmonautická 86
038 09 Važec"
"Oto Topoľský"	"Jedľová 387
080 59 Petrovo"
"Kliment Bicek"	"Tyršovo nábrežie 33
068 28 Mestečko"
"Koloman Malachovský"	"Riazanská 28
939 56 Cabov"
"Ján Baran Th.D."	"Gondova 74
073 59 Trebichava"
"Alžbeta Martineková"	"Jesenná 860
039 31 Tekovské Lužany"
"Želmíra Martinecová"	"Ostravská 8
023 84 Vieska"
"Daniel Cesnak"	"Kohútova 2
928 81 Orechová"
"Dávid Ondruš"	"Cintulova 783
879 26 Horný Tisovník"
"Denis Tatar"	"Georgínová 11
981 59 Ľubela"
"Františka Hudáčeková"	"Sadmelijská 1
083 95 Kráľova Lehota"
"Lenka Cyprichová"	"Cyklámenová 264
958 29 Bíňovce"
"Rastislav Hanuška"	"Macharova 818
001 30 Ardovo"
"Atila Štefunko"	"Slovinec 101
090 73 Trebichava"
"Ferdinand Maslo"	"Javorová 91
870 41 Mestečko"
"Aiko Paulíčeková"	"Jantárová 5
919 49 Hlinné"
"Želmíra Martinčeková"	"Sabinovská 95
030 11 Pečeňany"
"Bc. Radomír Paulovič"	"Nemčíkova 2
984 97 Muráň"
"Angelika Martová"	"Leknová 143
828 00 Boľkovce"
"Gustáv Lipa"	"Morava 485
845 10 Hrušovany"
"Theodora Pajerová"	"Fadruszova 40
904 88 Veľký Slavkov"
"Ing. arch. Silvester Kára"	"Kríková 3
898 23 Pezinok"
"Valentín Husár"	"Horčičná 6
808 58 Havranec"
"Petra Klepáčová"	"Vendelínska 766
888 81 Ochodnica"
"Slávka Skokanová"	"Levočská 3
053 79 Sudince"
"RNDr. Ružena Imrichová"	"Kazanská 146
915 79 Koláre"
"Želmíra Pauličeková"	"BzovIcka 197
921 18 Smolinské"
"Ľudovít Leto"	"Milana Marečka 236
997 10 Viničné"
"Zdenko Vaška"	"Semenárska 9
929 05 Sihla"
"Severín Mikloš"	"Kutuzovova 209
083 07 Hažín nad Cirochou"
"Ervín Baňo"	"Májkova 8
056 79 Sklabinský Podzámok"
"Ľuboš Drobný"	"Krmanova 8
871 87 Záborské"
"Ambróz Sámeľ"	"Mozartova 69
916 55 Krajné Čierno"
"Františka Konopková"	"Bošániho 505
806 54 Havka"
"Móric Danko"	"Primaciálne námestie 27
971 46 Merašice"
"Ľudmila Luptáková"	"Za farou 3
033 46 Hrubá Borša"
"Želmíra Rubíková"	"Ružomberská 4
080 35 Petrikovce"
"Vilma Paulíková"	"Továrenská 2
027 62 Ďurkovce"
"Ivica Bednáriková"	"Ladislava Sáru 9
870 43 Gôtovany"
"Timea Vojtková"	"Sečovská 428
929 70 Macov"
"Kamil Kočka"	"Pod lesom 9
913 80 Sereď"
"Oxana Novotná"	"Farebná 39
939 10 Slatina"
"Darina Morová"	"Hečkova 4
941 26 Makovce"
"JUDr. Ambróz Kelo"	"Hany Meličkovej 1
086 26 Kozí Vrbovok"
"Ing. Milan Kaliňák DSc."	"Mišíkova 47
939 93 Pataš"
"Ondrej Bartovič"	"Novosvetská 607
946 33 Cerovo"
"Želmíra Rusnáková"	"Májkova 815
995 65 Ludanice"
"Kazimír Bosák"	"Gabčíkova 54
994 90 Plášťovce"
"Áron Miklík"	"Šafárikovo námestie 857
874 66 Hontianske Nemce"
"Barbora Mráziková"	"Hadia cesta 11
890 31 Radzovce"
"Zoja Tomanová"	"Dobrovičova 43
986 75 Kolibabovce"
"Bc. Blažej Lipa DiS."	"Horská 5
985 92 Krivany"
"Štefan Pavúk"	"Úzka 5
075 37 Zemplínske Hradište"
