"A. Fehér Gábor","Kereszthidai utca 215.
H-1269 Dunakeszi" 
"Tóth Balog Erika","Veszprémi utca 61.
H-7659 Szeged"
"Dr. Gálné Borbély Anna","Györgyberényi utca 85.
H-6424 Mosontamásifalu"
"Dr. Tóthné Tóth Lili Barbara","Ózdi út 103.
H-5214 Magyarfürdőkövesd"
"Dr. Pappné Kerekes Ágnes","Nagykanizsai tér 176.
H-4590 Györgyvég"
"Dr. J. Nagy Boglárka","Petőfi utca 137.
H-4503 Sopron"
"Lakatosné Szabó Mónika","Balatoni utca 67.
H-9706 Nádasd"
"Simonné Dr. Horváth Erika","Tapolcafai utca 106.
H-8075 Mosonmagyaróvár"
"Tóth László Tamás","Bajai utca 160.
H-6089 Keresztvára"
"Dr. Kiss Mónika","Kecskeméti utca 146.
H-6539 Hídvég"
"T. Kovács Adrienn","Ady endre utca 45.
H-4796 Tótnémeti"
"Tóth Balázs Arnold","Tótnémetii utca 13.
H-2815 Mindszentfalva"
"Dr. Papp Józsefné Lukács Julianna","Magyarhetveni utca 150.
H-7990 Kismellékkövesd"
"Máténé Tóth Enikő Ágnes","Tapolcavégi utca 18.
H-3386 Szeged"
"Dr. Kis Erzsébet","Kossuth utca 235.
H-9318 Fürdőváros"
"Pintér Anikó","Mosonmagyaróvári utca 79.
H-3139 Zalaegerszeg"
"Dr. Nagy András Zsombor","Kossuth utca 167.
H-3755 Nyékhátapáti"
"Dr. Mártonné Kovács Anikó","Budai út 182.
H-3816 Békésmellékharaszti"
"Szabó Réka","Töröki út 142.
H-4121 Szigetszentmiklós"
"Juhász M. István","Ady endre utca 12.
H-3607 Balatonvárad"
"Horváth R. Katalin","Petőfi utca 200.
H-3344 Békésligetháza"
"Tóth Bence","Mosonmagyaróvári tér 2.
H-8818 Híddevecser"
"Vörös Hunor","József attila út 76.
H-3036 Szombathely"
"Tóth Varga Eszter","Kecskeméti utca 32.
H-1969 Mindszentnádasd"
"Dr. Kovács Károlyné","Arany jános utca 76.
H-2575 Békéshetvenkőrös"
"Dr. Takács T. Dániel","Hódmezővásárhelyi út 63.
H-8404 Kecskemét"
"Péter Ábelné Oláh Piroska","Dunahídi utca 184.
H-7109 Budapest"
"Dr. Sándorné Orsós Petra","Székharasztii utca 178.
H-3988 Kaposvár"
"Nagy F. Szilvia","Fürdőkövesdi utca 176.
H-4065 Nyíregyháza"
"Dr. Molnár Tiborné Horváth Anett","Ceglédi utca 56.
H-8805 Bácstótharaszti"
"Dr. Pap Zsoltné","Dózsa györgy tér 65.
H-9205 Mellékfa"
"Tóth Bernadett","Felsőmindszenti utca 241.
H-8368 Székesfehérvár"
"Dr. Kiss László Tamás","Szabadság utca 117.
H-7182 Nyíregyháza"
"Dudásné Takács Andrea Rozália","Németmindszenti utca 113.
H-6518 Szigetszentmiklós"
"Dr. Orsós Kiss Csilla","Váci utca 31.
H-8739 Dunafürdővár"
"Dr. A. Balogh Áron","Béke utca 212.
H-7030 Kunhíddevecser"
"Dr. Simonné Kiss Petra","Dunakeszii utca 37.
H-1074 Németmindszentfa"
"Dr. Horváth Péter Mátyás","Kossuth utca 125.
H-4253 Györgyfalu"
"Dr. Pintér Bélané","Újszéki utca 112.
H-9362 Győr"
"Dr. Balogné Nagy Valéria Katalin","Arany jános utca 188.
H-6066 Somogykeresztvára"
"Dr. Fodor Á. Anna","Mellékkőrösi utca 66.
H-7029 Baja"
"Tóth Béla István","Györgykövesdi utca 78.
H-1123 Nyékhídvára"
"Dr. Varga R. Krisztina","Bajai tér 62.
H-2694 Veszprém"
"Farkas László Balázs","Béke utca 224.
H-5331 Tapolcafalva"
"Budai M. Jázmin","Szabadság utca 186.
H-6079 Háthida"
"F. Horváth Sándor","Váci utca 189.
H-3900 Székesfehérvár"
"Horváth K. Gabriella","Debreceni utca 176.
H-2039 Mellékvára"
"Sándor Kovács Sándor","Soproni utca 180.
H-8581 Tiszaligetberény"
"Vörös István","Bajai utca 114.
H-6350 Rácmártonvég"
"Szabó J. Benjámin","Balatonkereszti utca 49.
H-9282 Alsómártonapáti"
"Juhász Kovács Lili","Györgyhalasi utca 91.
H-4442 Ligethida"
"Tóth C. Roland","Béke utca 244.
H-1501 Kistapolcaváros"
"Soós N. Dóra","Kiskereszti utca 198.
H-8269 Szombathely"
"Dr. Fazekas Szabó Erzsébet","Rácháti utca 113.
H-9628 Szolnok"
"Dr. Farkas K. Mária","Dunatapolcai utca 194.
H-9742 Szolnok"
"Horváth R. József","Szabadság utca 29.
H-6371 Somogyhetvenvára"
"Tóth Emma","Bakonytapolcai utca 164.
H-2981 Falva"
"Kovács M. Kálmán","Mosonmagyaróvári utca 102.
H-9873 Somogyfürdőhida"
"Horváthné Dr. Kelemen Zsuzsanna","Dunatamásii utca 153.
H-3035 Mellékberény"
"Fülöp E. Krisztina","Oroszfürdői utca 123.
H-1662 Kaposvár"
"Farkas M. Tünde","Kossuth utca 189.
H-7584 Cegléd"
"Tóth D. Zoltán","Nyíregyházai utca 203.
H-4241 Szigetszentmiklós"
"Baloghné Dr. Tóth Anna Margit","Bácshetveni utca 92.
H-6000 Hátkőrös"
"Fekete Szabó Mónika","József attila utca 201.
H-9339 Mosonmagyaróvár"
"Dr. K. Horváth Mónika","Tamásivári utca 107.
H-6342 Györgyberény"
"Dr. Balogh Istvánné Nagy Margit","Orosztamásii út 80.
H-7683 Székharaszti"
"Tóth László Tamás","Bajai út 97.
H-9615 Tamásihida"
"Simon Péterné","Váci utca 127.
H-6278 Szeged"
"Pál Sándorné Varga Anna","Váci út 94.
H-9833 Nagytamásihida"
"Dr. Szabóné Kovács Lilla","Bakonyhídi utca 241.
H-3068 Fürdőkőrös"
"B. Szabó Lajos","Debreceni utca 245.
H-4165 Fürdőkövesd"
"Tóth Dávidné Szilágyi Mária","Keresztvárai út 203.
H-3855 Székfalu"
"Tóth Kerekes Máté","Dózsa györgy utca 83.
H-7117 Egyházashátkövesd"
"Z. Vörös Balázs","József attila utca 67.
H-6218 Tapolcahida"
"Oláh Lászlóné Horváth Dóra","Ligetharasztii utca 130.
H-3095 Veszprém"
"Dr. Magyar Gáborné","Oroszfürdői utca 133.
H-8593 Borsodmellékfa"
"Tóth Józsefné","Veszprémi út 189.
H-9124 Somogymindszentbánya"
"Dr. Szabóné Jónás Zsuzsanna Anna","Hetvenvárai utca 216.
H-9802 Alsómellékhida"
"Dr. G. Papp József","Fürdőnémetii utca 173.
H-5255 Mártonháza"
"Dr. Pál N. Zoltán","Tótnémetii utca 54.
H-4184 Hídváros"
"Dr. Rácz Károly Tibor","Békésmindszenti utca 89.
H-7727 Dunakeszi"
"Tóth Dávidné","Pusztakereszti tér 138.
H-4521 Borsodtamásifalu"
"M. Katona Róbert","Házai utca 81.
H-2996 Rácharaszti"
"K. Mészáros Fanni","Tótkövesdi utca 183.
H-1837 Pilismellékvárad"
"O. Sipos Mária","Székfalvai utca 37.
H-3533 Nyékhetvenberény"
"V. Németh Rita","Pécsi út 63.
H-9418 Szerbmártonfalva"
"Kovács Nagy Katalin","Nyíregyházai utca 17.
H-5402 Nagyszékhida"
"Király G. Mária","Nagyszéki utca 222.
H-9969 Haraszti"
"Juhász Tamás József","Fürdőharasztii utca 98.
H-9195 Eger"
"Dr. Fábián Laura","Ligetvárosi utca 111.
H-5212 Baja"
"Kovács László","Budapesti tér 192.
H-1524 Orosztamásinémeti"
"Tóth E. Csilla","Béke utca 31.
H-1059 Veszprém"
"M. Kiss Enikő","Nyékkereszti utca 38.
H-4366 Eger"
"Tóth Noémi Hajnalka","Hetvenfai utca 230.
H-9838 Fürdőváros"
"Németh Mészáros Erzsébet","Petőfi sándor utca 209.
H-4096 Pécs"
"Dr. Kovács E. Klára","Tiszaligeti utca 58.
H-3356 Ligetháza"
"Biróné Vass Katalin Renáta","Fürdőkövesdi út 215.
H-4606 Hídfa"
"Gulyás Lászlóné Tóth Orsolya","Szigetszentmiklósi utca 165.
H-4699 Bácsmindszentnémeti"
"Dr. László E. István","Petőfi sándor út 96.
H-2868 Hetvennádasd"
"Baloghné Váradi Katalin","Györgyberényi tér 242.
H-6146 Tatabánya"
"László Szabó Árpád","Kossuth utca 130.
H-5717 Hátapáti"
"Tóth Ernő Sándor","József attila utca 122.
H-2006 Pécs"
"Nagyné Dr. Király Klaudia Mária","Petőfi út 99.
H-2842 Budaligetnádasd"
"Mészáros Szilárd","Vári utca 235.
H-9611 Györgyvára"
"Takács T. János","Hátapátii utca 169.
H-8438 Hetvenfalu"
"Prof. Dr. Szilágyi Tamásné","Kunszéki utca 240.
H-6313 Mártonvárad"
"Baloghné Kovács Fanni Erzsébet","Székkőrösi utca 133.
H-2445 Érd"
"Gál Zsuzsanna Anna","Ady endre utca 155.
H-3879 Drávakeresztkőrös"
"Szűcsné Dr. Horváth Éva Krisztina","Dunahídi utca 14.
H-8187 Miskolc"
"F. Horváth Attila","Kossuth utca 62.
H-2806 Mártonharaszti"
"Török Z. Ilona","Petőfi tér 91.
H-8601 Oroszfalva"
"Tóth Erzsébet Erika","Györgyfalvai út 219.
H-9496 Balatontótkövesd"
"Dr. Horváth Hajnalka","József attila tér 162.
H-9815 Nagykanizsa"
"Horváth D. Ferenc","Kossuth utca 86.
H-7638 Érd"
"Dr. Nagy Mária Dóra","Dózsa györgy utca 45.
H-4458 Békéscsaba"
"Dr. J. Horváth István","Dunaújvárosi utca 28.
H-2253 Hetvenbánya"
"Dr. Szabóné Németh Ilona","Ady endre út 45.
H-2107 Györgykőrös"
"Dr. Fábián E. Bettina","Nyíregyházai út 128.
H-4508 Keresztvárad"
"Varga Németh István","Veszprémi utca 21.
H-2269 Ózd"
"Varga A. Mária","Tótbányai utca 130.
H-9465 Ráctamásibánya"
"Mészáros Sándor","Kecskeméti út 92.
H-3381 Mellékvárad"
"Tóth Fehér István","Soproni utca 77.
H-1388 Szombathely"
"Kiss László János","Miskolci utca 229.
H-1128 Borsodmindszentfalu"
"Farkas Z. Attila","Kossuth utca 83.
H-2596 Mosonmagyaróvár"
"Tóth Tóth Bianka","Nyíregyházai utca 58.
H-9585 Tapolcavég"
"Kovács Norbert Sándor","Dunatapolcai utca 248.
H-5616 Hódmezővásárhely"
"Dr. Mezei Fábián László","Nyírmelléki út 208.
H-6166 Szeged"
"Varga Ibolya Mária","Kossuth utca 217.
H-3351 Tatabánya"
"M. Kovács Rita","Bácsmindszenti utca 49.
H-7967 Somogyszékhida"
"Kovács Kovács Csaba","Salgótarjáni utca 77.
H-2909 Kuntótharaszti"
"Simon Orsós László","Pécsi utca 44.
H-6737 Magyarhetvenvég"
"Tóth Fekete Judit","Szegedi utca 64.
H-4776 Györgybánya"
"Kovács Varga István","Tótberényi tér 71.
H-5513 Szigetszentmiklós"
"Márton Barna Dávid","Miskolci utca 151.
H-5531 Kaposvár"
"Antal Nagy Csaba","Mártonvárosi utca 136.
H-8952 Borsodmellékváros"
"Dr. Horváth I. István","Dunaújvárosi út 203.
H-6340 Hídapáti"
"Dr. Farkas Norbert József","József attila utca 141.
H-8416 Szeged"
"Dr. Lakatos Margit Piroska","Tótberényi utca 232.
H-7569 Pusztaligetnádasd"
"Horváth Orosz Zalán","Pusztahetveni tér 219.
H-5271 Györgyvár"
"Juhászné Bognár Irén","Tamásiházai utca 89.
H-7072 Budapest"
"Horváth Ilona","Arany jános utca 151.
H-8184 Szigetszentmiklós"
"Tóth Ferenc Albert","Soproni utca 153.
H-1741 Szolnok"
"Dr. Szabó Vivien Zsófia","József attila tér 169.
H-1586 Pusztamártonhida"
"Kovács Ilona Katalin","Felsőtamásii utca 246.
H-7190 Székharaszti"
"Mészáros D. Ilona","Szabadság utca 236.
H-6422 Hídnémeti"
"Pataki V. Péter","Bajai utca 239.
H-7010 Fürdőnémeti"
"Horváthné Horváth Zsuzsanna Éva","Béke tér 45.
H-5720 Baja"
"Horváth Enikő Ilona","Felsőhídi utca 21.
H-3732 Debrecen"
"Lukács Béla László","Salgótarjáni utca 26.
H-8249 Kismindszenthida"
"Nagy M. Dezső","Tamásivégi utca 70.
H-6193 Kunszékkőrös"
"J. Szőke Bálint","Szabadság utca 144.
H-5109 Alsóhátvár"
"Tóth Ferenc Ferenc","Fürdőváradi utca 128.
H-5364 Drávaszéknádasd"
"Horváth Farkas Viktor","Fürdődevecseri utca 248.
H-3328 Veszprém"
"Szabó Noémi","Székkövesdi utca 223.
H-3956 Budapest"
"Tóth Nagy Éva","Borsodmindszenti utca 161.
H-5653 Mosonhalas"
"Dr. Szőkené Varga Erzsébet","Szolnoki utca 20.
H-8288 Drávahídkövesd"
"Dr. É. Balogh Zsófia","Kisgyörgyi utca 30.
H-8158 Nagykanizsa"
"Tóth Terézia Andrea","Mindszentvári tér 36.
H-6300 Újtapolcadevecser"
"Dr. Kovács A. József","Alsótóti utca 86.
H-3446 Mindszentháza"
"Farkas G. Zoltán","Dózsa györgy utca 146.
H-1584 Bakonyszékhalas"
"Fülöp Lakatos István","Ady endre utca 161.
H-6086 Szolnok"
"Tóth Fodor Imre","Béke utca 147.
H-3250 Felsőhátbánya"
"Dr. A. Sárközi János","Györgyvárai utca 221.
H-3352 Győr"
"Kis Tóth Anita","Tatabányai utca 83.
H-8289 Érd"
"Dr. Juhász Kristóf Rudolf","Székesfehérvári utca 245.
H-8049 Ózd"
"Dr. Molnár Mártonné Kiss Gabriella","Nyírfürdői utca 127.
H-8943 Hódmezővásárhely"
"Kis Kovács Ferenc","Keresztvárai utca 1.
H-8294 Bácsmellékvár"
"Dr. Jónás Piroska","Béke utca 23.
H-9530 Kunhátapáti"
"Z. Szőke Jolán","Mellékváradi tér 199.
H-2044 Debrecen"
"Dr. Tóth Ferenc","Budapesti tér 32.
H-2272 Mindszentnádasd"
"Dr. Pataki Istvánné Nagy Katalin","Tamásiapátii utca 202.
H-8704 Dunaújváros"
"Tóth Fábián Márta","Bácstapolcai utca 143.
H-4430 Mártonvárad"
"Horváthné Dr. Kovács Nikoletta Ilona","Mátraszéki utca 121.
H-3452 Váchetvenharaszti"
"Bognárné Dr. Molnár Mária","Bácshetveni utca 201.
H-5530 Budatótfalu"
"Kocsisné Nagy Mária","Hódmezővásárhelyi utca 148.
H-7104 Pusztaháthida"
"Oláh Krisztina Ibolya","Mosonmagyaróvári tér 67.
H-9538 Mátraszékvárad"
"Oláh Á. Zoltán","Nyíregyházai tér 51.
H-9928 Némettamásikövesd"
"Barna M. Anna","Zalaegerszegi utca 203.
H-5392 Tótbánya"
"Horváth Veronika","Mellékkövesdi utca 159.
H-4331 Keresztnádasd"
"Balázs Andrásné","Dózsa györgy utca 214.
H-9937 Hátháza"
"S. Kocsis Éva","Bajai utca 51.
H-2783 Tapolcanádasd"
"Tóth Gyula Péter","Belsőmártoni út 169.
H-1346 Székesfehérvár"
"Prof. Dr. Szabóné Rácz Eszter","Veszprémi utca 228.
H-6602 Székesfehérvár"
"Dr. Tóth Balázs","Alsótapolcai tér 136.
H-8863 Orosztamásikőrös"
"Halász Szűcs Nikolett","Vácszéki út 74.
H-8344 Pilishátdevecser"
"Magyar Ferenc","Egeri utca 36.
H-7210 Bácshida"
"Németh Kovács Klára","Hátvárai út 199.
H-9774 Vár"
"Magyar Erikné Kovács Andrea","Kossuth utca 249.
H-8359 Székesfehérvár"
"Szabó Á. Zsuzsanna","Kunháti utca 206.
H-7959 Tamásiapáti"
"Mészárosné Dr. Kiss Csilla","Ligetberényi utca 205.
H-7693 Bácshátfa"
"Szőke Margit","Soproni utca 241.
H-8229 Bánya"
"Tóth Hajnalka Ilona","Felsőkereszti utca 18.
H-6287 Keresztdevecser"
"Pappné Mészáros Mária","Győri utca 216.
H-1081 Magyarligetkövesd"
"Fazekas Kovács István","Hídberényi út 209.
H-2187 Mellékvég"
"A. Németh András","Ady endre körút 62.
H-5973 Györgyvég"
"Dr. Feketené Jakab Mónika Jázmin","Váci utca 203.
H-2864 Ligetkőrös"
"Dr. Simon J. Dániel","Bakonyszéki tér 141.
H-1484 Györgykőrös"
"Juhász I. Gábor","Hátnádasdi utca 35.
H-5718 Nagykanizsa"
"M. Novák Zsuzsanna","Tamásibányai tér 185.
H-5804 Székfalu"
"Dr. Mészáros M. Éva","Petőfi utca 188.
H-8416 Mezőfürdőkövesd"
"Illés Lajos","Petőfi sándor utca 109.
H-6329 Kecskemét"
"Tóth I. Kevin","Drávamelléki utca 148.
H-4982 Békéscsaba"
"Sándorné Takács Vivien","Egyházasszéki utca 228.
H-8368 Zalaegerszeg"
"Dr. Kocsis Barnabás György","Nagykanizsai utca 82.
H-7074 Zalaegerszeg"
"Dr. Horváth Balázs","Kuntapolcai utca 67.
H-4204 Békéshídfalu"
"Kovács József Gábor","Dózsa györgy utca 189.
H-7966 Keresztkőrös"
"Kozma Ferencné Varga Anett","Szombathelyi utca 212.
H-5308 Keresztdevecser"
"Dr. Barna Jolán Irén","Szabadság utca 246.
H-9852 Tapolcaharaszti"
"M. Magyar Dezső","Kismelléki tér 53.
H-6796 Lajoskeresztkövesd"
"Biró József","Oroszi utca 203.
H-4238 Ligetnémeti"
"Bogdán Szabó Zsuzsanna","Mátrai tér 174.
H-8274 Ligetnémeti"
"Tóth Irén","Nagyfürdői utca 181.
H-4116 Budapest"
"Dr. Hegedüs Nagy György","Dózsa györgy utca 176.
H-7224 Mellékhalas"
"Bognár Attila","Miskolci utca 195.
H-6570 Hetvenfalu"
"Virág I. Ágnes","Hídnádasdi utca 105.
H-5768 Tamásivég"
"Dr. Szabó Zoltán","Petőfi sándor utca 5.
H-3211 Ráchídapáti"
"Farkas Éva Katalin","Hódmezővásárhelyi tér 94.
H-4975 Kunligetvárad"
"Dr. F. Papp Levente","Ligetnádasdi tér 82.
H-2587 Ózd"
"Dr. É. Kovács Diána","Újszéki utca 231.
H-5621 Háza"
"Nagy Balázsné","Nagykanizsai utca 225.
H-7743 Szentmindszentháza"
"Kissné Németh Ágnes","Törökháti utca 116.
H-4501 Törökmindszenthida"
"Tóth Jakab Irén","Váci utca 40.
H-7732 Budapest"
"Szabó Károly Gergely","Szabadság utca 8.
H-3883 Ózd"
"A. Balog Sándor","Tótvárosi utca 221.
H-7926 Eger"
"Dr. Török L. György","Mátratamásii utca 55.
H-5607 Fürdőnémeti"
"Kiss Attilané Varga Dorina","Drávafürdői utca 72.
H-2745 Győr"
"Dr. Veres Dávidné","Városi utca 151.
H-7544 Nyíregyháza"
"Illésné Sándor Erzsébet Petra","Hídnémetii utca 228.
H-5865 Fa"
"I. Németh Borbála","Kungyörgyi utca 138.
H-2905 Mellékvárad"
"Prof. Dr. Bakos Pálné Balogh Szilvia","Mindszentnádasdi tér 241.
H-7396 Dunakeszi"
"Nagy Horváth Zoltán","Hetvenvári utca 195.
H-8942 Balatontamásivárad"
"Tóth Jenő Bence","Győri utca 96.
H-1423 Magyarhalas"
"Dr. Nagy Árpád","Szolnoki utca 55.
H-5549 Felsőfalu"
"Orsós István Dominik","Arany jános utca 11.
H-9220 Budapest"
"Mészárosné Dr. Horváth Ágnes","Hetvenapátii utca 81.
H-2899 Székhida"
"Dr. Tóth Tiborné Juhász Andrea","Pusztakereszti út 26.
H-6562 Érd"
"Boros Mihályné","József attila utca 194.
H-4066 Kaposvár"
"M. Somogyi Piroska","Dunahídi utca 242.
H-3198 Oroszszékharaszti"
"Dr. Balog Dánielné Simon Erzsébet","Győri utca 222.
H-2372 Drávatapolcahalas"
"Dudás Rita Gizella","Tapolcaharasztii út 155.
H-7307 Szolnok"
"Prof. Dr. Szilágyi Gyula","Mártonbányai utca 123.
H-1885 Veszprém"
"Tóth József","Bakonyi utca 199.
H-2411 Tiszaligetnémeti"
"Orosz Nagy Barnabás","Hídapátii utca 228.
H-9214 Fürdőháza"
"Dr. László Józsefné Kelemen Ildikó","Györgynémetii utca 163.
H-4229 Mosonhetvennémeti"
"Dr. Takács Károlyné Fekete Anita","Hídfai tér 40.
H-9600 Tamásivárad"
"Kovács T. Sándor","Egyházasszéki tér 176.
H-3528 Hetvenhalas"
"Virágné Dr. Tóth Tímea","Borsodhídi utca 153.
H-6673 Szentgyörgykőrös"
"Tóth Molnár Ilona","Egeri utca 208.
H-8606 Oroszszékhida"
"Kovács I. Erzsébet","Bajai utca 13.
H-1353 Belsőtamásinádasd"
"Farkas Éva","Petőfi sándor utca 183.
H-2243 Háza"
"G. Balogh Gréta","Mindszentbányai utca 131.
H-4720 Ligetharaszti"
"Tóth Katalin Zsuzsanna","Bajai utca 56.
H-8945 Mindszentdevecser"
"Nagy Pap Ferenc","Tapolcabányai utca 64.
H-7999 Eger"
"Kiss Jánosné","Dózsa györgy utca 234.
H-5335 Tamásifalu"
"Kovács Tünde Katalin","Szegedi út 205.
H-1709 Bakonyfürdőnémeti"
"Bodnárné Dr. Nagy Andrea Erzsébet","Tamásifalvai utca 86.
H-9849 Kőrös"
"Dr. K. Molnár István","Váci utca 168.
H-3172 Ráctamásikőrös"
"Dr. Szücs I. Magdolna","Arany jános utca 78.
H-1193 Eger"
"Budainé Takács Éva","Alsómindszenti utca 4.
H-7512 Tótvárad"
"Horváthné Dr. Orsós Rozália","Béke tér 131.
H-3832 Mosonmagyaróvár"
"Dr. László V. Mária","Nagykanizsai út 23.
H-6176 Újtótapáti"
"Tóth Kovács Melinda","Dózsa györgy út 66.
H-1604 Györgyharaszti"
"Dr. Varga Mária Katalin","Zalaegerszegi utca 147.
H-1783 Mosonmagyaróvár"
"Dr. P. Németh Kristóf","Petőfi sándor utca 218.
H-7814 Tapolcafalva"
"Nagy Zsófia Ibolya","Keresztfalui utca 132.
H-7132 Veszprém"
"Nagy Zsolt Zsolt","Petőfi utca 154.
H-1448 Pilisligetharaszti"
"Dr. Virág Ádám","Mosonmagyaróvári utca 110.
H-1521 Zalaegerszeg"
"Dr. Molnár Mártonné Varga Andrea","Veszprémi utca 198.
H-1518 Nyíregyháza"
"Szabó Magyar Éva","Ady endre út 70.
H-7652 Pusztaszékváros"
"Dr. Bogdán István László","Mindszentnémetii utca 228.
H-7945 Egyházasmártonfa"
"Dr. Fehér Balla Bianka","Soproni tér 208.
H-8426 Fürdőnádasd"
"Tóth Laura Mónika","Tamásinémetii utca 208.
H-6908 Felsőmellékfa"
"Dr. Szabó C. Zoltán","Dunaújvárosi utca 19.
H-2468 Nyékszékfalu"
"B. Molnár Anna","Tapolcadevecseri utca 64.
H-7043 Veszprém"
"Horváth Irén","Békéscsabai utca 141.
H-2463 Nyírtamásivár"
"Szűcs Márk","Békésháti utca 179.
H-2502 Nagyszékváros"
"Dr. Kovács C. Erzsébet","Petőfi tér 212.
H-8562 Szerbligetharaszti"
"Dr. Mészáros Márta","Bakonymártoni utca 147.
H-6360 Eger"
"E. Szabó Edit","Béke utca 27.
H-8694 Nyéktótbánya"
"Kovács Szabó Attila","Szegedi utca 10.
H-8059 Tamásikövesd"
"J. Molnár István","Hídnádasdi utca 200.
H-2988 Egyházastamásihalas"
"Tóth László","Tótvári utca 24.
H-3154 Tamásinádasd"
"A. Szabó József","Petőfi tér 239.
H-8375 Hátfalu"
"Márton Erzsébet","Petőfi utca 50.
H-7993 Budapest"
"Tóth Balogh Péter","Mátrakereszti utca 224.
H-8657 Győr"
"Nemes Erzsébet","Szerbmelléki utca 85.
H-9607 Mosonmártonvég"
"Hegedűs M. Mária","Budaháti utca 49.
H-4031 Balatonfa"
"Dr. Simon Horváth Hajnalka","Ady endre utca 32.
H-4429 Eger"
"Fekete Ádám Zoltán","Lajosmártoni utca 249.
H-7867 Egyházashetvenháza"
"D. Somogyi Norbert","Balatontamásii utca 224.
H-1884 Felsőligetvárad"
"Dr. Horváth V. Ilona","Mellékdevecseri utca 50.
H-5873 Tótkövesd"
"Tóth Magdolna","Szenttóti utca 38.
H-4660 Mosonmagyaróvár"
"Dr. Borbélyné Molnár Zsófia","Salgótarjáni utca 72.
H-9500 Tamásiharaszti"
