"A. Antal András"|"Törökligeti utca 40.
H-1287 Szeged" 
"Szabó D. Márk"|"Tapolcafalui utca 214.
H-7985 Székvárad"
"Simon E. Katalin"|"Mellékkövesdi utca 68.
H-4167 Székfalva"
"Dr. Szabóné Szabó Veronika"|"Fürdőharasztii út 90.
H-5043 Mindszentbánya"
"Dr. Kocsis Tamás László"|"Hetvenfai sétány 71.
H-1203 Dunakeszi"
"Nagy A. Szilveszter"|"Ceglédi út 99.
H-3049 Pécs"
"Nemes J. Mihály"|"Háthidai utca 236.
H-6729 Egyházashetvenfalva"
"Gáspár Andrásné Kiss Julianna"|"Nyékligeti utca 113.
H-5361 Keresztkövesd"
"Horváth N. Gizella"|"József attila út 244.
H-4793 Egyházastótvár"
"Kerekes József Zoltán"|"Petőfi utca 156.
H-7741 Cegléd"
"Dr. Kovácsné Németh Katalin"|"Kereszthidai utca 240.
H-2137 Hídvárad"
"Dr. Somogyi Zsanett Lili"|"Tótharasztii utca 98.
H-7765 Györgyvég"
"Dr. Molnár István"|"Kecskeméti tér 227.
H-5944 Cegléd"
"Kelemen Viktor"|"Béke utca 185.
H-6177 Székesfehérvár"
"Dr. Tóth Horváth István"|"Mosonmagyaróvári út 45.
H-8365 Orosztótberény"
"F. Nagy Patrik"|"Petőfi utca 168.
H-2404 Szombathely"
"Nemes Klaudia Nóra"|"Mártonkövesdi utca 218.
H-2436 Nagykanizsa"
"Nagy Nagy Zsuzsanna"|"Hídapátii utca 179.
H-6647 Zalaegerszeg"
"Lakatos Kis István"|"Szentgyörgyi utca 231.
H-3069 Zalaegerszeg"
"Bálint Szabolcsné"|"Veszprémi utca 229.
H-1669 Zalaegerszeg"
"Nagyné Dr. Szűcs Magdolna"|"Tótfalui utca 37.
H-2480 Váctótháza"
"Prof. Dr. Horváth J. Gábor"|"Szegedi utca 226.
H-7542 Lajosfürdőfa"
"Horváth Csabané"|"Székkőrösi utca 227.
H-3348 Kishátháza"
"Budai J. Attila"|"Drávakereszti utca 165.
H-4923 Újtapolcaváros"
"Horváth Lászlóné Balogh Mária"|"Szabadság út 121.
H-9121 Kismindszentkövesd"
"Nagy Barta Bernadett"|"Nyíregyházai utca 126.
H-9181 Tótkövesd"
"Novák Ildikó Ilona"|"Pilisgyörgyi út 62.
H-3813 Vác"
"K. Magyar János"|"Ligetharasztii út 222.
H-9383 Dunakeszi"
"Bodnár Tóth Ilona"|"Dunagyörgyi utca 151.
H-5933 Újtótfalva"
"Juhász Sándor Gergő"|"Felsőgyörgyi utca 52.
H-1639 Vácgyörgyapáti"
"V. Kovács Rozália"|"Miskolci utca 27.
H-3894 Szeged"
"A. Szabó Dorottya"|"Arany jános tér 16.
H-5320 Szeged"
"Dr. Lakatos Kovács György"|"Székesfehérvári út 18.
H-7740 Dunakeresztvára"
"Dr. Lakatos Varga Katalin"|"Szolnoki út 233.
H-9183 Szombathely"
"Németh Ildikó Mária"|"Drávahetveni utca 164.
H-7372 Mosonmellékfa"
"Boros G. Géza"|"Nagykanizsai tér 78.
H-3326 Egyházaskeresztapáti"
"Novák László Sándor"|"Tótkövesdi utca 83.
H-9227 Alsótótháza"
"Takács G. Hunor"|"Mellékvárosi utca 169.
H-4253 Lajosligetvár"
"Dr. Horváth Jánosné"|"Alsótamásii utca 184.
H-1600 Magyarhídvárad"
"Dr. Pintér Györgyi Erzsébet"|"Tótvárai utca 52.
H-3886 Tiszahídvárad"
"É. Papp Erika"|"Ligetvégi tér 205.
H-6729 Hódmezővásárhely"
"Nagyné Kovács Anita"|"Petőfi sándor utca 62.
H-6580 Nyéktótváros"
"Dr. Fekete József"|"Dunafürdői út 157.
H-3990 Nyéktamásiváros"
"Oláhné Dr. Kelemen Dorina"|"Szabadság utca 57.
H-5654 Kecskemét"
"Király Kiss Péter"|"Pilishetveni utca 43.
H-6314 Ligetkőrös"
"Dr. Szabóné Szalai Krisztina Gizella"|"Somogymártoni utca 239.
H-2711 Oroszfürdővára"
"Novák Szabó Szabolcs"|"Fürdővárosi út 106.
H-4409 Győr"
"I. Horváth Henrietta"|"Alsógyörgyi utca 51.
H-9761 Nagykanizsa"
"Dr. Varga Iván Zoltán"|"Ady endre út 29.
H-3902 Szeged"
"Szabó M. Györgyi"|"Szolnoki utca 161.
H-3835 Mellékváros"
"Kovácsné Nagy Petra"|"Dózsa györgy utca 151.
H-8344 Németmindszentfalu"
"Dr. Antal Attilané"|"Ózdi utca 50.
H-5094 Mezőligethida"
"Fehér Józsefné"|"Kossuth út 60.
H-2724 Miskolc"
"Hegedüs Zoltánné"|"Dunaújvárosi út 29.
H-4965 Nyéktótkőrös"
"Mezei Ibolya Ildikó"|"Nyéki út 94.
H-3315 Baja"
"Dr. Fodor É. Ildikó"|"Bácsháti utca 177.
H-5082 Kecskemét"
"Novákné Prof. Dr. Németh Julianna"|"Hátvárai utca 135.
H-4962 Ligetfalva"
"Dr. Szabó Zsófia Melinda"|"Dózsa györgy utca 95.
H-6496 Veszprém"
"Dr. Pataki S. Lili"|"Béke utca 50.
H-2178 Hátváros"
"Dr. Takácsné Kovács Andrea"|"Kaposvári utca 226.
H-5146 Kecskemét"
"Juhász Kornél Balázs"|"Szentháti utca 20.
H-8643 Hídvár"
"K. Bognár Balázs"|"Hídhalasi utca 240.
H-5594 Fürdődevecser"
"Dr. Kelemen I. Zoltán"|"Bakonymártoni utca 197.
H-3611 Győr"
"Kissné Dr. Szabó Mária"|"Dunafürdői utca 85.
H-1667 Hetvenhida"
"M. Tóth Márta"|"Nyékkereszti utca 179.
H-3552 Fürdőharaszti"
"Papp J. István"|"Mellékhalasi utca 77.
H-4922 Miskolc"
"Németh Attilané Szabó Aranka"|"Kuntamásii utca 12.
H-3841 Hídbánya"
"Orsós Fekete Ildikó"|"József attila utca 246.
H-4721 Dunaújváros"
"Dudás Nagy János"|"Arany jános út 169.
H-4017 Baja"
"Dr. Tóth Róbert Árpád"|"Borsodkereszti utca 170.
H-3735 Apáti"
"Somogyi Horváth Balázs"|"Tótnémetii tér 92.
H-4471 Nyékkeresztvárad"
"Dr. Horváthné Nagy Erzsébet"|"Pécsi tér 190.
H-6813 Egyházashátkőrös"
"Hegedüs Farkas Rita"|"Berényi utca 102.
H-3139 Ligetfa"
"Dr. Horváth P. Róbert"|"Bajai utca 85.
H-8598 Székvár"
"Bodnár Nagy Gabriella"|"Veszprémi utca 139.
H-3634 Tatabánya"
"J. Borbély Petra"|"Székesfehérvári utca 219.
H-7169 Mosonmártonharaszti"
"Németh Bence"|"Kereszthalasi utca 92.
H-6218 Békéskövesd"
"Dr. Németh Balázsné"|"Kecskeméti utca 183.
H-2861 Mezőkőrös"
"Fekete A. Krisztián"|"Dózsa györgy utca 70.
H-1130 Ligetvár"
"Dr. Farkas Zoltánné"|"Dunakeszii utca 4.
H-8097 Békéscsaba"
"Németh M. Mónika"|"Borsodi utca 2.
H-7385 Újhetvenkövesd"
"Kovács Gábor"|"Szombathelyi utca 230.
H-6770 Győr"
"Kiss Magdolna"|"Mosonmagyaróvári utca 120.
H-3102 Fürdőapáti"
"V. Balázs Barbara"|"Zalaegerszegi tér 209.
H-3666 Tapolcavár"
"Prof. Dr. G. Bognár László"|"Budatóti utca 239.
H-6817 Borsodtapolcaváros"
"Kissné Dr. Vörös Mónika"|"Nyírgyörgyi utca 237.
H-3056 Mátrafürdőnádasd"
"Németh E. Csilla"|"Budaszéki utca 142.
H-2414 Baja"
"Kovács Erzsébet Melinda"|"Békéscsabai utca 68.
H-4488 Borsodgyörgyvár"
"Dr. Tóth Szalai Julianna"|"Keresztapátii utca 72.
H-4500 Nyíregyháza"
"Lukács Ferenc Roland"|"Mártonfai tér 197.
H-1842 Kaposvár"
"Dudás P. Sándor"|"Arany jános tér 8.
H-3840 Békéscsaba"
"Tóth Bendegúzné Varga Rózsa"|"Hídvárai út 128.
H-4697 Tiszamellékkőrös"
"O. Szabó Gábor"|"Zalaegerszegi utca 145.
H-3962 Ligetdevecser"
"Dr. Kis Oláh Tamás"|"Szabadság utca 17.
H-9516 Veszprém"
"Dr. Veres Róbert"|"Hídharasztii utca 54.
H-6200 Ózd"
"Dr. Balog Sándor Zoltán"|"Szabadság utca 230.
H-5224 Bakonygyörgykövesd"
"Németh G. Benjámin"|"Kossuth utca 232.
H-7907 Tapolcafa"
"Horváth Mária"|"Dózsa györgy utca 247.
H-1605 Vár"
"Farkas Balogh Judit"|"Tapolcanémetii tér 146.
H-2657 Kecskemét"
"Nagy Varga János"|"Arany jános utca 28.
H-9236 Tamásiapáti"
"Dr. Kelemen György"|"Szabadság utca 131.
H-8458 Pécs"
"Molnár Anna"|"Petőfi utca 216.
H-2463 Hetvendevecser"
"Kelemen Gergő Róbert"|"Székdevecseri utca 157.
H-6133 Tamásinémeti"
"Kelemen Júlia Mónika"|"Szolnoki tér 233.
H-9767 Békéshetvenharaszti"
"G. Farkas Ágnes"|"Ady endre út 4.
H-9360 Ózd"
"Prof. Dr. Sándor Bodnár Mihály"|"Mártonhalasi utca 52.
H-8795 Győr"
"Németh István"|"Dunaújvárosi tér 212.
H-4079 Kuntapolcanémeti"
"Dr. Szűcs Jánosné"|"József attila utca 25.
H-5799 Mindszentnémeti"
"Papp Varga Margit"|"Bakonytamásii út 174.
H-1962 Hídnádasd"
"Dr. Z. Pál Anita"|"Hátfai utca 70.
H-3887 Falu"
"Kelemenné Dr. Varga Krisztina"|"Tapolcanádasdi utca 164.
H-6279 Győr"
"Horváth M. Gréta"|"Nyíregyházai utca 223.
H-9429 Debrecen"
"Kovács Ottó József"|"Kunmelléki utca 12.
H-5628 Nagykanizsa"
"Szűcs Nagy András"|"Mártonkőrösi utca 33.
H-9864 Mindszentfalva"
"Szabó Kiss Mihály"|"Kecskeméti utca 78.
H-2472 Békéscsaba"
"Dr. N. Mészáros Alexandra"|"Szabadság utca 175.
H-2487 Mezőtamásiapáti"
"Németh K. Attila"|"Magyarmelléki utca 17.
H-7822 Ligetfalu"
"Farkas Józsefné"|"Ady endre utca 79.
H-8211 Szentmártonbánya"
"Dr. Kovácsné Szalai Julianna Mária"|"József attila utca 101.
H-1387 Pécs"
"Prof. Dr. Szűcsné Major Szilvia"|"Szabadság utca 135.
H-5032 Pusztavár"
"Dr. Bodnár Leventené"|"Némethídi utca 250.
H-3967 Drávatamásikőrös"
"Dr. Pintérné Németh Julianna"|"József attila tér 16.
H-2448 Kunmártonfalu"
"Fekete D. Róbert"|"Győri utca 6.
H-8839 Budahátkövesd"
"Simon Lakatos Csongor"|"Mellékfalvai utca 246.
H-6286 Törökszékváros"
"Nemesné Dr. Fehér Andrea"|"Váci út 154.
H-1685 Székesfehérvár"
"Orbán Gabriella"|"Keresztvégi utca 48.
H-2164 Kaposvár"
"Németh Kiss Ferenc"|"Hidai utca 207.
H-2815 Békéstótbánya"
"Dr. Nagy T. Mária"|"Arany jános utca 130.
H-2017 Orosztótfa"
"Dr. Szabó Tamásné Bodnár Éva"|"Székhalasi tér 246.
H-3160 Nyíregyháza"
"Balog György István"|"Szabadság utca 165.
H-9066 Pilismártonapáti"
"Tóth Kovács Hanna"|"Györgyvári utca 194.
H-2383 Magyarhátvára"
"A. Nagy Andrea"|"Újtamásii utca 181.
H-7909 Halas"
"Katona Anna Éva"|"Szolnoki utca 164.
H-6141 Budatamásikőrös"
"Dr. Németh Róbert"|"Dózsa györgy utca 63.
H-5220 Pécs"
"Dr. I. Horváth Barbara"|"Györgyberényi tér 175.
H-9813 Váctótnádasd"
"Tóth Tamásné"|"Bácsszéki utca 63.
H-4075 Vác"
"Németh Kovács Noémi"|"Dunaújvárosi utca 151.
H-3243 Nádasd"
"Lászlóné Németh Bernadett Éva"|"Hidai utca 117.
H-1059 Kuntapolcakövesd"
"Balogh Edit Réka"|"Miskolci utca 143.
H-4033 Eger"
"Dr. Papp Ferencné"|"Mosonmagyaróvári utca 232.
H-7478 Ligetkövesd"
"Vargané Tóth Piroska Erzsébet"|"Dunakeszii út 58.
H-6484 Ózd"
"Feketené Lakatos Anett"|"Békésmártoni utca 210.
H-3216 Mindszentváros"
"Szabó Vince Imre"|"Szentfürdői utca 86.
H-9630 Dunaújváros"
"Major M. István"|"Ady endre utca 40.
H-8548 Dunatapolcafa"
"Nagy S. Dávid"|"Petőfi utca 208.
H-9729 Váctamásikőrös"
"Dr. Lukács Istvánné Nagy Klára"|"Szabadság utca 63.
H-2071 Dunakeszi"
"Németh Krisztián István"|"Kossuth út 218.
H-1264 Magyarhetvenhida"
"Dr. Szabó Józsefné Nagy Erzsébet"|"Dózsa györgy utca 155.
H-1967 Székfa"
"Dr. Kovács Nagy Mária"|"Ligetharasztii út 127.
H-3712 Békéstapolcaberény"
"Németh T. Mária"|"Kunligeti utca 172.
H-5179 Fürdőapáti"
"E. Farkas Hajnalka"|"Pilishetveni utca 98.
H-6071 Balatongyörgynádasd"
"Molnárné Dr. Szekeres Piroska Jázmin"|"Kunmelléki utca 42.
H-1292 Mátramindszentváros"
"J. Fazekas Tamás"|"Hídfalvai utca 107.
H-5385 Mellékbánya"
"Szabóné Dr. Soós Erzsébet Lilla"|"Kereszthalasi utca 4.
H-1189 Dunaújváros"
"Dr. Fehér Sándor Dominik"|"Szabadság tér 39.
H-4437 Rácmártonvárad"
"Szőke I. Ildikó"|"Váci tér 204.
H-8409 Mosonmagyaróvár"
"Németh Lajos László"|"Ady endre tér 148.
H-4997 Györgyvár"
"Dr. Gulyás Erzsébet Mária"|"József attila út 32.
H-6570 Pilisligetkövesd"
"Ballané Dr. Tóth Katalin"|"Ligetfalvai út 66.
H-1380 Balatonhetvenkövesd"
"Sipos László József"|"Dunaújvárosi utca 200.
H-3469 Érd"
"Nagy K. Andrea"|"Felsőhetveni utca 94.
H-2186 Nyéktótdevecser"
"Baloghné Lengyel Rozália"|"Mártondevecseri utca 195.
H-4465 Nagymindszentvár"
"Balázsné Tóth Éva Zsuzsanna"|"Györgybányai utca 178.
H-8775 Halas"
"Takács Vince"|"Soproni út 158.
H-5891 Ligetvárad"
"Varga Fehér Margit"|"Nyírmelléki utca 232.
H-3490 Vácgyörgyhida"
"Szabó Istvánné"|"Szabadság utca 141.
H-8775 Halas"
"Németh Lakatos Gábor"|"Kossuth utca 13.
H-6731 Tapolcavég"
"Bodnár G. József"|"Székharasztii utca 81.
H-8194 Bakonyfalu"
"Baloghné Dr. Tóth Krisztina Veronika"|"József attila utca 236.
H-6018 Bakonyhíddevecser"
"Orsós Ferencné"|"Szigetszentmiklósi utca 97.
H-1777 Drávaszékhida"
"Dr. Tamás J. Anna"|"Tótharasztii utca 14.
H-6795 Hódmezővásárhely"
"Z. Szabó Zsolt"|"Ceglédi utca 9.
H-7295 Budakeresztnémeti"
"Szabó M. Eszter"|"Tótfalvai utca 226.
H-1979 Dunaújváros"
"O. Molnár Tibor"|"Alsófürdői utca 155.
H-8372 Tatabánya"
"Dr. Tóthné Jónás Andrea"|"Belsőtapolcai út 65.
H-5988 Magyarvég"
"Dr. M. Király Erzsébet"|"Dózsa györgy utca 191.
H-5001 Békéshídkőrös"
"Németh Lukács Erzsébet"|"Belsőmindszenti utca 14.
H-2819 Tamásiapáti"
"Dr. A. Pap Péter"|"Balatontóti utca 249.
H-9117 Újhátdevecser"
"Biróné Horváth Zita"|"Hódmezővásárhelyi utca 44.
H-4728 Nagykanizsa"
"Dr. Németh Imrené"|"Dunai utca 35.
H-2325 Dunaújváros"
"Gál Brigitta Ilona"|"Szombathelyi utca 246.
H-2592 Győr"
"Dr. Boros Viktorné Tóth Bernadett"|"Kaposvári utca 152.
H-6479 Bakonykeresztkövesd"
"Szűcsné Mészáros Lili"|"Győri utca 58.
H-1480 Egyházasmártonkövesd"
"Oláh B. Renáta"|"Kossuth utca 28.
H-8801 Hátbánya"
"Dr. Varga Tóth Ildikó"|"Petőfi sándor utca 215.
H-4117 Tótváros"
"Tóthné Farkas Márta"|"József attila utca 51.
H-5095 Győr"
"Németh Mária Dorottya"|"Veszprémi utca 134.
H-9007 Borsodmindszentháza"
"Dr. M. Nagy Márton"|"Érdi utca 117.
H-7934 Töröktótnádasd"
"Rácz Szabolcs Tibor"|"Mártonfalvai tér 32.
H-6300 Ligetfalu"
"Fehér Horváth Attila"|"Berényi utca 78.
H-3056 Dunakeszi"
"Szabóné Dr. Szabó Renáta"|"Györgyvégi utca 242.
H-4581 Budaligetvár"
"Simonné Nagy Rita"|"Szabadság utca 30.
H-3169 Németgyörgykőrös"
"Bogdán Anna Veronika"|"Petőfi sándor utca 182.
H-6811 Tiszahetvenbánya"
"Kocsis Kiss Dániel"|"Ady endre utca 199.
H-4293 Mezőkeresztvárad"
"Dr. Kovácsné Szabó Ilona"|"Kecskeméti utca 187.
H-3597 Zalaegerszeg"
"Németh Ilona"|"Szentmelléki utca 18.
H-5898 Vác"
"Németh Máténé Vincze Gizella"|"Györgydevecseri utca 127.
H-6910 Nagykanizsa"
"Nagyné Nagy Ildikó"|"Magyargyörgyi út 56.
H-8291 Hódmezővásárhely"
"Sándor J. Gábor"|"Lajosfürdői út 78.
H-1552 Békéscsaba"
"M. Sárközi Mária"|"Tamásidevecseri utca 122.
H-2070 Békéshetvenbánya"
"Dr. Tóthné Tóth Hajnalka Éva"|"Szerbtóti utca 216.
H-2407 Kecskemét"
"Németh Péterné Kiss Judit"|"Arany jános tér 237.
H-1200 Tamásihalas"
"Juhászné Kovács Mária"|"Váci utca 173.
H-1131 Keresztvég"
"Péter Tamásné Kiss Róza"|"Keresztvárai utca 33.
H-6426 Dunaújváros"
"Horváth Vivien"|"József attila utca 53.
H-3298 Székesfehérvár"
"Dr. Kovács Jánosné"|"Kossuth tér 51.
H-1990 Tótvárad"
"Németh Oláh Árpád"|"Németmelléki utca 28.
H-4232 Újfürdőkőrös"
"V. Kelemen Bálint"|"Bácstapolcai tér 26.
H-5004 Budahídberény"
"Rácz Ferencné"|"Törökmelléki utca 57.
H-1282 Balatonhídberény"
"Dr. F. Nagy Dávid"|"Nagykanizsai utca 221.
H-8328 Veszprém"
"Dr. Kiss Nagy Júlia"|"Hátkőrösi tér 240.
H-6664 Baja"
"Takács Zoltán Ferenc"|"Tamásiberényi utca 233.
H-3762 Tapolcavárad"
"Farkas Ferencné Szabó Katalin"|"Budapesti utca 32.
H-9447 Alsótapolcaharaszti"
"Kiss Zoltánné Pál Csilla"|"Györgyharasztii utca 171.
H-2465 Györgyvárad"
"Balogh András"|"Ady endre utca 135.
H-3971 Tamásihalas"
"Horváth Renáta Dorina"|"Petőfi sándor utca 122.
H-1054 Somogymelléknádasd"
"Németh P. Judit"|"Szerbhetveni utca 211.
H-5780 Dunaújváros"
"Kiss S. István"|"Győri tér 79.
H-4565 Cegléd"
"S. Fazekas Bence"|"Keresztvárai tér 3.
H-6759 Zalaegerszeg"
"Virág Tamás Richárd"|"Székfalui utca 96.
H-7899 Kishídkőrös"
"Dr. Tóth Biró Zsolt"|"Nagyfürdői út 162.
H-9403 Dunaújváros"
"Nagy T. Péter"|"Nyíregyházai utca 177.
H-8673 Lajoshetvenfalu"
"Papp Katalin"|"Fürdőharasztii utca 89.
H-9424 Ligetvár"
"Dr. Tóth György"|"Fürdőkőrösi utca 181.
H-4441 Tamásiváros"
"Dr. Lengyelné Barna Mária Erzsébet"|"Érdi út 157.
H-8140 Hetvenkövesd"
"Juhász Máté Péter"|"Törökhetveni utca 22.
H-6460 Sopron"
"Németh Péterné Márton Dorottya"|"Budamelléki út 79.
H-2318 Szeged"
"Dr. Szabóné Takács Rita"|"Hátberényi utca 232.
H-8292 Pusztahetvenháza"
"Dr. Szűcs Dezsőné Szabó Erika"|"Hajdúligeti utca 121.
H-7991 Szombathely"
"Dr. Szabóné László Ágnes"|"Arany jános utca 248.
H-8777 Kecskemét"
"Hajdu Éva"|"Orosztapolcai utca 149.
H-1008 Szolnok"
"Szilágyiné Dr. Németh Ildikó"|"Debreceni utca 6.
H-8276 Hídharaszti"
"Szabó J. Ibolya"|"Debreceni utca 183.
H-8389 Felsőtamásifalva"
"J. Németh Pál"|"Arany jános utca 210.
H-6136 Veszprém"
"Nagy Pataki Szilárd"|"Budaháti utca 79.
H-4725 Keresztháza"
"Mészáros G. Barbara"|"Tapolcahidai utca 203.
H-2262 Széknádasd"
"Németh Tóth József"|"Szigetszentmiklósi utca 127.
H-3045 Fürdőkövesd"
"Fekete E. Éva"|"Debreceni utca 229.
H-6386 Tamásiháza"
"Dr. László Pálné"|"Pécsi utca 205.
H-1974 Szentszékapáti"
"Dr. Szabó Bálintné Kocsis Mária"|"Szabadság utca 100.
H-1864 Békéscsaba"
"Dr. Horváth Kovács Márton"|"Kossuth út 78.
H-2581 Keresztharaszti"
"Dr. Horváth József"|"Kaposvári utca 36.
H-2470 Fürdőapáti"
"Dr. Kissné Fekete Barbara Irén"|"Budapesti tér 133.
H-1714 Szenthídvárad"
"Vörösné Farkas Zsuzsanna Mária"|"Tótfai tér 64.
H-4798 Mindszentdevecser"
"E. Fábián Erzsébet"|"Törökmindszenti utca 206.
H-6649 Belsőkeresztvár"
"Tóth Szabó Marcell"|"Drávamindszenti út 22.
H-6042 Szigetszentmiklós"
"Németh Z. Mihály"|"Petőfi sándor utca 182.
H-9184 Apáti"
"Bálintné Dr. Takács Terézia"|"Mezőtamásii utca 70.
H-1010 Balatonhetvenvárad"
"Balogh Máté István"|"Dózsa györgy utca 27.
H-1804 Tamásihida"
"Gál Dóra Magdolna"|"Nyékgyörgyi utca 33.
H-2469 Kismellékkőrös"
"Tóth Ágnes Beáta"|"Györgykövesdi utca 135.
H-6619 Baja"
"Bogdánné Nagy Irén"|"Bakonyligeti utca 136.
H-2548 Veszprém"
"Molnár Lászlóné"|"Hátváradi utca 230.
H-9022 Győr"
"Török Edit"|"Tiszamártoni utca 113.
H-5491 Tapolcahalas"
"Kovács Noel Zoltán"|"Petőfi sándor utca 138.
H-6310 Cegléd"
"Szabó Györgyi"|"Tótharasztii út 201.
H-8966 Mellékkőrös"
"Németh Ádámné Bogdán Krisztina"|"Alsóhídi utca 61.
H-6718 Melléknémeti"
"Dr. Farkas Szabó Gergely"|"József attila út 51.
H-6499 Falva"
"Oláhné Simon Anna"|"Arany jános út 109.
H-5114 Borsodgyörgykövesd"
"Vörös I. Máté"|"Arany jános utca 244.
H-7714 Kecskemét"
"K. Fekete Andrea"|"Győri utca 113.
H-5928 Tamásinádasd"
"Dr. R. Horváth Szabolcs"|"Petőfi sándor út 71.
H-8928 Miskolc"
"Boros Ferenc Zoltán"|"Borsodgyörgyi utca 179.
H-8799 Mindszentvárad"
"Dr. Váradi Katalin Mária"|"Béke utca 209.
H-7169 Szigetszentmiklós"
"Dr. Varga E. Katalin"|"Keresztváradi út 3.
H-9514 Szombathely"
"Varga L. Imre"|"Tiszamelléki utca 136.
H-8006 Hódmezővásárhely"
"Némethné Antal Enikő"|"Váci utca 165.
H-8878 Dunaújváros"
"Dr. J. Szabó Gyula"|"Mártonbányai utca 98.
H-7318 Mosontótnémeti"
"Dr. Kiss Judit Nóra"|"Oroszgyörgyi utca 169.
H-8202 Tamásiharaszti"
"Dr. Gulyás Dávidné"|"Petőfi utca 189.
H-1747 Tamásihalas"
"Sárközi Ákos Zoltán"|"Orosztapolcai utca 53.
H-1432 Dunaújváros"
"Királyné Juhász Melinda"|"Hódmezővásárhelyi tér 160.
H-5106 Alsótapolcanádasd"
"Dr. Királyné Szekeres Dorottya Tímea"|"Soproni utca 154.
H-8787 Hida"
"Fehér Miklós"|"Hátapátii utca 250.
H-4449 Pusztatapolcafalva"
"Szabóné Dr. Tóth Irén"|"Béke utca 157.
H-3174 Dunakeszi"
"Simon Márta"|"Mosontóti utca 112.
H-7223 Eger"
"Némethné Dr. Balog Julianna"|"Mártonkövesdi utca 248.
H-2975 Györgyvég"
"Bognár Gusztávné"|"Ceglédi tér 120.
H-4273 Drávatótkőrös"
"Fehérné Dr. Horváth Éva"|"Hidai tér 49.
H-7004 Tapolcaapáti"
"Horváth Kovács Anna"|"Tatabányai utca 5.
H-5162 Érd"
"Dr. Soós Alexandra"|"Ady endre utca 96.
H-9449 Kereszthida"
"Dr. Szabó Orsolya Beáta"|"Nagymártoni utca 54.
H-2926 Dunakeszi"
"Pap Ottóné"|"Bakonyhetveni tér 27.
H-2340 Tamásidevecser"
"Dr. Nagy Péterné Mészáros Zsuzsanna"|"Szenthídi utca 55.
H-9779 Vác"
"Szücsné Dr. Lakatos Anna Katalin"|"Pusztahídi utca 21.
H-2740 Tamásihalas"
"Dr. Varga Tamásné"|"József attila utca 221.
H-7571 Törökhátfa"
"Némethné Dr. Farkas Mónika"|"Drávahetveni út 12.
H-2553 Borsodtamásiapáti"
"Molnár Csilla"|"Alsómártoni utca 81.
H-9466 Tamásinádasd"
"Lakatos K. Dániel"|"Hajdúhídi út 63.
H-5475 Hátnádasd"
"Dr. Molnárné Varga Éva"|"Mosonmártoni utca 233.
H-3575 Nyékkeresztberény"
"Dr. Szabó L. Bence"|"József attila utca 107.
H-1861 Érd"
"Pintérné Dr. Farkas Eszter"|"Budapesti utca 84.
H-4828 Győr"
"Dr. Kovács Zoltánné Borbély Anna"|"Nyírkereszti utca 28.
H-8535 Hetvenberény"
"Szilágyi A. Imre"|"Hajdúmártoni utca 66.
H-8347 Veszprém"
"Szabó E. Erzsébet"|"Alsóligeti utca 107.
H-5354 Hátfalu"
"Dr. Kovács Klaudia"|"Ceglédi utca 85.
H-7976 Bácshetvendevecser"
"Némethné Dr. Jónás Anna"|"Pécsi utca 185.
H-2847 Mosonfürdőberény"
"Dr. Tóthné Nagy Nikolett"|"Béke utca 232.
H-5757 Cegléd"
"Dr. I. Kiss Balázs"|"Ady endre utca 19.
H-6856 Alsófürdőnádasd"
"Dr. Szabóné Kelemen Mária Erzsébet"|"Soproni tér 113.
H-7730 Hetvenapáti"
"Nagy Béla"|"Dózsa györgy utca 178.
H-8704 Tapolcahalas"
"T. Molnár Ilona"|"Lajostapolcai utca 117.
H-4659 Szombathely"
"Dr. G. Papp Róbert"|"Ceglédi tér 50.
H-6387 Békéstótfa"
"Dr. Tóthné Fazekas Veronika"|"Szolnoki utca 25.
H-2321 Ligetvár"
"Székely Henrik"|"Ligetnémetii utca 66.
H-2948 Nyékfürdőnémeti"
"Dr. Horváth Bálintné Török Emese"|"Béke tér 171.
H-4719 Eger"
