"Aaron Put"	"Petruspad 2
7650 Zerkegem" 
"Carolina Lauwers"	"Angèleboulevard 653
3397
Marchipont"
"Leopold Vandenberghe"	"Lilysingel 6
7953
Passendale"
"Patrick Andries"	"Noëllaan 88
2686
Néchin"
"Viviane Andries"	"Nancybaan 508
4241 Duisburg"
"Lander De Smet"	"Samboulevard 42
8361 Namur"
"Philip De Moor Claes"	"Lewispad 184
5588
Folx-les-Caves"
"Ana Wellens"	"Michiellei 41
6644 Mendonk"
"Jochen Wauters"	"Kathyboulevard 92
3561 Vodelée"
"André De Vos"	"Ginopad 060
3721
Vonêche"
"Jan Van Loon"	"Yolandadreef 82
4871 Halma"
"Bart Leysen"	"Corneliabaan 14
4043
Wihogne"
"François De Cuyper"	"Verasingel 9
5818 Heppignies"
"Patrick Claeys"	"Sofieweg 438
6102 Ollignies"
"Jozef Casier"	"Lenalei 72
2956 Maaseik"
"Lisette De Smedt"	"Fabianboulevard 828
3343
Grandville"
"Carine Roels Goovaerts"	"Lottelaan 377
1622
Zandvoorde-Oostende"
"Greta Thys"	"Kenpad 50
3587 Wiers"
"Naomi Boone"	"Janlaan 5
8200
Beaumont"
"Bertha Maes Rombaut"	"Elisabethsingel 9
5926 Wancennes"
"Bart Pieters"	"Isabellepad 235
5769 Mont-Sainte-Geneviève"
"Lucienne Govaerts"	"Mariestraat 85
9274
Oostduinkerke"
"Natacha Wouters"	"Aminalei 167
4982
Ath"
"Patrick De Schepper"	"Lucboulevard 79
5162 Gesves"
"Jasper Jacobs"	"Nancystraat 88
4646
Gierle"
"Wout Goossens"	"Mariaring 5
2414 Binche"
"Kristel Tanghe"	"Taniasingel 79
6322 Rhisnes"
"Lieve Willems"	"Eriklaan 08
7919
Cambron-Casteau"
"Jimmy De Baere"	"Bartweg 362
9183
Longlier"
"Lydia Timmerman Derycke"	"Stefaansteeg 21
9668
Tongre-Saint-Martin"
"Brent Diallo"	"Jessysingel 584
2883 Feschaux"
"Alexander Huybrechts Claus"	"Fabianpad 13
6885 Afsnee"
"August Schepers"	"Annastraat 4
7259
Sint-Martens-Leerne"
"Patrick De Smet"	"Guidolei 5
7193 Erezée"
"Stella Goethals"	"Veroniquesingel 348
8247 Fourbechies"
"Ghislain Van Hoecke De Vos"	"Annieweg 0
3386 Limbourg"
"Yvonne Maes"	"Germainesteeg 047
5215
Presgaux"
"Silke Wouters"	"Caroliensteeg 91
9876
Loonbeek"
"Diane Bossuyt Van Hove"	"Woutersteeg 700
3187
Westerlo"
"Marcel Vandeputte"	"Geertstraat 339
6518
Gent"
"Peggy Devos"	"Hannebaan 151
9206
Vinkem"
"Virginie Casier"	"Kristelsingel 883
2443 Kortessem"
"Olivier Hanssens"	"Charlotteboulevard 655
7299
Fourbechies"
"Patrick Goossens"	"Ritadreef 5
5296 Maubray"
"Marleen Vandamme"	"Astridpad 71
1556 Mons-lez-Liège"
"Ana De Bondt"	"Paullei 5
1693
Zele"
"Wim Vervoort"	"Marijkeweg 054
1197 Meix-le-Tige"
"Marleen Torfs De Vos"	"Marieboulevard 01
4215
Ecaussinnes-Lalaing"
"Rosette Pieters"	"Gittepad 220
5779 Jemelle"
"Liesbeth Verlinden"	"Stefaanbaan 503
2102
Chaumont-Gistoux"
"Wilfried Peeters Verhulst"	"Samuelbaan 843
9650 Achet"
"Willem Meeus"	"Dylansteeg 2
5413 Hautrage"
"Sylvie Cools"	"Brunosteeg 770
3663 Maulde"
"Patrick Lievens"	"Jeansteeg 1
7025
Hanzinne"
"Maria Smits"	"Lutgardeboulevard 713
5530
Hombourg"
"Luc Rutten"	"Dannylaan 00
7708 Jemeppe-sur-Sambre"
"Nele Desmet Naessens"	"Geertpad 7
4313 Péronnes-lez-Antoing"
"Daniel Helsen"	"Annyboulevard 78
3477
Heikruis"
"Sébastien Vandevelde"	"Lauradreef 26
5973 Ohain"
"Rudy Hendrickx"	"Romyring 953
5326 Lens-Saint-Servais"
"Kelly Callewaert"	"Loreboulevard 41
5268 Afsnee"
"Ingeborg Van den Berghe"	"Kevinpad 68
4153 Anlier"
"Peggy Van Roy"	"Joeridreef 7
4949 Sankt-Vith"
"Patrick Maes"	"Annaboulevard 06
6625
Membre"
"Marie-Christine Hermans"	"Jennylei 2
8470
Ohain"
"Kim De Baets"	"Wesleylaan 0
4261 Haine-Saint-Pierre"
"Koen Moerman"	"Jordistraat 5
3716 Finnevaux"
"Laurens Van Damme"	"Peterlei 09
4036
Meerbeek"
"Ludwig Viaene"	"Brambaan 09
6515 Blaton"
"Jean Simons"	"Ritasingel 2
6265 Transinne"
"Nadine Pauwels De Ridder"	"Janlaan 550
1569
Saint-Séverin"
"Kristiaan Van Dijck"	"Carinedreef 1
4556
Hondelange"
"Laurence Adriaenssens"	"Daniëllaan 21
8174
Ath"
"Patrick Michiels"	"Robertpad 05
1720 Horion-Hozémont"
"Lode Laenen"	"Evyhof 79
7206 Nederzwalm-Hermelgem"
"Robbe Verhaegen"	"Katrienlei 21
5494 Teuven"
"Jasper Vansteenkiste"	"Anweg 6
6090 Berzée"
"Mariette Staelens"	"Jeanninelaan 283
5370
Hallaar"
"Maria Dobbelaere"	"Lisesteeg 680
7519
Saintes"
"Bart Luyckx"	"Jozeflei 5
6894 Semmerzake"
"Mariette Verbiest"	"Rolandsingel 4
7813 Moorsele"
"Kimberly Van Praet"	"Nathanstraat 4
9168 Kuttekoven"
"Stijn Peeters"	"Laurapad 98
9197 Neerhespen"
"Patrick Ooms"	"Petrusweg 20
4543
Vaux-sous-Chèvremont"
"Juliette Huysmans"	"Olivierweg 643
8210 Vieux-Waleffe"
"Kristof Martens"	"Anouklei 664
3588 Vliermaal"
"Magdalena Deckers"	"Charlotteweg 7
5180
Oudenburg"
"Pieter Bollen"	"Marliesbaan 6
9900
Walshoutem"
"Christophe Vercammen"	"Patrickboulevard 226
6615
Petegem-aan-de-Schelde"
"Bernard Wuyts"	"Carinesteeg 1
4854
Volkegem"
"Gust Daniels"	"Jellesteeg 527
4545
Hansbeke"
"Linda Pieters"	"Kennysteeg 070
8674
Westrozebeke"
"Tom Van Belle"	"Francinesingel 83
1361 Egem"
"Patrick Van den Brande"	"Willybaan 921
8396
Nobressart"
"Vera Aerts"	"Janstraat 0
2630 Lommersweiler"
"Lily Janssens"	"Pierresingel 59
7441
Oostakker"
"Christel De Ryck"	"Wouterbaan 558
6307
Feschaux"
"Lieve Verhelst"	"Gerardring 2
7423
Meix-le-Tige"
"Luc Cools"	"Daisyhof 691
4963 Néchin"
"Mila Vercammen"	"Christophesingel 55
3606
Lathuy"
"Kenny Belmans"	"Camillebaan 028
8685 Odeur"
"Viktor Van Assche"	"Chiaralaan 195
7068 Balegem"
"Dario Desmet"	"Jorensteeg 253
6067 Meerle"
"Patrick Verdonck"	"Jeansteeg 28
6120
Marchipont"
"Christiana De Ridder"	"Philippepad 8
5948
Hollange"
"Walter D'hondt"	"Ansteeg 840
2330 Bouffioulx"
"Ahmad De Wilde"	"Julessingel 73
8039 Monceau-Imbrechies"
"Lisette Peeters"	"Farahlaan 582
2459 Stambruges"
"Filip Michiels"	"Jeanbaan 96
8376
Berg"
"Gerarda Pieters"	"Vicweg 888
8977 Piétrain"
"Rik Van Praet"	"Pietsingel 9
8212
Rhisnes"
"Margareta Stevens"	"Marleendreef 04
5610 Vezon"
"Claude Aerts"	"Nicolelaan 3
2310 Nieuwpoort"
"Patrick Vermeir"	"Ghislaineboulevard 1
3295
Ellignies-Sainte-Anne"
"Nina Bonte De Coster"	"Pauladreef 33
2171 Couillet"
"Martine Claessens"	"Annlaan 99
8187
Roisin"
"Ivan Steyaert"	"Johanboulevard 7
9427
Halmaal"
"Vera Verschueren"	"Jonathanring 107
8753 Mornimont"
"Robert Vercruysse"	"Sandysteeg 120
6584 Liedekerke"
"Lina Goris"	"Elzahof 906
6435
Eliksem"
"Katleen Smets"	"Mariettestraat 06
5595 Ottenburg"
"Manuel Buelens"	"Eddyweg 759
6518 Vichte"
"Veerle Moerman"	"Simonnebaan 4
3649 Sint-Pieters-Leeuw"
"Patrick Wauters"	"Axelleweg 484
5265
Klemskerke"
"Paula Segers"	"Ayoubweg 231
7558
Oostkamp"
"Mathieu Blommaert"	"Lieselotsteeg 3
4462
Elouges"
"Piet Hellemans"	"Tinasingel 693
1712 Ledeberg"
"Geert Willekens Luyten"	"Rudyweg 6
8504
Rochefort"
"Amber Tanghe"	"Loresteeg 2
7444 Lier"
"Ruben Verbeke"	"Marcelhof 469
3155 Maillen"
"Maria Verschueren"	"Eliaslaan 1
7607 Halen"
"Wannes Theys Rogiers"	"Marialei 4
4315 Malle"
"Marc Segers"	"Denisebaan 3
4397 Wiers"
"Paul Bogaert"	"Abdullaan 7
1351 Thieusies"
"Marthe Pollet"	"Rogerbaan 209
3400
Vesqueville"
"Jules Raes"	"Albertweg 1
5465 Barry"
"Ann De Bie"	"Ellenpad 7
9045
Cordes"
"Sonia Desmet"	"Kristofhof 521
6132
Daussois"
"Annick Roels"	"Mustafasingel 4
3862
Hollange"
"Jeannine Van den Bossche"	"Gerdalei 5
4849
Erquennes"
"Alfons Hermans"	"Georgeslei 48
2178
Rixensart"
"Sammy Vandenbroucke"	"Kristoflei 4
9925 Bierwart"
"Maria Decock"	"Norbertlaan 3
4312
Warchin"
"Paul Coene"	"Marcopad 8
4050 Dilsen-Stokkem"
"Francis Goyvaerts"	"Alexstraat 6
6333
Jodoigne-Souveraine"
"Peggy Bogaert"	"Omarstraat 7
6527
Lesve"
"Hans Herman"	"Samiraring 103
4449
La Hestre"
"Hans Braem"	"Dorienweg 391
6556 Villers-la-Tour"
"Koenraad Heyvaert"	"Jenniferdreef 287
8954
Vissenaken"
"Joren Matthys"	"Nathaliesteeg 40
9681 Smetlede"
"Tristan Vermeersch"	"Josephstraat 1
5917 Wellen"
"Piet Mertens"	"Kristelpad 0
9907 Elene"
"Liv Lemmens Smet"	"Noorstraat 710
7887 Torhout"
"Paul Cuyvers"	"Lievestraat 044
9072
Soheit-Tinlot"
"Sarah Van Damme"	"Louisdreef 6
2267 Neufmaison"
"Gilles Goris"	"Mariaboulevard 4
8543 Malèves-Sainte-Marie-Wastines"
"Hanne Cuyvers"	"Miasteeg 092
3097
Bossuit"
"Fatima Pauwels"	"Shanabaan 3
1819
Hatrival"
"Farah Driesen"	"Ankeweg 206
5636
Villers-le-Bouillet"
"Mike Verbeke"	"Emmabaan 4
8099 Petit-Thier"
"Paul Van Landeghem"	"Martharing 979
1538
Bras"
"Marco Snauwaert"	"Philippebaan 7
6634
Termes"
"Anneleen De Weerdt"	"Simonlei 39
1882 Martenslinde"
"Paul De Bruyn"	"Tinelaan 3
1155 Berloz"
"Rita Bruggeman"	"Linastraat 5
2009
Fayt-lez-Manage"
"Jens Van Dyck"	"Fatimahof 83
4118 Perwez"
"Thomas Jacobs"	"Marcring 03
2881 Saint-Servais"
"Steven Gielen"	"Stanboulevard 3
7301 Vladslo"
"Christophe Van Loock"	"Mireillelaan 855
4032 Couthuin"
"Steven Vandecasteele Vermeersch"	"Elinering 77
2317
Huccorgne"
"Carlo Michiels"	"Marcellahof 4
2673 Court-Saint-Etienne"
"Brigitte De Vos"	"Ankesingel 54
7803 Chapelle-à-Wattines"
"Jan Ramaekers"	"Jadehof 360
5757
Vaux-lez-Rosières"
"Paul De Coninck"	"Gustaafsteeg 206
4128 Vezon"
"Chloé De Cuyper"	"Joannalaan 8
3386
Forges-Philippe"
"Alex Van Bogaert"	"Marialei 9
4739 Isières"
"Francine Desmet François"	"Reginastraat 813
4995 Lettelingen"
"Karim Van Loon"	"Mariepad 62
8223 Vezin"
"Alicia Van Impe"	"Hildastraat 265
3036 Olloy-sur-Viroin"
"Petra De Neve Dupont"	"Jaspersteeg 197
1151 Assenois"
"Flor Pieters"	"Wouterpad 7
7424
Ellignies-lez-Frasnes"
"Godelieve Cornelis"	"Natalielaan 7
3835
Tongrinne"
"Stijn Vaes De Meyer"	"Patrickstraat 01
2620 Loyers"
"Paul De Decker Van Dyck"	"Lilianehof 2
3112
Saint-Denis"
"Marcel Van den Broeck"	"Andreasring 294
6386 Rupelmonde"
"Monique Dierickx"	"Monapad 79
7551 Messancy"
"Lies Parmentier"	"Larspad 27
8240
Roborst"
"René De Bruyne"	"Johnpad 902
3434 Affligem"
"Dylan Van de Velde"	"Lucasstraat 074
4524
Beigem"
"Mohamed De Ryck"	"Wimsteeg 482
2374 Henripont"
"Gunther De Clercq"	"Janboulevard 2
9914 Heindonk"
"Marijke Dekeyser"	"Philippering 22
9258 Ans"
"Rudy Bogaert"	"Alihof 81
5598
Montignies-lez-Lens"
"Paul De Smet"	"Suzannasingel 1
8842 Pulle"
"Caroline De Pauw"	"Vincentdreef 974
4414
Finnevaux"
"Bjorn Claes"	"Dominiquelei 759
8143
Buvrinnes"
"Fleur Vos"	"Ericbaan 67
9846 Mélin"
"Jean Verstraete"	"Warddreef 38
5987
Massenhoven"
"Eddy Lemmens"	"Dominiquehof 607
7417 Bevere"
"Greta Geerts"	"Soniadreef 84
6689
Veldegem"
"Caroline Berghmans"	"Tinneweg 556
9196
Wondelgem"
"Jelle Coenen"	"Jeansingel 058
3933
Loyers"
"Liesbet Baeten"	"Nicolaspad 33
4914
Saint-Symphorien"
"Paul Joos"	"Lucsingel 86
6545
Westmalle"
"Audrey Deprez"	"Aliweg 556
3937 Moxhe"
"Lore De Cock"	"Dominiquebaan 4
4847
Harchies"
"André Moreels"	"Lucasboulevard 5
5870
Winenne"
"Joanna Degryse"	"Christellaan 1
4945
Kain"
"Ronny Raeymaekers"	"Ernastraat 44
3420 Erwetegem"
"Femke Loos"	"Mauricebaan 427
1867 Paturages"
"Stefaan Peeters"	"Hasanboulevard 6
3492 Dampremy"
"Maria Claes"	"Karinlaan 35
7899
Plancenoit"
"Lien De Clerck"	"Jenslaan 35
3295 Odeigne"
"Paul Ooms Stevens"	"Gabrielsteeg 2
8256
Chaineux"
"Marie Driesen"	"Romylaan 7
6224
Malle"
"Margot Bogaert"	"Jessering 5
2392
Budingen"
"Petra Adriaenssens"	"Waltersteeg 8
9463
Zoutenaaie"
"Willy Raes"	"Viktorsteeg 065
8229
Ophoven"
"Marc De Neve"	"Ginalei 47
9658
Chastre-Villeroux-Blanmont"
"Willy Wouters"	"Valèrebaan 08
2241
Soye"
"Marc Raeymaekers"	"Guidoboulevard 5
5273 Beaumont"
"Julie Van Impe"	"Janneboulevard 5
2269 Massemen"
"Lars Moerman Liekens"	"Nathaliehof 89
4385
Feluy"
"Paul Reynders Lemmens"	"Julessingel 72
1247 Vodecée"
"David Verhaegen"	"Alexandersteeg 79
6187 Haine-Saint-Paul"
"Philippe Pauwels"	"Juanlaan 6
5030 Bohan"
"Mariette Raeymaekers"	"Rikstraat 06
4251
Hoegaarden"
"Elza Lambrechts"	"Bernardbaan 1
8930 Beffe"
"Bart Verbeeck"	"Carineboulevard 62
9605
Vezon"
"Sara Temmerman"	"Lindasteeg 6
5992 Lessive"
"Sien Van Hulle"	"Lilianepad 181
7073
Laplaigne"
"Elena Hendrickx"	"Marleenhof 48
7223
Ellezelles"
"Mathias Van den Berghe"	"Joslaan 419
3225 Etalle"
"Paul Stevens"	"Siebesteeg 165
1947
Opdorp"
"An De Groof"	"Ingridring 42
6757 Hensies"
"Gust Matthys"	"Mohammedbaan 31
9506 Soulme"
"Rudy De Clercq"	"Erwinweg 293
1797 Hooglede"
"Christophe Jansen Huys"	"Christelring 65
3750
Wihéries"
"Petrus Van Goethem"	"Miekelaan 7
2238 Linkhout"
"Charlotte De Waele"	"Lennertsteeg 115
2894 Hofstade"
"Magdalena Declercq"	"Ahmadstraat 352
9169
Neufvilles"
"Christine Mertens"	"Tinnehof 57
1746 Waarbeke"
"Ingrid Claessens"	"Warrelaan 70
1964
Houthalen"
"Paul Thys"	"Tineweg 0
4484 Hamme"
"Yvette Adams"	"Guyboulevard 6
7723 Lompret"
"Mohammad Verboven"	"Marietteboulevard 358
8800
Gottem"
"Kristel Coene"	"Geertdreef 48
9682 Rossignol"
"Annick Thys Verdonck"	"Mariettelaan 5
4205 Wilskerke"
"David Janssens"	"Annhof 336
5211
Opbrakel"
"Guillaume Vlaeminck"	"Jarnolaan 807
9499 Chanly"
"Elias Smet Stevens"	"Jopad 78
9710 Lombardsijde"
"Ilse Somers"	"Renédreef 7
7123
Burg-Reuland"
"José Vanhove"	"Benjaminring 701
2018
Dudzele"
"Paul Van Gestel"	"Nancyweg 48
4384 Vencimont"
"Rudi Maes Goossens"	"Stevepad 1
6579 Runkelen"
"Jan Verbruggen"	"Jefpad 04
9589 Keerbergen"
"Diane Callens"	"Frankpad 5
3738 Hermalle-sous-Argenteau"
"Emma Van Goethem"	"Martinedreef 15
5774 Bourlers"
"Eline Meert"	"Nathaliesteeg 43
3569 Herve"
"Karen Denys"	"Robinhof 5
2608
Mettekoven"
"Maria Bogaerts"	"Alainpad 7
9576
Waha"
"Cornelia Van Dijck Janssen"	"Bjornboulevard 77
1235 Roisin"
"Lucie Buysse"	"Patrickring 4
7539 Marneffe"
"Paul Verbruggen"	"Elenaboulevard 1
9639
Wijer"
"David Callewaert"	"Chiararing 1
2125 Genoelselderen"
"Timothy Aerts"	"Hasanlei 89
1647 Herstappe"
"Hamza Lambert"	"Andréring 45
2466 Sint-Niklaas"
"Jaak Michiels"	"Marie-Thérèsestraat 24
4000 Wortegem"
"Alice Willems"	"Hildedreef 8
5632 Neerrepen"
"Kathleen Mees"	"Moniquesingel 1
2661 Hotton"
"Maria De Vos"	"Johanpad 55
2422 Blankenberge"
"Rudi Peeters"	"Dominiquestraat 7
5683 Kaster"
"Gitte Singh"	"Leenlaan 08
6694
Limbourg"
"Paul Vercauteren"	"Joannahof 13
4184 's-Gravenwezel"
"Anna Willems"	"Angeloweg 29
7560 Mouzaive"
"Lindsay Bruneel"	"Isabelpad 1
4354 Otegem"
"Wim De Mulder"	"Wimlaan 4
8441 Molenbeersel"
"Joëlle Lambrechts"	"Pieterpad 41
1238 Hognoul"
"Maria Van Belle"	"Luchof 4
2908 Jambes"
"Lotte Mertens"	"Jacquelinesingel 43
6562 Tilleur"
"Tim Verhulst"	"Lorering 7
9513 Sint-Niklaas"
"Hélène Standaert"	"Dirkweg 011
7269
Sainte-Cécile"
"Jens Depoorter"	"Lucweg 868
8964
Geetbets"
"Paula Ceulemans"	"Adriansingel 8
1965
Attre"
"Michael Swinnen"	"Tomlei 59
3549
Hemiksem"
"Johan Decock"	"Norasteeg 65
5964 Ressegem"
"Françoise Van Dyck"	"Sammysingel 035
3956
Naast"
"Koen Naessens"	"Dirkboulevard 003
8185
Berlaar"
"Gerard Van Acker"	"Alaindreef 2
8064
Knokke-Heist"
"Joanna Naessens"	"Johanpad 4
5821 Framont"
"David Janssens"	"Véroniquedreef 78
8720
My"
"Michelle Verbeke"	"Marie-Rosepad 01
6493
Dilbeek"
"Kristof Thijs De Leeuw"	"Carolinelei 7
4036 Steendorp"
"Paula Claes"	"Bertsteeg 44
7898 Lettelingen"
"Hans Cools Janssens"	"Achielbaan 893
9593
Ottignies-Louvain-la-Neuve"
"Karin Janssens"	"Norebaan 84
5433
Chièvres"
"Luc Maes"	"Godelievelei 26
5969 Fourbechies"
"André Willems"	"Larsstraat 747
2474 Kaster"
"Heidi Roels"	"Koenraadstraat 813
3429
Seraing-le-Château"
"Mona Wuyts"	"Lionelsingel 9
1007
Laplaigne"
"Marleen De Schryver"	"Lukasstraat 463
1217 Aineffe"
"Jordy Goethals"	"Nadinepad 345
3133 Mont-sur-Marchienne"
"Rudi Mahieu"	"Albertlei 0
7066
Hulshout"
"Paula Desmedt"	"Ilyasbaan 866
7216
Villers-le-Bouillet"
"Hans Van Hoof"	"Christianstraat 2
5349
Lier"
"Caroline De Clercq"	"Patrickweg 9
8602
Houdeng-Aimeries"
"Sebastiaan Janssens"	"Kurtstraat 3
3235 Viane"
"Daniel Pauwels"	"Bartbaan 7
6117 Corswarem"
"Harry De Smet"	"Evibaan 43
1760
Grimminge"
"Linde Aerts"	"Hendrikpad 4
1068
Wagnelée"
"Karel Jans"	"Robertstraat 455
7591
Micheroux"
"David Michiels"	"Alexanderring 11
9625 Rebaix"
"Giovanni Wouters"	"Marclaan 1
3776
Evregnies"
"Paula Matthys"	"Silkelaan 7
9547 Zottegem"
"Jolien Timmermans"	"Nelelei 5
9608 Membruggen"
"Jozef Moens"	"Elisesteeg 07
9458
Malle"
"Geert De Groote"	"Anaring 37
7457 Burcht"
"Tine Van den Bergh"	"Kellydreef 7
6413 Chanly"
"Fatima Van Belle"	"Lucienneboulevard 54
6264 Tienen"
"Gianni Geerts"	"Arthurboulevard 50
6017 Bovenistier"
"Els Boon"	"Yvonnelaan 118
8586
Vladslo"
"Hubert De Smedt"	"Nicoleboulevard 2
5547
Plainevaux"
"Céline Lambert Van Belle"	"Nancysingel 4
4420 Attenrode"
"Paula Mertens"	"Vanessaweg 5
2081
Nederename"
"Josephine Boone"	"Jozefhof 3
2974
Kessenich"
"Hilde Pattyn"	"Mariering 140
4757 Grand-Rosière-Hottomont"
"Catharina Baele"	"Irmapad 81
9737
Saint-Jean-Geest"
"Nicolas Wellens"	"Lucsteeg 11
1127
Grand-Axhe"
"Raymond Vanderlinden"	"Ludoweg 2
6281 Wontergem"
"Walter Faes"	"Kathleenhof 63
1134
Edelare"
"Erna Vansteenkiste"	"Jasperlaan 68
2774
Saint-André"
"Hanne Van Herck"	"Guyring 98
3249
Estaimpuis"
"Beatrijs Van de Voorde Moons"	"Nathalieweg 1
9729 Montignies-sur-Roc"
"Paula Neyens"	"Melissapad 49
2228
Queue-du-Bois"
"Guido Coppens"	"Marleendreef 0
3179
Saint-Symphorien"
"Robert De Groote"	"Michellei 1
9484 Oevel"
"Tamara Pauwels"	"Mariedreef 75
3859 Mesen"
"Annick De Meyer"	"Claudiaboulevard 75
6649
Sint-Joris-Nieuwpoort"
"Pieter Hendrickx"	"Charlottedreef 1
2474 Tillet"
"Lina Verlinden"	"Jeandreef 849
7078 Xhendelesse"
"Ruben Dupont"	"Cindypad 4
4214
Zwevegem"
"Maria De Backer"	"Joséestraat 037
2549
Montignies-lez-Lens"
"Christel Ramaekers"	"Ginettebaan 29
9010 Wilderen"
"Paulien Maes"	"Gillessteeg 13
1090
Vencimont"
"Patrick Smeets Van Dessel"	"Quintenhof 4
1584 Kortessem"
"Anouk Boone"	"Veerledreef 952
3367 Mortroux"
"Melissa Segers"	"Tineboulevard 4
5670
Tihange"
"Raoul Peeters"	"Johannalei 142
9535
Gellik"
"Marie Hellemans"	"Eriklaan 297
4153
Jemelle"
"Arlette Mertens"	"Frankboulevard 984
9834
Avekapelle"
"Roger Sabbe De Baets"	"Michèlesingel 96
2937 Oteppe"
"Yvette Cuypers"	"Mohammaddreef 8
7817
Lede"
"Tom Govaerts"	"Jozefdreef 66
6567
Bovekerke"
"Pauline Christiaens"	"Berthaweg 3
9146 Archennes"
"Willy Boonen"	"Annielei 835
8399
Jeneffe"
"Anne-Marie Heylen De Greef"	"Frederikstraat 60
7205
Zevergem"
"Robbe Diallo"	"Mariedreef 796
2055
Herentals"
"Zakaria Vanneste"	"Pauldreef 7
9382
Peutie"
"Myriam Sterckx"	"Davebaan 395
7150
Chaudfontaine"
"Leon Bogaert Peeters"	"Stevenstraat 95
7127 Kuringen"
"John Maertens"	"Cédricsteeg 327
9621
Neerglabbeek"
"Julia Vandekerckhove"	"Helenaboulevard 636
8365
Grandvoir"
"David De Pauw"	"Laurasingel 057
8089
Mesvin"
"Pauline Vandendriessche"	"Simonneboulevard 190
2042
Mozet"
"Nick Claus"	"Siebepad 2
8699
Vezin"
"Tim Thys"	"Fransweg 96
9279
Ottignies-Louvain-la-Neuve"
"Sabine Cox Mortier"	"Magdadreef 406
8361 Familleureux"
"Michiel Bosmans"	"Johanlaan 34
9501 Bossut-Gottechain"
"Eddy Deleu"	"Annalaan 2
7865
Dave"
"Raymond Claus"	"Sabrinaweg 63
2234
Walshoutem"
"Jennifer Martens"	"Ronnyboulevard 3
4020 Bonsin"
"Marc Peeters"	"Lindapad 489
2484
Marchin"
"Nathalie Van Baelen"	"Sandrahof 8
3588
Moorsel"
"Peggy De Smet"	"Véroniquelaan 420
7974
Veldwezelt"
"Karin Jacobs"	"Lennertstraat 6
8127
Wauthier-Braine"
"Sandra Buyse"	"Robinlei 412
6918
Sint-Niklaas"
"Lore Michiels Vermeulen"	"Vincentweg 381
3455 Linden"
"Michiel Blommaert Callebaut"	"Hélènedreef 702
7964
Erwetegem"
"Christa Van Impe"	"Lauralei 634
8250 Nadrin"
"Zoë Huybrechts"	"Florentstraat 827
2297
Eliksem"
"Carine Seghers"	"Marclaan 8
1926
Fauvillers"
"Eric De Bondt"	"Lucsteeg 3
6835 Lisogne"
"Nina Demeulenaere"	"Louisalaan 08
3898 Ermeton-sur-Biert"
"Peggy Devolder"	"Alexislei 53
9255 Sorinne-la-Longue"
"Ida De Roeck"	"Charlottelei 986
3265
Marquain"
"Guido Schepers"	"Ginoweg 23
8199
Dochamps"
"Guido Deckers De Pauw"	"Anneliesboulevard 085
2301
Lapscheure"
"Matthias Temmerman"	"Doriensingel 8
4403 Overboelare"
"Alfons Daems"	"Saradreef 098
3561
Lemberge"
"Rayan Huysmans Moreels"	"Seppelei 1
2558 Harnoncourt"
"Pieter Lambrechts"	"Farahsingel 61
2231
Thon"
"Bart Goossens"	"Oscarlei 20
3376
Heppignies"
"Pieter Jonckheere"	"Marcelboulevard 8
7027
Obaix"
"Peter Blomme"	"Ellenweg 013
3702
Hertain"
"Sara Hoste"	"Frederikdreef 533
7322
Jemeppe-sur-Sambre"
"Ghislain De Backer"	"Tomhof 537
7482
Furnaux"
"Debbie Ceuppens"	"Johansteeg 5
7616
Kanegem"
"Roger De Vos Geerts"	"Willylei 556
4923 Sint-Baafs-Vijve"
"Jean Daniels Vercauteren"	"Bartsteeg 97
1279
Oetingen"
"Christophe Maris"	"Jimmystraat 45
1031 Oostham"
"Stan Moerman"	"Jeannineboulevard 86
5387 Spalbeek"
"Evi Helsen"	"Margotsteeg 63
7669
Dworp"
"Toon Vranken De Smet"	"Marie-Joséstraat 2
3665 Bras"
"Peter De Backer"	"Hildapad 19
2641 Sainte-Ode"
"Bob Martens"	"Jeannetteboulevard 33
4556 Wielsbeke"
"Patrick Deprez"	"Michellepad 6
8286
Meensel-Kiezegem"
"Mustapha Vandaele"	"Valeriedreef 7
5505
Outgaarden"
"Vicky Van den Bossche"	"Jacobuslei 16
9182 Bierset"
"Imane Faes"	"Steffiring 936
3877
Remersdaal"
"Brigitte Van Goethem Smets"	"Rosasingel 71
5730 Genoelselderen"
"Daniël Neyens"	"Simonnelei 5
1127
Avin"
"Monique Van den Bosch"	"Thomasring 39
8826 Yernée-Fraineux"
"Tania Geerts"	"Karenlaan 742
4694
Tongeren"
"Peter De Boeck"	"Gretalei 226
2200 Vaalbeek"
"Walter Verbeeck"	"Nicolebaan 535
6467
Rivière"
"Tom Praet"	"Emilering 0
7778 Verlée"
"Sebastian Swinnen Standaert"	"Annsingel 56
4193 Taviers"
"Michèle Desmet"	"Frederikring 249
2369 Nederbrakel"
"Fabian Van den Eynde"	"Cynthialei 72
1120 Villers-Deux-Eglises"
"Frans Peeters"	"Wesleypad 2
7006 Verlaine"
"Joeri De Clercq"	"Lizesingel 92
7650 Boortmeerbeek"
"Veerle Maes Claes"	"Mehdisteeg 182
9710
Neerwaasten"
"Sylvie Van Hecke"	"Kevinstraat 7
2028
Pessoux"
