"Abdi Ali","Villavägen 58
13918 Gävle" 
"Ann-Sofi Andreasson","Ringvägen 93
92994 Eskilstuna"
"Rasmus Eriksson","Skogsgatan 253
23659 Skellefteå"
"Östen Björklund","Storgatan 384
76311 Södertälje"
"Andréas Östman","Kyrkvägen 340
86558 Varberg"
"Elisabeth Andersson","Skolstigen 007
11567 Linköping"
"Linnea Jansson","Gengatan 698
32995 Karlskoga"
"Ingrid Möller","Järnvägstorget 5
83840 Gävle"
"Vincent Fredriksson","Industrigatan 08
75358 Lund"
"Maria Sundqvist","Fabriksvägen 169
87867 Uppsala"
"Peter Karlsson","Kyrkogatan 82
85728 Växjö"
"Mattias Gustavsson","Nystigen 563
44401 Alingsås"
"Rasmus Hallberg","Kyrkgränd 883
13455 Linköping"
"Henrik Mohamud-Andersson","Trädgårdsgatan 330
45123 Östersund"
"Elisabet Gustavsson","Parkgatan 50
14203 Kristianstad"
"John Boström","Ekvägen 384
33129 Sandviken"
"Gunnel Nilsson","Storgränd 436
58271 Sundsvall"
"Henrietta Martinsson","Genvägen 2
87232 Halmstad"
"Erik Lundgren Holm","Kvarngatan 0
94490 Örnsköldsvik"
"Roland Olsson","Parktorget 1
31292 Kristianstad"
"Viktoria Wahlberg","Ängstorget 3
95798 Borås"
"Ingvar Gustavsson","Kyrkogatan 10
51119 Karlskrona"
"Rasmus Sundberg","Björkgatan 197
28275 Landskrona"
"Hamza Mohammed","Kvarngatan 87
77893 Luleå"
"Eva Andersson Ferm","Strandvägen 54
17052 Skellefteå"
"Anna Alexandersson","Bäcktorget 2
80412 Gävle"
"Milo Isaksson","Parkstigen 39
23792 Skövde"
"Katarina Mårtensson","Idrottsgatan 9
48694 Sundsvall"
"Ethel Jansson","Skolgränd 6
34700 Linköping"
"Bengt Persson","Ängsgatan 258
21575 Stockholm"
"Bertil Johansson","Kyrkogatan 20
74865 Västerås"
"Sigrid Engdahl","Kvarnvägen 08
24846 Skellefteå"
"Rebecca Björklund","Järnvägsgatan 95
97226 Sundsvall"
"Alexander Friberg","Kyrkgränd 02
66223 Motala"
"Leon Persson-Lindgren","Ängsstigen 2
30679 Ängelholm"
"Sam Sandström","Kyrkovägen 4
71230 Umeå"
"Roger Andersson","Strandstigen 023
86270 Motala"
"Einar Andersson","Skolvägen 9
97659 Umeå"
"Jan-Erik Nyström","Ängsgatan 3
32700 Umeå"
"Ola Sandberg","Skolvägen 8
74017 Karlskrona"
"Björn Persson","Åkerstigen 55
45891 Trelleborg"
"Fatima Fagerström-Lilja","Kvarnvägen 7
74980 Uppsala"
"Rebecca Hansen Jönsson","Ekgränd 12
70893 Motala"
"Jan Johansson","Kvarntorget 838
62666 Luleå"
"Elisabeth Fransson","Nygatan 98
31127 Kalmar"
"Elisabet Björk Åkesson","Ekstigen 601
76225 Östersund"
"Liam Lindahl","Nygränd 2
45232 Örnsköldsvik"
"Mathias Sköld","Skolgränd 061
88368 Stockholm"
"Patrik Carlsson","Kyrkogatan 8
80856 Uddevalla"
"Jennie Larsson","Skolvägen 275
30631 Örebro"
"Bo Eriksson","Industristigen 968
19174 Uppsala"
"Johanna Andersson","Skolvägen 346
80673 Karlstad"
"Rebecca Svensson","Skogsgatan 27
58877 Eskilstuna"
"Frida Eklund","Ringvägen 940
48387 Alingsås"
"Per-Erik Lindgren-Svensson","Industrigatan 25
54413 Örnsköldsvik"
"Ebba Sandberg","Kyrkogatan 95
85532 Luleå"
"Birgitta Bengtsson","Industrivägen 7
70642 Linköping"
"Björn Carlsson-Eriksson","Stationsvägen 7
24911 Norrköping"
"Helen Ahlgren","Ekgränd 374
37426 Halmstad"
"Emanuel Jonsson","Grangatan 83
92552 Lidköping"
"Bengt Berg","Aspvägen 086
87511 Skellefteå"
"Erna Brännström Bengtsson","Gengatan 63
84584 Gävle"
"Rebecka Blomberg","Parkstigen 2
33961 Skellefteå"
"Piotr Andersson","Järnvägsstigen 318
75070 Borlänge"
"Nils Svensson","Kvarngränd 98
38609 Sandviken"
"Dan Bergkvist","Nyvägen 1
94385 Landskrona"
"Margaretha Hagman","Ängsstigen 983
27868 Eskilstuna"
"Hamza Nilsson Strömberg","Järnvägsvägen 854
99175 Lund"
"Tove Norgren","Kvarntorget 45
87090 Varberg"
"Marek Olsson","Trädgårdsgränd 04
30572 Umeå"
"Anton Vikström","Skolvägen 99
96846 Gävle"
"Yvonne Wallin Ivarsson","Parkstigen 3
26679 Karlskoga"
"Rebecka Gustafsson","Industrigränd 85
17411 Piteå"
"Adrian Wiberg","Bäckgränd 318
87477 Borlänge"
"Theo Jensen","Stationsvägen 078
70159 Alingsås"
"Hans Åström","Parkvägen 265
42400 Kalmar"
"Victor Adolfsson","Villavägen 19
41964 Karlskoga"
"Kent Gustafsson","Stationsgatan 986
41668 Uppsala"
"Jack Olsson","Industrigränd 8
18110 Sandviken"
"Erik Nguyen","Skolgatan 522
73206 Helsingborg"
"Lucas Nordin","Villastigen 9
47473 Trollhättan"
"Monika Ahlström","Ringstigen 550
55657 Piteå"
"Rebecka Linde-Johansson","Idrottsgatan 371
92061 Södertälje"
"Ossian Johansson","Nyvägen 89
99286 Nyköping"
"Veronica Karlsson","Ektorget 584
50628 Malmö"
"Madeleine Sjöberg","Ringstigen 52
63364 Gävle"
"Mattias Nilsson","Gengränd 64
65288 Skellefteå"
"Elsa Hallberg","Aspgatan 5
11165 Piteå"
"Ulla Wikström","Ängsgatan 675
57390 Motala"
"Karin Granlund-Dahlström","Granvägen 0
25061 Luleå"
"Daniel Hägglund-Andersson","Ekgränd 8
90799 Nyköping"
"Maja Granström","Furugatan 02
40303 Växjö"
"Rebecka Stenström","Björkgatan 152
79496 Varberg"
"Viktor Nilsson-Andersson","Parktorget 81
36967 Växjö"
"Karin Norman","Ekgatan 555
42782 Örebro"
"Felicia Ståhl","Ängsgränd 7
93331 Luleå"
"Axel Andersson-Andersson","Grangränd 27
35639 Lund"
"Olof Jansson","Fabriksvägen 0
65987 Södertälje"
"Robin Andersson Lind","Ringvägen 361
20420 Trollhättan"
"Viola Grönlund","Åkergatan 8
23893 Norrköping"
"Anders Karlsson Engvall","Industrigatan 863
88946 Motala"
"Hans Larsson","Aspgränd 7
62173 Karlskoga"
"Reza Olsson","Bäckgatan 22
99669 Alingsås"
"August Johansson","Granvägen 319
34492 Lund"
"Arne Nygren","Kvarngränd 4
11415 Linköping"
"Hans Ericsson","Kvarngatan 273
44623 Piteå"
"Sofia Boström","Trädgårdsvägen 0
25442 Lidingö"
"Tobias Dahlin","Bäckstigen 23
42949 Göteborg"
"Ida Svedberg","Idrottsstigen 8
67421 Gävle"
"Emmy Carlsson","Strandstigen 03
23031 Borlänge"
"Verner Dahlström","Kyrkovägen 23
67879 Stockholm"
"Ingrid Österberg","Stationsvägen 90
73154 Södertälje"
"Richard Adolfsson","Trädgårdsgränd 570
61418 Kristianstad"
"Ingrid Karlsson Sandgren","Skolvägen 673
59454 Västerås"
"Andrea Gustafsson","Gengränd 769
38221 Uddevalla"
"Charlie Lundin","Parkvägen 2
23977 Karlstad"
"Madelene Bergström","Industristigen 468
46375 Kalmar"
"Alice Karlsson","Kvarnvägen 7
21546 Sandviken"
"Johan Saleh","Skolgränd 84
14623 Borås"
"Bengt Larsson","Skogsstigen 0
57123 Gävle"
"Axel Åkesson","Nyvägen 22
61730 Uddevalla"
"Peter Nyström-Berg","Parkgatan 48
14040 Ängelholm"
"Richard Westlund","Skolvägen 4
85669 Eskilstuna"
"Erik Möller","Ekvägen 8
12243 Södertälje"
"Gunnel Sjöstrand","Kyrkgränd 3
49932 Malmö"
"Arne Lind-Niklasson","Ekstigen 50
57218 Karlstad"
"Oskar Svensson","Villavägen 48
32391 Sundsvall"
"Hans Jakobsson","Järnvägsvägen 961
40531 Varberg"
"Tommy Vesterlund","Björkgränd 73
59231 Karlskoga"
"Douglas Löfgren-Jönsson","Skoltorget 323
94194 Uppsala"
"Viktor Alfredsson","Bäckgatan 453
11507 Ängelholm"
"Elisabeth Engström","Kyrkostigen 406
47351 Sandviken"
"Rickard Hansson","Ängstorget 9
52985 Falun"
"Gunnar Carlsson-Nielsen","Åkervägen 22
87029 Falun"
"Helen Svensson","Kvarngatan 43
81359 Alingsås"
"Fredrik Olsson","Järnvägsgränd 896
51380 Växjö"
"Jenny Strandberg-Nygren","Gengränd 6
74306 Karlskrona"
"Martina Andersson","Kvarnvägen 50
53681 Örnsköldsvik"
"Hans Hansen","Järnvägsgatan 3
52644 Södertälje"
"Albin Ibrahim","Fabriksstigen 8
31137 Ängelholm"
"Alice Khalil","Järnvägsgatan 4
51639 Nyköping"
"Ivan Hjort","Grangränd 5
10659 Kristianstad"
"Rickard Sköld-Lindberg","Genstigen 958
75156 Kalmar"
"Tapio Karlsson","Furugränd 39
86151 Ängelholm"
"Sebastian Johansson","Björkvägen 7
19184 Luleå"
"Frida Jansson-Sandberg","Skolvägen 3
68143 Jönköping"
"Gunhild Jakobsson-Nilsson","Ringgatan 43
45956 Nyköping"
"Anna Lindberg","Bäckgatan 92
37294 Karlstad"
"Ossian Lindqvist","Björkgatan 8
48431 Luleå"
"Carl Brandt","Kyrkvägen 77
64906 Karlstad"
"Elisabeth Jansson","Trädgårdsvägen 90
38017 Östersund"
"Bengt Andersson-Lennartsson","Kvarngatan 187
85157 Sundsvall"
"Rikard Bengtsson","Stationsgatan 966
26460 Östersund"
"Gustav Lundgren","Kyrkvägen 665
58102 Kristianstad"
"Elvin Andreasson-Bengtsson","Idrottsgränd 0
68839 Piteå"
"Alvin Jensen","Industrivägen 8
38627 Kristianstad"
"Anette Ek","Kyrktorget 994
39457 Växjö"
"Erik Lövgren","Stationsgatan 6
29757 Mölndal"
"Robert Olsson Jönsson","Trädgårdsgatan 2
67892 Piteå"
"Lina Eriksson","Åkervägen 833
83925 Skövde"
"Jimmy Danielsson","Industrigatan 2
76496 Skövde"
"Monica Lund","Industristigen 7
11704 Göteborg"
"Robert Andersson","Aspvägen 04
63976 Piteå"
"Björn Aronsson","Björkvägen 99
66151 Karlskoga"
"Marianne Svensson","Granvägen 8
44520 Västerås"
"Lisa Backman","Skogstorget 0
78279 Malmö"
"Meja Boström","Parkvägen 0
77245 Karlstad"
"Per Sandberg","Fabriksgränd 527
59345 Västerås"
"Inga Lindh","Parkgatan 40
88182 Karlskrona"
"Elisabeth Hultgren","Furuvägen 388
89009 Sandviken"
"Olof Larsson","Aspgatan 65
77730 Örebro"
"Love Dahlgren-Jansson","Industrivägen 44
65595 Örnsköldsvik"
"Robert Gustavsson","Furugatan 3
70643 Trollhättan"
"Karl Johannesson","Ringtorget 159
29519 Nyköping"
"Elise Jonsson","Industristigen 52
51339 Stockholm"
"Johan Jonsson","Järnvägsgatan 7
80391 Kalmar"
"Hanna Gustafsson","Stationsvägen 798
49243 Alingsås"
"Kristina Sörensen-Lund","Björktorget 787
41553 Piteå"
"Mats Jonasson","Parkstigen 97
81731 Linköping"
"Tova Nilsson","Ringvägen 39
13263 Karlskoga"
"Agnes Linde","Kyrkovägen 7
59716 Ängelholm"
"Karl Ibrahim","Industristigen 12
16110 Trelleborg"
"Robert Jonsson","Parkvägen 4
36511 Västerås"
"Lars Möller","Skogsgränd 053
64919 Karlskoga"
"Anette Näslund Roos","Idrottsgränd 68
29008 Göteborg"
"Birgitta Dahl","Villatorget 10
76193 Uppsala"
"Isabelle Larsson","Industrigatan 659
43083 Trollhättan"
"André Nilsson","Furuvägen 5
69778 Stockholm"
"Per Pettersson","Genvägen 655
95738 Uddevalla"
"Margareta Nilsson","Ringstigen 628
21449 Uddevalla"
"Daniel Larsson Eriksson","Nystigen 37
15602 Motala"
"Raymond Hansson","Gengatan 78
81696 Luleå"
"Robert Wallgren","Furuvägen 94
42087 Mölndal"
"Teresa Nygren","Skolgränd 5
64948 Kalmar"
"Jenny Blomberg","Gengränd 20
27464 Borlänge"
"Mikael Haraldsson","Strandgatan 22
46365 Örebro"
"Jenny Björk","Åkervägen 069
80939 Uddevalla"
"Ali Dahlberg Marklund","Gentorget 1
56059 Karlskoga"
"Malte Olander","Björkvägen 25
96611 Luleå"
"Fredrik Andersson","Skolgatan 396
36692 Karlstad"
"Ahmed Ekström","Parkgatan 993
42359 Trollhättan"
"Ida Sandgren","Åkergatan 1
65327 Motala"
"Robin Olsson","Bäckgatan 139
13202 Borlänge"
"Nicole Blom","Furuvägen 4
11160 Mölndal"
"Linn Lund-Gustafsson","Idrottsgatan 3
98007 Lidingö"
"Stefan Nilsson","Storgränd 317
82842 Malmö"
"Cornelia Palmqvist","Bäckgatan 387
89778 Ängelholm"
"Astrid Lindqvist","Björkgatan 8
20177 Varberg"
"Elisabeth Åström","Järnvägsgränd 070
55605 Kalmar"
"Karl Edlund","Industristigen 084
31668 Norrköping"
"Magdalena Holm-Lundström","Idrottstorget 3
14970 Stockholm"
"Helge Lindskog","Ängstorget 2
86378 Nyköping"
"Roger Ali","Bäcktorget 8
50405 Västerås"
"Per Blom","Stationsvägen 31
13278 Luleå"
"Margareta Svärd","Kvarngatan 72
53322 Göteborg"
"Charlotta Johnsson","Järnvägstorget 85
73637 Norrköping"
"Axel Haraldsson","Nygränd 347
71418 Halmstad"
"Sven Petersson","Skolgränd 878
15157 Trelleborg"
"Pär Nilsson","Parkgatan 3
32844 Karlskrona"
"Anders Lindgren","Strandvägen 56
78994 Örnsköldsvik"
"Ali Persson","Gengatan 43
69360 Luleå"
"Jonas Falk","Villavägen 3
34424 Alingsås"
"Roger Hansson","Backstigen 881
82551 Uppsala"
"Elin Petersson","Kyrkvägen 10
75486 Helsingborg"
"Malte Svensson","Ekgränd 8
65092 Lidköping"
"Maria Johnsson","Strandtorget 986
40504 Uppsala"
"Axel Larsson","Industrigränd 3
99314 Stockholm"
"Ulrika Lindberg Ibrahim","Strandvägen 6
74123 Trollhättan"
"Margareta Berglund-Jakobsson","Åkergatan 90
44984 Ängelholm"
"Lucas Gustavsson","Trädgårdsgatan 4
52031 Trelleborg"
"Margareta Ibrahim","Aspgatan 6
92907 Norrköping"
"Mats Börjesson","Skolgränd 950
24071 Östersund"
"Roger Ljung","Idrottsgränd 3
96917 Luleå"
"Leo Månsson-Nordin","Villagatan 01
65597 Trelleborg"
"Gunnar Larsson","Kyrktorget 481
47929 Karlskrona"
"Patrick Ek-Liu","Genvägen 517
35209 Örebro"
"Sonja Karlsson","Idrottsgatan 206
54869 Varberg"
"Mikael Jönsson Blomberg","Kvarnvägen 4
99720 Varberg"
"Jan Andersson","Ringtorget 00
46460 Landskrona"
"Viola Pettersson-Palm","Strandgatan 735
68163 Örebro"
"Olof Viklund","Storvägen 252
64336 Uddevalla"
"Tobias Lindahl","Idrottsvägen 29
55020 Halmstad"
"Roger Olsson","Storvägen 0
17875 Skövde"
"Ahmed Elofsson","Kyrkgatan 94
81480 Gävle"
"Erik Jonsson","Järnvägsvägen 6
46089 Uppsala"
"Sven-Erik Larsson","Kvarntorget 9
24195 Malmö"
"Alva Gustafsson","Björkstigen 6
28537 Piteå"
"Erik Berg","Ekgatan 81
15948 Falun"
"Jens Karlsson","Ängstorget 830
51563 Karlstad"
"Ingegerd Bergstrand","Villagatan 40
57467 Landskrona"
"Ulf Gunnarsson","Åkergatan 69
90907 Lidköping"
"Johan Möller","Skogstorget 515
95226 Luleå"
"Roger Svärd Ahlström","Fabrikstorget 057
17935 Varberg"
"Anders Ljungqvist","Ängsgatan 591
67342 Uddevalla"
"Niclas Andersson","Genvägen 70
76708 Örnsköldsvik"
"Eva Blomqvist","Strandgränd 7
73150 Skövde"
"Johanna Magnusson Lundberg","Järnvägsstigen 6
18612 Karlstad"
"Mikael Forsberg","Kvarnstigen 772
93522 Östersund"
"Katarina Jansson-Ericson","Fabriksstigen 17
84815 Halmstad"
"Roger Halvarsson","Backvägen 2
14354 Lund"
"Eva Månsson","Parkvägen 12
15963 Piteå"
"Axel Persson-Fransson","Skolstigen 732
48594 Sandviken"
"Roland Axelsson Magnusson","Kvarnvägen 206
99942 Lidingö"
"Otto Olofsson","Nyvägen 49
34092 Helsingborg"
"Gunilla Persson-Levin","Kyrkostigen 177
38772 Trelleborg"
"Lea Ekström-Hall","Åkergatan 5
76462 Sandviken"
"Lilly Svensson","Strandstigen 2
44828 Uppsala"
"Birgitta Mattsson","Ekvägen 615
61209 Stockholm"
"Sofia Knutsson-Johansson","Ekgatan 938
51071 Skellefteå"
"Anna-Karin Eriksson","Parkstigen 7
84787 Gävle"
"Patrick Karlsson","Industrigatan 26
36081 Mölndal"
"Gunilla Jonsson","Kyrkotorget 6
53008 Göteborg"
"Roland Ericsson","Strandgatan 78
44161 Sandviken"
"Lars Åberg","Järnvägsgränd 461
97482 Varberg"
"Stig Malmberg","Storgatan 64
58806 Uddevalla"
"Lucas Ström","Stationsgatan 7
39210 Örnsköldsvik"
"Erika Håkansson","Industrigränd 636
50220 Skövde"
"Mikaela Sjöberg","Kvarntorget 806
18966 Kalmar"
"Karl Johansson","Parkstigen 2
36999 Eskilstuna"
"Maria Hedin Ahmed","Ringvägen 3
26013 Lidingö"
"Brita Mårtensson","Trädgårdsvägen 4
75494 Trollhättan"
"Anette Ingvarsson","Backtorget 8
84686 Lidingö"
"Roland Hjort","Skolgränd 8
52468 Landskrona"
"Oskar Lundin","Skolgränd 5
17145 Växjö"
"Elsy Nordström Olsson","Skogsvägen 95
12642 Uppsala"
"Nils Engström","Idrottsgatan 912
66006 Göteborg"
"Rut Sjölund","Villagatan 6
36610 Sundsvall"
"Lars Söderberg","Gentorget 7
63409 Sandviken"
"Karin Svensson","Industrigränd 8
44798 Uppsala"
"Alexander Eliasson","Ekstigen 18
39604 Skellefteå"
"Åke Persson","Industrigatan 18
82415 Stockholm"
"Björn Engström","Ringstigen 409
44913 Karlskrona"
"Roland Larsson","Parkgatan 0
61473 Lidköping"
"Linnea Hagström Ibrahim","Skogsgränd 2
78239 Alingsås"
"Emma Hansen","Backgatan 94
93344 Jönköping"
"Kim Karlsson-Mattsson","Ekvägen 543
93470 Kalmar"
"John Danielsson","Kvarntorget 094
41385 Örnsköldsvik"
"Knut Fors","Ringstigen 5
10665 Karlstad"
"Erik Svensson","Kyrkogatan 599
54000 Trelleborg"
"Erik Svensson","Storvägen 57
10611 Sundsvall"
"Marie Nyström","Skolvägen 61
61680 Varberg"
"Oskar Johansen","Kvarnstigen 85
46916 Stockholm"
"Roland Nyström","Storgatan 7
11766 Stockholm"
"Margaretha Johannesson Eriksson","Kyrkotorget 026
87466 Lund"
"Sofia Åström","Nyvägen 204
43796 Skellefteå"
"Marie Gustavsson","Backtorget 50
33108 Piteå"
"Sofia Andersson","Industrigatan 379
98772 Norrköping"
"Ana Henriksson","Kvarngränd 5
54211 Umeå"
"David Olsson Alexandersson","Ekvägen 39
43013 Södertälje"
"Leopold Sjöstrand","Kyrkstigen 898
64526 Nyköping"
"Kerstin Lundberg","Industrigatan 671
65658 Östersund"
"Johanna Bergqvist","Parkgränd 355
80496 Alingsås"
"Roland Pettersson","Skolstigen 1
98130 Landskrona"
"Felix Hansson","Skolgatan 64
42172 Växjö"
"Bengt Gustafsson","Ringgränd 9
46527 Trollhättan"
"Helena Jensen","Gengränd 677
50274 Skellefteå"
"Linus Larsson","Skoltorget 660
89805 Motala"
"Lotta Bengtsson","Strandvägen 0
88050 Sandviken"
"Erik Hagström","Trädgårdstorget 25
28773 Piteå"
"Cecilia Erlandsson","Kyrkovägen 53
73937 Skellefteå"
"Anna Olsson-Hedberg","Skolgatan 101
45723 Eskilstuna"
"Marcus Svensson","Fabriksvägen 79
77240 Karlstad"
"Roland Singh-Berntsson","Stationsgatan 7
71451 Borlänge"
"Mats Axelsson","Ringgatan 37
29664 Skellefteå"
"Ewa Andersson","Idrottsstigen 302
77830 Eskilstuna"
"Carl Hagman","Industristigen 788
24878 Borås"
"Torsten Karlsson","Villagatan 9
60174 Mölndal"
"Eva Höglund","Aspgatan 5
48322 Uppsala"
"Kristina Magnusson Eriksson","Skolgatan 48
61470 Varberg"
"Christer Arvidsson","Nygränd 70
12541 Trelleborg"
"Margareta Forsberg","Nyvägen 742
30858 Uppsala"
"Johanna Karlberg","Fabriksgatan 872
57858 Borlänge"
"Rolf Johansson","Granvägen 6
92751 Örebro"
"Stig Johansson","Backgränd 422
82695 Karlskoga"
"Robert Edlund","Genvägen 29
24441 Ängelholm"
"Karl Johansson","Trädgårdsvägen 266
28353 Skellefteå"
"Cornelia Bergsten","Järnvägsgatan 59
64997 Sundsvall"
"Marie Bergström","Backgatan 6
61804 Piteå"
"Louise Johansson","Bäckgränd 60
42969 Uddevalla"
"Åke Issa","Storstigen 3
79528 Skellefteå"
"Barbro Wahlberg-Dahlgren","Åkervägen 9
34091 Linköping"
"Ben Andersson","Ekgatan 79
51969 Mölndal"
"Rolf Sandström","Stationsgatan 098
48500 Eskilstuna"
"Patricia Dahl","Ängsstigen 884
16427 Halmstad"
"Leo Ström","Genstigen 633
81247 Lund"
"Simon Werner","Fabriksgatan 654
94029 Nyköping"
"Wilma Svensson","Ekgränd 675
21929 Mölndal"
"Helen Nordgren","Ekvägen 071
30302 Skellefteå"
"Inger Björkman","Strandstigen 1
33073 Halmstad"
"Nils Nilsson","Skogsvägen 034
25138 Umeå"
"Anders Åkesson","Villastigen 078
67497 Karlskrona"
"Lennart Petersson","Furugatan 658
89461 Luleå"
"Rolf Sjölund","Parkstigen 220
61646 Kalmar"
"Monica Backman-Axelsson","Parkgränd 40
76195 Skellefteå"
"Erika Lindqvist Berglund","Järnvägsvägen 6
62464 Lidingö"
"Anders Lindqvist","Granvägen 5
60433 Uppsala"
"Christin Lundgren Jonsson","Åkervägen 143
12263 Alingsås"
"Elisabeth Jonsson","Trädgårdsvägen 3
18530 Ängelholm"
"Viola Hermansson","Ringstigen 69
85809 Karlskrona"
"Nicklas Källström Andersson","Järnvägsvägen 403
97042 Motala"
"Britt Olsson-Nyberg","Ängsvägen 5
15776 Eskilstuna"
"Axel Schmidt","Stationsstigen 238
88657 Trollhättan"
"Rolf Öhman","Strandvägen 031
46665 Borlänge"
"Leila Karlsson","Åkergatan 12
18412 Växjö"
"Thomas Englund","Trädgårdsvägen 3
20277 Helsingborg"
"Maria Jansson-Johansson","Järnvägsvägen 09
44553 Karlskrona"
"Svante Wahlström","Skogsvägen 64
51069 Uddevalla"
"Caroline Löfgren","Åkergatan 719
26165 Karlskrona"
"Viola Hansson","Genvägen 24
90721 Uddevalla"
