"Aage Christiansen"	"Vognmagervej 581
9515 Flemming" 
"Katcha Paulsen"	"Abrikosgade 9
6486 Broby"
"Sarah Mathiesen"	"Vognmagervej 5
3023 Låsby"
"Berta Holst"	"Strandlodsgade 4
2730 Ølgod"
"Jim Lind-Hansen"	"Overbysvej 8
1023 Løkken"
"Hr Peder Dam"	"Kærskiftevej 8
6044 Sabro"
"Zahra Kristiansen"	"Ottiliastræde 22
8832 Odense"
"Martin Jakobsen"	"Abrikosstræde 3
6339 Store Fuglede"
"Prof. Weena Andreasen"	"Fakse Tværvej 415
7049 Tim"
"Ernst Holm"	"Broager Allé 45
1695 Melby"
"Univ.Prof. Emma Vestergaard"	"Søndre Fasanvej 63
1984 Outrup"
"Malene Berg-Olesen"	"Blekinge Allé 4
4082 Snertinge"
"Sarah Søndergaard"	"Puggaardsvej 4
5317 Randers"
"Prof. Minna Kjær"	"Engblommegade 8
5757 Lynge"
"Noah Mathiesen"	"Christian II's Allé 2
9712 Ringkøbing"
"Ulrik Pedersen"	"Asminderødvej 8
7556 Kokkedal"
"Mimi Dahl"	"Ocean Allé 2
4847 Strøby"
"Lasse Krogh-Karlsen"	"Ramløsevej 7
4733 Hjerm"
"Svenning Hansen-Thomsen"	"Løvstikkevej 73
9714 Kalundborg"
"Univ.Prof. Elsebeth Toft"	"Førslevvej 423
6424 Munke Bjergby"
"Yannick Winther"	"Lundsfrydstræde 54
3932 Store Fuglede"
"Kent Jakobsen"	"Helsingborg Allé 74
9065 Faaborg"
"Sarah Thygesen"	"Dannevirkevej 6
7812 Middelfart"
"Prof. Pete Mathiasen"	"Cylinder Allé 787
6303 Vanløse"
"Mik Steffensen-Olsen"	"Humlebækgade 79
5659 Lynge"
"Tanja Lind"	"Buntmagerstræde 38
7318 Dannemare"
"Univ.Prof. Morten Nielsen"	"Platanvej 2
6272 Hellebæk"
"Nina Frandsen"	"Smedegade 117
4112 Blommenslyst"
"Rita Christiansen"	"Gimlesvej 307
4530 Engesvang"
"Univ.Prof. Ella Laursen"	"Southamptonstræde 69
5168 Glamsbjerg"
"Mikkel Mathiasen"	"Dieselvej 38
4279 Ulfborg"
"Poul Nørgaard"	"Saxostræde 169
9035 Veksø Sjælland"
"Sebastian Jessen"	"Ferskenvej 478
1090 Kjellerup"
"Fru Merete Koch"	"Frimestervej 41
5579 Beder"
"Katrine Mortensen"	"Solskiftevej 351
7272 Langå"
"Richardt Bruun"	"Hellestedstræde 42
6526 Frederikshavn"
"John Christoffersen"	"Knippelsbrogade 183
4225 Ørum Djurs"
"Dr. Marlene Berg"	"Thorsvej 7
5160 Hammel"
"Lennarth Kristoffersen"	"Ungarns Allé 5
2750 Vestervig"
"Steve Lind"	"Degneæblevej 52
3405 Brædstrup"
"Sørine Thorsen"	"Luftmarinevej 1
5095 Spjald"
"Univ.Prof. Philip Steffensen"	"Viborggade 335
7396 Nyborg"
"Sebastian Nørgaard"	"Tuxensstræde 31
4770 Hemmet"
"Villads Klausen"	"Venneminde Allé 20
6858 Værløse"
"Hr Tim Clausen"	"Apollovej 9
5260 Struer"
"Emily Jakobsen-Rasmussen"	"Sjællandsvej 1
8004 Tim"
"Gerda Johnsen"	"Bramslykkevej 99
9966 Gudme"
"Kent Jakobsen-Pedersen"	"Fiolvej 468
9891 Skanderborg"
"Regitze Thorsen"	"Nokken Fornvej 66
9736 Sunds"
"Vera Søndergaard-Dam"	"Jyderupvej 46
2617 Gørløse"
"Ragnar Thorsen"	"Gudenåvej 18
8540 Havndal"
"Ronja Berg-Lassen"	"Jyllingegade 509
9524 Fjenneslev"
"Sebastian Ravn"	"Overn Oven Vandetvej 9
2209 Bredebro"
"Herman Christiansen"	"Arne Jacobsensgade 9
9333 Dronninglund"
"Julius Paulsen-Jacobsen"	"Tallinnvej 556
3424 Østbirk"
"Mia Johansen"	"Degnemosegade 3
3889 Græsted"
"Vivian Jensen"	"Næsbyholmvej 99
8624 Hårlev"
"Fru Britta Dahl"	"Skjulhøj Allé 7
9355 Humlebæk"
"Jørgen Schmidt-Poulsen"	"Nattergalevej 8
3778 Gadbjerg"
"Ragnar Jeppesen"	"Traps Allé 6
3709 Ølgod"
"Julius Berg"	"Roskildestræde 320
8871 Gudme"
"Grete Frandsen-Paulsen"	"Nordlands Allé 97
5408 Holstebro"
"Selma Berg"	"Lundingsvej 642
6960 Skibby"
"Prof. Laust Johansen"	"Frederiksstadsgade 382
5274 Skive"
"Elsebeth Mikkelsen"	"Classensvej 4
5028 Vandel"
"Dr. Birger Steffensen"	"Østersøvej 3
5179 Nørreballe"
"Dr. Alberte Johansen"	"Ryvangsvej 563
5523 Nykøbing F"
"Prof. Maren Nilsson"	"Weidekampsvej 424
4532 Thorsø"
"Ragnar Jespersen"	"Bragesgade 42
9410 Vojens"
"Elin Jørgensen"	"Berggreensvej 613
4622 Bjæverskov"
"Karina Ravn-Christiansen"	"Nyropsstræde 766
3631 Hadsund"
"Univ.Prof. Else Svendsen"	"Australiensvej 710
5746 Vipperød"
"Selma Friis"	"Mårum Allé 283
5037 Søborg"
"Univ.Prof. Mille Mogensen"	"Houmannsgade 670
9931 Ikast"
"Univ.Prof. Jasmin Klausen"	"Rødding Allé 3
8353 Gørløse"
"Kristian Jacobsen"	"Vestre Teglvej 5
7321 Rønne"
"Univ.Prof. Jytte Thygesen"	"Fruebjergvej 21
9324 Dronningmølle"
"Patrick Nilsson-Møller"	"Birmavej 33
3491 Bindslev"
"Prof. Clavs Andresen"	"Nordmarksgade 53
8140 Nærum"
"Jim Lauridsen"	"Nakskovvej 46
7514 Nordborg"
"Jeppe Lassen"	"Toftøjestræde 123
2738 Torrig"
"René Paulsen"	"Toftegårdsvej 506
7411 Fjenneslev"
"Selma Nielsen"	"Kirsteinsvej 11
6190 Kjellerup"
"Univ.Prof. Sofie Østergaard"	"Bomsluttervej 96
7920 Tranekær"
"Sofie Thomsen"	"Kirstinedalsgade 86
1737 Hovedgård"
"Arne Brandt"	"Nakskovvej 8
8330 Nysted"
"Tove Christiansen"	"Sverrigsgade 92
8342 Spøttrup"
"Birte Koch"	"Støbegodsgade 34
8632 Gentofte"
"Ofelia Klausen"	"P.D. Løvs Allé 78
7022 Karlslunde"
"Justina Frederiksen-Petersen"	"Lavendelstræde 77
5183 Regstrup"
"Hr Johnnie Bach"	"Ridefogedvej 930
1886 Spøttrup"
"Prof. Iver Søndergaard"	"Willumsstræde 12
9561 Klampenborg"
"Signe Johnsen"	"Oehlenschlægersvej 8
2493 Vallensbæk"
"Ulrike Steffensen"	"Skovstjernevej 6
3069 Frøstrup"
"Hr Arne Kristiansen"	"Møntergade 710
4598 Arden"
"Erik Kristiansen"	"Støberigade 3
5768 Morud"
"Brian Bruun"	"Søndermarksvej 732
4078 Hårlev"
"Pia Christoffersen"	"Kaløgade 264
7196 Nørager"
"Prof. Herbert Vestergaard"	"Floridavej 65
9571 Bjæverskov"
"Emilie Jakobsen"	"Skyggelundsgade 64
6058 Glejbjerg"
"Hr Ronni Knudsen"	"Grønagergade 2
1255 Ørum Djurs"
"Fru Tove Johnsen"	"Bjørnsons Allé 486
2031 Espergærde"
"Sigrid Dahl"	"Rødkløvergade 551
7740 Samsø"
"Ron Bach"	"Ourøgade 7
7261 Virum"
"Villads Johansen"	"Tøndervej 1
8960 Dragør"
"Univ.Prof. Kirstine Frandsen"	"Arnes Allé 5
9534 Tårs"
"Laus Carlsen"	"Klintholmgade 19
5242 Rudkøbing"
"Malene Olsen"	"Korsagervej 970
9730 Vildbjerg"
"Camilla Schultz"	"Guldstjernegade 88
2928 Hadsten"
"Liva Lund"	"Carl Nielsens Allé 323
9063 Aarup"
"Pete Lauritsen-Kjeldsen"	"Valkendorfsvej 669
3973 Blommenslyst"
"Laurits Thomsen"	"Bornholmsvej 170
9389 Hobro"
"Sigrid Mathiesen-Pedersen"	"Bergthorasgade 7
7885 Brenderup"
"Prof. Paul Overgaard"	"Vestre Teglvej 138
7455 Harndrup"
"Leif Mortensen"	"Bjelkesgade 449
1417 Gjern"
"Weena Bech"	"Nysø Allé 775
6019 Vildbjerg"
"Elias Friis"	"Svanevej 5
1726 Kalvehave"
"Univ.Prof. Annemette Carlsen"	"Dybendalsvej 3
6302 Nykøbing M"
"Minna Nørgaard-Vestergaard"	"Skippingegade 2
1117 Middelfart"
"Dr. Catrine Thygesen"	"Enighedsvej 17
1638 Redsted"
"Fru Tanja Brandt"	"Skibelundgade 401
7275 Årre"
"Prof. Sille Hansen"	"Torbenfeldtvej 91
4900 Horslunde"
"Sigrid Thomsen"	"Ulvsundstræde 2
8170 Aars"
"Elna Friis"	"Svanevej 626
5179 Kolind"
"Prof. Herdis Olsen"	"Dublinvej 3
3210 Gelsted"
"Prof. Peder Andresen"	"Herbergenvej 67
1499 Allinge"
"Fru Inge Bech"	"Skyggelundsstræde 10
1770 Værløse"
"Dr. Gertrud Lauritsen"	"Broager Allé 5
8171 Hornbæk"
"Maren Karlsen"	"Greisstræde 3
3316 Bevtoft"
"Ellen Jepsen"	"Hejrevej 4
4239 Sandved"
"Andrea Paulsen"	"Sankelmarksgade 584
4101 Espergærde"
"Ulrike Winther"	"Kærskiftevej 77
7244 Kerteminde"
"Sigrid Vestergaard"	"Funkia Allé 23
8871 Måløv"
"Bodil Mogensen-Brandt"	"Syvens Allé 35
5132 Dragør"
"Frode Jørgensen"	"Annexvej 7
2304 Havdrup"
"Helle Poulsen-Krogh"	"Scharlingsvej 9
6957 Karlslunde"
"Grethe Johansen"	"Borupsgade 4
2122 Gandrup"
"Vivian Kristoffersen"	"Kongemarksgade 705
6957 Tørring"
"Fru Olga Mogensen"	"Spangbergs Allé 83
8983 Rungsted Kyst"
"Paula Andresen"	"Brobergsgade 421
4089 Nørresundby"
"Andreas Nissen-Lassen"	"Uffesvej 9
6498 Herning"
"Prof. Jannie Møller"	"Støberivej 70
2558 Them"
"Silas Frederiksen"	"Mørkhøjgade 7
8999 Havdrup"
"Helle Kjeldsen-Holst"	"Skovbogårds Allé 6
9967 Hals"
"Richard Winther"	"Amerikagade 2
4958 Gørding"
"Yngve Svendsen"	"Fyrtårnvej 416
2964 Kongens Lyngby"
"Prof. Anne Schmidt"	"Høsterkøbgade 8
3945 Bedsted Thy"
"Dr. Nikolaj Lund"	"Lindholmsgade 7
8015 Gedsted"
"Jacqueline Søndergaard-Sørensen"	"Ringkøbinggade 15
2629 Skærbæk"
"Ziggy Thomsen"	"Gåsebæksgade 2
3546 Esbjerg"
"Prof. Ellen Nilsson"	"Wiedewelts Allé 373
1828 Hvide Sande"
"Naja Holm"	"Syvensvej 6
3677 Kvistgård"
"Silje Nilsson"	"Christian II'svej 400
3678 Højbjerg"
"Carl Bruun"	"Kornskyldgade 358
8076 Slangerup"
"Dr. Gertrud Frederiksen"	"Hedebyvej 96
7127 Nimtofte"
"Oskar Christensen"	"Hareskovstræde 71
6119 Strøby"
"Magnus Steffensen"	"Tycho Brahes Allé 7
9828 Anholt"
"Dr. Liva Poulsen"	"Tustrupgade 117
3260 Brande"
"Zelma Lauritsen"	"Skindervej 95
1376 Henne"
"Pia Møller-Lassen"	"Svankærvej 284
4512 Hjallerup"
"Werner Jessen"	"Shetlandsstræde 435
5708 Espergærde"
"Prof. Holger Poulsen"	"Lille Farimagsgade 7
9419 Øster Vrå"
"Sille Christiansen"	"Store Kongensgade 45
5212 Hvalsø"
"Oda Mogensen"	"Vejlandsvej 849
2997 Kongens Lyngby"
"Anna Thomsen-Frandsen"	"Tibirkevej 316
8983 Skovlunde"
"Hr Alex Olsen"	"Margretheholmsgade 5
9002 Hornslet"
"Prof. Børge Dahl"	"Hans Bogbindersgade 3
9497 Kalvehave"
"Dr. Odeline Andersen"	"Hvidtjørne Allé 131
9795 Hedehusene"
"Solvej Schultz"	"Kasematvej 931
1707 Lundby"
"Zehnia Berg"	"Gårdtoftevej 304
4494 Melby"
"Philip Thomsen"	"Delosstræde 344
8589 Ishøj"
"Gerda Frandsen"	"Hvidkløvervej 319
5489 Terndrup"
"Sille Møller"	"Risager Allé 34
4815 Aabenraa"
"Bodil Kristensen"	"Klitmøllerstræde 7
3321 Væggerløse"
"Signe Bertelsen"	"Bellidavej 2
8755 Varde"
"Silje Svendsen-Nørgaard"	"Kærskiftevej 938
5792 Kibæk"
"Ditte Carlsen-Klausen"	"Riga Allé 872
8288 Nimtofte"
"Dr. Olivia Holst"	"Landfogedgade 3
9928 Asperup"
"Helle Christiansen-Olesen"	"Strandvej 52
8452 Oksbøl"
"Lena Holm"	"Kalkbrænderihavnsstræde 854
8709 Snedsted"
"Jano Nørgaard"	"Højsagergade 78
8936 Sabro"
"Janne Jensen-Lind"	"Valgårdsstræde 372
4978 Gadstrup"
"Sille Svendsen"	"Stratford Allé 515
4841 Nørre Alslev"
"William Østergaard"	"Nørregade 78
4228 Suldrup"
"Ronni Kjeldsen"	"Cumberlandsgade 86
8679 Balle"
"Uffe Christoffersen"	"Toftebakkegade 33
5171 Børkop"
"Mathilde Friis"	"Armeniensstræde 460
1015 Aakirkeby"
"Ernst Lauritsen"	"Elværksvej 68
7706 Videbæk"
"Benny Petersen-Nissen"	"Tværagerstræde 691
5117 Valby"
"Oscar Skov"	"Søflyvej 40
8693 Langebæk"
"Ole Vestergaard"	"Jeppesvej 646
2002 Brønshøj"
"Esmarelda Brandt"	"Japan Allé 19
5075 Helsinge"
"Simon Johansen-Kjeldsen"	"Blushøjvej 60
8278 Sønder Omme"
"Lea Nilsson"	"Christiansborgvej 19
7786 Brøndby Strand"
"Sussanne Clausen"	"Drejerstræde 363
5254 Lille Skensved"
"Ivan Thygesen"	"Kurlandsvej 524
4186 Kokkedal"
"Sine Carlsen"	"Østergårdsgade 744
6011 Aulum"
"Sofia Danielsen"	"Nøjsomheds Allé 1
7676 Sydals"
"Ole Madsen"	"Tuxensgade 170
1271 Hjørring"
"Nanni Iversen"	"Nøjsomhedsgade 4
3059 Nørresundby"
"Inga Skov-Larsen"	"Ravneholmsvej 912
8114 Langå"
"Prof. Elin Lund"	"Tullins Allé 11
5641 Rødding"
"Simon Laursen"	"Skoubovej 1
7303 Erslev"
"Jean Danielsen"	"Glas Allé 2
7368 Hemmet"
"Dr. Daniella Andersen"	"Sørupgade 1
6809 Assens"
"Mark Toft"	"Bryggerigade 4
1648 Tranbjerg J"
"Frans Paulsen"	"Angelstræde 62
4896 Solbjerg"
"Julius Andersen"	"Ejler Billesvej 4
1193 Dragør"
"Dr. Heidi Frederiksen"	"Reykjaviksgade 559
4233 Randers"
"Frank Nielsen"	"Dieselvej 4
2728 Rønnede"
"Dr. Zenia Hermansen"	"Farumgade 97
6481 Nørre Snede"
"Univ.Prof. Uffe Frederiksen"	"Amagerfælledgade 54
5670 Bagsværd"
"Sine Dahl"	"Førslevstræde 8
1637 Lintrup"
"Erna Holst"	"Vendersvej 7
9663 Stokkemarke"
"Silje Schmidt"	"Brønshøjholmsvej 309
4920 Gjern"
"Fru Nadia Jeppesen"	"Store Regnevej 206
1496 Munkebo"
"Gerda Johansen"	"Uffes Allé 76
7953 Bredsten"
"Josephine Thomsen"	"Vigerslevvej 553
7434 Horbelev"
"Katcha Olesen"	"Leifsstræde 26
9103 Ferritslev Fyn"
"René Jespersen"	"Udbyvej 542
1263 Nørager"
"Line Frandsen"	"Billed Allé 15
6082 Højbjerg"
"Univ.Prof. Birgit Krogh"	"Løjtegårdsgade 854
1798 Århus"
"Sine Schmidt-Olsen"	"Århusvej 6
2274 Præstø"
"Fru Nanna Andersen"	"Elme Allé 85
1720 Fårevejle"
"Kenneth Lund"	"Hjerting Allé 384
8763 Ringkøbing"
"Ludvig Johnsen"	"Timiansstræde 870
8135 Jerslev"
"Prof. Isabella Holst"	"Vestervigstræde 1
7330 Egtved"
"Fru Sine Jensen"	"Monradsgade 32
9203 Sorø"
"Univ.Prof. Laurits Mathiasen"	"Tikøbvej 3
5178 Kokkedal"
"Hr Mikkel Eriksen"	"Ahrenkildesgade 92
5980 Dannemare"
"James Toft"	"Marskens Allé 4
8272 Rødkærsbro"
"Johnny Jacobsen"	"Birkegade 989
4092 Redsted"
"Sofia Bech"	"Skibelundvej 706
1856 Herlufmagle"
"Mia Friis"	"Dønnerupvej 74
7682 Hundslund"
"Sofie Thorsen"	"Karens Allé 91
2319 Esbjerg"
"Dr. Jacobine Johnsen"	"Rismosestræde 769
9114 Hjallerup"
"Dr. Frans Madsen"	"Røde Mellemstræde 50
9111 Rødding"
"Astrid Kjær-Mogensen"	"Lille Theklagade 5
8529 Ålbæk"
"Bøje Mortensen"	"Gåsestræde 98
5720 Nyborg"
"Øvli Østergaard"	"Skydebanegade 653
7771 Vordingborg"
"Nicolai Jeppesen"	"Ringholmgade 3
8704 Hjerm"
"Birgitte Nørgaard"	"Burmeistersgade 803
8089 Vanløse"
"Sofia Jeppesen"	"Absalonsgade 38
6987 Nakskov"
"Natasha Bertelsen"	"Glentevej 35
7603 Gistrup"
"Prof. Majken Lauridsen"	"Gunløgsvej 3
3144 Engesvang"
"Prof. Anders Paulsen"	"Meklenborggade 5
4053 Tistrup"
"Aage Poulsen"	"Spanagervej 8
9846 Marslev"
"Tobias Jespersen"	"Prinsessestræde 4
5493 Arden"
"Pia Petersen"	"Tornsangervej 8
5205 Tårs"
"Lene Henriksen-Jespersen"	"Helgesensgade 2
2808 Løgstør"
"Einer Christoffersen"	"Wiinbladsvej 19
5739 Lynge"
"Margrethe Andresen"	"Bryggeri Allé 58
8422 Kalundborg"
"Sofia Kristiansen-Holst"	"Blekingevej 8
1631 Jægerspris"
"Margrethe Gregersen"	"Teglholm Allé 309
4015 Thorsø"
"Prof. Hannah Mathiasen"	"Postholderstræde 86
1107 Gudbjerg"
"Ingelise Lauridsen"	"Nøjsomhedsgade 95
1499 Klarup"
"Inga Christiansen"	"Balders Allé 902
7219 Skårup"
"Alberte Bach"	"Travemündegade 457
2904 Kerteminde"
"Gorm Toft"	"Danshøjvej 614
5848 Skovlunde"
"Dr. Sara Mikkelsen"	"Gårdfæste Allé 2
9163 Ishøj"
"Dagny Knudsen"	"Valby Kirkevej 10
7308 Lynge"
"Dr. Jacob Kristiansen"	"Masteskursvej 639
3722 Hjortshøj"
"Sofie Iversen"	"Ib Schønbergsvej 4
5059 Væggerløse"
"Hr Åge Bertelsen"	"Gearhalsgade 251
1356 Hasselager"
"Univ.Prof. Mille Lassen"	"Valkyrie Allé 147
2777 Kalvehave"
"Univ.Prof. Janne Friis"	"Vestagervej 26
1283 Ørbæk"
"Ulrik Olsen"	"Overn Oven Vandetvej 334
2899 Herfølge"
"Albert Gregersen"	"Fuglefængervej 3
6086 Bælum"
"Richard Kjeldsen"	"Bregnerødvej 42
6362 Værløse"
"Prof. Simone Frandsen"	"Toftegårdsgade 355
1937 Jystrup"
"Bøje Karlsen-Larsen"	"Gartnerigade 20
2977 Tistrup"
"Prof. Jimmy Brandt"	"Mågevej 79
8004 Skovlunde"
"Solveig Jeppesen"	"Sundevedsgade 3
5296 Almind"
"Natasha Karlsen"	"Lagergade 5
9057 Kokkedal"
"Amanda Petersen"	"Korinthgade 764
3204 Hobro"
"Herdis Christoffersen-Mathiesen"	"Lille Strandvej 271
2170 Charlottenlund"
"Dr. Michelle Christiansen"	"Byagerstræde 961
2603 Toftlund"
"Nadia Østergaard"	"Ib Schønbergsstræde 9
6325 Faaborg"
"Fru Margrethe Kristiansen"	"Ringkøbing Allé 896
6175 Roskilde"
"Yasmin Vestergaard-Mortensen"	"Valkyrievej 732
4203 Ølsted"
"Prof. Joan Berg"	"Cox Orangegade 61
8897 Fårvang"
"Cecilie Mathiesen"	"Ryvangsvej 2
5326 Mern"
"Solveig Simonsen"	"Torbenfeldtgade 2
4840 Frederikssund"
"Prof. Ella Johnsen"	"Vildandegade 63
6736 Jyllinge"
"Lene Lind"	"Container Allé 1
3368 Langeskov"
"Hr Nikolai Lauritsen"	"Irlandsgade 69
1211 Hundested"
"William Dam"	"Egebæks Allé 566
4459 Sydals"
"Fru Iben Mortensen"	"Ekvipagemestervej 934
4872 Fårup"
"Liva Mikkelsen"	"Grønne Allé 91
7827 Strandby"
"Allan Mogensen"	"Lindgreens Allé 9
4883 Harndrup"
"Jenny Svendsen"	"Farver Allé 167
3488 Anholt"
"Ivan Olsen"	"Fredericia Allé 3
6356 Gørløse"
"Solvej Nielsen-Henriksen"	"Scandiavej 58
8748 Hjallerup"
"Lotte Clausen"	"Glentevej 631
6966 Hovborg"
"Nora Jeppesen"	"Scandiagade 8
7334 Brovst"
"Ester Clausen"	"Kuglegårds Allé 977
4972 Tølløse"
"Ronnie Winther"	"Gunløgsvej 323
2151 Øster Vrå"
"Leonora Lund-Kjeldsen"	"Sognefjordsvej 864
2570 Hundested"
"Daniel Bruun"	"Primulastræde 4
1465 Eskilstrup"
"James Mikkelsen"	"Bellmansgade 180
7392 Borup"
"Jeppe Christiansen-Dam"	"Liselundstræde 5
4409 Suldrup"
"Jimmy Overgaard"	"Kabbeleje Allé 254
6809 Horslunde"
"Solvej Simonsen"	"Thyregodsgade 7
7548 Hovborg"
"Kirsten Christoffersen"	"Klitmøllervej 5
3072 Ørsted"
"Ida Friis-Larsen"	"Kleins Allé 708
3688 Holbæk"
"Benthe Møller-Danielsen"	"Jagtstræde 11
7695 Silkeborg"
"Thea Mathiesen"	"Søndrevej 382
6081 Randbøl"
"Yvonne Jepsen"	"Wildersstræde 5
6639 Hørning"
"Mathias Mortensen"	"Portugals Allé 493
5819 Frørup"
"Cirkeline Mogensen"	"Kattegatstræde 3
8109 Stoholm"
"Hr Philip Danielsen"	"Karlstadsgade 9
7191 Svebølle"
"Dagmar Andersen"	"Ydunsgade 77
7938 Tårs"
"Solvej Steffensen"	"Svanestræde 283
2592 Sjællands Odde"
"Winni Lund-Carlsen"	"Rosengade 333
2970 Blommenslyst"
"Nina Iversen"	"Rentemestergade 1
9718 Højby"
"Klavs Lassen-Overgaard"	"Persiensvej 319
2909 Grevinge"
"Laus Jakobsen"	"Hulgårdsvej 9
3157 Billum"
"Ulrike Hansen-Lund"	"Romsdalsgade 98
4541 Rødovre"
"Erik Olesen-Klausen"	"Stavangergade 43
6472 Ryomgård"
"Mik Frederiksen"	"Fyrbødergade 649
5060 Søby Ærø"
"Herbert Kristoffersen"	"Magisterstræde 8
1691 Slagelse"
"Bjarne Kjeldsen"	"Sten Allé 531
2638 Svebølle"
"Sonja Brandt-Nørgaard"	"Bomhus Allé 35
7944 Toftlund"
"Danny Jakobsen"	"Morbærvej 141
2375 Dianalund"
"Regitze Nielsen-Søndergaard"	"Mågevej 808
7900 Bøvlingbjerg"
"Tina Jespersen"	"Saltøgade 89
2565 Brovst"
"Agnes Larsen"	"Høstgilde Allé 2
9726 Skanderborg"
"Frida Clausen-Jensen"	"Otto Baches Allé 75
5140 Hesselager"
"Carlo Olesen"	"Peitersgade 5
7840 Søndersø"
"Michala Nørgaard"	"Nordre Frihavnsvej 9
5180 Hovborg"
"Regitze Clausen-Lund"	"Rebildgade 72
2457 Klovborg"
"Frank Schou"	"Alliancegade 658
1597 Kerteminde"
"Sonja Mathiasen"	"Kronprinsesse Allé 937
1993 Vejers Strand"
"Univ.Prof. Øyvind Skov"	"Amsterdamstræde 5
6881 Viby J"
"Tonny Iversen-Klausen"	"Hambros Allé 15
5481 Vojens"
"Kirsten Friis"	"Borgmester Jensensvej 864
3307 Roslev"
"Georg Kjær"	"Fabrikmestergade 2
8244 Ry"
"Lone Mortensen-Jespersen"	"Lobeliavej 837
3766 Helsingør"
"Matthias Karlsen"	"Frederiksborgvej 5
4049 Randbøl"
"Robin Mikkelsen"	"Bredelandsstræde 6
5322 Silkeborg"
"Dr. Jano Jepsen"	"Syvensvej 9
9678 Sønder Omme"
"Nana Friis"	"Karlskronavej 3
9731 Vanløse"
"Sonja Toft"	"Alexandriavej 51
7600 Store Fuglede"
"Prof. Gunnar Jepsen"	"Vesterfælledgade 44
4648 Farum"
"Ofelia Holst"	"Lystrupgade 249
9253 Juelsminde"
"Bodil Ravn"	"Reinettegade 1
9276 Tylstrup"
"Lennarth Thorsen"	"Fensmarkstræde 60
3102 Tarm"
"Børge Jessen"	"Lavendelvej 2
4732 Rungsted Kyst"
"Prof. Nadia Hansen"	"Langebro Allé 97
7963 Slagelse"
"Prof. Jenny Paulsen"	"Rosbæksgade 389
4517 Rudkøbing"
"Sys Mathiasen-Nilsson"	"Kronprinsesse Allé 92
3966 Nykøbing F"
"Gunnar Thygesen"	"Kuglegårdsgade 21
7620 Melby"
"Sonny Andersen"	"Gothersgade 80
4734 Hellerup"
"Bettina Larsen"	"Strandlodsgade 97
8247 Hovedgård"
"Anton Kristensen"	"Molbechsstræde 1
5438 Bedsted Thy"
"Fru Gurli Mortensen"	"Ceylon Allé 265
3099 Sæby"
"Robin Steffensen"	"Kæragervej 198
5049 Skælskør"
"Randi Rasmussen"	"James Grievestræde 1
2585 Vemb"
"Joakim Laursen-Jepsen"	"Enebærvej 1
4205 Ejby"
"Fru Mathilde Jørgensen"	"Irmingersvej 609
1782 Sønder Stenderup"
"Tammy Nielsen-Østergaard"	"Fyrtårnvej 2
5580 Låsby"
"Christine Schou"	"Hestemølle Allé 4
1218 Auning"
"Sonny Kristensen"	"Slotsstræde 927
1428 Fredericia"
"Ronnie Skov"	"Store Strandgade 426
1884 Snedsted"
"Ruben Kristoffersen-Karlsen"	"Lundeborgstræde 60
7867 Fuglebjerg"
"Bertil Lund"	"Nordrupstræde 6
5928 Nimtofte"
"Prof. Johannes Svendsen"	"Krudtløbsvej 8
3211 Stenlille"
"Dr. Birgit Nilsson"	"Toftøjevej 40
1089 Jelling"
"Bob Jakobsen"	"Marathonvej 8
7030 Hinnerup"
"Vera Danielsen"	"Skovstjernevej 530
2957 Gjern"
"Casper Kristiansen"	"Hvidtjørnestræde 95
5105 Vanløse"
"Ronni Johansen"	"Marmorvej 40
3665 Hampen"
"Sophie Berg"	"Fyrbødervej 64
5351 Borup"
"Paul Henriksen"	"Lauravej 30
7696 Vejers Strand"
"Kurt Jensen"	"Slotsherrens Allé 420
3435 Kolind"
"Fru Sofia Koch"	"Bredelandsvej 95
5709 Nexø"
"Hr Uffe Frandsen"	"Lautrupsvej 271
5300 Vejstrup"
"Emil Toft-Mortensen"	"Halgreensvej 2
6787 Rønde"
"Yannick Kjeldsen"	"Bispebjerggade 2
1637 Gislev"
"Malou Toft"	"Toldbodstræde 4
9045 Smørum"
"Sussanne Frandsen"	"Ravnsborg Tværgade 251
7953 Bedsted Thy"
"Danny Jessen"	"Thoragade 30
6818 Ringe"
"Sophie Berg"	"Stenløsegade 166
4560 Dronningmølle"
"Fru Sofie Hermansen"	"Hjelmsstræde 4
6476 Bagsværd"
"Louise Klausen"	"Florensgade 9
6037 Nykøbing M"
"Ursula Carlsen"	"Suhmsgade 979
2591 Havndal"
"Dr. Johnny Bach"	"Rothesvej 53
4877 Sydals"
"Julie Toft"	"Alstedvej 50
5426 Frørup"
"Fru Jacobine Christiansen"	"Sadelmagergade 3
7108 Viuf"
"Sanne Hansen"	"Egemarkegade 352
8036 Børkop"
"Yasmin Eriksen"	"Soltoftegade 18
6481 Egernsund"
"Malou Paulsen"	"Hornemansvej 63
2732 Birkerød"
"Sophie Jørgensen-Mathiasen"	"Taffelæblevej 9
1943 Harlev"
"Ivan Sørensen"	"Morgendugvej 235
6858 Bandholm"
"Dr. Carlo Steffensen"	"Gjorslevgade 60
3848 Ry"
"Jarl Lauritsen"	"Tjørnevej 25
1270 Melby"
"Sørine Krogh-Thygesen"	"Roshagegade 10
9368 Ferritslev Fyn"
"Prof. Steven Frederiksen"	"Kattegatgade 719
3047 Ålsgårde"
"Keld Mathiesen"	"Bavnagerstræde 32
9395 Bøvlingbjerg"
