"ავთანდილ დალაქიშვილი","თვალჭრელიძის ქ. 25, ჭიათურა" 
"ციური ბოჭორიშვილი","ალმასიანის ქ. 91, ხაშური"
"ციალა ხატიაშვილი","მუხაძის ქ. 13, კასპი"
"თინა ხარებავა","ბარათაშვილი ნოკოლოზის ქ. 33, ლანჩხუთი"
"მაგდა ხარაზიშვილი","წინამძღვრიშვილის ქ. 69, წნორი"
"ბექა კირთაძე","კალოუბნის ქ. 08, ზუგდიდი"
"სალომე ახალაძე","ორბელების ქ. 45, ზესტაფონი"
"ვენერა კაკაურიძე","გუდაუთის ქ. 18, წალკა"
"იამზე მერებაშვილი","ცხემის ქ. 95, ფოთი"
"აკაკი მაღრაძე","ოჟიოს ქ. 90, ყვარელი"
"ფიქრია გაბაიძე","მიქელაძე ევგენის ქ. 79, ზესტაფონი"
"ნადეჯდა გიორგაძე","მიცკევიჩის ქ. 81, ლანჩხუთი"
"ნინელი თავაძე","მ. ლებანიძის ქ. 45, ნინოწმინდა"
"მედეა აბულაძე","კოხრეიძის ქ. 88, სიღნაღი"
"სიმონ თედორაძე","გაფრინდაულის ქ. 10, ქარელი"
"ხათუნა მუსაევა","სომხეთის ქ. 98, ქობულეთი"
"სალომე შამუგია","გორკის ქ. 28, მცხეთა"
"მალხაზ გვასალია","გოგებაშვილის იაკობის ქ. 69, გორი"
"ანი რუხაძე","თვალჭრელიძის ქ. 93, ვალე"
"დიანა ხარაბაძე","ქურხულის ქ. 07, თელავი"
"კლარა ნასყიდაშვილი","ქობულეთის ქ. 40, ტყიბული"
"აზა ძიძიგური","გერგეტის ქ. 93, ბათუმი"
"არტურ ნადირაძე","სუნდუკიანის ქ. 05, გარდაბანი"
"კახაბერ ბუჩუკური","მესხიშვილის ქ. 31, წალკა"
"დიმიტრი მუსტაფაევი","პეტრე იბერის ქ. 29, ახმეტა"
"თინა ბენდელიანი","მრევლიშვილის ქ. 89, ვალე"
"სალომე ჩიქოვანი","პასტერის ქ. 66, ახმეტა"
"ფატიმა ფარტენაძე","ახალარსენალის ქ. 16, ცაგერი"
"სოფიო ჯიქია","იორის ქ. 41, ლანჩხუთი"
"ანიკო ბლიაძე","არმაზის ქ. 22, ახმეტა"
"ასლან გურგენიძე","მეგობრობის ქ. 21, თელავი"
"ლუდმილა არაბული","ხაზინის ქ. 50, გორი"
"როლანდ კარაპეტიანი","არბოს ქ. 67, ლანჩხუთი"
"ლაშა ლომიძე","რადიანი შალვას ქ. 88, მარნეული"
"თინა ჭკადუა","საჩხერის ქ. 81, ბორჯომი"
"მანანა აფციაური","დოესის ქ. 04, რუსთავი"
"სალომე ჩხიკვაძე","მაჩაბელი ივანეს ქ. 65, დმანისი"
"რომან დუმბაძე","უზნაძის ქ. 00, ჯვარი"
"ნინო გაჯიევა","ბეთანიის ქ. 08, ხაშური"
"პავლე ბოკუჩავა","ნოსირის ქ. 59, ქუთაისი"
