ავთანდილ ელიზბარაშვი18 
ხვიჩა სვანიძე       3  
მედეა მაჩიტიძე      10 
თენგიზ არჩვაძე      2  
ვენერა ხორავა       15 
ემა შენგელია        4  
გია გელაშვილი       16 
ვარდო ადამია        16 
გურამ მიქაბერიძე    20 
ტარიელ შათირიშვილი  8
ნუკრი მუსაევა       10 
ლიზა პაპაშვილი      10 
ნარგიზა კიკნაძე     12 
ლიანა მუშკუდიანი    12 
სალომე ხურციძე      7  
გიული მელაძე        17 
ქეთინო მელქაძე      12 
თამუნა ზარიძე       2  
ნათია ცუცქირიძე     8  
ირმა გოგია          14
ნუკრი ჟვანია        3  
იამზე ჭანტურია      0  
ლიდა კაკაურიძე      6  
ირაკლი წურწუმია     2  
ირმა მახათაძე       2  
თორნიკე ჯანაშია     10 
გენადი ფუტკარაძე    15 
შორენა პეტროსიანი   13 
