"Aada Andersson"	"Hannukselankuja 91
81292 Kivijärvi" 
"Erika Uotila-Nyman"	"Adolf Lindforsin kuja 84
37827 Heinola"
"Maija Salminen"	"Damaskuksenkuja 5
43268 Oulainen"
"Heikki Tuominen"	"Nordenskiöldintie 750
15677 Orivesi"
"Elisabeth Koskela"	"Taimistonpolku 499
87937 Joroinen"
"Sofia Laakso"	"Yrttimaantie 71
51766 Kristiinankaupunki"
"Hannele Eskola"	"Jänkäkatu 69
21694 Karijoki"
"Tiina Luoma"	"Iltaruskonbulevardi 478
09610 Pertunmaa"
"Olli Järvinen"	"Neulapadontie 56
63677 Lapua"
"Tapani Härkönen-Leskinen"	"Ahdekaunokinkuja 151
57478 Masku"
"Elina Lindqvist-Parkkinen"	"Kuhankeittäjänkatu 9
73229 Sulkava"
"Hanna Lehtonen"	"Iltaruskonbulevardi 77
21795 Akaa"
"Kustaa Saastamoinen"	"Lautamiehentie 719
29551 Juupajoki"
"Linda Jaakkola"	"Lentokapteenin kuja 693
90198 Lappeenranta"
"Tapani Pitkänen"	"Lemunkuja 2
04882 Kivijärvi"
"Sofia Leinonen"	"Hannukselanpolku 76
24408 Kempele"
"Anita Hokkanen"	"Berganbulevardi 9
53405 Lempäälä"
"Tommi Hänninen"	"Salamakuja 11
79212 Ii"
"Ilari Hirvonen"	"Gunnel Nymanin kuja 7
05203 Liperi"
"Mirjami Koistinen-Jäntti"	"Tyynylaavantie 2
88837 Taivassalo"
"Maria Laine"	"Ilotulituskuja 6
12469 Liminka"
"Matilda Kangas"	"Osuuskunnanpolku 399
19803 Jokioinen"
"Johanna Hirvonen"	"Gneissibulevardi 314
89764 Hyvinkää"
"Hannele Miettinen"	"Agricolanbulevardi 3
09179 Kangasala"
"Arto Suominen-Sillanpää"	"Ilomäenkuja 43
85715 Sysmä"
"Sofia Manninen-Rissanen"	"Purjetuulenbulevardi 5
66627 Asikkala"
"Simo Koskela"	"Dosentinkatu 013
26724 Mynämäki"
"Lilja Tolonen"	"Ilotulituskatu 5
42937 Keuruu"
"Kalevi Karttunen"	"Kiitäjänbulevardi 4
76913 Uusikaupunki"
"Arttu Sillanpää"	"Ida Ekmanin kuja 70
64574 Konnevesi"
"Sara Haapanen"	"Willebrandinbulevardi 7
33257 Vantaa"
"Jouko Harju-Mäkinen"	"Yhteiskoulunkuja 11
33902 Keuruu"
"Lauri Eskola"	"Dosentinpolku 519
99739 Evijärvi"
"Helena Aalto"	"Gustav Pauligin polku 40
83539 Miehikkälä"
"Marja Ahonen"	"Uunisepänkatu 73
83556 Tervo"
"Sofia Mustonen"	"Orapihlajapolku 644
27113 Kuortane"
"Eero Kantola"	"Nordenskiöldintie 09
58921 Kitee"
"Juhani Laine"	"Hankasuontie 299
11947 Mäntyharju"
"Tapio Hietala-Venäläinen"	"Yrjö-Koskisen bulevardi 381
17487 Veteli"
"Aino Kettunen"	"Jättiläisenkatu 99
23059 Evijärvi"
"Jari Aaltonen"	"Runonlaulajanpolku 571
48427 Karkkila"
"Tanja Kumpulainen"	"Ylipalonpolku 6
94968 Orimattila"
"Marita Heikkinen"	"Cygnaeuksentie 911
86936 Haapajärvi"
"Heikki Kokkonen"	"Chydeniuksenkatu 7
26288 Juuka"
"Kalle Laitinen"	"Maneesitie 10
85229 Lemi"
"Sofia Repo"	"Kiitäjänpolku 5
73495 Keuruu"
"Tapani Hämäläinen"	"Maapadonkuja 5
48207 Maarianhamina"
"Satu Mäkinen"	"Purjetuulenkatu 42
40776 Ristijärvi"
"Pekka Sillanpää"	"Uudenkaupunginbulevardi 148
88040 Pieksämäki"
"Hannele Niemi"	"Jännepolku 67
62723 Korsnäs"
"Riikka Holmström"	"Agnes Sjöbergin katu 46
69712 Pedersören kunta"
"Erik Eklund"	"Gyldéninpolku 0
72094 Toholampi"
"Juhani Kukkonen"	"Iltaruskonkuja 19
73210 Miehikkälä"
"Eila Leskinen"	"Orasbulevardi 43
26630 Vöyri"
"Satu Makkonen-Koskela"	"Laajasalontie 6
81659 Kauhajoki"
"Sofia Saarinen-Rissanen"	"Agricolanbulevardi 0
09094 Seinäjoki"
"Kalevi Turunen"	"Bysantinkatu 0
29837 Vaala"
"Juha Nyman"	"Gadolininkuja 322
44076 Honkajoki"
"Sakari Liimatainen"	"Louhikkobulevardi 408
83443 Kaarina"
"Elisabet Lehtimäki"	"Porkkalantie 4
77083 Parikkala"
"Henri Rissanen"	"Otermantie 37
20924 Vieremä"
"Reijo Raatikainen"	"Fabianinkuja 229
94041 Alajärvi"
"Johanna Lahtinen"	"Tahtikatu 4
59242 Ylitornio"
"Viivi Jääskeläinen"	"Niemibulevardi 338
37030 Hollola"
"Aulikki Hakkarainen"	"Ylätuvanpolku 94
31879 Iisalmi"
"Susanna Ahonen"	"Salakkabulevardi 00
32289 Sievi"
"Sisko Härkönen"	"Jätkäsaarenkuja 98
06329 Utajärvi"
"Helmi Leinonen"	"Yläkaskenpolku 1
34906 Äänekoski"
"Carita Saari"	"Iltatähdentie 42
15798 Korsnäs"
"Jorma Simola-Kiuru"	"Salavapolku 6
65070 Kuhmoinen"
"Juhani Peltola-Henriksson"	"Katajaharjunbulevardi 27
70398 Maarianhamina"
"Olli Hautala-Hämäläinen"	"Ylipalonpolku 023
77818 Uusikaupunki"
"Kati Pakarinen"	"Ylä-Fallin polku 5
93561 Lumijoki"
"Martta Kivimäki"	"Ylänköpolku 7
85528 Hausjärvi"
"Markku Heino"	"Bertha Pauligin tie 04
04873 Nokia"
"Susanna Huotari"	"Maapadontie 6
11771 Kuusamo"
"Anne Jaatinen"	"Sadekatu 50
24303 Sodankylä"
"Patrik Jokinen-Sirén"	"Fastbölenkatu 0
13076 Hankasalmi"
"Pauliina Kinnunen"	"Haagan pappilanpolku 877
10272 Helsinki"
"Emilia Lappalainen"	"Gadolininkuja 2
98828 Simo"
"Tapio Ojanen-Kuusela"	"Fagottikuja 8
73464 Taivalkoski"
"Janne Kanerva"	"Taavinkuja 6
19716 Karijoki"
"Timo Karjalainen"	"Immolantie 4
43730 Heinola"
"Anita Lehtonen-Koski"	"Oravapolku 027
25285 Isokyrö"
"Hannu Heinonen"	"Aidasmäenpolku 474
78598 Harjavalta"
"Susanna Jokinen"	"Tyynelänbulevardi 5
78847 Konnevesi"
"Hannele Holmberg-Komulainen"	"Betonitie 2
00400 Kolari"
"Tuulikki Laurila"	"Capellan puistokuja 22
60013 Kempele"
"Anneli Koskela"	"Rukkilantie 352
33310 Nurmijärvi"
"Ilari Kemppainen"	"Fredrikinkuja 6
94989 Haapavesi"
"Hannele Kinnunen-Rantala"	"Neonkuja 466
32587 Finström"
"Jasmin Huttunen"	"Taimistonpolku 7
00858 Hankasalmi"
"Jussi Räty"	"Gustav Pauligin kuja 844
52601 Föglö"
"Tapani Parkkinen"	"Nils Westermarckin tie 75
98505 Lumparland"
"Raimo Huttunen-Niiranen"	"Maakuja 93
15347 Puumala"
"Susanna Kyllönen"	"Edelfeltinkuja 213
32210 Kuusamo"
"Antti Laakso"	"Maatullinkuja 92
02170 Mustasaari"
"Tapani Paavilainen"	"Döbelninpolku 31
89243 Pornainen"
"Johanna Niemelä"	"Haapabulevardi 7
16337 Kittilä"
"Tapani Kallio"	"Bertel Jungin bulevardi 7
10397 Äänekoski"
"Tapio Kujala"	"Jänkäbulevardi 756
00210 Maarianhamina"
"Karoliina Tanskanen"	"Bengalinkuja 247
07644 Joensuu"
"Samuli Nieminen"	"Ilotulituskatu 6
63756 Kumlinge"
"Virpi Nevalainen"	"Eino Leinon polku 463
51567 Kyyjärvi"
"Markku Nieminen"	"Salakkakuja 835
59983 Pello"
"Susanna Lahti"	"Gotlanninkatu 796
68666 Lumparland"
"Johannes Laine-Toivonen"	"Orvokkikatu 886
46138 Loppi"
"Kati Välimäki"	"Taavinbulevardi 0
59541 Iisalmi"
"Tapani Kähkönen"	"Damaskuksenkatu 6
94613 Siikajoki"
"Anneli Lehto"	"Maakatu 543
58545 Kaustinen"
"Ella Hirvonen-Salo"	"Graniittibulevardi 31
18884 Lieksa"
"Kristian Valkonen"	"Maasalonbulevardi 13
48169 Utsjoki"
"Johan Kari"	"Salamakatu 515
23313 Toivakka"
"Sanna Hytönen"	"Yllästunturintie 04
71335 Kangasala"
"Markus Lepistö"	"Elonpolku 143
81589 Hollola"
"Susanna Niemi"	"Jyvätie 785
09627 Saarijärvi"
"Samuli Konttinen"	"Puusepäntie 939
11557 Pyhäranta"
"Maria Koski"	"Tukkisillantie 2
34056 Sievi"
"Elina Jaatinen"	"Nelikkotie 5
41268 Värdö"
"Aino Niemi"	"Dosentinbulevardi 7
87769 Lieksa"
"Aurora Sallinen"	"Poikasaartenpolku 156
34283 Soini"
"Viljo Ahola"	"Rukoushuoneenkatu 8
76622 Kristiinankaupunki"
"Jussi Hämäläinen"	"Freesenbulevardi 259
04402 Mäntyharju"
"Jouko Moilanen"	"Taavetti Laitisen kuja 484
64278 Kaavi"
"Niko Helminen"	"Tukkisillankuja 478
95841 Polvijärvi"
"Susanna Ojanen"	"Puroniitynkatu 578
86931 Enonkoski"
"Juhani Pakarinen"	"Maatullintie 553
53772 Ulvila"
"Jarmo Salminen"	"Yrttimaanbulevardi 390
51855 Hyvinkää"
"Kalevi Tiainen"	"Veräjämäenpolku 242
75544 Petäjävesi"
"Satu Andersson-Laiho"	"Ylipalonkatu 6
82417 Tammela"
"Katariina Laaksonen-Seppälä"	"Agricolankuja 3
96418 Eura"
"Aili Vainio"	"Aidasmäenpolku 5
67201 Hartola"
"Tarja Tuovinen"	"Gadolininkuja 52
67288 Tornio"
"Christian Nyman"	"Usvabulevardi 31
13873 Ylöjärvi"
"Juhani Pakarinen"	"Agricolanbulevardi 731
36653 Juupajoki"
"Susanna Paavola"	"Fallkullanbulevardi 3
62638 Vihti"
"Niko Lehtinen-Laukkanen"	"Pyörökivenpolku 35
32838 Karkkila"
"Anneli Anttila"	"Niemikatu 7
00006 Ylitornio"
"Juhani Luoma"	"Nordenskiöldinkuja 5
19962 Mäntyharju"
"Anneli Hietanen"	"Haahkapolku 574
45200 Kannus"
"Juhani Karjalainen"	"Niittylänkuja 57
29395 Tammela"
"Juhani Eskola"	"Santerlankuja 07
29486 Lumparland"
"Keijo Laakkonen"	"Ylänkökuja 55
70625 Värdö"
"Marjatta Niemi"	"Werner Wirénin kuja 6
54003 Savukoski"
"Matias Vainio"	"Sapilaskatu 565
42870 Halsua"
"Susanna Puustinen"	"Veropellonkuja 049
33844 Sauvo"
"Katariina Kauppila"	"Runebergintie 00
97332 Vantaa"
"Hannele Jokinen"	"Immolantie 68
70112 Simo"
"Taina Karlsson"	"Rantavarastonpolku 415
28724 Utsjoki"
"Sisko Virtanen"	"Verkkobulevardi 24
14619 Puumala"
"Juhani Tirkkonen-Kaikkonen"	"Betonikatu 2
24616 Järvenpää"
"Raimo Linna"	"Taavetti Laitisen bulevardi 6
52278 Hankasalmi"
"Ilmari Konttinen"	"Adolf Lindforsin tie 52
38494 Karijoki"
"Riitta Karttunen"	"Kukkaniitynbulevardi 0
14887 Porvoo"
"Maria Lehto"	"Gunillanpolku 6
44137 Ylitornio"
"Susanna Rytkönen"	"Sapilaspolku 8
12773 Salla"
"Hannele Laakso"	"Nelikkotie 4
38926 Mäntsälä"
"Inkeri Tuomi"	"Iltaruskonpolku 699
16026 Vieremä"
"Annikki Tikka"	"Porintie 094
04049 Kouvola"
"Laura Härkönen"	"Puuskakatu 47
88476 Mikkeli"
"Kristiina Seppänen"	"Jänkätie 53
73699 Kontiolahti"
"Anneli Lehtonen"	"Lemuntie 6
77943 Lappeenranta"
"Hannele Räisänen"	"Nordenskiöldintie 4
63073 Karijoki"
"Elisabet Hyvärinen"	"Werner Wirénin katu 70
55449 Kaskinen"
"Teuvo Heikkinen"	"Walentin Chorellin polku 9
85680 Isojoki"
"Susanna Räsänen"	"Maasälväntie 3
54201 Jämijärvi"
"Helena Rautio"	"Castréninpolku 9
98498 Korsnäs"
"Helmi Aho"	"Pyörökivenkuja 444
70179 Kankaanpää"
"Maria Lehtimäki-Lindholm"	"Otermantie 72
35705 Pielavesi"
"Kalevi Lindroos"	"Tyyneläntie 198
25985 Laukaa"
"Timo Erkkilä"	"Wavulinintie 08
23161 Pomarkku"
"Tapio Haapala"	"Iltaruskonkuja 9
51065 Tampere"
"Matias Kokkonen"	"Oraskuja 106
75024 Savukoski"
"Petteri Heinonen"	"Wäinö Aaltosen bulevardi 6
23615 Muurame"
"Juhani Karvonen"	"Usvatie 320
31201 Rauma"
"Susanna Salmela-Jaakkola"	"Porepolku 108
09705 Raasepori"
"Johanna Hämäläinen"	"Jätkäsaarenbulevardi 511
29297 Geta"
"Johanna Nissinen"	"Maatie 939
72150 Jyväskylä"
"Tapio Juntunen"	"Verkkopolku 37
31183 Toivakka"
"Mira Koivunen"	"Dosentinkuja 77
63747 Uusikaarlepyy"
"Leevi Kumpulainen"	"Oravakatu 797
42702 Mäntsälä"
"Harri Nykänen"	"Uurtajankuja 4
24665 Pyhtää"
"Liisa Hämäläinen"	"Betonipolku 915
33124 Sottunga"
"Juhani Erkkilä"	"Oravabulevardi 8
46004 Juva"
"Irja Lahtinen"	"Jäkäläkuja 435
76518 Juuka"
"Susanna Salonen-Heinonen"	"Tukkisillankatu 7
15270 Oulu"
"Susanna Hokkanen"	"Ylätuvanbulevardi 82
64059 Loviisa"
"Pirkko Nylund"	"Harakkamyllynbulevardi 5
22508 Mäntsälä"
"Oliver Penttinen"	"Caloniuksenkuja 09
99868 Geta"
"Jukka Penttinen"	"Santerlankatu 1
85269 Tuusula"
"Elisabet Virtanen"	"Fallkullanpolku 99
15316 Taipalsaari"
"Samuel Seppänen"	"Wäinö Aaltosen bulevardi 3
19446 Rautalampi"
"Akseli Hämäläinen"	"Fagottikuja 158
93945 Ilmajoki"
"Erik Nurmi"	"Nils Westermarckin bulevardi 462
86416 Sottunga"
"Arja Paavola-Paananen"	"Ylipalonkatu 39
05446 Tammela"
"Susanna Sillanpää"	"Tyynylaavankuja 68
85872 Tervola"
"Toni Tuovinen"	"Elonkatu 9
47044 Pertunmaa"
"Sakari Tiainen-Lindgren"	"Vesalanpolku 468
99292 Finström"
"Susanna Heinonen"	"Eljaksenbulevardi 491
45619 Joutsa"
"Ilkka Saarela"	"Tuohikoivunpolku 1
60389 Kajaani"
"Marjatta Juntunen"	"Agroksentie 6
19243 Brändö"
"Niko Parviainen"	"Cygnaeuksenkuja 756
04073 Hattula"
"Henry Raatikainen-Eriksson"	"Kukkaniitynbulevardi 96
54495 Lempäälä"
"Heidi Ollila"	"Eino Leinon tie 77
04341 Hyrynsalmi"
"Leena Grönroos"	"Ilomäenpolku 414
35579 Uurainen"
"Susanna Tuovinen"	"Puuskatie 00
28162 Parkano"
"Venla Tiihonen"	"Freesentie 167
39708 Pertunmaa"
"Kauko Laurila"	"Franzénintie 0
55174 Kittilä"
"Ulla Koponen"	"Tuohikoivunkatu 315
70294 Ulvila"
"Tapio Rantanen"	"Ilkanpolku 4
81491 Keuruu"
"Pia Kujala"	"Ida Ekmanin tie 819
55014 Taivalkoski"
"Kaarina Lepistö"	"Böstaksenkatu 2
96701 Taivalkoski"
"Elisabet Mattsson"	"Runokylänbulevardi 96
10464 Kyyjärvi"
"Kimmo Taskinen"	"Kolvibulevardi 48
54095 Parainen"
"Juhani Laukkanen"	"Salavakuja 0
17239 Joutsa"
"Suvi Lehto"	"Agricolantie 239
62566 Liperi"
"Sofia Harju"	"Edelfeltinkatu 7
08883 Hyrynsalmi"
"Tapani Kukkonen-Mustonen"	"Jyväbulevardi 9
77343 Haapavesi"
"Mikko Hyvönen-Manninen"	"Maakatu 08
12691 Juupajoki"
"Marita Salmela-Hänninen"	"Böstaksenbulevardi 1
01213 Nurmijärvi"
"Tomi Lappalainen"	"Harakkamyllynpolku 2
86570 Finström"
"Aukusti Lindholm"	"Kolukatu 842
28760 Isokyrö"
"Helena Leinonen"	"Caloniuksenpolku 565
46648 Karkkila"
"Antero Mustonen-Härkönen"	"Hankasuonpolku 649
92761 Tohmajärvi"
"Juhani Virtanen"	"Porinkuja 92
79854 Nakkila"
"Suvi Lehto"	"Porintie 9
37637 Utajärvi"
"Pekka Mäkelä"	"Kiitäjänkuja 59
12566 Värdö"
"Marjatta Rinne"	"Niitynperänpolku 79
74433 Ylitornio"
"Ilmari Karppinen-Huttunen"	"Aidasmäenpolku 749
40372 Loimaa"
"Petteri Laine"	"Fallpakantie 997
48815 Valkeakoski"
"Toni Lindroos"	"Uudenkaupunginbulevardi 0
63831 Joroinen"
"Helena Simola"	"Vellikellonpolku 171
66137 Lapua"
"Tarja Lappalainen"	"Adolf Lindforsin kuja 1
09249 Kemijärvi"
"Juhana Pulkkinen-Valkama"	"Agroksenbulevardi 056
94457 Pyhtää"
"Maria Pulkkinen"	"Orisaarentie 9
17429 Merijärvi"
"Suvi Lehtonen"	"Porebulevardi 1
98070 Turku"
"Nea Turunen"	"Wecksellinkatu 76
44073 Ypäjä"
"Jukka Anttila"	"Vesalantie 1
50042 Vöyri"
"Katja Salo"	"Bengalinkuja 48
84651 Sastamala"
"Tapani Mäkelä"	"Jänkätie 29
97690 Jyväskylä"
"Katariina Ahola"	"Lentokapteenin kuja 03
75583 Pori"
"Eila Laine"	"Osuuskunnanpolku 958
27076 Parikkala"
"Nea Haapaniemi"	"Eerik Pyhän polku 29
33847 Lumparland"
"Maija Koskinen"	"Mamsellimyllynbulevardi 88
49817 Sauvo"
"Annikki Simonen"	"Franzéninkuja 29
68789 Lappajärvi"
"Suvi Mustonen"	"Degermosanpolku 305
20002 Varkaus"
"Juha Juvonen"	"Jänkäpolku 7
10121 Eura"
"Johanna Tolvanen-Laitinen"	"Kolukatu 505
56799 Lumijoki"
"Siiri Leppänen"	"Tyynelänbulevardi 73
94221 Tohmajärvi"
"Annikki Tikkanen"	"Eljaksenpolku 0
43474 Pello"
"Marjatta Heikkinen-Eklund"	"Adolf Lindforsin kuja 861
47679 Kinnula"
"Teemu Jokinen"	"Lautamiehenbulevardi 11
87805 Siilinjärvi"
"Antti Salmi"	"Versotie 5
31667 Maalahti"
"Pia Jokinen"	"Taavetti Laitisen polku 96
25806 Lempäälä"
"Ilmari Lehtonen"	"Ilkanpolku 282
08546 Loimaa"
"Suvi Nykänen"	"Santerlanpolku 173
88235 Lestijärvi"
"Anneli Eriksson"	"Saramäenbulevardi 17
75476 Sauvo"
"Marita Ylinen"	"Veropellonpolku 0
42710 Koski Tl"
"Eemeli Seppänen-Salminen"	"Biologinkuja 03
54719 Vaala"
"Juha Mäkelä"	"Verkkobulevardi 6
10136 Brändö"
"Mikko Saarinen-Manninen"	"Nils Westermarckin tie 99
43952 Jämsä"
"Kari Lepistö"	"Nervanderintie 5
18753 Hyrynsalmi"
"Amanda Mäkinen"	"Elimäenkatu 55
26591 Kempele"
"Helena Sallinen"	"Puuskabulevardi 4
44691 Kaavi"
"Maija Matikainen-Leskinen"	"Neonkuja 7
74420 Kolari"
"Suvi Seppänen-Heino"	"Nils Westermarckin polku 8
61805 Ranua"
"Olavi Pulkkinen"	"Gunnel Nymanin kuja 2
17644 Keminmaa"
"Kari Nieminen"	"Puuskakatu 807
17121 Akaa"
"Pirkko Kolehmainen"	"Hannukselankatu 45
36440 Pudasjärvi"
"Mikael Holopainen"	"Gotlanninbulevardi 2
31014 Joensuu"
"Kyllikki Lahtinen-Ylitalo"	"Yrttimaanpolku 663
27871 Nokia"
"Timo Kinnunen"	"Zaidankuja 0
51710 Jomala"
"Kristiina Karjalainen-Jääskeläinen"	"Haaksipolku 0
49810 Karijoki"
"Anton Mäkelä"	"Castréninkatu 02
79956 Kauniainen"
"Matti Tiainen-Kallio"	"Eerik Pyhän polku 549
63658 Ylivieska"
"Taina Ahonen"	"Sapilaspolku 924
29694 Janakkala"
"Emilia Niemelä"	"Lukkarimäenpolku 0
13174 Rautalampi"
"Toivo Erkkilä"	"Bysantintie 8
01354 Oulainen"
"Satu Savolainen"	"Haaksikatu 577
84772 Uusikaupunki"
"Tapio Heikkilä-Pelkonen"	"Disanbulevardi 805
81620 Kempele"
"Alina Kankaanpää"	"Ieskatu 7
75291 Padasjoki"
"Leo Palomäki"	"Taimistonbulevardi 4
04948 Tuusniemi"
"Maarit Lindberg"	"Rukobulevardi 42
41370 Hailuoto"
"Pia Kemppainen"	"Rantavarastonbulevardi 89
67200 Iisalmi"
"Jussi Kosonen"	"Mamsellimyllyntie 46
90177 Orivesi"
"Taina Kinnunen"	"Böstaksenbulevardi 499
57813 Karkkila"
"Petteri Hänninen-Huotari"	"Winqvistintie 345
36985 Heinävesi"
"Johanna Markkanen"	"Oravabulevardi 673
32827 Naantali"
"Juha Tanskanen"	"Haaksipolku 0
56714 Reisjärvi"
"Johanna Hirvonen"	"Ylänkötie 313
29587 Humppila"
"Ilona Hyttinen"	"Ahomäenbulevardi 6
07564 Hankasalmi"
"Johannes Hänninen"	"Osmonkuja 405
34626 Evijärvi"
"Marjatta Laitinen-Hiltunen"	"Rapakivenbulevardi 69
32952 Askola"
"Iida Autio"	"Ilveskuja 024
61954 Petäjävesi"
"Harri Lahtinen-Koskela"	"Jännepolku 546
44665 Ulvila"
"Taina Tuovinen"	"Agronominpolku 68
55292 Taivassalo"
"Heli Hyvärinen"	"Taimistonbulevardi 144
34109 Keuruu"
"Robert Heikkinen"	"Fredrikinkuja 292
96387 Eurajoki"
"Kari Myllymäki-Koivisto"	"Walentin Chorellin bulevardi 4
82217 Juuka"
"Maria Hytönen"	"Maasälvänbulevardi 13
29277 Karstula"
"Teija Marttinen"	"Yrttimaankatu 66
65854 Varkaus"
"Kari Karjalainen"	"Yhteiskoulunkatu 083
29493 Veteli"
"Leo Ylönen"	"Uunilinnunbulevardi 963
03799 Jämijärvi"
"Marjatta Järvenpää-Koponen"	"Kimmonkatu 01
11419 Jämsä"
"Annika Haavisto"	"Disankuja 94
12895 Pomarkku"
"Taisto Huovinen"	"Haakoninlahdenpolku 27
35698 Inari"
"Sari Sutinen-Aaltonen"	"Harbontie 93
32585 Sund"
"Otto Huttunen"	"Jänkäbulevardi 090
09810 Aura"
"Mirjam Lindberg"	"Urheilupolku 1
63397 Hirvensalmi"
"Eija Kinnunen"	"Malminkartanonkuja 92
48183 Saltvik"
"Essi Rauhala-Heinonen"	"Taavinpolku 0
86490 Brändö"
"Esa Heikkinen"	"Yhteiskoulunpolku 1
59085 Sulkava"
"Johannes Hytönen"	"Wäinö Aaltosen tie 814
15832 Karkkila"
"Markus Aalto"	"Ylänkötie 86
15395 Laihia"
"Mikael Huovinen-Ojala"	"Walentin Chorellin bulevardi 57
16904 Evijärvi"
"Taisto Koponen-Salonen"	"Fallinpolku 779
94277 Pälkäne"
"Marjatta Väyrynen"	"Ylänköpolku 50
08725 Saarijärvi"
"Marketta Määttä"	"Runebergintie 15
89915 Ylitornio"
"Markus Ikonen-Kärkkäinen"	"Wäinö Aaltosen tie 0
35396 Sipoo"
"Margareta Lipponen-Konttinen"	"Uurtajankuja 949
27862 Kaavi"
"Antti Heiskanen-Peltonen"	"Gunnel Nymanin katu 069
05774 Rantasalmi"
"Ismo Koivunen-Saarinen"	"Osuuskunnankuja 13
56742 Mäntsälä"
"Hermanni Markkanen"	"Puuskakatu 566
10336 Kiuruvesi"
"Jaakko Harju"	"Elisabeth Kochin polku 054
11171 Joutsa"
"Juhani Turpeinen"	"Tyynylaavanpolku 117
83933 Nousiainen"
"Tanja Hirvonen"	"Wäinö Aaltosen polku 4
08830 Karijoki"
"Anna-Liisa Salminen"	"Uurtajankuja 9
77612 Karstula"
"Johanna Väisänen"	"Elonkuja 83
38265 Salo"
"Hannele Kivimäki"	"Nelikkopolku 746
99125 Muhos"
"Lea Lindholm-Lehtinen"	"Iltaruskonpolku 1
50183 Keitele"
"Tarja Aho"	"Maasalonpolku 834
77931 Taivalkoski"
"Inkeri Lahtinen"	"Purjetuulenkatu 2
69672 Ilomantsi"
"Erik Rantanen"	"Jättiläisenkuja 96
83537 Karijoki"
"Mikael Ojala"	"Haapakatu 879
95090 Koski Tl"
"Kristian Holmström"	"Ilotulituspolku 7
25638 Outokumpu"
"Tanja Mäkinen"	"Jyväkatu 031
42223 Hanko"
"Lauri Uusitalo"	"Wäinö Aaltosen katu 02
20171 Kouvola"
"Outi Harju-Lehtonen"	"Ilkankuja 31
41651 Padasjoki"
"Hilkka Räisänen"	"Bertha Pauligin tie 49
64923 Ylivieska"
"Jesse Penttinen"	"Haravatie 312
56991 Jomala"
"Petteri Mäkelä"	"Harbonpolku 358
92299 Utsjoki"
"Erkki Ahonen"	"Santerlankuja 5
77801 Pyhäjärvi"
"Armas Marttinen-Saarinen"	"Maatullinkatu 80
61521 Jomala"
"Eetu Pääkkönen"	"Kolvikatu 757
15148 Tuusula"
"Marjatta Karjalainen-Halonen"	"Maatie 29
24807 Kärkölä"
"Tapani Eronen-Lepistö"	"Kilpolankatu 1
32290 Kaarina"
"Olavi Markkanen"	"Kuhankeittäjänpolku 012
08413 Lempäälä"
"Pauliina Mäenpää"	"Gunillankatu 32
12983 Ilmajoki"
"Taisto Markkanen-Heikkinen"	"Porinpolku 380
50453 Iisalmi"
"Esko Kujala"	"Orisaarenbulevardi 0
01841 Inari"
"Tuulikki Hannula-Savolainen"	"Niitynperänpolku 886
83228 Konnevesi"
"Risto Nyman"	"Niemibulevardi 8
93413 Kristiinankaupunki"
"Helinä Hirvonen"	"Yrjöntie 72
28849 Liminka"
"Riku Turpeinen"	"Ahdekaunokinpolku 500
54799 Uusikaarlepyy"
"Kyllikki Airaksinen"	"Salavakatu 67
33092 Oripää"
"Tapani Haapala"	"Puusepänbulevardi 788
32028 Rautalampi"
"Matias Kivimäki"	"Louhikkotie 853
54572 Tuusula"
"Anneli Nieminen"	"Winqvistintie 085
31994 Ylitornio"
"Marianne Niemi"	"Dosentinbulevardi 069
86000 Suonenjoki"
"Tapani Hakala"	"Lukkarimäenpolku 42
93625 Muonio"
"Sirpa Aro"	"Agronomintie 480
36192 Koski Tl"
"Hellevi Kallio"	"Osmonpolku 10
22274 Finström"
"Pekka Rautio-Hietala"	"Lentokapteenin tie 7
53921 Pietarsaari"
"Juhani Räsänen"	"Taimistonbulevardi 3
81291 Virrat"
"Anne Toivanen"	"Tuomarinkylänkuja 42
22196 Sotkamo"
"Tapani Heikkinen-Aalto"	"Kolupolku 066
13456 Nurmes"
"Markku Saastamoinen"	"Uunilinnunkatu 09
15932 Multia"
"Ritva Johansson"	"Granfeltinkatu 01
67947 Kalajoki"
"Juhani Salmi"	"Adolf Lindforsin polku 06
06044 Tammela"
"Juhani Heikkilä"	"Ylipalontie 66
61122 Perho"
"Jouni Seppänen"	"Franzénintie 233
95913 Lapinjärvi"
"Janne Nurminen"	"Maatullinbulevardi 21
14857 Raahe"
"Kaarina Lehtinen"	"Orvokkipolku 757
88563 Kempele"
"Johannes Lehtola"	"Runeberginpolku 3
54638 Pello"
"Tapio Pulkkinen-Ikonen"	"Aidasmäenpolku 52
83859 Laitila"
"Tapani Heiskanen-Hirvonen"	"Neonkatu 677
19401 Finström"
"Jukka Lindroos"	"Orvokkikatu 19
85720 Kauhajoki"
"Markus Heikkinen-Rintala"	"Iltaruskontie 138
81894 Paltamo"
"Katariina Tuominen"	"Hannukselanbulevardi 8
87533 Inkoo"
"Jari Jauhiainen"	"Jättiläisenbulevardi 77
08209 Miehikkälä"
"Martti Pirinen"	"Veräjämäenkatu 056
52498 Juva"
"Kristiina Koponen"	"Ylätuvanpolku 5
97223 Säkylä"
"Maria Ahonen"	"Osuuskunnanbulevardi 06
25058 Nurmes"
"Emilia Elo"	"Louhenbulevardi 1
26216 Kyyjärvi"
